Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.62538,0.26709,0.00245,0.01344,0.01972,0.00198,0.00443,0.00763,0.0025,0.02094,0.00579,0.01997,0.01024,0.00035,0,0
5 to 9,0.21345,4.94157,1.17939,0.0461,0.03145,0.00839,0.03458,0.02113,0.01246,0.02795,0.05367,0.05688,0.01212,0.00458,0,0.00422
10 to 14,0.04227,0.30379,7.56453,2.14335,0.01377,0.0028,0.02447,0.01657,0.01059,0.01938,0.07202,0.05272,0.00654,0.0018,0,0
15 to 19,0.0419,0.03066,0.21388,6.69766,1.0686,0.0134,0.01441,0.00778,0.03939,0.0638,0.07099,0.05534,0.02873,0,0.00152,0.00424
20 to 24,0.01467,0.03933,0.02779,0.10449,0.60375,0.03021,0.00643,0.00259,0.00128,0.00093,0.00106,0.00132,0.00283,0.00037,0,0
25 to 29,0.00614,0.00602,0.00499,0.00524,0.00545,0.01097,0.00615,0.00402,0.00205,0.00257,0.0014,0.00609,0.00024,0.00034,0,0.00152
30 to 34,0.01259,0.00968,0.0063,0.00724,0.00427,0.00197,0.00575,0.00577,0.00207,0.0051,0.00403,0.00243,0.00223,0.0022,0,0
35 to 39,0.00948,0.00947,0.01039,0.01054,0.00537,0.00264,0.00405,0.00438,0.00285,0.00448,0.00405,0.00414,0.00628,0.00097,0.00152,0
40 to 44,0.0045,0.00941,0.01111,0.00909,0.00353,0.0032,0.00449,0.00497,0.00624,0.00427,0.00515,0.00533,0.0014,0.00098,0.00157,0
45 to 49,0.00532,0.00666,0.00867,0.01064,0.00434,0.00282,0.00236,0.0024,0.00224,0.00259,0.00709,0.00389,0.00224,0.00158,0.00423,0
50 to 54,0.00317,0.00655,0.0071,0.00686,0.0026,0.00079,0.00207,0.00038,0.0027,0.00343,0.00386,0.00363,0.00185,0.00036,0.00704,0
55 to 59,0.00241,0.00231,0.00404,0.00462,0.00201,0.00146,0.00036,0.00101,0.00085,0.00178,0.0023,0.00446,0.00102,0.00284,0.00429,0
60 to 64,0.00036,0.00097,0.0011,0.00113,0.00016,6.00E-04,0.00078,8.00E-05,0.00084,0.00051,0.00075,0.00157,0.00379,0.00158,0.00155,0
65 to 69,0.00016,0.00023,0.00012,0.00018,0.00024,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00216,0.00345,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
