Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.60904,0.26946,0.0019,0.00778,0.00493,0.00198,0.00543,0.00952,0.00339,0.02817,0.00927,0.02677,0.00906,0.00036,0,0
5 to 9,0.21535,5.18074,0.94582,0.02721,0.00695,0.00853,0.04891,0.03075,0.02038,0.04529,0.10919,0.09142,0.00973,0.00483,0,0.00422
10 to 14,0.03286,0.24362,4.64269,0.96949,0.00238,0.00247,0.02875,0.01997,0.01425,0.02585,0.11891,0.06965,0.00466,0.00183,0,0
15 to 19,0.02425,0.01809,0.09674,2.24036,0.14339,0.01029,0.01381,0.00761,0.04248,0.06827,0.09173,0.05857,0.0186,0,0.00152,0.00424
20 to 24,0.00367,0.00869,0.00481,0.01402,0.05223,0.02102,0.00443,0.00179,0.00091,0.00066,0.00079,0.00092,0.00189,0.00035,0,0
25 to 29,0.00613,0.00612,0.00439,0.00402,0.00379,0.01097,0.00626,0.0041,0.00211,0.00264,0.00147,0.00625,0.00024,0.00034,0,0.00152
30 to 34,0.0154,0.0137,0.0074,0.00694,0.00294,0.002,0.0061,0.00615,0.00225,0.00553,0.00457,0.00264,0.00223,0.00221,0,0
35 to 39,0.01183,0.01379,0.01253,0.01031,0.0037,0.00269,0.00432,0.00469,0.00311,0.00489,0.00463,0.00452,0.00628,0.00097,0.00152,0
40 to 44,0.0061,0.01539,0.01496,0.0098,0.0025,0.00328,0.00488,0.00543,0.00696,0.00476,0.00607,0.00594,0.00141,0.00098,0.00157,0
45 to 49,0.00716,0.0108,0.01156,0.01138,0.00307,0.00289,0.00255,0.00261,0.0025,0.00288,0.00834,0.00433,0.00225,0.00159,0.00423,0
50 to 54,0.00508,0.01332,0.01172,0.00886,0.00194,0.00083,0.00235,0.00044,0.00318,0.00404,0.00491,0.00427,0.00188,0.00037,0.00704,0
55 to 59,0.00323,0.00371,0.00534,0.00489,0.0014,0.0015,0.00039,0.0011,0.00095,0.00198,0.00272,0.00497,0.00102,0.00286,0.00429,0
60 to 64,0.00032,0.00078,0.00078,0.00073,1.00E-04,0.00059,0.00078,8.00E-05,0.00084,0.00051,0.00077,0.00157,0.00375,0.00158,0.00155,0
65 to 69,0.00017,0.00025,0.00013,0.00017,0.00023,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00216,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
