,Cases,ICU,Ventilator,Hospitalization,CFR
53,97.0,0.0,0.0,0.0,0.0
54,125.0,0.0,0.0,0.0,0.0
55,159.0,0.0,0.0,0.0,0.0
56,203.0,0.0,0.0,0.0,0.0049261083743842365
57,258.0,0.0,0.0,0.0,0.007751937984496124
58,327.0,0.0,0.0,0.0,0.0061162079510703364
59,414.0,0.0,0.0,0.0,0.007246376811594203
60,520.0,0.0,0.0,0.0,0.009615384615384616
61,667.0,0.0,0.0,0.0,0.008995502248875561
62,849.0,0.0,0.0,0.0,0.01060070671378092
63,1071.0,0.0,0.0,0.0,0.01027077497665733
64,1330.0,0.0,0.0,0.0,0.010526315789473684
65,1632.0,0.0,0.0,0.0,0.010416666666666666
66,1980.0,0.0,0.0,0.0,0.011616161616161616
67,2366.0,0.0,0.0,0.0,0.012256973795435333
68,2836.0,0.0,0.0,0.0,0.011988716502115656
69,3367.0,0.0,0.0,0.0,0.013068013068013067
70,3959.0,0.0,0.0,0.0,0.013892397069967163
71,4611.0,0.0,0.0,0.0,0.015181088700932552
72,5325.0,0.0,0.0,0.0,0.01652582159624413
73,6098.0,0.0,0.0,0.0,0.017874713020662514
74,6924.0,0.0,0.0,0.0,0.01949740034662045
75,7799.0,0.0,0.0,0.0,0.021669444800615462
76,8713.0,0.0,0.0,0.0,0.023642832549064616
77,9646.0,0.020008293593199254,0.013166079203815052,0.05390835579514825,0.026021148662658096
78,10587.0,0.021252479455936526,0.014640596958534051,0.05393407008595447,0.028620005667327857
79,11506.0,0.019815748305232053,0.014514166521814705,0.051799061359290806,0.03146184599339475
80,12397.0,0.018794869726546745,0.013632330402516738,0.0538840041945632,0.03428248769863677
81,13227.0,0.019203145082029183,0.013381719210705375,0.052695244575489526,0.03727224616315113
82,14003.0,0.030921945297436262,0.022995072484467614,0.0907662643719203,0.04041991001928158
83,14698.0,0.0313648115389849,0.023676690706218532,0.09212137705810314,0.04381548510001361
84,15319.0,0.032182257327501795,0.024805796723023694,0.09426202754749005,0.047326849011032054
85,15857.0,0.03430661537491329,0.027621870467301506,0.10430724601122533,0.050955414012738856
86,16318.0,0.03051844588797647,0.023287167545042283,0.10515994607182252,0.054786125750704746
87,16735.0,0.030415297281147297,0.0219300866447565,0.10606513295488497,0.05867941440095608
88,17122.0,0.03031187945333489,0.022310477747926643,0.10699684616283145,0.062492699450998716
89,17504.0,0.02856489945155393,0.02136654478976234,0.10917504570383912,0.06638482632541133
90,17885.0,0.029577858540676544,0.021079116578138105,0.10930947721554375,0.0698909700866648
91,18279.0,0.028557360905957656,0.02089829859401499,0.11154877181465069,0.0734175830187647
92,18687.0,0.028201423449456843,0.019960400278268314,0.11098624712366886,0.0764702734521325
93,19081.0,0.02751428122215817,0.019128976468738536,0.11210104292227871,0.07955557884806876
94,19493.0,0.026419740419637818,0.018622069460832093,0.11029600369363361,0.08228594880213409
95,19907.0,0.02682473501783292,0.018385492540312454,0.1140804742050535,0.08479429346461044
96,20300.0,0.026108374384236452,0.01793103448275862,0.11541871921182266,0.08719211822660099
97,20662.0,0.02536056528893621,0.017520085180524635,0.11644564901752008,0.08948794889168522
98,20987.0,0.02458664887787678,0.016772287606613617,0.1219802735026445,0.09172344784866822
99,21265.0,0.025440865271573007,0.01782271337879144,0.12377145544321655,0.09391018104867152
100,21485.0,0.024435652781010005,0.01768675820339772,0.1251570863393065,0.09611356760530602
101,21650.0,0.02424942263279446,0.017274826789838337,0.125080831408776,0.09833718244803695
102,21758.0,0.023853295339645187,0.017097159665410425,0.12616049269234306,0.10056071330085486
103,21798.0,0.02385539957794293,0.01715753738875126,0.13097531883659053,0.10289934856408844
104,21777.0,0.024108003857280617,0.01685264269642283,0.1331221012995362,0.10534049685447949
105,21698.0,0.02350447045810674,0.016360954926721356,0.13614157986911235,0.10770577933450087
106,21569.0,0.023274143446613195,0.016226992442857805,0.13644582502665864,0.11015809726922898
107,21379.0,0.023247111651620748,0.015248608447541981,0.1392955704195706,0.11249356845502596
108,21151.0,0.023544986052668904,0.016311285518415205,0.14141175358139096,0.1149827431327124
109,20893.0,0.023500694012348635,0.01627339300244101,0.14665198870435073,0.11716842961757526
110,20599.0,0.023787562503034126,0.016117287246953736,0.15054128841205883,0.11932618088256712
111,20281.0,0.023766086484887334,0.01671515211281495,0.15383856811794291,0.12114787239288004
112,19943.0,0.024519881662738805,0.016095873238730383,0.155593441307727,0.12269969412826556
113,19590.0,0.02378764675855028,0.01669218989280245,0.15758039816232772,0.12399183256763655
114,19228.0,0.023507385063449137,0.016018306636155607,0.15805075930934054,0.12492198876638236
115,18858.0,0.023332272775479904,0.015112949411390391,0.16380316046240323,0.12562307773889064
116,18492.0,0.02319922128487995,0.015628379839930782,0.16704520873891412,0.12600043261951113
117,18128.0,0.023003089143865844,0.01566637246248897,0.17012356575463372,0.12582744924977934
118,17770.0,0.023635340461451885,0.016207090602138437,0.17563308947664602,0.12543612830613393
119,17421.0,0.0234200103323575,0.016646575971528615,0.174272429826072,0.12467711382813845
120,17084.0,0.02347225474127839,0.016389604308124563,0.17934909857176307,0.1235659096230391
121,16772.0,0.023551156689720965,0.01603863582160744,0.179525399475316,0.12210827569759122
122,16475.0,0.023125948406676783,0.015781487101669194,0.1822154779969651,0.12024279210925645
123,16197.0,0.02272025683768599,0.015311477434092733,0.1821324936716676,0.11841699080076558
124,15922.0,0.023489511367918603,0.015701545032031153,0.19017711342796131,0.11631704559728677
125,15665.0,0.023683370571337375,0.015703798276412384,0.17721034152569423,0.11420363868496648
126,15416.0,0.023028022833419825,0.01524390243902439,0.1757265179034769,0.11202646600934095
127,15175.0,0.022800658978583195,0.015485996705107084,0.17357495881383855,0.1100494233937397
128,14945.0,0.022482435597189696,0.015389762462361994,0.17176313148210104,0.10806289729006356
129,14709.0,0.023115099598885035,0.014616901216942008,0.17166360731524916,0.10639744374192671
130,14459.0,0.023514765889757244,0.015422919980634898,0.17172695207137423,0.10484819143785877
131,14190.0,0.024242424242424242,0.015785764622973927,0.17787174066243833,0.10380549682875265
132,13899.0,0.025181667745880997,0.01647600546801928,0.17792646953018204,0.10310094251384992
133,13590.0,0.02442972774098602,0.015231788079470199,0.1781456953642384,0.10257542310522443
134,13259.0,0.02405912964778641,0.015536616637755487,0.17520174975488348,0.10264725846594766
135,12919.0,0.02353123306757489,0.01447480455143587,0.17439430296462574,0.10263952318290889
136,12566.0,0.02419226484163616,0.01599554353016075,0.17817921375139265,0.10305586503262773
137,12203.0,0.024748012783741703,0.01614357125297058,0.18388920757190855,0.10308940424485782
138,11832.0,0.02535496957403651,0.015720081135902637,0.1873732251521298,0.1031947261663286
139,11459.0,0.02626756261453879,0.016842656427262414,0.1894580678942316,0.10288855921110045
140,11091.0,0.02560634748895501,0.01640970155982328,0.1882607519610495,0.10215490036966911
141,10730.0,0.024697110904007457,0.016682199440820132,0.18070829450139794,0.10121155638397018
142,10374.0,0.02515905147484095,0.01725467514941199,0.17784846732215154,0.09986504723346828
143,10022.0,0.026142486529634804,0.017860706445819198,0.17990421073637997,0.09808421472759928
144,9676.0,0.026043819760231502,0.016845804051260852,0.18675072343943777,0.09590739975196362
145,9325.0,0.02670241286863271,0.01769436997319035,0.1899195710455764,0.09361930294906166
146,8976.0,0.02807486631016043,0.017825311942959002,0.18627450980392157,0.09135472370766488
147,8627.0,0.02886287237741973,0.018082763417178627,0.18685522197751245,0.08879100498435145
148,8280.0,0.0286231884057971,0.017995169082125603,0.18719806763285024,0.08659420289855073
149,7943.0,0.028578622686642328,0.016240715095052247,0.18217298250031475,0.08435100088127911
150,7610.0,0.026675427069645204,0.017739816031537452,0.18344283837056505,0.08199737187910644
151,7285.0,0.02731640356897735,0.01564859299931366,0.1883321894303363,0.08030199039121483
152,6969.0,0.027694073755201606,0.017075620605538813,0.18840579710144928,0.07849045774142632
153,6667.0,0.027298635068246587,0.01664916754162292,0.18419079046047698,0.0767961601919904
154,6387.0,0.02599029278221387,0.0162830749960858,0.17989666510098637,0.07499608579927979
155,6123.0,0.02596766291033807,0.017475093908214927,0.17458762044749307,0.07349338559529642
156,5885.0,0.026847918436703484,0.01818181818181818,0.16669498725573492,0.0723874256584537
157,5666.0,0.02929756441934345,0.01782562654429933,0.1694316978468055,0.0709495234733498
158,5463.0,0.027640490572945268,0.018304960644334616,0.17517847336628226,0.06974190005491489
159,5281.0,0.02745692103768226,0.01779965915546298,0.17818594963075174,0.06816890740390077
160,5114.0,0.027766914352757136,0.016621040281579978,0.1804849432929214,0.06687524442706297
161,4967.0,0.027179383933964164,0.01711294543990336,0.17817596134487618,0.0654318502113952
162,4833.0,0.02627767432236706,0.016345954893440928,0.1802193254707221,0.06414235464514795
163,4728.0,0.024111675126903553,0.014382402707275803,0.1751269035532995,0.06239424703891709
164,4629.0,0.023763231799524734,0.0146899978397062,0.1782242384964355,0.06135234391877295
165,4545.0,0.023542354235423543,0.014301430143014302,0.1771177117711771,0.05984598459845985
166,4475.0,0.021229050279329607,0.013631284916201117,0.17497206703910614,0.05810055865921788
167,4414.0,0.02061622111463525,0.011780697779791573,0.1615314907113729,0.056411418214771185
168,4367.0,0.019922143347836044,0.010304556904053125,0.16120906801007556,0.05427066636134646
169,4331.0,0.020087739552066497,0.011082890787347033,0.15654583237127684,0.052412837681828674
170,4307.0,0.0188065939168795,0.011144648247039703,0.15254237288135594,0.05084745762711865
171,4288.0,0.01842350746268657,0.010727611940298507,0.150419776119403,0.04874067164179104
172,4278.0,0.017064048620850866,0.010051425899953248,0.15077138849929875,0.04675081813931744
173,4279.0,0.016592661836877774,0.009581677962140687,0.140453376957233,0.045337695723299834
174,4286.0,0.017032197853476434,0.010032664489034065,0.13555762949136724,0.0433971068595427
175,4303.0,0.015802928189635138,0.008366256100395073,0.1264234255170811,0.04159888449918661
176,4327.0,0.016639704183036747,0.008319852091518374,0.13034434943378784,0.04044372544488098
177,4364.0,0.01535288725939505,0.006645279560036663,0.1228230980751604,0.03895508707607699
178,4414.0,0.014952424105120073,0.006796556411418215,0.1232442229270503,0.036927956502038964
179,4475.0,0.015195530726256984,0.0067039106145251395,0.12312849162011173,0.035754189944134075
180,4556.0,0.015583845478489903,0.007462686567164179,0.11479367866549604,0.03402107111501317
181,4654.0,0.013966480446927373,0.007520412548345509,0.10979802320584443,0.03223033949290933
182,4766.0,0.013008812421317666,0.0069240453210239195,0.10637851447754931,0.03063365505665128
183,4896.0,0.013684640522875817,0.006535947712418301,0.10130718954248366,0.02900326797385621
184,5038.0,0.012901945216355697,0.006351726875744343,0.09765780071456927,0.02739182215164748
185,5195.0,0.01289701636188643,0.006544754571703561,0.09778633301251204,0.025409047160731474
186,5355.0,0.013258636788048552,0.006535947712418301,0.0957983193277311,0.024089635854341738
187,5517.0,0.013050570962479609,0.0076128330614464385,0.09552292912814936,0.022294725394236
188,5674.0,0.013041945717307015,0.0066972153683468455,0.09622841029256257,0.020972858653507225
189,5828.0,0.012525737817433082,0.007035003431708991,0.08991077556623199,0.01973232669869595
190,5971.0,0.011220901021604422,0.007033997655334115,0.0778764026126277,0.01842237481158935
191,6095.0,0.01066447908121411,0.006890894175553733,0.07251845775225595,0.017555373256767842
192,6201.0,0.010159651669085631,0.006934365424931463,0.0686985970004838,0.01661022415739397
193,6280.0,0.009872611464968152,0.006369426751592357,0.0697452229299363,0.01592356687898089
194,6333.0,0.009632085899257856,0.00584241275856624,0.06679298910468973,0.015474498657824095
195,6357.0,0.009753028157936133,0.005820355513607048,0.06339468302658487,0.015101462954223691
196,6355.0,0.011172305271439812,0.005822187254130606,0.06530291109362707,0.014948859166011016
197,6325.0,0.01090909090909091,0.006324110671936759,0.06039525691699605,0.014861660079051384
198,6268.0,0.011327377153797065,0.005902999361837907,0.05855137204850032,0.014837268666241226
199,6193.0,0.01194897464879703,0.006297432585176813,0.05877603746165025,0.015339899886969158
200,6108.0,0.012442698100851343,0.006221349050425672,0.059430255402750494,0.01538965291421087
201,6013.0,0.013969732246798603,0.0066522534508564775,0.057708298686179944,0.015632795609512723
202,5914.0,0.014203584714237404,0.0074399729455529254,0.05867433209333784,0.015556307067974298
203,5818.0,0.014609831557236164,0.007218975592987281,0.056720522516328635,0.01598487452732898
204,5722.0,0.014155889549108703,0.006641034603285564,0.05225445648374694,0.015903530234183852
205,5629.0,0.013679161485166104,0.006395452122934802,0.05400604014922722,0.015988630307337003
206,5544.0,0.013528138528138528,0.006854256854256854,0.053932178932178935,0.015873015873015872
207,5467.0,0.012804097311139564,0.0074995427108103165,0.0556063654655204,0.0155478324492409
208,5401.0,0.0124051101647843,0.0064802814293649326,0.05202740233290132,0.015552675430475837
209,5342.0,0.012354923249719206,0.005990265818045676,0.05054286783976039,0.015350056158742045
210,5295.0,0.013031161473087818,0.006043437204910292,0.05042492917847025,0.014919735599622286
211,5254.0,0.012752188808526837,0.005709935287400076,0.056909021697754095,0.015226494099733536
212,5228.0,0.01262433052792655,0.0059296097934200456,0.05107115531752104,0.014919663351185922
213,5211.0,0.012665515256188831,0.0057570523891767415,0.05047015927844943,0.014776434465553637
214,5206.0,0.01171724932769881,0.005762581636573185,0.050518632347291585,0.014790626200537841
215,5212.0,0.012087490406753646,0.005564082885648503,0.049693016116653874,0.014389869531849578
216,5234.0,0.01203668322506687,0.0045854031333588076,0.04891096675582728,0.014711501719526175
217,5266.0,0.011773642233194076,0.004367641473604254,0.04842385112039499,0.014622104063805545
218,5310.0,0.010546139359698682,0.004143126177024482,0.04632768361581921,0.014689265536723164
219,5370.0,0.00931098696461825,0.0037243947858473,0.0446927374301676,0.01452513966480447
220,5437.0,0.008276623137759793,0.0036784991723376862,0.04230274048188339,0.014713996689350745
221,5512.0,0.007801161103047896,0.0039912917271407835,0.04100145137880987,0.01451378809869376
222,5604.0,0.007494646680942184,0.0039257673090649535,0.04246966452533904,0.014275517487508922
223,5705.0,0.007887817703768623,0.0036809815950920245,0.042418930762489045,0.014022787028921999
224,5814.0,0.008599931200550396,0.003783969728242174,0.04489164086687306,0.013587891296869626
225,5932.0,0.008766014834794335,0.004045853000674309,0.04248145650708024,0.013486176668914362
226,6060.0,0.008580858085808581,0.0026402640264026403,0.04108910891089109,0.013036303630363037
227,6196.0,0.008715300193673338,0.003712072304712718,0.039380245319561004,0.012588766946417043
228,6337.0,0.009152595865551522,0.00331387091683762,0.041186681394981856,0.012150860028404608
229,6495.0,0.009237875288683603,0.002617397998460354,0.04126250962278676,0.011547344110854504
230,6663.0,0.00840462254239832,0.0034518985441993094,0.040372204712591925,0.011106108359597779
231,6843.0,0.008475814701154464,0.004091772614350431,0.03857957036387549,0.01037556627210288
232,7030.0,0.007823613086770981,0.0035561877667140826,0.03741109530583215,0.009815078236130868
233,7224.0,0.008028792912513842,0.003737541528239203,0.03433001107419712,0.009274640088593578
234,7429.0,0.006595773320769956,0.0028267599946156952,0.03042132184681653,0.008614887602638309
235,7641.0,0.006543646119617851,0.0027483313702394976,0.029708153383065043,0.008244994110718492
236,7872.0,0.005716463414634146,0.0026676829268292685,0.028709349593495935,0.007876016260162601
237,8115.0,0.00640788662969809,0.0030807147258163892,0.03228589032655576,0.0073937153419593345
238,8373.0,0.006210438313627135,0.0031052191568135675,0.032127075122417297,0.007165890361877463
239,8645.0,0.006130711393869288,0.0031231925968768074,0.031231925968768073,0.00670908039329092
240,8930.0,0.005375139977603583,0.0030235162374020155,0.031019036954087347,0.006494960806270996
241,9235.0,0.005847319978343259,0.0031402273957769357,0.030644288034650784,0.006388738494856524
242,9559.0,0.005753739930955121,0.002929176692122607,0.029291766921226068,0.006381420650695679
243,9926.0,0.006850695144066089,0.0031231110215595406,0.03012290953052589,0.006246222043119081
244,10326.0,0.007166376137904319,0.0032926593066046872,0.029730776680224676,0.006391632771644393
245,10759.0,0.007807417046193884,0.003067199553861883,0.029742541128357655,0.0064132354308021194
246,11224.0,0.007127583749109052,0.0030292230933713473,0.029223093371347115,0.0065930149679258735
247,11723.0,0.006994796553783161,0.0029855838949074467,0.028235093406124713,0.0067388893627910946
248,12255.0,0.007099143206854345,0.0031007751937984496,0.027825377396980825,0.006691146470828233
249,12818.0,0.006865345607739117,0.003354657512872523,0.02878764237790607,0.006943360898736152
250,13445.0,0.006396429899590926,0.0034213462253625884,0.02967645965042767,0.006991446634436594
251,14114.0,0.006589202210571064,0.0029757687402579,0.029757687402579,0.007156015303953521
252,14826.0,0.006340213139079995,0.0029003102657493593,0.02927289896128423,0.007351949278294887
253,15580.0,0.006418485237483954,0.002888318356867779,0.029653401797175866,0.0075738125802310655
254,16371.0,0.0070246167002626595,0.002687679433143974,0.030358560869830797,0.007818703805509742
255,17201.0,0.006627521655717691,0.002674263124236963,0.029649438986105458,0.008139061682460322
256,18068.0,0.006088111578481293,0.002656630506973655,0.028503431481071508,0.008578702678769095
257,18978.0,0.006006955422067657,0.0024238592053957213,0.029613236378965117,0.009010433133101486
258,19912.0,0.006026516673362796,0.002310164724789072,0.02932904781036561,0.009541984732824428
259,20861.0,0.005992042567470399,0.00225300800536887,0.02924116772925555,0.010018695172810508
260,21817.0,0.005912820277765045,0.002291790805335289,0.027868176192877115,0.010633909336755742
261,22749.0,0.006198074640643545,0.00241768868961273,0.028001230823332893,0.011209283924568113
262,23659.0,0.006213280358425969,0.0024092311593896616,0.027685024726319795,0.011708018090367303
263,24526.0,0.005749001060099486,0.002242518144010438,0.02845959390035065,0.012028051863328712
264,25350.0,0.005759368836291913,0.002406311637080868,0.028994082840236687,0.012386587771203156
265,26111.0,0.0054766190494427635,0.0023744781892688907,0.029259698977442457,0.01248515951131707
266,26803.0,0.005633697720404432,0.002462410924150282,0.030630899526172442,0.012498600902884006
267,27430.0,0.005468465184104995,0.0023332118118847976,0.02989427633977397,0.012322274881516588
268,27975.0,0.005719392314566577,0.0025022341376228774,0.029454870420017872,0.012082216264521894
269,28471.0,0.005654876892276351,0.002528889044993151,0.028520248674089425,0.011766358751009799
270,28923.0,0.005877675206582996,0.002454793762749369,0.029837845313418387,0.011513328492894928
271,29354.0,0.006336444777543094,0.002589084962867071,0.029774477072971317,0.01110581181440349
272,29765.0,0.006416932639005543,0.002956492524777423,0.0312783470519066,0.010750881908281539
273,30165.0,0.006331841538206531,0.0031493452676943476,0.03139399966848997,0.010508867893253771
274,30562.0,0.006478633597277665,0.00320659642693541,0.03203324389765068,0.010241476343171258
275,30933.0,0.006659554521061649,0.0032974493259625643,0.031034817185530018,0.009989331781592474
276,31313.0,0.006674544119055983,0.0032254973972471496,0.03129690543863571,0.009804234662919555
277,31702.0,0.00659264399722415,0.003154375118289067,0.03151220743170778,0.009683931613147435
278,32124.0,0.006786203461586353,0.0033619723571161747,0.03193873739260366,0.009681235213547504
279,32556.0,0.006450423884998157,0.003563091288856125,0.03188352377441946,0.009767784740140067
280,33010.0,0.006816116328385338,0.003695849742502272,0.031323841260224174,0.009845501363223265
281,33481.0,0.0068098324422806965,0.003584122338042472,0.031540276574773755,0.009975807174218213
282,33968.0,0.0067121997173810646,0.00365049458313707,0.0314707960433349,0.010186057465850213
283,34484.0,0.006756756756756757,0.003595870548660248,0.03198584850945366,0.010468623129567336
284,35033.0,0.0066223275197670765,0.0034538863357405874,0.0319984015071504,0.010675648674107271
285,35650.0,0.006423562412342216,0.003450210378681627,0.032286115007012624,0.01091164095371669
286,36316.0,0.00627822447406102,0.003414472959577046,0.03249256526049124,0.011124573190880054
287,37034.0,0.006021493762488524,0.003213263487605984,0.03148458173570233,0.011313927742074851
288,37804.0,0.006004655592000846,0.003094910591471802,0.03163686382393398,0.011506718865728495
289,38618.0,0.00590398259878813,0.0031591485835620694,0.030970013983116683,0.011652597234450257
290,39486.0,0.0056728967228891255,0.002887099225041787,0.03074507420351517,0.011902952945347718
291,40396.0,0.005619368254282602,0.0027725517377958212,0.03116645212397267,0.012006139221705119
292,41408.0,0.00553033230293663,0.0029221406491499228,0.03195034775888717,0.012147411128284389
293,42478.0,0.005532275530863035,0.0029662413484627336,0.031757615706954186,0.012241630961909694
294,43614.0,0.005777961205117622,0.0030036226899619388,0.03104507726876691,0.012358417022057137
295,44812.0,0.0054003391948585205,0.002834062304739802,0.03104079264482728,0.012452021779880388
296,46072.0,0.005513109914915784,0.0028650807431845806,0.03006164264629276,0.01254558083000521
297,47405.0,0.005463558696340048,0.0027423267587807195,0.02942727560383926,0.012614703090391309
298,48801.0,0.005553164894162005,0.00280731952214094,0.030511669842831088,0.01272514907481404
299,50276.0,0.005549367491447211,0.002685177818442199,0.030392234863553188,0.012809292704272416
300,51809.0,0.005790499720125847,0.002856646528595418,0.03132660348588083,0.012912814375880639
301,53385.0,0.005994193125409759,0.0029221691486372575,0.0313383909337829,0.012999906340732415
302,54982.0,0.006056527590847914,0.0031282965334109344,0.03179222290931578,0.013095194791022516
303,56560.0,0.006046676096181047,0.0031294200848656292,0.03131188118811881,0.013207213578500708
304,58106.0,0.006247203386913572,0.003063366950056793,0.0310122878876536,0.013320483254741335
305,59595.0,0.006326034063260341,0.003020387616410773,0.0307911737561876,0.013457504824230221
306,61037.0,0.006586169045005488,0.003276701017415666,0.031685698838409486,0.013614692727362092
307,62390.0,0.00645936848853983,0.0033659240262862637,0.03173585510498477,0.0137842602981247
308,63652.0,0.006645509960409728,0.0034091623201156288,0.031310877898573494,0.013950857789228933
309,64820.0,0.00646405430422709,0.003532860228324591,0.030222153656278925,0.014131440913298364
310,65893.0,0.006373969920932421,0.003399450624497291,0.030412942194163264,0.014280727846660495
311,66920.0,0.006306037059175135,0.0033622235505080694,0.030902570233114168,0.014465032875074717
312,67916.0,0.0065227634136286,0.0034012603804699925,0.030979445197008067,0.01462100241474763
313,68955.0,0.006525995214270176,0.003422521934595026,0.03206438981944747,0.014777753607425132
314,70023.0,0.006440740899418762,0.003413164246033446,0.03220370449709381,0.014895105893777759
315,71142.0,0.006212926260155745,0.003485985774929015,0.03214697365831717,0.014984116274493267
316,72315.0,0.006291917306229689,0.003332641913849132,0.033865726336168155,0.015100601534951255
317,73511.0,0.006325583926215125,0.0031559902599610943,0.03400851573233938,0.015126987797744556
318,74774.0,0.006285607296653917,0.0030491882205044532,0.034009147564661515,0.015165699307245834
319,76093.0,0.006400063080703875,0.0032460278869278383,0.0341424309726256,0.01517879437004718
320,77464.0,0.006699886398843334,0.0032789424765052155,0.0350614478983786,0.015219973148817515
321,78854.0,0.00665787404570472,0.0032972328607299567,0.03522966495041469,0.01524336114845157
322,80246.0,0.006779154101138997,0.003277421927572714,0.035266555342322356,0.015265558407895721
323,81619.0,0.006812139330302993,0.0032100368786679573,0.035579950746762394,0.015339565542336956
324,82949.0,0.0067029138386237325,0.0031224005111574584,0.03574485527251685,0.015382946147632883
325,84222.0,0.0066728408254375345,0.0030158390919237253,0.03594072807579967,0.01544727030942034
326,85423.0,0.006707795324444236,0.0031256219051075235,0.0366528920782459,0.015557870831040821
327,86544.0,0.006805786651876502,0.003270012941393973,0.03690608245516731,0.01567988537622481
328,87573.0,0.00687426489899855,0.0030374658856040103,0.03630114304637274,0.015826795930252473
329,88501.0,0.006847380255590332,0.0031638060586886025,0.03537813132055005,0.01601111851843482
330,89333.0,0.0072313702663069634,0.003067175623789641,0.03613446318829548,0.016209015705282482
331,90036.0,0.007219334488426852,0.0033320005331200853,0.03561908569905371,0.016404549291394552
332,90670.0,0.007268115142825631,0.003286643873387008,0.035689864343222674,0.01658762545494651
333,91233.0,0.007135575942915392,0.0034088542522990586,0.03664244297567766,0.016781208553922376
334,91712.0,0.007185537334263782,0.0035109909281228193,0.03799938939288207,0.01697705861828332
335,92121.0,0.0073924512326179696,0.0036148109551568048,0.03742903355369568,0.01715135528272598
336,92462.0,0.007538231922303217,0.0038934913802426943,0.037507300296337955,0.017304406134411976
337,92733.0,0.007505418782957523,0.0038174112775387404,0.037462392028727635,0.01749107653154756
338,92902.0,0.007567113732750641,0.003638242449032314,0.03721125487072399,0.017631482637618136
339,93001.0,0.0075913162224062105,0.003677379813120289,0.03768776679820647,0.017795507575187365
340,93021.0,0.0075359327463691,0.003665838896593242,0.03909869814342998,0.01792068457660098
341,93002.0,0.007537472312423389,0.0038278746693619493,0.03932173501645126,0.018064127653168748
342,92924.0,0.007554560716284275,0.003981748525676897,0.03902113555163359,0.018197666910593602
343,92801.0,0.007532246419758408,0.003922371526168899,0.03865260072628528,0.01831876811672288
344,92663.0,0.007489504980412894,0.003636834551007414,0.036746058297270755,0.01847555119087446
345,92531.0,0.007565032259458992,0.003923009585976592,0.03830067761074667,0.018588364980384953
346,92454.0,0.007701127046963896,0.004001990178899777,0.04104743980790447,0.018679559564756528
347,92464.0,0.007949039626232913,0.00415296764146046,0.04204879736978716,0.0187856895656688
348,92648.0,0.00803039461186426,0.004101545635091961,0.04344400310853985,0.018823935756843106
349,92995.0,0.008344534652400667,0.004064734663153933,0.04589494058820367,0.0188289692994247
350,93526.0,0.008478925646344332,0.004009580223681116,0.04577336783354361,0.018807604302546885
351,94243.0,0.008350752841059813,0.004085184045499401,0.04475663975043239,0.01874940313869465
352,95131.0,0.008178196381831369,0.0040575627292890855,0.04389736258422596,0.018668993282946675
353,96185.0,0.008244528772677652,0.004075479544627541,0.0456204189842491,0.018537193949160473
354,97371.0,0.008257078596296638,0.0038307093487794106,0.04637931211551694,0.018424376867855932
355,98596.0,0.0085094730009331,0.004361231692969289,0.04658403992048359,0.018296888311899063
356,99852.0,0.008532628289869006,0.004476625405600288,0.04675920362135961,0.018206946280495132
