GEO_CODE_(POR),GEO_NAME,GEO_CODE_(POW),GEO_NAME,Dim:_Sex_(3):_Member_ID:_[1]:_Total_-_Sex,Dim:_Sex_(3):_Member_ID:_[2]:_Male,Dim:_Sex_(3):_Member_ID:_[3]:_Female
3515015,Selwyn,3514021,Cobourg,30,15,15
3515015,Selwyn,3514020,Port_Hope,35,20,15
3515019,Curve_Lake_First_Nation_35,3515019,Curve_Lake_First_Nation_35,140,30,110
3515019,Curve_Lake_First_Nation_35,3515015,Selwyn,30,15,20
3515019,Curve_Lake_First_Nation_35,3515014,Peterborough,65,30,40
3515023,Douro-Dummer,3520005,Toronto,30,20,10
3515023,Douro-Dummer,3518017,Clarington,45,40,10
3515023,Douro-Dummer,3518013,Oshawa,30,20,0
3515023,Douro-Dummer,3516010,Kawartha_Lakes,55,35,25
3515023,Douro-Dummer,3515037,North_Kawartha,20,0,15
3515023,Douro-Dummer,3515030,Havelock-Belmont-Methuen,50,30,20
3515023,Douro-Dummer,3515023,Douro-Dummer,175,90,85
3515023,Douro-Dummer,3515015,Selwyn,255,135,120
3515023,Douro-Dummer,3515014,Peterborough,1380,595,785
3515023,Douro-Dummer,3515013,Cavan_Monaghan,75,50,20
3515023,Douro-Dummer,3515005,Otonabee-South_Monaghan,45,40,10
3515023,Douro-Dummer,3515003,Asphodel-Norwood,70,45,30
3515023,Douro-Dummer,3514045,Trent_Hills,35,10,30
3515030,Havelock-Belmont-Methuen,3520005,Toronto,35,20,10
3515030,Havelock-Belmont-Methuen,3515030,Havelock-Belmont-Methuen,335,155,185
3515030,Havelock-Belmont-Methuen,3515023,Douro-Dummer,20,0,10
3515030,Havelock-Belmont-Methuen,3515015,Selwyn,50,10,35
3515030,Havelock-Belmont-Methuen,3515014,Peterborough,255,110,145
3515030,Havelock-Belmont-Methuen,3515013,Cavan_Monaghan,30,20,10
3515030,Havelock-Belmont-Methuen,3515003,Asphodel-Norwood,95,30,65
3515030,Havelock-Belmont-Methuen,3514045,Trent_Hills,120,45,80
3515030,Havelock-Belmont-Methuen,3514021,Cobourg,20,10,15
3515030,Havelock-Belmont-Methuen,3512046,Marmora_and_Lake,30,15,20
3515030,Havelock-Belmont-Methuen,3512015,Quinte_West,20,10,0
3515030,Havelock-Belmont-Methuen,3512005,Belleville,55,15,35
3515037,North_Kawartha,3519036,Markham,20,10,10
3515037,North_Kawartha,3518009,Whitby,20,20,0
3515037,North_Kawartha,3516010,Kawartha_Lakes,20,20,0
3515037,North_Kawartha,3515037,North_Kawartha,290,135,150
3515037,North_Kawartha,3515030,Havelock-Belmont-Methuen,25,15,10
3515037,North_Kawartha,3515015,Selwyn,50,20,35
3515037,North_Kawartha,3515014,Peterborough,105,55,50
3515044,Trent_Lakes,3521024,Caledon,20,15,0
3515044,Trent_Lakes,3521005,Mississauga,30,20,10
3515044,Trent_Lakes,3520005,Toronto,110,65,50
3515044,Trent_Lakes,3519028,Vaughan,20,15,0
3515044,Trent_Lakes,3518017,Clarington,20,20,0
3515044,Trent_Lakes,3518013,Oshawa,25,15,10
3515044,Trent_Lakes,3516010,Kawartha_Lakes,455,185,270
3515044,Trent_Lakes,3515044,Trent_Lakes,165,90,75
3515044,Trent_Lakes,3515037,North_Kawartha,20,10,15
3515044,Trent_Lakes,3515015,Selwyn,170,85,80
3515044,Trent_Lakes,3515014,Peterborough,355,145,205
3516010,Kawartha_Lakes,3546024,Dysart_et_al,50,25,25
3516010,Kawartha_Lakes,3546015,Minden_Hills,165,90,75
3516010,Kawartha_Lakes,3543052,Orillia,230,105,130
3516010,Kawartha_Lakes,3543050,Mnjikaning_First_Nation_32,85,40,40
3516010,Kawartha_Lakes,3543042,Barrie,70,30,45
3516010,Kawartha_Lakes,3543023,Oro-Medonte,45,40,10
3516010,Kawartha_Lakes,3543019,Ramara,115,80,35
3516010,Kawartha_Lakes,3543015,Severn,40,30,10
3516010,Kawartha_Lakes,3543014,Bradford_West_Gwillimbury,20,20,0
3516010,Kawartha_Lakes,3530016,Waterloo,20,0,20
3516010,Kawartha_Lakes,3525005,Hamilton,30,20,10
3516010,Kawartha_Lakes,3524002,Burlington,25,15,15
3516010,Kawartha_Lakes,3523008,Guelph,20,10,10
3516010,Kawartha_Lakes,3521010,Brampton,50,45,0
3516010,Kawartha_Lakes,3521005,Mississauga,125,80,40
3516010,Kawartha_Lakes,3520005,Toronto,995,620,380
3516010,Kawartha_Lakes,3519070,Georgina,135,70,70
3516010,Kawartha_Lakes,3519054,East_Gwillimbury,75,55,25
3516010,Kawartha_Lakes,3519048,Newmarket,160,85,80
3516010,Kawartha_Lakes,3519046,Aurora,45,25,20
3516010,Kawartha_Lakes,3519044,Whitchurch-Stouffville,140,90,45
3516010,Kawartha_Lakes,3519038,Richmond_Hill,95,70,25
3516010,Kawartha_Lakes,3519036,Markham,280,170,105
3516010,Kawartha_Lakes,3519028,Vaughan,255,200,60
3516010,Kawartha_Lakes,3518039,Brock,685,285,400
3516010,Kawartha_Lakes,3518029,Uxbridge,350,200,155
3516010,Kawartha_Lakes,3518020,Scugog,875,370,505
3516010,Kawartha_Lakes,3518017,Clarington,740,475,260
3516010,Kawartha_Lakes,3518013,Oshawa,715,420,300
3516010,Kawartha_Lakes,3518009,Whitby,680,360,320
3516010,Kawartha_Lakes,3518005,Ajax,265,180,85
3516010,Kawartha_Lakes,3518001,Pickering,340,255,90
3516010,Kawartha_Lakes,3516010,Kawartha_Lakes,13715,5450,8265
3516010,Kawartha_Lakes,3515044,Trent_Lakes,55,35,10
3516010,Kawartha_Lakes,3515015,Selwyn,205,100,110
3516010,Kawartha_Lakes,3515014,Peterborough,2275,925,1350
3516010,Kawartha_Lakes,3515013,Cavan_Monaghan,265,165,100
3516010,Kawartha_Lakes,3515005,Otonabee-South_Monaghan,80,75,0
3516010,Kawartha_Lakes,3514021,Cobourg,45,20,20
3516010,Kawartha_Lakes,3514020,Port_Hope,50,30,15
3516010,Kawartha_Lakes,3512015,Quinte_West,20,20,10
3516010,Kawartha_Lakes,3506008,Ottawa,45,15,35
3518001,Pickering,3543042,Barrie,20,10,0
3518001,Pickering,3530016,Waterloo,25,10,10
3518001,Pickering,3524009,Milton,20,20,0
3518001,Pickering,3524001,Oakville,55,30,20
3518001,Pickering,3523008,Guelph,20,10,10
3518001,Pickering,3521010,Brampton,350,265,90
3518001,Pickering,3521005,Mississauga,960,665,300
3518001,Pickering,3520005,Toronto,19880,9120,10760
3518001,Pickering,3519054,East_Gwillimbury,50,35,15
3518001,Pickering,3519049,King,30,20,15
3518001,Pickering,3519048,Newmarket,95,55,40
3518001,Pickering,3519046,Aurora,170,75,95
3518001,Pickering,3519044,Whitchurch-Stouffville,185,90,90
3518001,Pickering,3519038,Richmond_Hill,480,285,200
3518001,Pickering,3519036,Markham,2675,1380,1300
3518001,Pickering,3519028,Vaughan,805,565,240
3518001,Pickering,3518029,Uxbridge,165,90,70
3518001,Pickering,3518020,Scugog,85,60,25
3518001,Pickering,3518017,Clarington,190,130,60
3518001,Pickering,3518013,Oshawa,995,455,535
3518001,Pickering,3518009,Whitby,1045,490,555
3518001,Pickering,3518005,Ajax,2050,835,1215
3518001,Pickering,3518001,Pickering,7505,3015,4490
3518001,Pickering,3515014,Peterborough,30,20,10
3518001,Pickering,3514021,Cobourg,25,10,10
3518001,Pickering,3514020,Port_Hope,30,25,0
3518001,Pickering,3510010,Kingston,25,0,20
3518001,Pickering,3506008,Ottawa,40,20,20
3518005,Ajax,3539036,London,25,0,20
3518005,Ajax,3530016,Waterloo,20,10,10
3518005,Ajax,3525005,Hamilton,55,35,15
3518005,Ajax,3524001,Oakville,85,55,25
3518005,Ajax,3523008,Guelph,25,15,10
3518005,Ajax,3521024,Caledon,25,25,0
3518005,Ajax,3521010,Brampton,345,250,95
3518005,Ajax,3521005,Mississauga,1085,755,330
3518005,Ajax,3520005,Toronto,24170,11430,12740
3518005,Ajax,3519070,Georgina,20,15,0
3518005,Ajax,3519048,Newmarket,95,65,25
3518005,Ajax,3519046,Aurora,135,80,55
3518005,Ajax,3519044,Whitchurch-Stouffville,105,55,45
3518005,Ajax,3519038,Richmond_Hill,535,320,215
3518005,Ajax,3519036,Markham,3035,1510,1530
3518005,Ajax,3519028,Vaughan,995,755,245
3518005,Ajax,3518029,Uxbridge,105,80,25
3518005,Ajax,3518020,Scugog,85,30,45
3518005,Ajax,3518017,Clarington,375,225,155
3518005,Ajax,3518013,Oshawa,2025,795,1230
3518005,Ajax,3518009,Whitby,2255,860,1395
3518005,Ajax,3518005,Ajax,9565,3985,5575
3518005,Ajax,3518001,Pickering,4900,2455,2440
3518005,Ajax,3516010,Kawartha_Lakes,40,20,20
3518005,Ajax,3515014,Peterborough,80,40,35
3518005,Ajax,3514021,Cobourg,25,0,20
3518005,Ajax,3514020,Port_Hope,55,35,25
3518005,Ajax,3512015,Quinte_West,40,35,10
3518005,Ajax,3510010,Kingston,25,10,15
3518005,Ajax,3506008,Ottawa,60,30,30
3518009,Whitby,3539036,London,25,0,15
3518009,Whitby,3530016,Waterloo,25,15,15
3518009,Whitby,3525005,Hamilton,45,20,25
3518009,Whitby,3524015,Halton_Hills,20,15,0
3518009,Whitby,3524002,Burlington,20,15,0
3518009,Whitby,3524001,Oakville,60,40,20
3518009,Whitby,3523008,Guelph,25,10,10
3518009,Whitby,3521024,Caledon,55,45,10
3518009,Whitby,3521010,Brampton,310,245,65
3518009,Whitby,3521005,Mississauga,980,670,310
3518009,Whitby,3520005,Toronto,16645,8465,8175
3518009,Whitby,3519054,East_Gwillimbury,25,15,15
3518009,Whitby,3519049,King,30,20,10
3518009,Whitby,3519048,Newmarket,155,100,60
3518009,Whitby,3519046,Aurora,200,110,90
3518009,Whitby,3519044,Whitchurch-Stouffville,165,80,85
3518009,Whitby,3519038,Richmond_Hill,565,310,255
3518009,Whitby,3519036,Markham,2945,1570,1375
3518009,Whitby,3519028,Vaughan,790,575,215
3518009,Whitby,3518029,Uxbridge,200,110,90
3518009,Whitby,3518020,Scugog,350,165,180
3518009,Whitby,3518017,Clarington,1125,705,420
3518009,Whitby,3518013,Oshawa,6270,2505,3765
3518009,Whitby,3518009,Whitby,13575,5555,8015
3518009,Whitby,3518005,Ajax,3995,1835,2160
3518009,Whitby,3518001,Pickering,3450,1945,1500
3518009,Whitby,3516010,Kawartha_Lakes,65,40,25
3518009,Whitby,3515014,Peterborough,125,75,50
3518009,Whitby,3514021,Cobourg,55,20,35
3518009,Whitby,3514020,Port_Hope,45,30,20
3518009,Whitby,3510010,Kingston,45,30,20
3518009,Whitby,3506008,Ottawa,60,20,40
3518013,Oshawa,3543042,Barrie,25,20,0
3518013,Oshawa,3539036,London,35,0,30
3518013,Oshawa,3525005,Hamilton,25,20,0
3518013,Oshawa,3524001,Oakville,60,45,15
3518013,Oshawa,3521024,Caledon,50,55,0
3518013,Oshawa,3521010,Brampton,300,215,85
3518013,Oshawa,3521005,Mississauga,885,655,235
3518013,Oshawa,3520005,Toronto,10750,5805,4950
3518013,Oshawa,3519054,East_Gwillimbury,20,20,0
3518013,Oshawa,3519049,King,30,15,10
3518013,Oshawa,3519048,Newmarket,60,40,15
3518013,Oshawa,3519046,Aurora,155,100,55
3518013,Oshawa,3519044,Whitchurch-Stouffville,165,95,65
3518013,Oshawa,3519038,Richmond_Hill,420,215,205
3518013,Oshawa,3519036,Markham,1900,1055,845
3518013,Oshawa,3519028,Vaughan,700,495,200
3518013,Oshawa,3518039,Brock,55,30,25
3518013,Oshawa,3518029,Uxbridge,180,110,70
3518013,Oshawa,3518020,Scugog,630,300,330
3518013,Oshawa,3518017,Clarington,2895,1465,1425
3518013,Oshawa,3518013,Oshawa,23050,9005,14050
3518013,Oshawa,3518009,Whitby,9530,4245,5285
3518013,Oshawa,3518005,Ajax,3630,2010,1620
3518013,Oshawa,3518001,Pickering,3160,1800,1360
3518013,Oshawa,3516010,Kawartha_Lakes,145,95,50
3518013,Oshawa,3515014,Peterborough,275,120,150
3518013,Oshawa,3514021,Cobourg,105,55,50
3518013,Oshawa,3514020,Port_Hope,135,65,70
3518013,Oshawa,3506008,Ottawa,75,35,45
3518017,Clarington,3541024,Kincardine,20,20,0
3518017,Clarington,3525005,Hamilton,45,25,20
3518017,Clarington,3524001,Oakville,30,15,10
3518017,Clarington,3521010,Brampton,185,155,30
3518017,Clarington,3521005,Mississauga,455,350,100
3518017,Clarington,3520005,Toronto,5785,3360,2425
3518017,Clarington,3519048,Newmarket,50,20,25
3518017,Clarington,3519046,Aurora,40,30,10
3518017,Clarington,3519044,Whitchurch-Stouffville,75,60,15
3518017,Clarington,3519038,Richmond_Hill,130,80,50
3518017,Clarington,3519036,Markham,660,385,275
3518017,Clarington,3519028,Vaughan,320,270,55
3518017,Clarington,3518029,Uxbridge,75,30,40
3518017,Clarington,3518020,Scugog,365,115,250
3518017,Clarington,3518017,Clarington,11025,4890,6140
3518017,Clarington,3518013,Oshawa,9205,3575,5635
3518017,Clarington,3518009,Whitby,4915,2165,2750
3518017,Clarington,3518005,Ajax,1875,910,960
3518017,Clarington,3518001,Pickering,1875,1270,600
3518017,Clarington,3516010,Kawartha_Lakes,230,95,135
3518017,Clarington,3515015,Selwyn,20,10,15
3518017,Clarington,3515014,Peterborough,425,200,225
3518017,Clarington,3515013,Cavan_Monaghan,40,20,25
3518017,Clarington,3515005,Otonabee-South_Monaghan,30,15,15
3518017,Clarington,3514021,Cobourg,305,140,165
3518017,Clarington,3514020,Port_Hope,340,160,175
3518017,Clarington,3514019,Hamilton,30,15,15
3518017,Clarington,3512015,Quinte_West,25,15,15
3518017,Clarington,3512005,Belleville,40,30,10
3518017,Clarington,3510010,Kingston,25,15,10
3518017,Clarington,3506008,Ottawa,90,20,65
3518020,Scugog,3521010,Brampton,70,45,30
3518020,Scugog,3521005,Mississauga,90,65,20
3518020,Scugog,3520005,Toronto,810,485,325
3518020,Scugog,3519048,Newmarket,65,35,25
3518020,Scugog,3519046,Aurora,65,35,30
3518020,Scugog,3519044,Whitchurch-Stouffville,85,65,25
3518020,Scugog,3519038,Richmond_Hill,105,70,35
3518020,Scugog,3519036,Markham,405,230,175
3518020,Scugog,3519028,Vaughan,100,80,15
3518020,Scugog,3518039,Brock,95,40,55
3518020,Scugog,3518029,Uxbridge,450,175,275
3518020,Scugog,3518020,Scugog,2975,1095,1880
3518020,Scugog,3518017,Clarington,275,160,115
3518020,Scugog,3518013,Oshawa,750,310,435
3518020,Scugog,3518009,Whitby,770,365,405
3518020,Scugog,3518005,Ajax,255,135,120
3518020,Scugog,3518001,Pickering,290,185,105
3518020,Scugog,3516010,Kawartha_Lakes,155,60,90
3518020,Scugog,3515014,Peterborough,85,55,25
3518020,Scugog,3514020,Port_Hope,20,10,10
3518022,Mississaugas_of_Scugog_Island,3518020,Scugog,40,20,15
3518029,Uxbridge,3543014,Bradford_West_Gwillimbury,20,15,0
3518029,Uxbridge,3543007,New_Tecumseth,30,10,15
3518029,Uxbridge,3521010,Brampton,30,10,15
3518029,Uxbridge,3521005,Mississauga,180,140,40
3518029,Uxbridge,3520005,Toronto,1485,905,580
3518029,Uxbridge,3519070,Georgina,25,15,10
3518029,Uxbridge,3519054,East_Gwillimbury,125,55,70
3518029,Uxbridge,3519049,King,35,30,10
3518029,Uxbridge,3519048,Newmarket,410,165,245
3518029,Uxbridge,3519046,Aurora,265,110,160
3518029,Uxbridge,3519044,Whitchurch-Stouffville,630,315,320
3518029,Uxbridge,3519038,Richmond_Hill,295,160,135
3518029,Uxbridge,3519036,Markham,1005,440,565
3518029,Uxbridge,3519028,Vaughan,280,190,90
3518029,Uxbridge,3518039,Brock,65,35,35
3518029,Uxbridge,3518029,Uxbridge,2485,995,1490
3518029,Uxbridge,3518020,Scugog,230,115,120
3518029,Uxbridge,3518017,Clarington,25,15,10
3518029,Uxbridge,3518013,Oshawa,90,35,50
3518029,Uxbridge,3518009,Whitby,210,75,135
3518029,Uxbridge,3518005,Ajax,160,55,100
3518029,Uxbridge,3518001,Pickering,285,185,100
3518029,Uxbridge,3516010,Kawartha_Lakes,45,25,25
3518039,Brock,3556027,Timmins,30,10,15
3518039,Brock,3543052,Orillia,50,15,30
3518039,Brock,3543050,Mnjikaning_First_Nation_32,30,25,0
3518039,Brock,3543019,Ramara,50,25,25
3518039,Brock,3521005,Mississauga,30,25,0
3518039,Brock,3520005,Toronto,365,260,105
3518039,Brock,3519070,Georgina,295,95,205
3518039,Brock,3519054,East_Gwillimbury,110,65,45
3518039,Brock,3519048,Newmarket,260,110,150
3518039,Brock,3519046,Aurora,65,25,40
3518039,Brock,3519044,Whitchurch-Stouffville,145,90,55
3518039,Brock,3519038,Richmond_Hill,40,25,15
3518039,Brock,3519036,Markham,180,110,70
3518039,Brock,3519028,Vaughan,55,40,15
3518039,Brock,3518039,Brock,1240,445,795
3518039,Brock,3518029,Uxbridge,315,135,180
3518039,Brock,3518020,Scugog,220,70,145
3518039,Brock,3518013,Oshawa,95,45,45
3518039,Brock,3518009,Whitby,120,60,60
3518039,Brock,3518005,Ajax,45,25,20
3518039,Brock,3518001,Pickering,90,50,35
3518039,Brock,3516010,Kawartha_Lakes,210,65,145
3518039,Brock,3515014,Peterborough,30,20,10
3519028,Vaughan,3543074,Midland,25,15,10
3519028,Vaughan,3543052,Orillia,20,15,0
3519028,Vaughan,3543042,Barrie,210,115,90
3519028,Vaughan,3543021,Essa,25,10,15
3519028,Vaughan,3543017,Innisfil,70,50,25
3519028,Vaughan,3543014,Bradford_West_Gwillimbury,130,65,70
3519028,Vaughan,3543007,New_Tecumseth,90,60,25
3519028,Vaughan,3539036,London,85,50,30
3519028,Vaughan,3530016,Waterloo,90,50,40
3519028,Vaughan,3530013,Kitchener,55,40,15
3519028,Vaughan,3530010,Cambridge,35,25,10
3519028,Vaughan,3529006,Brantford,20,15,0
3519028,Vaughan,3526043,Niagara_Falls,20,10,15
3519028,Vaughan,3525005,Hamilton,130,70,65
3519028,Vaughan,3524015,Halton_Hills,90,60,30
3519028,Vaughan,3524009,Milton,155,105,45
3519028,Vaughan,3524002,Burlington,140,100,35
3519028,Vaughan,3524001,Oakville,380,245,140
3519028,Vaughan,3523008,Guelph,70,35,35
3519028,Vaughan,3522014,Orangeville,30,15,10
3519028,Vaughan,3521024,Caledon,805,520,290
3519028,Vaughan,3521010,Brampton,4190,2405,1780
3519028,Vaughan,3521005,Mississauga,8270,4955,3320
3519028,Vaughan,3520005,Toronto,51490,25035,26455
3519028,Vaughan,3519070,Georgina,35,20,15
3519028,Vaughan,3519054,East_Gwillimbury,55,35,25
3519028,Vaughan,3519049,King,405,150,255
3519028,Vaughan,3519048,Newmarket,730,390,340
3519028,Vaughan,3519046,Aurora,1055,385,670
3519028,Vaughan,3519044,Whitchurch-Stouffville,180,105,75
3519028,Vaughan,3519038,Richmond_Hill,4780,1915,2875
3519028,Vaughan,3519036,Markham,5835,3010,2825
3519028,Vaughan,3519028,Vaughan,46775,21465,25310
3519028,Vaughan,3518029,Uxbridge,20,0,15
3519028,Vaughan,3518017,Clarington,25,10,15
3519028,Vaughan,3518013,Oshawa,125,95,30
3519028,Vaughan,3518009,Whitby,80,40,35
3519028,Vaughan,3518005,Ajax,110,75,35
3519028,Vaughan,3518001,Pickering,205,165,40
3519028,Vaughan,3510010,Kingston,25,15,15
3519028,Vaughan,3506008,Ottawa,65,50,15
3519036,Markham,3553005,Greater_Sudbury_Grand_Sudbury,35,15,20
3519036,Markham,3543050,Mnjikaning_First_Nation_32,20,15,10
3519036,Markham,3543042,Barrie,90,50,40
3519036,Markham,3543021,Essa,20,10,10
3519036,Markham,3543014,Bradford_West_Gwillimbury,50,35,15
3519036,Markham,3539036,London,115,60,65
3519036,Markham,3530016,Waterloo,155,80,75
3519036,Markham,3530013,Kitchener,45,30,10
3519036,Markham,3530010,Cambridge,20,10,10
3519036,Markham,3526053,St._Catharines,35,25,0
3519036,Markham,3526043,Niagara_Falls,40,35,10
3519036,Markham,3525005,Hamilton,155,100,55
3519036,Markham,3524015,Halton_Hills,35,30,0
3519036,Markham,3524009,Milton,65,40,25
3519036,Markham,3524002,Burlington,130,90,45
3519036,Markham,3524001,Oakville,245,175,70
3519036,Markham,3523008,Guelph,100,50,50
3519036,Markham,3521024,Caledon,110,80,30
3519036,Markham,3521010,Brampton,1405,965,435
3519036,Markham,3521005,Mississauga,4050,2600,1445
3519036,Markham,3520005,Toronto,59085,29215,29870
3519036,Markham,3519070,Georgina,50,20,30
3519036,Markham,3519054,East_Gwillimbury,100,70,25
3519036,Markham,3519049,King,70,45,25
3519036,Markham,3519048,Newmarket,1135,630,500
3519036,Markham,3519046,Aurora,955,460,495
3519036,Markham,3519044,Whitchurch-Stouffville,1100,470,630
3519036,Markham,3519038,Richmond_Hill,7785,3635,4150
3519036,Markham,3519036,Markham,40260,18625,21635
3519036,Markham,3519028,Vaughan,6965,4080,2880
3519036,Markham,3518029,Uxbridge,105,60,45
3519036,Markham,3518020,Scugog,75,40,30
3519036,Markham,3518017,Clarington,115,70,40
3519036,Markham,3518013,Oshawa,510,315,195
3519036,Markham,3518009,Whitby,415,245,165
3519036,Markham,3518005,Ajax,445,305,135
3519036,Markham,3518001,Pickering,815,490,325
3519036,Markham,3516010,Kawartha_Lakes,20,10,10
3519036,Markham,3515014,Peterborough,35,25,10
3519036,Markham,3510010,Kingston,60,20,40
3519036,Markham,3506008,Ottawa,190,80,105
3519038,Richmond_Hill,3543052,Orillia,20,10,0
3519038,Richmond_Hill,3543042,Barrie,120,65,55
3519038,Richmond_Hill,3543031,Collingwood,20,10,10
3519038,Richmond_Hill,3543014,Bradford_West_Gwillimbury,70,40,35
3519038,Richmond_Hill,3543007,New_Tecumseth,110,95,20
3519038,Richmond_Hill,3539036,London,80,15,65
3519038,Richmond_Hill,3530016,Waterloo,70,30,40
3519038,Richmond_Hill,3530013,Kitchener,25,15,10
3519038,Richmond_Hill,3525005,Hamilton,125,60,65
3519038,Richmond_Hill,3524015,Halton_Hills,40,35,10
3519038,Richmond_Hill,3524009,Milton,50,35,15
3519038,Richmond_Hill,3524002,Burlington,60,40,10
3519038,Richmond_Hill,3524001,Oakville,125,90,30
3519038,Richmond_Hill,3523008,Guelph,80,45,35
3519038,Richmond_Hill,3521024,Caledon,235,170,65
3519038,Richmond_Hill,3521010,Brampton,995,655,340
3519038,Richmond_Hill,3521005,Mississauga,3005,1935,1070
3519038,Richmond_Hill,3520005,Toronto,29290,14795,14495
3519038,Richmond_Hill,3519070,Georgina,85,40,45
3519038,Richmond_Hill,3519054,East_Gwillimbury,130,60,70
3519038,Richmond_Hill,3519049,King,320,135,185
3519038,Richmond_Hill,3519048,Newmarket,1695,740,950
3519038,Richmond_Hill,3519046,Aurora,1640,730,905
3519038,Richmond_Hill,3519044,Whitchurch-Stouffville,310,170,140
3519038,Richmond_Hill,3519038,Richmond_Hill,16885,6730,10155
3519038,Richmond_Hill,3519036,Markham,9740,4770,4965
3519038,Richmond_Hill,3519028,Vaughan,9365,4980,4390
3519038,Richmond_Hill,3518029,Uxbridge,45,25,20
3519038,Richmond_Hill,3518020,Scugog,45,20,25
3519038,Richmond_Hill,3518017,Clarington,30,20,10
3519038,Richmond_Hill,3518013,Oshawa,100,75,30
3519038,Richmond_Hill,3518009,Whitby,110,65,40
3519038,Richmond_Hill,3518005,Ajax,105,60,40
3519038,Richmond_Hill,3518001,Pickering,260,200,55
3519038,Richmond_Hill,3516010,Kawartha_Lakes,20,15,10
3519038,Richmond_Hill,3510010,Kingston,35,20,10
3519038,Richmond_Hill,3506008,Ottawa,55,35,15
3519044,Whitchurch-Stouffville,3543014,Bradford_West_Gwillimbury,25,15,10
3519044,Whitchurch-Stouffville,3543007,New_Tecumseth,20,20,0
3519044,Whitchurch-Stouffville,3524001,Oakville,40,25,20
3519044,Whitchurch-Stouffville,3521024,Caledon,50,25,20
3519044,Whitchurch-Stouffville,3521010,Brampton,135,80,60
3519044,Whitchurch-Stouffville,3521005,Mississauga,345,215,130
3519044,Whitchurch-Stouffville,3520005,Toronto,5740,3050,2690
3519044,Whitchurch-Stouffville,3519070,Georgina,55,25,35
3519044,Whitchurch-Stouffville,3519054,East_Gwillimbury,150,70,80
3519044,Whitchurch-Stouffville,3519049,King,60,45,20
3519044,Whitchurch-Stouffville,3519048,Newmarket,660,285,385
3519044,Whitchurch-Stouffville,3519046,Aurora,630,250,380
3519044,Whitchurch-Stouffville,3519044,Whitchurch-Stouffville,3390,1490,1900
3519044,Whitchurch-Stouffville,3519038,Richmond_Hill,1205,595,610
3519044,Whitchurch-Stouffville,3519036,Markham,3930,1730,2200
3519044,Whitchurch-Stouffville,3519028,Vaughan,885,555,330
3519044,Whitchurch-Stouffville,3518029,Uxbridge,250,175,80
3519044,Whitchurch-Stouffville,3518020,Scugog,25,15,15
3519044,Whitchurch-Stouffville,3518013,Oshawa,75,50,30
3519044,Whitchurch-Stouffville,3518009,Whitby,75,35,35
3519044,Whitchurch-Stouffville,3518005,Ajax,95,50,50
3519044,Whitchurch-Stouffville,3518001,Pickering,190,125,70
3519046,Aurora,3543042,Barrie,100,60,40
3519046,Aurora,3543014,Bradford_West_Gwillimbury,80,40,40
3519046,Aurora,3543007,New_Tecumseth,90,55,30
3519046,Aurora,3530016,Waterloo,30,20,0
3519046,Aurora,3524002,Burlington,25,25,0
3519046,Aurora,3524001,Oakville,55,35,20
3519046,Aurora,3523008,Guelph,35,10,25
3519046,Aurora,3521024,Caledon,70,55,15
3519046,Aurora,3521010,Brampton,285,210,70
3519046,Aurora,3521005,Mississauga,690,460,230
3519046,Aurora,3520005,Toronto,6380,3400,2980
3519046,Aurora,3519070,Georgina,85,35,50
3519046,Aurora,3519054,East_Gwillimbury,270,135,130
3519046,Aurora,3519049,King,385,150,235
3519046,Aurora,3519048,Newmarket,2455,945,1510
3519046,Aurora,3519046,Aurora,5715,2350,3370
3519046,Aurora,3519044,Whitchurch-Stouffville,340,170,170
3519046,Aurora,3519038,Richmond_Hill,2050,845,1205
3519046,Aurora,3519036,Markham,2125,1125,1005
3519046,Aurora,3519028,Vaughan,2015,1180,830
3519046,Aurora,3518029,Uxbridge,80,35,45
3519046,Aurora,3518013,Oshawa,25,15,10
3519046,Aurora,3518005,Ajax,20,15,10
3519046,Aurora,3518001,Pickering,50,25,20
3519046,Aurora,3510010,Kingston,30,10,20
3519046,Aurora,3506008,Ottawa,30,15,15
3519048,Newmarket,3543052,Orillia,20,15,0
3519048,Newmarket,3543042,Barrie,270,165,110
3519048,Newmarket,3543021,Essa,30,15,10
3519048,Newmarket,3543017,Innisfil,70,35,35
3519048,Newmarket,3543014,Bradford_West_Gwillimbury,415,240,180
3519048,Newmarket,3543009,Springwater,30,10,25
3519048,Newmarket,3543007,New_Tecumseth,160,105,50
3519048,Newmarket,3539036,London,20,10,0
3519048,Newmarket,3530016,Waterloo,30,10,20
3519048,Newmarket,3525005,Hamilton,50,25,25
3519048,Newmarket,3524001,Oakville,70,55,15
3519048,Newmarket,3522014,Orangeville,30,15,10
3519048,Newmarket,3521024,Caledon,115,80,35
3519048,Newmarket,3521010,Brampton,375,275,105
3519048,Newmarket,3521005,Mississauga,920,625,290
3519048,Newmarket,3520005,Toronto,7020,3885,3135
3519048,Newmarket,3519070,Georgina,245,80,170
3519048,Newmarket,3519054,East_Gwillimbury,1230,545,680
3519048,Newmarket,3519049,King,485,225,260
3519048,Newmarket,3519048,Newmarket,12225,4735,7490
3519048,Newmarket,3519046,Aurora,3680,1510,2170
3519048,Newmarket,3519044,Whitchurch-Stouffville,525,315,205
3519048,Newmarket,3519038,Richmond_Hill,2060,875,1185
3519048,Newmarket,3519036,Markham,2515,1240,1280
3519048,Newmarket,3519028,Vaughan,2460,1540,920
