GEO_CODE_(POR),GEO_NAME,GEO_CODE_(POW),GEO_NAME,Dim:_Sex_(3):_Member_ID:_[1]:_Total_-_Sex,Dim:_Sex_(3):_Member_ID:_[2]:_Male,Dim:_Sex_(3):_Member_ID:_[3]:_Female
3532012,South-West_Oxford,3532027,Zorra,55,40,15
3532012,South-West_Oxford,3532018,Ingersoll,475,205,280
3532012,South-West_Oxford,3532012,South-West_Oxford,365,265,100
3532012,South-West_Oxford,3532004,Tillsonburg,325,145,175
3532012,South-West_Oxford,3532002,Norwich,120,80,45
3532012,South-West_Oxford,3531011,Stratford,25,10,15
3532012,South-West_Oxford,3530016,Waterloo,20,10,10
3532012,South-West_Oxford,3530010,Cambridge,25,20,10
3532012,South-West_Oxford,3529006,Brantford,20,15,10
3532012,South-West_Oxford,3529005,Brant,25,20,10
3532012,South-West_Oxford,3528052,Norfolk_County,85,50,35
3532012,South-West_Oxford,3525005,Hamilton,25,20,10
3532018,Ingersoll,3539036,London,880,400,480
3532018,Ingersoll,3539027,Thames_Centre,85,45,40
3532018,Ingersoll,3534021,St._Thomas,20,10,10
3532018,Ingersoll,3534011,Aylmer,30,10,15
3532018,Ingersoll,3532045,Blandford-Blenheim,25,15,15
3532018,Ingersoll,3532042,Woodstock,1135,530,605
3532018,Ingersoll,3532027,Zorra,195,95,100
3532018,Ingersoll,3532018,Ingersoll,2265,1100,1165
3532018,Ingersoll,3532012,South-West_Oxford,230,160,75
3532018,Ingersoll,3532004,Tillsonburg,140,30,115
3532018,Ingersoll,3532002,Norwich,60,40,25
3532018,Ingersoll,3531016,St._Marys,25,10,15
3532018,Ingersoll,3531011,Stratford,90,40,50
3532018,Ingersoll,3530016,Waterloo,25,10,15
3532018,Ingersoll,3530013,Kitchener,65,35,30
3532018,Ingersoll,3530010,Cambridge,65,50,15
3532018,Ingersoll,3530004,North_Dumfries,20,10,10
3532018,Ingersoll,3529006,Brantford,25,10,15
3532018,Ingersoll,3529005,Brant,30,15,15
3532018,Ingersoll,3528052,Norfolk_County,45,30,15
3532018,Ingersoll,3521005,Mississauga,30,20,10
3532018,Ingersoll,3520005,Toronto,20,15,10
3532027,Zorra,3539036,London,805,295,510
3532027,Zorra,3539027,Thames_Centre,150,90,60
3532027,Zorra,3534021,St._Thomas,35,15,20
3532027,Zorra,3532045,Blandford-Blenheim,30,25,10
3532027,Zorra,3532042,Woodstock,450,205,245
3532027,Zorra,3532038,East_Zorra-Tavistock,85,40,45
3532027,Zorra,3532027,Zorra,485,325,160
3532027,Zorra,3532018,Ingersoll,410,250,155
3532027,Zorra,3532012,South-West_Oxford,35,25,10
3532027,Zorra,3531016,St._Marys,195,80,115
3532027,Zorra,3531013,Perth_South,25,20,10
3532027,Zorra,3531011,Stratford,355,160,190
3532027,Zorra,3530016,Waterloo,45,10,35
3532027,Zorra,3530013,Kitchener,30,10,20
3532027,Zorra,3530004,North_Dumfries,20,15,10
3532027,Zorra,3521005,Mississauga,25,15,0
3532038,East_Zorra-Tavistock,3539036,London,60,20,40
3532038,East_Zorra-Tavistock,3532045,Blandford-Blenheim,55,45,15
3532038,East_Zorra-Tavistock,3532042,Woodstock,785,320,460
3532038,East_Zorra-Tavistock,3532038,East_Zorra-Tavistock,765,365,400
3532038,East_Zorra-Tavistock,3532027,Zorra,25,10,20
3532038,East_Zorra-Tavistock,3532018,Ingersoll,60,35,20
3532038,East_Zorra-Tavistock,3532002,Norwich,20,20,0
3532038,East_Zorra-Tavistock,3531030,Perth_East,60,25,35
3532038,East_Zorra-Tavistock,3531016,St._Marys,20,15,10
3532038,East_Zorra-Tavistock,3531013,Perth_South,25,15,10
3532038,East_Zorra-Tavistock,3531011,Stratford,285,120,170
3532038,East_Zorra-Tavistock,3530020,Wilmot,170,70,100
3532038,East_Zorra-Tavistock,3530016,Waterloo,85,25,60
3532038,East_Zorra-Tavistock,3530013,Kitchener,205,105,105
3532038,East_Zorra-Tavistock,3530010,Cambridge,110,70,35
3532038,East_Zorra-Tavistock,3530004,North_Dumfries,20,10,10
3532038,East_Zorra-Tavistock,3529006,Brantford,20,0,10
3532038,East_Zorra-Tavistock,3529005,Brant,20,10,10
3532038,East_Zorra-Tavistock,3523008,Guelph,30,20,10
3532042,Woodstock,3539036,London,1010,480,530
3532042,Woodstock,3539027,Thames_Centre,40,30,10
3532042,Woodstock,3534021,St._Thomas,40,10,25
3532042,Woodstock,3532045,Blandford-Blenheim,150,90,60
3532042,Woodstock,3532042,Woodstock,11170,5240,5930
3532042,Woodstock,3532038,East_Zorra-Tavistock,345,215,125
3532042,Woodstock,3532027,Zorra,170,135,35
3532042,Woodstock,3532018,Ingersoll,830,460,370
3532042,Woodstock,3532012,South-West_Oxford,235,145,90
3532042,Woodstock,3532004,Tillsonburg,145,75,65
3532042,Woodstock,3532002,Norwich,230,140,90
3532042,Woodstock,3531030,Perth_East,20,0,10
3532042,Woodstock,3531016,St._Marys,35,20,15
3532042,Woodstock,3531011,Stratford,300,155,150
3532042,Woodstock,3530035,Woolwich,30,20,10
3532042,Woodstock,3530020,Wilmot,85,50,35
3532042,Woodstock,3530016,Waterloo,205,75,130
3532042,Woodstock,3530013,Kitchener,555,275,275
3532042,Woodstock,3530010,Cambridge,565,385,180
3532042,Woodstock,3530004,North_Dumfries,105,75,20
3532042,Woodstock,3529006,Brantford,355,165,190
3532042,Woodstock,3529005,Brant,190,120,70
3532042,Woodstock,3528052,Norfolk_County,95,50,45
3532042,Woodstock,3525005,Hamilton,110,65,45
3532042,Woodstock,3524009,Milton,45,35,10
3532042,Woodstock,3524002,Burlington,40,20,15
3532042,Woodstock,3524001,Oakville,40,40,10
3532042,Woodstock,3523008,Guelph,125,85,40
3532042,Woodstock,3521005,Mississauga,90,55,35
3532042,Woodstock,3520005,Toronto,100,40,55
3532045,Blandford-Blenheim,3539036,London,40,25,15
3532045,Blandford-Blenheim,3532045,Blandford-Blenheim,360,155,200
3532045,Blandford-Blenheim,3532042,Woodstock,500,255,245
3532045,Blandford-Blenheim,3532038,East_Zorra-Tavistock,95,60,40
3532045,Blandford-Blenheim,3532018,Ingersoll,30,25,15
3532045,Blandford-Blenheim,3532012,South-West_Oxford,25,15,0
3532045,Blandford-Blenheim,3532002,Norwich,40,35,0
3532045,Blandford-Blenheim,3531011,Stratford,30,10,15
3532045,Blandford-Blenheim,3530035,Woolwich,35,20,15
3532045,Blandford-Blenheim,3530020,Wilmot,195,105,90
3532045,Blandford-Blenheim,3530016,Waterloo,220,80,145
3532045,Blandford-Blenheim,3530013,Kitchener,405,170,230
3532045,Blandford-Blenheim,3530010,Cambridge,410,230,180
3532045,Blandford-Blenheim,3530004,North_Dumfries,180,120,65
3532045,Blandford-Blenheim,3529006,Brantford,115,50,60
3532045,Blandford-Blenheim,3529005,Brant,235,95,135
3532045,Blandford-Blenheim,3525005,Hamilton,35,20,15
3532045,Blandford-Blenheim,3523008,Guelph,85,20,65
3532045,Blandford-Blenheim,3521005,Mississauga,20,10,15
3532045,Blandford-Blenheim,3520005,Toronto,35,20,20
3534005,Bayham,3539036,London,165,95,75
3534005,Bayham,3534021,St._Thomas,105,60,45
3534005,Bayham,3534020,Central_Elgin,25,0,20
3534005,Bayham,3534011,Aylmer,220,105,115
3534005,Bayham,3534010,Malahide,120,90,30
3534005,Bayham,3534005,Bayham,295,165,125
3534005,Bayham,3532042,Woodstock,50,15,40
3534005,Bayham,3532018,Ingersoll,120,70,50
3534005,Bayham,3532012,South-West_Oxford,70,55,15
3534005,Bayham,3532004,Tillsonburg,595,250,345
3534005,Bayham,3532002,Norwich,50,35,10
3534005,Bayham,3528052,Norfolk_County,265,145,125
3534010,Malahide,3539036,London,575,305,265
3534010,Malahide,3539027,Thames_Centre,60,45,15
3534010,Malahide,3534024,Southwold,50,45,0
3534010,Malahide,3534021,St._Thomas,385,150,240
3534010,Malahide,3534020,Central_Elgin,185,95,90
3534010,Malahide,3534011,Aylmer,700,315,385
3534010,Malahide,3534010,Malahide,330,170,165
3534010,Malahide,3534005,Bayham,100,70,30
3534010,Malahide,3532042,Woodstock,70,45,30
3534010,Malahide,3532018,Ingersoll,85,65,15
3534010,Malahide,3532012,South-West_Oxford,40,35,10
3534010,Malahide,3532004,Tillsonburg,225,120,105
3534010,Malahide,3532002,Norwich,35,25,10
3534010,Malahide,3528052,Norfolk_County,65,45,15
3534011,Aylmer,3539036,London,325,155,165
3534011,Aylmer,3539027,Thames_Centre,25,15,10
3534011,Aylmer,3534024,Southwold,35,30,10
3534011,Aylmer,3534021,St._Thomas,365,175,190
3534011,Aylmer,3534020,Central_Elgin,140,85,55
3534011,Aylmer,3534011,Aylmer,945,450,495
3534011,Aylmer,3534010,Malahide,170,95,70
3534011,Aylmer,3534005,Bayham,75,50,25
3534011,Aylmer,3532042,Woodstock,45,35,15
3534011,Aylmer,3532018,Ingersoll,50,45,15
3534011,Aylmer,3532012,South-West_Oxford,50,30,20
3534011,Aylmer,3532004,Tillsonburg,115,45,70
3534011,Aylmer,3532002,Norwich,25,15,0
3534011,Aylmer,3520005,Toronto,20,10,10
3534020,Central_Elgin,3539036,London,1935,915,1020
3534020,Central_Elgin,3539033,Middlesex_Centre,25,25,10
3534020,Central_Elgin,3539027,Thames_Centre,60,25,30
3534020,Central_Elgin,3539015,Strathroy-Caradoc,40,25,15
3534020,Central_Elgin,3536020,Chatham-Kent,20,20,0
3534020,Central_Elgin,3534030,Dutton_Dunwich,20,10,20
3534020,Central_Elgin,3534024,Southwold,155,80,70
3534020,Central_Elgin,3534021,St._Thomas,1565,745,820
3534020,Central_Elgin,3534020,Central_Elgin,705,325,375
3534020,Central_Elgin,3534011,Aylmer,175,50,130
3534020,Central_Elgin,3534010,Malahide,30,15,20
3534020,Central_Elgin,3534005,Bayham,50,35,10
3534020,Central_Elgin,3532042,Woodstock,75,50,25
3534020,Central_Elgin,3532018,Ingersoll,95,65,30
3534020,Central_Elgin,3532004,Tillsonburg,25,15,10
3534020,Central_Elgin,3520005,Toronto,20,15,10
3534021,St._Thomas,3539036,London,4595,2380,2210
3534021,St._Thomas,3539033,Middlesex_Centre,85,40,40
3534021,St._Thomas,3539027,Thames_Centre,70,30,40
3534021,St._Thomas,3539015,Strathroy-Caradoc,70,30,35
3534021,St._Thomas,3536020,Chatham-Kent,20,15,0
3534021,St._Thomas,3534042,West_Elgin,25,10,15
3534021,St._Thomas,3534030,Dutton_Dunwich,35,10,25
3534021,St._Thomas,3534024,Southwold,295,190,105
3534021,St._Thomas,3534021,St._Thomas,7995,3290,4705
3534021,St._Thomas,3534020,Central_Elgin,700,365,340
3534021,St._Thomas,3534011,Aylmer,280,125,155
3534021,St._Thomas,3534010,Malahide,55,25,30
3534021,St._Thomas,3534005,Bayham,55,30,25
3534021,St._Thomas,3532042,Woodstock,185,155,30
3534021,St._Thomas,3532018,Ingersoll,235,200,35
3534021,St._Thomas,3532004,Tillsonburg,170,115,50
3534021,St._Thomas,3531011,Stratford,20,10,10
3534021,St._Thomas,3530016,Waterloo,20,10,0
3534021,St._Thomas,3530013,Kitchener,30,30,0
3534021,St._Thomas,3530010,Cambridge,30,25,0
3534021,St._Thomas,3528052,Norfolk_County,35,30,0
3534021,St._Thomas,3525005,Hamilton,25,25,10
3534021,St._Thomas,3521005,Mississauga,20,20,0
3534024,Southwold,3539036,London,655,295,355
3534024,Southwold,3539033,Middlesex_Centre,20,10,0
3534024,Southwold,3536020,Chatham-Kent,25,15,0
3534024,Southwold,3534030,Dutton_Dunwich,35,10,20
3534024,Southwold,3534024,Southwold,190,105,85
3534024,Southwold,3534021,St._Thomas,560,255,305
3534024,Southwold,3534020,Central_Elgin,180,100,85
3534024,Southwold,3534011,Aylmer,35,15,25
3534030,Dutton_Dunwich,3539036,London,540,225,315
3534030,Dutton_Dunwich,3539033,Middlesex_Centre,20,0,15
3534030,Dutton_Dunwich,3539015,Strathroy-Caradoc,25,10,15
3534030,Dutton_Dunwich,3539005,Southwest_Middlesex,40,15,25
3534030,Dutton_Dunwich,3536020,Chatham-Kent,30,25,0
3534030,Dutton_Dunwich,3534042,West_Elgin,120,80,40
3534030,Dutton_Dunwich,3534030,Dutton_Dunwich,400,140,260
3534030,Dutton_Dunwich,3534024,Southwold,40,25,10
3534030,Dutton_Dunwich,3534021,St._Thomas,115,40,75
3534030,Dutton_Dunwich,3532018,Ingersoll,25,20,10
3534042,West_Elgin,3539036,London,410,155,255
3534042,West_Elgin,3539005,Southwest_Middlesex,65,10,50
3534042,West_Elgin,3537048,Tecumseh,30,25,0
3534042,West_Elgin,3536020,Chatham-Kent,170,75,95
3534042,West_Elgin,3534042,West_Elgin,555,255,300
3534042,West_Elgin,3534030,Dutton_Dunwich,165,45,115
3534042,West_Elgin,3534024,Southwold,35,15,20
3534042,West_Elgin,3534021,St._Thomas,75,35,40
3534042,West_Elgin,3532042,Woodstock,25,25,10
3536020,Chatham-Kent,3539036,London,450,235,215
3536020,Chatham-Kent,3539033,Middlesex_Centre,20,10,10
3536020,Chatham-Kent,3539015,Strathroy-Caradoc,30,15,15
3536020,Chatham-Kent,3539005,Southwest_Middlesex,90,30,60
3536020,Chatham-Kent,3539002,Newbury,25,10,15
3536020,Chatham-Kent,3538043,Warwick,20,0,20
3536020,Chatham-Kent,3538040,Lambton_Shores,20,10,15
3536020,Chatham-Kent,3538035,Plympton-Wyoming,35,30,10
3536020,Chatham-Kent,3538031,Point_Edward,25,10,20
3536020,Chatham-Kent,3538030,Sarnia,585,350,235
3536020,Chatham-Kent,3538025,Sarnia_45,50,45,10
3536020,Chatham-Kent,3538019,Petrolia,230,125,105
3536020,Chatham-Kent,3538007,Dawn-Euphemia,165,140,20
3536020,Chatham-Kent,3538004,Walpole_Island_46,80,20,60
3536020,Chatham-Kent,3538003,St._Clair,335,190,145
3536020,Chatham-Kent,3537064,Lakeshore,540,325,215
3536020,Chatham-Kent,3537048,Tecumseh,220,195,25
3536020,Chatham-Kent,3537039,Windsor,860,560,295
3536020,Chatham-Kent,3537034,LaSalle,20,20,0
3536020,Chatham-Kent,3537028,Amherstburg,20,15,0
3536020,Chatham-Kent,3537016,Essex,80,30,50
3536020,Chatham-Kent,3537013,Kingsville,185,110,75
3536020,Chatham-Kent,3537003,Leamington,935,415,520
3536020,Chatham-Kent,3536029,Moravian_47,25,0,25
3536020,Chatham-Kent,3536020,Chatham-Kent,31675,14700,16980
3536020,Chatham-Kent,3534042,West_Elgin,130,85,50
3536020,Chatham-Kent,3534030,Dutton_Dunwich,30,15,15
3536020,Chatham-Kent,3534021,St._Thomas,30,25,10
3536020,Chatham-Kent,3532042,Woodstock,25,15,15
3536020,Chatham-Kent,3532018,Ingersoll,35,25,0
3536020,Chatham-Kent,3530020,Wilmot,25,10,15
3536020,Chatham-Kent,3530016,Waterloo,25,10,15
3536020,Chatham-Kent,3530013,Kitchener,25,10,15
3536020,Chatham-Kent,3530010,Cambridge,30,20,10
3536020,Chatham-Kent,3525005,Hamilton,30,15,10
3536020,Chatham-Kent,3523008,Guelph,35,20,15
3536020,Chatham-Kent,3521005,Mississauga,25,25,10
3536020,Chatham-Kent,3520005,Toronto,90,45,40
3536020,Chatham-Kent,3506008,Ottawa,25,20,0
3536029,Moravian_47,3536029,Moravian_47,45,20,25
3536029,Moravian_47,3536020,Chatham-Kent,30,20,10
3537001,Pelee,3537001,Pelee,35,20,15
3537003,Leamington,3537064,Lakeshore,260,180,75
3537003,Leamington,3537048,Tecumseh,210,175,35
3537003,Leamington,3537039,Windsor,850,490,365
3537003,Leamington,3537028,Amherstburg,35,20,20
3537003,Leamington,3537016,Essex,195,135,65
3537003,Leamington,3537013,Kingsville,1440,810,625
3537003,Leamington,3537003,Leamington,5930,2840,3090
3537003,Leamington,3536020,Chatham-Kent,420,215,205
3537003,Leamington,3520005,Toronto,40,15,25
3537013,Kingsville,3539036,London,20,0,20
3537013,Kingsville,3537064,Lakeshore,330,215,120
3537013,Kingsville,3537048,Tecumseh,565,435,135
3537013,Kingsville,3537039,Windsor,1830,965,870
3537013,Kingsville,3537034,LaSalle,65,45,20
3537013,Kingsville,3537028,Amherstburg,75,40,40
3537013,Kingsville,3537016,Essex,740,370,370
3537013,Kingsville,3537013,Kingsville,2450,1160,1290
3537013,Kingsville,3537003,Leamington,1810,700,1105
3537013,Kingsville,3536020,Chatham-Kent,160,100,65
3537013,Kingsville,3520005,Toronto,25,15,10
3537016,Essex,3537064,Lakeshore,445,250,190
3537016,Essex,3537048,Tecumseh,740,515,225
3537016,Essex,3537039,Windsor,2980,1470,1505
3537016,Essex,3537034,LaSalle,205,115,90
3537016,Essex,3537028,Amherstburg,390,180,210
3537016,Essex,3537016,Essex,2185,975,1210
3537016,Essex,3537013,Kingsville,525,155,365
3537016,Essex,3537003,Leamington,340,115,220
3537016,Essex,3536020,Chatham-Kent,85,40,50
3537028,Amherstburg,3539036,London,20,0,15
3537028,Amherstburg,3537064,Lakeshore,330,195,135
3537028,Amherstburg,3537048,Tecumseh,940,730,215
3537028,Amherstburg,3537039,Windsor,4445,2235,2210
3537028,Amherstburg,3537034,LaSalle,585,265,315
3537028,Amherstburg,3537028,Amherstburg,2385,925,1460
3537028,Amherstburg,3537016,Essex,390,195,195
3537028,Amherstburg,3537013,Kingsville,100,30,75
3537028,Amherstburg,3537003,Leamington,115,55,55
3537028,Amherstburg,3536020,Chatham-Kent,25,25,10
3537034,LaSalle,3537064,Lakeshore,445,290,160
3537034,LaSalle,3537048,Tecumseh,920,635,285
3537034,LaSalle,3537039,Windsor,8430,3970,4455
3537034,LaSalle,3537034,LaSalle,1700,705,1000
3537034,LaSalle,3537028,Amherstburg,390,195,195
3537034,LaSalle,3537016,Essex,165,75,85
3537034,LaSalle,3537013,Kingsville,45,15,30
3537034,LaSalle,3537003,Leamington,110,55,55
3537034,LaSalle,3536020,Chatham-Kent,75,45,30
3537034,LaSalle,3520005,Toronto,35,25,10
3537039,Windsor,3539036,London,115,75,40
3537039,Windsor,3538030,Sarnia,35,25,15
3537039,Windsor,3537064,Lakeshore,3970,2385,1585
3537039,Windsor,3537048,Tecumseh,6425,4095,2330
3537039,Windsor,3537039,Windsor,60310,28270,32040
3537039,Windsor,3537034,LaSalle,1750,915,835
3537039,Windsor,3537028,Amherstburg,760,450,310
3537039,Windsor,3537016,Essex,740,365,370
3537039,Windsor,3537013,Kingsville,660,355,305
3537039,Windsor,3537003,Leamington,715,345,365
3537039,Windsor,3536020,Chatham-Kent,450,230,215
3537039,Windsor,3532042,Woodstock,25,15,15
3537039,Windsor,3530016,Waterloo,25,20,10
3537039,Windsor,3530010,Cambridge,20,15,0
3537039,Windsor,3524001,Oakville,90,65,25
3537039,Windsor,3521005,Mississauga,60,40,20
3537039,Windsor,3520005,Toronto,225,85,140
3537039,Windsor,3506008,Ottawa,50,20,25
3537048,Tecumseh,3539036,London,25,10,10
3537048,Tecumseh,3537064,Lakeshore,1045,555,485
3537048,Tecumseh,3537048,Tecumseh,1865,970,895
3537048,Tecumseh,3537039,Windsor,6210,2900,3315
3537048,Tecumseh,3537034,LaSalle,150,75,70
3537048,Tecumseh,3537028,Amherstburg,55,30,25
3537048,Tecumseh,3537016,Essex,170,75,95
3537048,Tecumseh,3537013,Kingsville,50,15,40
3537048,Tecumseh,3537003,Leamington,40,15,25
3537048,Tecumseh,3536020,Chatham-Kent,70,40,25
3537048,Tecumseh,3520005,Toronto,20,0,20
3537064,Lakeshore,3539036,London,20,10,10
3537064,Lakeshore,3537064,Lakeshore,3525,1600,1925
3537064,Lakeshore,3537048,Tecumseh,1825,1115,715
3537064,Lakeshore,3537039,Windsor,7230,3690,3540
3537064,Lakeshore,3537034,LaSalle,225,135,85
3537064,Lakeshore,3537028,Amherstburg,75,40,35
3537064,Lakeshore,3537016,Essex,460,175,280
3537064,Lakeshore,3537013,Kingsville,245,100,140
3537064,Lakeshore,3537003,Leamington,415,175,240
3537064,Lakeshore,3536020,Chatham-Kent,985,425,555
3537064,Lakeshore,3521005,Mississauga,25,15,0
3537064,Lakeshore,3520005,Toronto,25,10,15
3537064,Lakeshore,3506008,Ottawa,20,15,10
3538003,St._Clair,3539036,London,45,20,25
3538003,St._Clair,3538035,Plympton-Wyoming,50,20,25
3538003,St._Clair,3538031,Point_Edward,165,50,115
3538003,St._Clair,3538030,Sarnia,2405,1125,1280
3538003,St._Clair,3538025,Sarnia_45,175,160,15
3538003,St._Clair,3538019,Petrolia,195,80,110
3538003,St._Clair,3538003,St._Clair,1620,895,720
3538003,St._Clair,3536020,Chatham-Kent,540,210,330
3538003,St._Clair,3520005,Toronto,20,15,0
3538004,Walpole_Island_46,3538004,Walpole_Island_46,200,55,140
3538004,Walpole_Island_46,3536020,Chatham-Kent,70,30,35
3538007,Dawn-Euphemia,3539036,London,35,25,15
3538007,Dawn-Euphemia,3539015,Strathroy-Caradoc,35,15,20
3538007,Dawn-Euphemia,3538030,Sarnia,75,45,30
3538007,Dawn-Euphemia,3538019,Petrolia,70,35,30
3538007,Dawn-Euphemia,3538007,Dawn-Euphemia,55,35,20
3538007,Dawn-Euphemia,3538003,St._Clair,20,10,10
3538007,Dawn-Euphemia,3536020,Chatham-Kent,225,95,130
3538015,Brooke-Alvinston,3539036,London,40,25,15
3538015,Brooke-Alvinston,3539015,Strathroy-Caradoc,95,45,50
3538015,Brooke-Alvinston,3539005,Southwest_Middlesex,45,20,20
3538015,Brooke-Alvinston,3538043,Warwick,130,45,85
3538015,Brooke-Alvinston,3538040,Lambton_Shores,20,10,15
3538015,Brooke-Alvinston,3538030,Sarnia,115,60,55
3538015,Brooke-Alvinston,3538019,Petrolia,85,45,35
3538015,Brooke-Alvinston,3538015,Brooke-Alvinston,170,70,100
3538016,Enniskillen,3539015,Strathroy-Caradoc,25,15,15
3538016,Enniskillen,3538035,Plympton-Wyoming,70,35,30
3538016,Enniskillen,3538031,Point_Edward,20,0,15
3538016,Enniskillen,3538030,Sarnia,225,140,90
3538016,Enniskillen,3538019,Petrolia,250,70,180
3538016,Enniskillen,3538016,Enniskillen,90,50,40
3538016,Enniskillen,3538003,St._Clair,120,105,15
3538016,Enniskillen,3536020,Chatham-Kent,35,10,20
3538018,Oil_Springs,3538035,Plympton-Wyoming,20,10,20
3538018,Oil_Springs,3538030,Sarnia,90,40,55
3538018,Oil_Springs,3538019,Petrolia,65,25,40
3538018,Oil_Springs,3538018,Oil_Springs,20,10,10
3538018,Oil_Springs,3538016,Enniskillen,20,10,15
3538018,Oil_Springs,3538003,St._Clair,20,10,10
3538018,Oil_Springs,3536020,Chatham-Kent,20,15,0
3538019,Petrolia,3539036,London,30,10,20
3538019,Petrolia,3538040,Lambton_Shores,40,10,25
3538019,Petrolia,3538035,Plympton-Wyoming,70,25,45
3538019,Petrolia,3538031,Point_Edward,25,10,20
3538019,Petrolia,3538030,Sarnia,650,325,325
3538019,Petrolia,3538025,Sarnia_45,25,25,0
3538019,Petrolia,3538019,Petrolia,875,355,520
3538019,Petrolia,3538016,Enniskillen,90,40,55
3538019,Petrolia,3538015,Brooke-Alvinston,35,10,30
3538019,Petrolia,3538003,St._Clair,170,145,30
3538025,Sarnia_45,3538030,Sarnia,50,25,25
3538025,Sarnia_45,3538025,Sarnia_45,85,25,55
3538030,Sarnia,3541024,Kincardine,40,40,0
3538030,Sarnia,3539036,London,310,150,160
3538030,Sarnia,3539015,Strathroy-Caradoc,95,50,40
3538030,Sarnia,3538056,Kettle_Point_44,25,0,15
3538030,Sarnia,3538043,Warwick,35,35,0
3538030,Sarnia,3538040,Lambton_Shores,110,40,65
3538030,Sarnia,3538035,Plympton-Wyoming,265,125,135
3538030,Sarnia,3538031,Point_Edward,1440,540,900
3538030,Sarnia,3538030,Sarnia,20200,9445,10765
3538030,Sarnia,3538025,Sarnia_45,630,500,130
3538030,Sarnia,3538019,Petrolia,690,390,300
3538030,Sarnia,3538016,Enniskillen,85,30,50
3538030,Sarnia,3538007,Dawn-Euphemia,20,15,0
3538030,Sarnia,3538004,Walpole_Island_46,25,10,15
3538030,Sarnia,3538003,St._Clair,1730,1310,425
3538030,Sarnia,3537039,Windsor,35,25,10
3538030,Sarnia,3536020,Chatham-Kent,200,115,85
3538030,Sarnia,3526053,St._Catharines,20,15,10
3538030,Sarnia,3525005,Hamilton,25,20,0
3538030,Sarnia,3523008,Guelph,40,20,20
3538030,Sarnia,3521005,Mississauga,20,20,10
3538030,Sarnia,3520005,Toronto,65,45,20
3538031,Point_Edward,3538031,Point_Edward,145,65,80
3538031,Point_Edward,3538030,Sarnia,445,185,265
3538031,Point_Edward,3538025,Sarnia_45,45,35,10
3538031,Point_Edward,3538003,St._Clair,65,40,25
3538035,Plympton-Wyoming,3539047,Adelaide-Metcalfe,25,15,10
3538035,Plympton-Wyoming,3539036,London,90,35,50
3538035,Plympton-Wyoming,3539015,Strathroy-Caradoc,70,30,40
3538035,Plympton-Wyoming,3538043,Warwick,55,30,25
3538035,Plympton-Wyoming,3538040,Lambton_Shores,155,60,90
3538035,Plympton-Wyoming,3538035,Plympton-Wyoming,465,245,220
3538035,Plympton-Wyoming,3538031,Point_Edward,80,35,45
3538035,Plympton-Wyoming,3538030,Sarnia,1335,585,745
3538035,Plympton-Wyoming,3538025,Sarnia_45,55,50,10
3538035,Plympton-Wyoming,3538019,Petrolia,225,80,145
3538035,Plympton-Wyoming,3538016,Enniskillen,35,10,20
3538035,Plympton-Wyoming,3538003,St._Clair,220,180,40
3538040,Lambton_Shores,3540028,Goderich,25,20,0
3538040,Lambton_Shores,3540010,Bluewater,85,40,45
3538040,Lambton_Shores,3540005,South_Huron,195,100,95
3538040,Lambton_Shores,3539047,Adelaide-Metcalfe,25,10,10
3538040,Lambton_Shores,3539041,North_Middlesex,105,25,80
3538040,Lambton_Shores,3539036,London,375,185,190
3538040,Lambton_Shores,3539033,Middlesex_Centre,25,15,15
3538040,Lambton_Shores,3539015,Strathroy-Caradoc,155,85,70
3538040,Lambton_Shores,3538056,Kettle_Point_44,35,0,35
3538040,Lambton_Shores,3538043,Warwick,115,85,35
3538040,Lambton_Shores,3538040,Lambton_Shores,1745,735,1015
3538040,Lambton_Shores,3538035,Plympton-Wyoming,60,35,20
3538040,Lambton_Shores,3538030,Sarnia,350,190,155
3538040,Lambton_Shores,3538025,Sarnia_45,20,15,0
3538040,Lambton_Shores,3538019,Petrolia,60,20,40
3538040,Lambton_Shores,3538003,St._Clair,40,40,0
3538040,Lambton_Shores,3531025,West_Perth,25,20,0
3538040,Lambton_Shores,3525005,Hamilton,20,10,10
3538040,Lambton_Shores,3520005,Toronto,45,25,20
3538043,Warwick,3539047,Adelaide-Metcalfe,35,15,15
3538043,Warwick,3539041,North_Middlesex,35,10,30
3538043,Warwick,3539036,London,95,35,60
3538043,Warwick,3539015,Strathroy-Caradoc,210,100,105
3538043,Warwick,3538043,Warwick,455,220,230
3538043,Warwick,3538040,Lambton_Shores,135,25,115
3538043,Warwick,3538035,Plympton-Wyoming,40,10,30
3538043,Warwick,3538030,Sarnia,165,90,75
3538043,Warwick,3538019,Petrolia,40,25,15
3538043,Warwick,3538016,Enniskillen,20,15,0
3538043,Warwick,3538015,Brooke-Alvinston,35,25,0
3538043,Warwick,3536020,Chatham-Kent,20,10,15
3538056,Kettle_Point_44,3538056,Kettle_Point_44,155,55,100
3538056,Kettle_Point_44,3538040,Lambton_Shores,35,15,25
3539002,Newbury,3539036,London,20,10,10
3539002,Newbury,3539005,Southwest_Middlesex,25,10,15
3539002,Newbury,3539002,Newbury,20,10,10
3539005,Southwest_Middlesex,3539036,London,585,270,315
3539005,Southwest_Middlesex,3539033,Middlesex_Centre,65,25,40
3539005,Southwest_Middlesex,3539015,Strathroy-Caradoc,295,145,155
3539005,Southwest_Middlesex,3539005,Southwest_Middlesex,625,285,335
