,0-4yrs,5-9yrs,10-14yrs,15-19yrs,20-24yrs,25-29yrs,30-34yrs,35-39yrs,40-44yrs,45-49yrs,50-54yrs,55-59yrs,60-64yrs,65-69yrs,70-74yrs,75+yrs
955,0.10710224139581571,0.18025310731711994,0.21050590717881537,0.23422525026392446,0.2839659042855861,0.3297495965864852,0.33046343559778635,0.31077484567945896,0.27742345918613864,0.25899483109749,0.27657500647592315,0.28113657534394015,0.22862842368977,0.13553229621720675,0.08498477151597074,0.04549707868524625
956,0.10225465250385112,0.17225146742898037,0.20122219702553984,0.22396365915171504,0.271581054582839,0.3153806326398418,0.3160722613062847,0.29724086197269833,0.26525113143920215,0.24748236407205176,0.26428248382165165,0.2686273179205533,0.21847507558121443,0.12957744857028178,0.08124891608752348,0.04362538081166382
957,0.09764649414679687,0.16463883739639382,0.19238775476963252,0.21419584754864576,0.25978921994835347,0.301699617088551,0.3023699831655904,0.28435500169637506,0.25366557485150615,0.23653068688586895,0.2525881419021841,0.2567263661193725,0.20881423808201102,0.12390964691040349,0.07769327949449689,0.041838321641250786
958,0.0932651542353012,0.15739475724987123,0.18397915663542466,0.2048964128330876,0.2485601091973097,0.28867138703390083,0.2893213254735331,0.27208404547543197,0.24263653921648906,0.22611065838866903,0.24146094136312968,0.2454022428098272,0.19962052719756684,0.11851416514153763,0.07430861184882685,0.04013186640556959
959,0.0890987181998558,0.15049975357819026,0.17597410258706855,0.19604119304657225,0.23786492940559714,0.2762625020807588,0.27689268364065356,0.2603963588039083,0.2321352749757872,0.21619460572401294,0.23087141670378383,0.23462505027678812,0.19086985352649727,0.11337702887635714,0.0710861281270679,0.03850213587904656
960,0.08513592247563143,0.1439356052388965,0.16835165471099703,0.18760736255775814,0.22767638050065994,0.2644412702117864,0.2650523309482326,0.24926207212930812,0.2221346077043823,0.20675639680783725,0.2207918314656386,0.22436664033356074,0.1825394230281745,0.1084849998327562,0.06801750063177028,0.03694542296000236
961,0.0813661266568358,0.13768506763498017,0.16109192196310168,0.17957312173023507,0.21796847834028604,0.25317752454157016,0.2537699784237962,0.23865265271030825,0.21260860388104316,0.1977710995357224,0.2111955727889056,0.21460000141074229,0.1746074652628522,0.10382543179496549,0.06509478728626814,0.03545815920659834
962,0.0777792637107463,0.13173212786575408,0.15417645292492516,0.1719182541144489,0.20871700499882145,0.24244315754588439,0.243017472370931,0.228541601931933,0.20353316523986514,0.189215539171138,0.20205790065840898,0.20530001159724115,0.1670537010040789,0.09938654521930143,0.06231058830821569,0.03403704458133104
963,0.07436582698447378,0.12606152413146837,0.14758769712216235,0.1646235872303805,0.19989899101866676,0.2322115073716954,0.23276807955919918,0.21890374308817886,0.1948853558704806,0.18106764055937674,0.1933553385904036,0.19644285875957784,0.15985897287146145,0.09515720930146797,0.059657891856513094,0.0326789492003091
964,0.07111683117500434,0.12065886124472465,0.14130908212681398,0.15767095129344202,0.19149259249499145,0.22245723738225415,0.2229965404801208,0.20971530585978013,0.18664351233097218,0.17330656605411474,0.18506567231114396,0.1880059734448878,0.15300502903080218,0.09112681707519446,0.057130039592591074,0.03138089131387493
