Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.07658,0.08447,0.10473,0.05973,0.12122,0.07621,0.09802,0.07903,0.06769,0.02011,0.02196,0.00064,0
20 to 24,0,0,0,0.12532,0.33389,0.44822,0.32779,0.27666,0.32778,0.22988,0.20625,0.17714,0.15427,0.06588,0.00089,0.00247
25 to 29,0,0,0,0.10167,0.45138,1.06472,0.76237,0.72857,0.72531,0.56105,0.60931,0.45961,0.38788,0.23828,0.00162,0.00359
30 to 34,0,0,0,0.10003,0.39762,0.80411,1.05298,0.82342,0.90291,0.75922,0.74962,0.67446,0.45097,0.23193,0.0029,0.0038
35 to 39,0,0,0,0.09461,0.44575,0.7988,0.93959,1.1577,0.98315,0.84928,0.79425,0.64705,0.54227,0.09514,0.00332,0.00695
40 to 44,0,0,0,0.10609,0.33876,0.74281,0.84756,1.13368,1.2124,0.8844,1.08256,0.83262,0.59019,0.21562,0.00294,0.00229
45 to 49,0,0,0,0.08607,0.27918,0.53589,0.71204,0.80728,1.00242,0.88819,1.07449,0.67586,0.59301,0.19132,0.00252,0.00084
50 to 54,0,0,0,0.05552,0.23416,0.48389,0.4718,0.64569,0.79144,0.62846,0.89671,0.68831,0.49772,0.24068,0.00168,0.00084
55 to 59,0,0,0,0.0326,0.13313,0.27665,0.34065,0.31793,0.33978,0.39572,0.53833,0.53297,0.47542,0.16051,0.00344,0
60 to 64,0,0,0,0.01618,0.09102,0.17126,0.16925,0.12204,0.18013,0.14763,0.19019,0.22868,0.17188,0.12059,0.00171,0
65 to 69,0,0,0,0.00805,0.02063,0.04851,0.05246,0.04011,0.04679,0.05229,0.03687,0.04082,0.05253,0.02212,0.00066,0.00041
70 to 74,0,0,0,7.00E-05,7.00E-04,0.00077,0.00033,0.00075,0.00085,0.00088,0.00093,5.00E-04,0.00054,0.00098,2.00E-05,0
75+,0,0,0,0,2.00E-04,0.00023,0.00028,5.00E-04,0.00107,5.00E-04,8.00E-04,0.00051,0.00097,0.00047,3.00E-05,0
