Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01908,0.04132,0.05369,0.03126,0.06124,0.03836,0.04912,0.0397,0.03335,0.0097,0.00682,0.00032,0
20 to 24,0,0,0,0.06131,0.3207,0.4512,0.3368,0.27443,0.32398,0.22619,0.20345,0.17137,0.14606,0.04015,0.00087,0.00242
25 to 29,0,0,0,0.05212,0.45438,1.12328,0.82096,0.75742,0.75133,0.57857,0.6299,0.46599,0.38487,0.15219,0.00167,0.00369
30 to 34,0,0,0,0.05235,0.40854,0.86591,1.15738,0.87374,0.95467,0.79914,0.791,0.69798,0.45674,0.1512,0.00304,0.00399
35 to 39,0,0,0,0.0478,0.44215,0.83042,0.99701,1.18595,1.00354,0.86301,0.80909,0.64645,0.53021,0.05988,0.00336,0.00703
40 to 44,0,0,0,0.05341,0.33483,0.76946,0.89615,1.15719,1.23314,0.89548,1.09886,0.82888,0.575,0.13522,0.00296,0.00231
45 to 49,0,0,0,0.04313,0.2747,0.55262,0.74948,0.82032,1.01498,0.89528,1.08577,0.6698,0.57515,0.11944,0.00253,0.00084
50 to 54,0,0,0,0.02789,0.23098,0.50024,0.49784,0.65775,0.80335,0.63506,0.90838,0.68384,0.48393,0.15063,0.00169,0.00085
55 to 59,0,0,0,0.01606,0.12879,0.28049,0.35252,0.31763,0.33825,0.39217,0.53483,0.51931,0.45334,0.09852,0.0034,0
60 to 64,0,0,0,0.0078,0.08618,0.16993,0.17141,0.11933,0.17549,0.14318,0.18492,0.21806,0.1604,0.07244,0.00165,0
65 to 69,0,0,0,0.0025,0.01257,0.03098,0.0342,0.02524,0.02934,0.03264,0.02308,0.02506,0.03156,0.00855,0.00041,0.00025
70 to 74,0,0,0,3.00E-05,0.00069,0.00079,0.00035,0.00076,0.00085,0.00088,0.00094,5.00E-04,0.00052,0.00061,2.00E-05,0
75+,0,0,0,0,0.00019,0.00024,3.00E-04,5.00E-04,0.00108,5.00E-04,0.00081,5.00E-04,0.00094,0.00029,3.00E-05,0
