Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.15508,0.13352,0.15387,0.08818,0.17091,0.10807,0.13542,0.11452,0.09282,0.02566,0.0261,0.00091,0
20 to 24,0,0,0,0.19811,0.41202,0.51409,0.37775,0.30449,0.36286,0.24791,0.23331,0.18961,0.15363,0.06112,0.00099,0.00274
25 to 29,0,0,0,0.14938,0.51772,1.13505,0.8166,0.74529,0.74631,0.56238,0.64063,0.45727,0.35901,0.20549,0.00168,0.0037
30 to 34,0,0,0,0.14767,0.45822,0.86131,1.13326,0.84632,0.93348,0.76465,0.79191,0.67422,0.41939,0.20096,0.003,0.00395
35 to 39,0,0,0,0.13339,0.49057,0.81713,0.96572,1.13636,0.9707,0.81687,0.8013,0.61772,0.48161,0.07873,0.00329,0.00689
40 to 44,0,0,0,0.15045,0.37502,0.76431,0.87625,1.11932,1.20408,0.85564,1.09859,0.79955,0.52725,0.17947,0.00293,0.00228
45 to 49,0,0,0,0.1189,0.30108,0.53716,0.71713,0.77646,0.96982,0.83711,1.06223,0.63225,0.51608,0.15513,0.00244,0.00082
50 to 54,0,0,0,0.08045,0.26488,0.50876,0.49842,0.65142,0.80315,0.62129,0.92984,0.6754,0.45434,0.2047,0.00171,0.00086
55 to 59,0,0,0,0.0447,0.1425,0.27524,0.34053,0.30352,0.32628,0.37019,0.52822,0.49487,0.41066,0.12918,0.00332,0
60 to 64,0,0,0,0.02064,0.09064,0.15851,0.15739,0.10839,0.16092,0.12848,0.17361,0.19753,0.13812,0.09028,0.00153,0
65 to 69,0,0,0,0.00957,0.01914,0.04183,0.04545,0.03319,0.03895,0.0424,0.03136,0.03286,0.03933,0.01543,0.00056,0.00034
70 to 74,0,0,0,1.00E-04,0.00078,8.00E-04,0.00034,0.00075,0.00084,0.00085,0.00095,0.00049,0.00048,0.00082,2.00E-05,0
75+,0,0,0,0,0.00022,0.00024,0.00029,0.00049,0.00106,0.00048,0.00082,0.00049,0.00087,0.00039,3.00E-05,0
