Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.15689,0.12987,0.13882,0.07628,0.15511,0.09894,0.12952,0.10331,0.08924,0.02933,0.04425,0.00091,0
20 to 24,0,0,0,0.19269,0.38529,0.44589,0.31417,0.26567,0.31937,0.22796,0.20235,0.17526,0.16885,0.09964,0.00096,0.00265
25 to 29,0,0,0,0.13476,0.44903,0.9131,0.62992,0.60314,0.60924,0.47963,0.51532,0.39202,0.36598,0.31067,0.0015,0.00332
30 to 34,0,0,0,0.12775,0.38109,0.66441,0.83826,0.65675,0.73072,0.62534,0.61083,0.55426,0.40996,0.29134,0.00258,0.00339
35 to 39,0,0,0,0.12105,0.42803,0.66127,0.7494,0.92512,0.79716,0.70084,0.64842,0.53274,0.4939,0.11974,0.00297,0.00621
40 to 44,0,0,0,0.13774,0.33007,0.62394,0.68592,0.91921,0.99746,0.74053,0.89676,0.69559,0.54543,0.27535,0.00266,0.00208
45 to 49,0,0,0,0.11372,0.27685,0.45813,0.58648,0.66618,0.83934,0.7569,0.90588,0.57465,0.55776,0.24865,0.00232,0.00077
50 to 54,0,0,0,0.07258,0.22972,0.40925,0.38445,0.52714,0.6556,0.52984,0.74792,0.57899,0.46313,0.30947,0.00154,0.00077
55 to 59,0,0,0,0.04298,0.13172,0.23596,0.27994,0.26176,0.28385,0.33646,0.45282,0.45213,0.44614,0.20814,0.00317,0
60 to 64,0,0,0,0.0236,0.09962,0.16159,0.15386,0.11115,0.16646,0.13885,0.17697,0.2146,0.17842,0.17297,0.00174,0
65 to 69,0,0,0,0.01623,0.0312,0.06324,0.06589,0.05048,0.05975,0.06796,0.04741,0.05294,0.07535,0.04384,0.00094,0.00057
70 to 74,0,0,0,1.00E-04,0.00075,0.00072,3.00E-04,0.00067,0.00077,0.00081,0.00085,0.00046,0.00055,0.00139,2.00E-05,0
75+,0,0,0,0,0.00021,0.00021,0.00025,0.00044,0.00097,0.00046,0.00073,0.00047,0.00099,0.00066,3.00E-05,0
