Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.03521,0.05935,0.06979,0.03698,0.07644,0.0464,0.05909,0.04107,0.03505,0.00705,0.00335,0.00043,0
20 to 24,0,0,0,0.08806,0.35857,0.45655,0.31014,0.26662,0.30505,0.21179,0.16381,0.14016,0.08265,0.01538,0.00092,0.00256
25 to 29,0,0,0,0.06775,0.45977,1.02865,0.68416,0.66597,0.64025,0.49028,0.45899,0.34494,0.19709,0.05275,0.0016,0.00353
30 to 34,0,0,0,0.06192,0.3762,0.72162,0.87776,0.69914,0.74035,0.61628,0.52453,0.47019,0.21285,0.0477,0.00264,0.00347
35 to 39,0,0,0,0.05966,0.42957,0.73016,0.79777,1.00122,0.8211,0.70218,0.56607,0.45946,0.26069,0.01993,0.00309,0.00646
40 to 44,0,0,0,0.0646,0.31527,0.6557,0.69496,0.94682,0.97784,0.70614,0.7451,0.57095,0.274,0.04362,0.00264,0.00206
45 to 49,0,0,0,0.05188,0.25721,0.4683,0.57798,0.66745,0.80037,0.70204,0.73212,0.4588,0.27255,0.03831,0.00224,0.00075
50 to 54,0,0,0,0.02885,0.18597,0.36451,0.33013,0.46019,0.54472,0.42821,0.52668,0.40279,0.19719,0.04155,0.00129,0.00065
55 to 59,0,0,0,0.01688,0.10534,0.20762,0.23748,0.22575,0.23299,0.26863,0.31502,0.31073,0.18766,0.02761,0.00263,0
60 to 64,0,0,0,0.00567,0.04876,0.08702,0.07988,0.05867,0.08362,0.06785,0.07535,0.09026,0.04593,0.01404,0.00088,0
65 to 69,0,0,0,0.00123,0.00482,0.01074,0.01079,0.0084,0.00946,0.01047,0.00637,0.00702,0.00612,0.00112,0.00015,9.00E-05
70 to 74,0,0,0,5.00E-05,0.00073,0.00076,3.00E-04,7.00E-04,0.00076,0.00078,0.00072,0.00038,0.00028,0.00022,2.00E-05,0
75+,0,0,0,0,0.00021,0.00023,0.00026,0.00046,0.00096,0.00044,0.00062,0.00039,5.00E-04,0.00011,3.00E-05,0
