Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.0081,0.0328,0.03962,0.02195,0.04463,0.02767,0.03556,0.02721,0.02199,0.00565,0.0015,0.00021,0
20 to 24,0,0,0,0.04866,0.47575,0.62219,0.44193,0.37375,0.43671,0.30601,0.26055,0.21115,0.15892,0.01651,0.00106,0.00294
25 to 29,0,0,0,0.03846,0.62657,1.43983,1.00131,0.95885,0.94141,0.7276,0.74986,0.53372,0.38926,0.05819,0.00189,0.00417
30 to 34,0,0,0,0.03675,0.53607,1.05614,1.34325,1.05251,1.13823,0.95629,0.89601,0.76068,0.43956,0.05501,0.00327,0.0043
35 to 39,0,0,0,0.03483,0.60216,1.05127,1.20099,1.48277,1.24187,1.07187,0.95125,0.73124,0.52962,0.02261,0.00376,0.00787
40 to 44,0,0,0,0.03852,0.45133,0.96412,1.06845,1.43201,1.51037,1.10083,1.27871,0.928,0.56848,0.05054,0.00328,0.00256
45 to 49,0,0,0,0.03122,0.37164,0.69497,0.89686,1.01886,1.24773,1.10462,1.26812,0.75265,0.57071,0.0448,0.00281,0.00094
50 to 54,0,0,0,0.01911,0.2958,0.59551,0.56394,0.77333,0.93484,0.74171,1.00429,0.7274,0.45456,0.05349,0.00178,0.00089
55 to 59,0,0,0,0.01059,0.15869,0.32125,0.3842,0.35929,0.3787,0.44068,0.56889,0.53146,0.40969,0.03366,0.00344,0
60 to 64,0,0,0,0.00454,0.09376,0.17187,0.16496,0.11919,0.1735,0.14208,0.17369,0.19707,0.128,0.02185,0.00148,0
65 to 69,0,0,0,0.00055,0.00517,0.01185,0.01244,0.00953,0.01097,0.01225,0.00819,0.00856,0.00952,0.00098,0.00014,9.00E-05
70 to 74,0,0,0,2.00E-05,0.00084,9.00E-04,0.00038,0.00085,0.00095,0.00098,0.00099,5.00E-04,0.00047,0.00021,2.00E-05,0
75+,0,0,0,0,0.00024,0.00027,0.00032,0.00056,0.00119,0.00055,0.00085,0.00051,0.00084,1.00E-04,3.00E-05,0
