Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.23206,0.17855,0.22862,0.04697,0.15474,0.10929,0.13648,0,0.064,0,0.015,0,0
20 to 24,0,0,0,0.35344,0.49677,0.54758,0.53822,0.32972,0.35487,0.36463,0.12208,0.46787,0.16554,0.05231,0,0
25 to 29,0,0,0,0.13038,0.6337,0.85998,0.65493,0.61229,0.55524,0.80817,0.49193,0.58385,0.40512,0.08554,0,0
30 to 34,0,0,0,0.0512,0.50604,0.80134,0.6873,0.56423,0.58367,0.82105,0.5552,0.51903,0.19426,0.06218,0,0
35 to 39,0,0,0,0.13297,0.64058,0.64507,1.09963,0.73222,0.87046,0.7296,0.55292,0.4108,0.53528,0.03758,0,0
40 to 44,0,0,0,0.07182,0.31732,0.98655,0.61602,0.65513,0.9263,0.91827,1.03212,0.48478,0.45596,0.08765,0,0
45 to 49,0,0,0,0.23529,0.34408,0.57547,0.74637,0.71002,0.83153,1.15728,0.62097,0.55625,0.32545,0.03818,0,0
50 to 54,0,0,0,0.17031,0.17439,0.63513,0.31777,0.60831,0.40943,0.50887,0.53914,0.54211,0.40017,0.06098,0,0
55 to 59,0,0,0,0.04606,0.23086,0.14796,0.35676,0.31839,0.41385,0.33066,0.28679,0.36374,0.4009,0.07753,0,0
60 to 64,0,0,0,0.04683,0.09825,0.13425,0.11022,0.04784,0.14962,0.18594,0.3631,0.12846,0.07149,0.04051,0,0
65 to 69,0,0,0,0.00394,0.00874,0.03052,0.01162,0.00583,0.01364,0.01322,0.02617,0.00237,0,0.00172,0,0
70 to 74,0,0,0,0.00013,0,0.00189,0.00016,0.00082,0.00041,0.00153,0.00229,0.00141,0.00027,0.00042,0,0
75+,0,0,0,0,0.00047,0,0,0.00082,0.00041,0.00052,0.00297,0,0.00026,0,0,0
