Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.14231,0.11336,0.13708,0.08171,0.16658,0.10662,0.14084,0.11609,0.09878,0.03028,0.03885,0.00087,0
20 to 24,0,0,0,0.1682,0.32364,0.42371,0.32384,0.27458,0.33119,0.23855,0.21881,0.18669,0.16772,0.08417,0.00088,0.00243
25 to 29,0,0,0,0.13307,0.4267,0.9816,0.73454,0.7052,0.71474,0.56782,0.6304,0.4724,0.41125,0.29689,0.00156,0.00345
30 to 34,0,0,0,0.13683,0.39282,0.77476,1.06028,0.83293,0.92986,0.80302,0.81053,0.72448,0.4997,0.30201,0.00291,0.00382
35 to 39,0,0,0,0.13001,0.44239,0.77317,0.95044,1.17645,1.01714,0.9024,0.86272,0.69823,0.60362,0.12445,0.00335,0.00701
40 to 44,0,0,0,0.14843,0.34229,0.73198,0.87286,1.17287,1.27701,0.95671,1.19716,0.91473,0.66884,0.28716,0.00302,0.00235
45 to 49,0,0,0,0.12367,0.28971,0.54236,0.75312,0.85777,1.08438,0.98679,1.22037,0.76259,0.69021,0.26168,0.00265,0.00088
50 to 54,0,0,0,0.08155,0.24841,0.50064,0.51014,0.70136,0.87522,0.71378,1.04114,0.79394,0.5922,0.33654,0.00181,0.00091
55 to 59,0,0,0,0.04757,0.14031,0.28435,0.36591,0.34308,0.37328,0.4465,0.62093,0.61073,0.56196,0.22296,0.00368,0
60 to 64,0,0,0,0.02436,0.09895,0.18158,0.18753,0.13585,0.20413,0.17183,0.22629,0.27031,0.20957,0.17279,0.00189,0
65 to 69,0,0,0,0.01424,0.02635,0.06044,0.0683,0.05246,0.06231,0.07152,0.05156,0.05671,0.07527,0.03724,0.00086,0.00053
70 to 74,0,0,0,1.00E-04,0.00069,0.00074,0.00033,0.00076,0.00087,0.00093,0.00101,0.00054,6.00E-04,0.00128,2.00E-05,0
75+,0,0,0,0,2.00E-04,0.00022,0.00028,5.00E-04,0.0011,0.00052,0.00087,0.00055,0.00107,0.00061,3.00E-05,0
