Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.20535,0.16413,0.16482,0.09366,0.18518,0.11707,0.14212,0.11476,0.09272,0.03042,0.03497,0.00104,0
20 to 24,0,0,0,0.24352,0.47015,0.51117,0.37247,0.30625,0.36489,0.24152,0.21703,0.17582,0.16906,0.07603,0.00106,0.00293
25 to 29,0,0,0,0.16,0.51478,0.98346,0.70162,0.6532,0.65395,0.47742,0.51927,0.36947,0.34427,0.22272,0.00156,0.00345
30 to 34,0,0,0,0.15685,0.45181,0.74004,0.96555,0.73555,0.81112,0.64371,0.63653,0.54021,0.3988,0.21599,0.00277,0.00364
35 to 39,0,0,0,0.14452,0.49342,0.71616,0.83932,1.00745,0.86039,0.70147,0.657,0.50487,0.46716,0.08631,0.0031,0.00648
40 to 44,0,0,0,0.16298,0.37711,0.66973,0.76139,0.99212,1.06702,0.73461,0.90056,0.65334,0.51132,0.19672,0.00276,0.00215
45 to 49,0,0,0,0.12478,0.29332,0.45602,0.60371,0.66677,0.83263,0.69629,0.84361,0.50053,0.48489,0.16474,0.00223,0.00074
50 to 54,0,0,0,0.08062,0.24639,0.41239,0.40062,0.53411,0.65838,0.49342,0.70509,0.51052,0.40758,0.20756,0.00149,0.00075
55 to 59,0,0,0,0.04465,0.13214,0.22239,0.27284,0.24807,0.26661,0.29306,0.39927,0.37287,0.36723,0.13057,0.00288,0
60 to 64,0,0,0,0.02447,0.09975,0.152,0.14967,0.10514,0.15605,0.12071,0.15574,0.17664,0.14658,0.1083,0.00158,0
65 to 69,0,0,0,0.01282,0.02381,0.04534,0.04885,0.03639,0.04269,0.04503,0.0318,0.03321,0.04718,0.02092,0.00065,4.00E-04
70 to 74,0,0,0,0.00011,0.00083,0.00074,0.00032,7.00E-04,0.00079,0.00078,0.00083,0.00042,5.00E-04,0.00096,2.00E-05,0
75+,0,0,0,0,0.00024,0.00022,0.00027,0.00046,0.001,0.00044,0.00071,0.00043,9.00E-04,0.00046,3.00E-05,0
