Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.00933,0.02082,0.03917,0.02168,0.04486,0.02853,0.03666,0.02815,0.02036,0.00351,0.00159,0.00022,0
20 to 24,0,0,0,0.03089,0.16652,0.33928,0.24072,0.20718,0.24835,0.17397,0.14864,0.10781,0.05445,0.00965,0.00063,0.00174
25 to 29,0,0,0,0.03803,0.34167,1.22318,0.84972,0.82807,0.83407,0.64444,0.66644,0.42457,0.20779,0.05296,0.00174,0.00385
30 to 34,0,0,0,0.0363,0.292,0.89625,1.13864,0.90796,1.00735,0.84607,0.79546,0.60446,0.23438,0.05001,0.00301,0.00396
35 to 39,0,0,0,0.03501,0.3338,0.90789,1.03606,1.30174,1.1185,0.9651,0.85944,0.59133,0.28739,0.02092,0.00352,0.00737
40 to 44,0,0,0,0.03972,0.25667,0.8542,0.9456,1.28975,1.39557,1.01685,1.18522,0.76989,0.31648,0.04797,0.00315,0.00246
45 to 49,0,0,0,0.03219,0.21129,0.61555,0.7935,0.91737,1.15254,1.02004,1.17505,0.62423,0.31762,0.04251,0.0027,9.00E-04
50 to 54,0,0,0,0.01977,0.16875,0.52926,0.50065,0.69868,0.86649,0.68728,0.93377,0.60536,0.25385,0.05093,0.00172,0.00086
55 to 59,0,0,0,0.00981,0.08103,0.25555,0.30529,0.29055,0.31418,0.36549,0.47345,0.39588,0.20479,0.02868,0.00297,0
60 to 64,0,0,0,0.00282,0.03213,0.09174,0.08796,0.06468,0.09659,0.07907,0.097,0.0985,0.04293,0.0125,0.00086,0
65 to 69,0,0,0,0.00058,0.00302,0.01078,0.01131,0.00882,0.01041,0.01162,0.0078,0.0073,0.00544,0.00095,0.00014,8.00E-05
70 to 74,0,0,0,2.00E-05,5.00E-04,0.00083,0.00035,8.00E-04,0.00091,0.00094,0.00095,0.00043,0.00027,2.00E-04,2.00E-05,0
75+,0,0,0,0,0.00014,0.00025,0.00029,0.00053,0.00115,0.00053,0.00082,0.00044,0.00049,1.00E-04,3.00E-05,0
