Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01044,0.02725,0.03873,0.02211,0.04415,0.027,0.03293,0.02657,0.02086,0.00423,0.00073,0.00023,0
20 to 24,0,0,0,0.04043,0.25503,0.39244,0.28719,0.23857,0.27492,0.18285,0.16417,0.12925,0.07677,0.0052,0.00078,0.00216
25 to 29,0,0,0,0.0376,0.39521,1.0686,0.76567,0.72017,0.69735,0.51155,0.55593,0.38443,0.22126,0.02154,0.00163,0.00359
30 to 34,0,0,0,0.03702,0.34837,0.80759,1.05826,0.81447,0.8687,0.69271,0.68442,0.56451,0.25743,0.02098,0.0029,0.00381
35 to 39,0,0,0,0.03446,0.38437,0.78959,0.92938,1.12704,0.93095,0.76265,0.7137,0.53302,0.30466,0.00847,0.00328,0.00686
40 to 44,0,0,0,0.03759,0.28413,0.71418,0.81544,1.07349,1.11666,0.77248,0.9462,0.66714,0.32252,0.01867,0.00282,0.0022
45 to 49,0,0,0,0.02892,0.22206,0.48861,0.64967,0.72492,0.87556,0.73571,0.89063,0.51356,0.30732,0.01571,0.00229,0.00076
50 to 54,0,0,0,0.01867,0.18638,0.4415,0.43076,0.58021,0.69174,0.52092,0.74377,0.52338,0.25811,0.01978,0.00153,0.00077
55 to 59,0,0,0,0.01005,0.09714,0.23139,0.28512,0.2619,0.27225,0.30069,0.40933,0.37151,0.22601,0.01209,0.00287,0
60 to 64,0,0,0,0.0034,0.0453,0.09769,0.09661,0.06856,0.09843,0.07651,0.09863,0.10871,0.05573,0.0062,0.00097,0
65 to 69,0,0,0,0.00027,0.00163,0.00439,0.00475,0.00357,0.00405,0.00429,0.00303,0.00308,0.0027,0.00018,6.00E-05,4.00E-05
70 to 74,0,0,0,3.00E-05,0.00061,0.00077,0.00033,0.00074,0.00081,8.00E-04,0.00085,0.00042,0.00031,9.00E-05,2.00E-05,0
75+,0,0,0,0,0.00017,0.00023,0.00028,0.00049,0.00102,0.00045,0.00073,0.00043,0.00055,4.00E-05,3.00E-05,0
