Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.00988,0.01755,0.0205,0.01332,0.02894,0.01961,0.02579,0.02175,0.01691,0.00397,0.00294,0.00023,0
20 to 24,0,0,0,0.02603,0.11169,0.14127,0.11768,0.10635,0.13579,0.09739,0.09142,0.07127,0.04906,0.0142,0.00051,0.00143
25 to 29,0,0,0,0.0199,0.14226,0.31616,0.25787,0.26387,0.28309,0.22394,0.25445,0.17422,0.11622,0.04839,0.00088,0.00196
30 to 34,0,0,0,0.0223,0.14275,0.27199,0.40572,0.33971,0.40144,0.3452,0.3566,0.29123,0.15392,0.05365,0.0018,0.00236
35 to 39,0,0,0,0.02258,0.17135,0.2893,0.38763,0.51139,0.46803,0.41345,0.40455,0.29915,0.19817,0.02356,0.00221,0.00462
40 to 44,0,0,0,0.02729,0.14034,0.28992,0.37683,0.53968,0.622,0.464,0.59424,0.41485,0.23244,0.05755,0.0021,0.00164
45 to 49,0,0,0,0.02264,0.11827,0.2139,0.32374,0.393,0.52591,0.47653,0.60316,0.34437,0.23884,0.05222,0.00184,0.00061
50 to 54,0,0,0,0.01528,0.10379,0.20208,0.22444,0.32888,0.43443,0.35278,0.52665,0.36694,0.20974,0.06873,0.00129,0.00065
55 to 59,0,0,0,0.00815,0.05356,0.10487,0.14709,0.14699,0.16929,0.20163,0.28698,0.2579,0.18184,0.04161,0.00239,0
60 to 64,0,0,0,0.0032,0.02895,0.05131,0.05777,0.0446,0.07094,0.05946,0.08014,0.08747,0.05197,0.02471,0.00094,0
65 to 69,0,0,0,0.00108,0.00445,0.00985,0.01213,0.00993,0.01249,0.01427,0.01053,0.01058,0.01076,0.00307,0.00025,0.00015
70 to 74,0,0,0,3.00E-05,0.00041,0.00042,0.00021,5.00E-04,0.00061,0.00064,0.00072,0.00035,3.00E-04,0.00037,2.00E-05,0
75+,0,0,0,0,0.00011,0.00013,0.00018,0.00033,0.00076,0.00036,0.00062,0.00035,0.00053,0.00018,3.00E-05,0
