Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01495,0.03561,0.03649,0.01985,0.04142,0.02789,0.03678,0.02895,0.02347,0.00602,0.00576,0.00028,0
20 to 24,0,0,0,0.05284,0.3041,0.33733,0.23533,0.20418,0.25916,0.1863,0.16322,0.13267,0.09977,0.03733,0.00085,0.00235
25 to 29,0,0,0,0.03542,0.33971,0.66213,0.45227,0.4443,0.47387,0.37572,0.39843,0.28445,0.20728,0.11158,0.00128,0.00283
30 to 34,0,0,0,0.03325,0.28546,0.47703,0.5959,0.47901,0.56273,0.48501,0.46761,0.39819,0.22989,0.1036,0.00218,0.00286
35 to 39,0,0,0,0.03232,0.32896,0.48713,0.54659,0.69231,0.62987,0.55771,0.50929,0.39269,0.28416,0.04369,0.00257,0.00537
40 to 44,0,0,0,0.03883,0.26784,0.4853,0.52823,0.7263,0.83215,0.62221,0.74369,0.54136,0.33134,0.10607,0.00243,0.0019
45 to 49,0,0,0,0.03229,0.22625,0.35887,0.45487,0.53013,0.70524,0.6405,0.75661,0.45043,0.34124,0.09647,0.00214,0.00071
50 to 54,0,0,0,0.02034,0.1853,0.31642,0.29431,0.41403,0.5437,0.44254,0.61656,0.44793,0.27967,0.1185,0.0014,7.00E-04
55 to 59,0,0,0,0.0113,0.09971,0.17121,0.20111,0.19295,0.22092,0.26373,0.35032,0.32826,0.25283,0.0748,0.0027,0
60 to 64,0,0,0,0.00485,0.05886,0.09152,0.08628,0.06395,0.10112,0.08495,0.10686,0.12161,0.07892,0.04852,0.00116,0
65 to 69,0,0,0,0.00211,0.01169,0.02271,0.02343,0.01842,0.02302,0.02637,0.01816,0.01902,0.02114,0.0078,0.00039,0.00024
70 to 74,0,0,0,3.00E-05,0.00067,0.00061,0.00025,0.00058,7.00E-04,0.00075,0.00077,4.00E-04,0.00037,0.00058,2.00E-05,0
75+,0,0,0,0,0.00019,0.00018,0.00021,0.00038,0.00088,0.00042,0.00067,4.00E-04,0.00066,0.00028,3.00E-05,0
