Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.09385,0.1318,0.13993,0.0714,0.14028,0.08753,0.10875,0.08554,0.06728,0.01204,0.00309,7.00E-04,0
20 to 24,0,0,0,0.19556,0.66342,0.76256,0.49889,0.40765,0.47938,0.32474,0.28426,0.22416,0.11759,0.01182,0.00125,0.00348
25 to 29,0,0,0,0.13584,0.76794,1.55102,0.9935,0.9192,0.90827,0.67864,0.71902,0.49801,0.25315,0.03661,0.00196,0.00433
30 to 34,0,0,0,0.11956,0.60515,1.0479,1.22757,0.92935,1.01148,0.82154,0.79135,0.65377,0.2633,0.03187,0.00313,0.00411
35 to 39,0,0,0,0.10948,0.65679,1.0078,1.06046,1.26499,1.06627,0.88971,0.81173,0.60721,0.30652,0.01266,0.00347,0.00726
40 to 44,0,0,0,0.12185,0.49543,0.93018,0.94947,1.22952,1.30511,0.9196,1.09816,0.77554,0.33112,0.02848,0.00305,0.00238
45 to 49,0,0,0,0.09548,0.39439,0.64821,0.77049,0.8457,1.04231,0.89208,1.05284,0.60808,0.32137,0.02441,0.00252,0.00084
50 to 54,0,0,0,0.06009,0.32271,0.57102,0.49806,0.6599,0.80284,0.6158,0.85719,0.60417,0.26314,0.02995,0.00165,0.00083
55 to 59,0,0,0,0.0324,0.16847,0.29976,0.3302,0.29835,0.31648,0.35604,0.47252,0.42956,0.23079,0.01834,0.00309,0
60 to 64,0,0,0,0.00969,0.06938,0.11177,0.09881,0.06898,0.10106,0.08,0.10055,0.11101,0.05026,0.0083,0.00093,0
65 to 69,0,0,0,0.00113,0.0037,0.00745,0.00721,0.00534,0.00618,0.00667,0.00459,0.00467,0.00362,0.00036,8.00E-05,5.00E-05
70 to 74,0,0,0,8.00E-05,0.00099,0.00093,0.00036,0.00079,0.00088,0.00088,0.00091,0.00045,0.00029,0.00013,2.00E-05,0
75+,0,0,0,0,0.00028,0.00028,0.00031,0.00052,0.00111,5.00E-04,0.00079,0.00046,0.00053,6.00E-05,3.00E-05,0
