Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.34439,0.25314,0.2614,0.13959,0.28039,0.17739,0.22142,0.17935,0.1479,0.04421,0.05268,0.00135,0
20 to 24,0,0,0,0.37558,0.66683,0.74555,0.51048,0.42644,0.50846,0.34605,0.31192,0.25792,0.22601,0.10532,0.00126,0.00349
25 to 29,0,0,0,0.25376,0.75081,1.47501,0.98882,0.93531,0.93706,0.70342,0.76746,0.55736,0.47326,0.31725,0.00191,0.00422
30 to 34,0,0,0,0.23376,0.61921,1.04296,1.27869,0.98969,1.09216,0.8912,0.884,0.76577,0.51516,0.28911,0.00319,0.00419
35 to 39,0,0,0,0.21883,0.68706,1.02547,1.12931,1.37723,1.17704,0.98672,0.92704,0.72713,0.61312,0.11738,0.00362,0.00758
40 to 44,0,0,0,0.24695,0.52548,0.95967,1.0252,1.35725,1.46076,1.03407,1.27162,0.94163,0.67156,0.26773,0.00323,0.00251
45 to 49,0,0,0,0.19442,0.42026,0.67188,0.83582,0.93791,1.17206,1.0078,1.22484,0.74176,0.65482,0.23053,0.00268,0.00089
50 to 54,0,0,0,0.12599,0.35413,0.60949,0.55638,0.75364,0.92965,0.7164,1.02691,0.75892,0.55214,0.29136,0.0018,9.00E-04
55 to 59,0,0,0,0.07123,0.19384,0.33548,0.38676,0.35727,0.38426,0.4343,0.59355,0.56577,0.50777,0.18707,0.00355,0
60 to 64,0,0,0,0.03558,0.13334,0.20895,0.19334,0.13799,0.20496,0.16302,0.21098,0.24424,0.1847,0.1414,0.00177,0
65 to 69,0,0,0,0.01932,0.03298,0.06458,0.06539,0.04948,0.0581,0.06301,0.04464,0.04758,0.0616,0.0283,0.00075,0.00046
70 to 74,0,0,0,0.00015,0.00099,0.00091,0.00037,0.00082,0.00093,0.00094,0.001,0.00052,0.00056,0.00111,2.00E-05,0
75+,0,0,0,0,0.00028,0.00027,0.00031,0.00054,0.00117,0.00053,0.00086,0.00052,0.00101,0.00053,3.00E-05,0
