Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01835,0.03588,0.05499,0.03077,0.06236,0.03955,0.05082,0.04132,0.03403,0.00737,0.00112,0.00031,0
20 to 24,0,0,0,0.05324,0.25153,0.41735,0.29938,0.25238,0.30166,0.21134,0.19124,0.15791,0.10023,0.00594,0.00077,0.00214
25 to 29,0,0,0,0.05339,0.4203,1.22537,0.86063,0.82148,0.82504,0.63755,0.69828,0.50643,0.31149,0.02657,0.00174,0.00385
30 to 34,0,0,0,0.05152,0.36315,0.90776,1.16598,0.91067,1.00743,0.84626,0.84266,0.72896,0.35523,0.02537,0.00305,0.004
35 to 39,0,0,0,0.04867,0.40662,0.90066,1.03915,1.27881,1.09562,0.94549,0.89173,0.69848,0.42663,0.01039,0.00349,0.0073
40 to 44,0,0,0,0.05506,0.31176,0.84495,0.94567,1.26337,1.36307,0.99331,1.2262,0.90676,0.46844,0.02377,0.00312,0.00243
45 to 49,0,0,0,0.04462,0.25667,0.60896,0.79367,0.89872,1.12586,0.99656,1.21584,0.73531,0.47021,0.02107,0.00267,0.00089
50 to 54,0,0,0,0.02903,0.21711,0.55455,0.53036,0.72494,0.89645,0.71114,1.02329,0.75522,0.398,0.02673,0.0018,9.00E-04
55 to 59,0,0,0,0.01639,0.11868,0.30483,0.36817,0.3432,0.37003,0.43053,0.59065,0.56225,0.36552,0.01714,0.00354,0
60 to 64,0,0,0,0.00593,0.05914,0.13753,0.13332,0.09602,0.14297,0.11706,0.15208,0.17582,0.09631,0.00938,0.00128,0
65 to 69,0,0,0,0.00041,0.00186,0.00541,0.00574,0.00438,0.00516,0.00576,0.00409,0.00436,0.00409,0.00024,7.00E-05,4.00E-05
70 to 74,0,0,0,3.00E-05,0.00061,0.00083,0.00035,0.00079,9.00E-04,0.00093,0.001,0.00052,4.00E-04,1.00E-04,2.00E-05,0
75+,0,0,0,0,0.00017,0.00025,3.00E-04,0.00052,0.00113,0.00052,0.00086,0.00052,0.00073,5.00E-05,3.00E-05,0
