Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01546,0.0393,0.05286,0.03001,0.06028,0.03799,0.04793,0.0377,0.03005,0.00646,0.00059,0.00029,0
20 to 24,0,0,0,0.05831,0.3581,0.52142,0.37959,0.31708,0.37666,0.2591,0.2268,0.18125,0.11419,0.00408,0.00092,0.00255
25 to 29,0,0,0,0.05131,0.5251,1.34343,0.95758,0.9057,0.90402,0.68588,0.72671,0.51009,0.3114,0.01602,0.00182,0.00403
30 to 34,0,0,0,0.05026,0.46045,1.01001,1.31662,1.01896,1.12029,0.92395,0.89001,0.74515,0.36041,0.01552,0.00324,0.00425
35 to 39,0,0,0,0.04704,0.51087,0.993,1.16272,1.41786,1.20727,1.0229,0.93327,0.7075,0.42891,0.0063,0.00367,0.00769
40 to 44,0,0,0,0.05289,0.38927,0.92583,1.05161,1.39211,1.49271,1.06801,1.27542,0.91281,0.46805,0.01432,0.00326,0.00254
45 to 49,0,0,0,0.04209,0.31466,0.65513,0.86654,0.9723,1.21052,1.05203,1.24165,0.72675,0.46127,0.01246,0.00274,0.00091
50 to 54,0,0,0,0.02649,0.25748,0.57713,0.56016,0.75871,0.93243,0.72623,1.01093,0.72209,0.3777,0.01529,0.00179,9.00E-04
55 to 59,0,0,0,0.01447,0.13622,0.30703,0.37635,0.34763,0.3725,0.42552,0.56474,0.52028,0.33572,0.00949,0.0034,0
60 to 64,0,0,0,0.0052,0.06737,0.13749,0.13526,0.09653,0.14285,0.11483,0.14433,0.16148,0.0878,0.00516,0.00122,0
65 to 69,0,0,0,0.00022,0.00128,0.00326,0.00351,0.00266,0.00311,0.00341,0.00234,0.00241,0.00225,8.00E-05,4.00E-05,2.00E-05
70 to 74,0,0,0,3.00E-05,0.00073,0.00087,0.00037,0.00083,0.00094,0.00096,0.00099,5.00E-04,0.00039,6.00E-05,2.00E-05,0
75+,0,0,0,0,0.00021,0.00026,0.00032,0.00055,0.00118,0.00054,0.00085,5.00E-04,0.00069,3.00E-05,3.00E-05,0
