Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.03524,0.03834,0.05044,0.02784,0.05595,0.0343,0.04352,0.03134,0.02223,0.00422,0.00371,0.00043,0
20 to 24,0,0,0,0.05688,0.14948,0.21292,0.15069,0.12595,0.14552,0.10066,0.08068,0.05738,0.03193,0.01098,6.00E-04,0.00165
25 to 29,0,0,0,0.04896,0.21442,0.53666,0.37187,0.35195,0.34167,0.26069,0.25291,0.15798,0.08517,0.04213,0.00115,0.00255
30 to 34,0,0,0,0.04662,0.18278,0.39223,0.49706,0.38493,0.41161,0.34139,0.30111,0.22435,0.09583,0.03968,0.00199,0.00261
35 to 39,0,0,0,0.04367,0.20293,0.38587,0.43924,0.53597,0.44385,0.37819,0.31595,0.21315,0.11412,0.01612,0.00226,0.00473
40 to 44,0,0,0,0.04775,0.15039,0.34991,0.38637,0.51181,0.53375,0.38404,0.41994,0.26747,0.12112,0.03563,0.00195,0.00152
45 to 49,0,0,0,0.03821,0.12225,0.249,0.32017,0.35948,0.43529,0.38043,0.41113,0.21415,0.12004,0.03118,0.00165,0.00055
50 to 54,0,0,0,0.02202,0.0916,0.20085,0.18951,0.25685,0.30701,0.24047,0.3065,0.19483,0.09,0.03504,0.00098,0.00049
55 to 59,0,0,0,0.01071,0.04313,0.09509,0.11331,0.10473,0.10915,0.12539,0.15238,0.12493,0.07119,0.01935,0.00167,0
60 to 64,0,0,0,0.0034,0.01884,0.0376,0.03596,0.02568,0.03696,0.02988,0.03439,0.03424,0.01644,0.00929,0.00053,0
65 to 69,0,0,0,0.00136,0.00344,0.00858,0.00898,0.0068,0.00773,0.00852,0.00537,0.00492,0.00405,0.00137,0.00017,1.00E-04
70 to 74,0,0,0,5.00E-05,0.00047,0.00055,0.00023,0.00051,0.00056,0.00058,0.00055,0.00024,0.00017,0.00025,2.00E-05,0
75+,0,0,0,0,0.00013,0.00016,0.00019,0.00034,0.00071,0.00032,0.00047,0.00025,3.00E-04,0.00012,3.00E-05,0
