Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.00447,0.00655,0.01099,0.00946,0.02028,0.01406,0.01744,0.01446,0.01139,0.00327,0.00337,0.00015,0
20 to 24,0,0,0,0.00972,0.03441,0.06255,0.06899,0.06154,0.08038,0.05439,0.05015,0.03963,0.03336,0.01344,0.00029,0.00079
25 to 29,0,0,0,0.01067,0.06299,0.2012,0.21727,0.21943,0.24083,0.17973,0.20062,0.13924,0.11358,0.06583,0.00071,0.00156
30 to 34,0,0,0,0.01584,0.08369,0.22917,0.45258,0.37402,0.45215,0.36681,0.37224,0.30816,0.19916,0.09664,0.0019,0.00249
35 to 39,0,0,0,0.01583,0.09915,0.24058,0.42679,0.55573,0.52029,0.43363,0.4168,0.31243,0.25309,0.04189,0.0023,0.00482
40 to 44,0,0,0,0.01957,0.08307,0.24664,0.42443,0.59995,0.70735,0.49783,0.62631,0.44322,0.30367,0.10467,0.00224,0.00175
45 to 49,0,0,0,0.01532,0.06605,0.17167,0.34402,0.41218,0.56426,0.48236,0.59976,0.34711,0.29438,0.0896,0.00186,0.00062
50 to 54,0,0,0,0.01016,0.05694,0.15933,0.23428,0.33884,0.45788,0.3508,0.51444,0.36334,0.25395,0.11586,0.00128,0.00064
55 to 59,0,0,0,0.00549,0.02979,0.08381,0.15564,0.15351,0.18087,0.20324,0.28416,0.25886,0.22319,0.07109,0.0024,0
60 to 64,0,0,0,0.00263,0.01968,0.05015,0.07474,0.05696,0.09268,0.07329,0.09704,0.10736,0.07799,0.05162,0.00115,0
65 to 69,0,0,0,0.00124,0.00421,0.0134,0.02186,0.01766,0.02271,0.02449,0.01775,0.01808,0.02249,0.00893,0.00042,0.00026
70 to 74,0,0,0,2.00E-05,0.00023,0.00034,0.00022,0.00052,0.00065,0.00065,0.00071,0.00035,0.00036,0.00063,2.00E-05,0
75+,0,0,0,0,6.00E-05,1.00E-04,0.00019,0.00034,0.00082,0.00036,0.00061,0.00036,0.00065,3.00E-04,3.00E-05,0
