Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.0356,0.03399,0.04652,0.02647,0.05408,0.03338,0.0423,0.02901,0.0241,0.00652,0.00679,0.00043,0
20 to 24,0,0,0,0.05043,0.1163,0.17234,0.12575,0.10684,0.12427,0.08588,0.06554,0.05459,0.04332,0.01763,0.00052,0.00146
25 to 29,0,0,0,0.04516,0.17356,0.45192,0.32287,0.3106,0.30356,0.23139,0.21373,0.15636,0.12024,0.0704,0.00106,0.00234
30 to 34,0,0,0,0.04433,0.15254,0.34054,0.44495,0.35025,0.37705,0.31242,0.26236,0.22894,0.13949,0.06837,0.00188,0.00247
35 to 39,0,0,0,0.04221,0.17214,0.34054,0.39966,0.4957,0.41328,0.3518,0.27982,0.22109,0.16884,0.02823,0.00217,0.00455
40 to 44,0,0,0,0.04647,0.12843,0.31089,0.35394,0.47656,0.50035,0.35966,0.37444,0.27931,0.18041,0.06282,0.00189,0.00147
45 to 49,0,0,0,0.03715,0.1043,0.22101,0.29301,0.3344,0.40765,0.35593,0.36622,0.22342,0.17862,0.05493,0.00159,0.00053
50 to 54,0,0,0,0.02038,0.07441,0.16974,0.16513,0.22748,0.27374,0.2142,0.25994,0.19352,0.12751,0.05877,0.00091,0.00045
55 to 59,0,0,0,0.01161,0.04103,0.09412,0.11563,0.10863,0.11398,0.13081,0.15135,0.14533,0.11813,0.03801,0.0018,0
60 to 64,0,0,0,0.00525,0.02556,0.05309,0.05235,0.038,0.05506,0.04447,0.04872,0.05682,0.03891,0.02602,0.00081,0
65 to 69,0,0,0,0.00249,0.00552,0.01433,0.01546,0.0119,0.01363,0.01501,0.009,0.00967,0.01134,0.00455,3.00E-04,0.00018
70 to 74,0,0,0,5.00E-05,0.00041,5.00E-04,0.00022,0.00049,0.00054,0.00056,5.00E-04,0.00026,0.00026,0.00045,2.00E-05,0
75+,0,0,0,0,0.00012,0.00015,0.00018,0.00033,0.00069,0.00031,0.00043,0.00027,0.00046,0.00021,3.00E-05,0
