Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0,0.09225,0,2.30518,0.0622,0,0.03083,0,0.32,0,0,0.00594,0
20 to 24,0,0,0,0,1.25117,0.05926,0,0.44497,1.4609,0.42922,0.29964,1.13311,0.2569,0.00958,0.00111,0
25 to 29,0,0,0,0.70655,0.80923,1.47504,0.76762,0.22997,0.94163,0.81955,1.27009,1.15993,0.30324,0.031,0.00133,0.00325
30 to 34,0,0,0,2.60857,0,0.32692,2.2788,0.54472,0.41909,0.68268,0.13952,0.2801,0.11345,0.01152,0.0061,0.00337
35 to 39,0,0,0,0,2.6819,0.98395,1.2878,1.004,2.87032,1.00025,1.0562,0.81719,0.31455,0.01155,0.01082,0
40 to 44,0,0,0,0,0.12122,1.8317,1.23076,1.73714,4.38216,1.53258,0.12537,0.98986,0.50445,0.03099,0.00594,0.00318
45 to 49,0,0,0,0,0,0.70799,3.75255,4.33843,2.27024,1.69594,1.74648,1.53753,0.1109,0.03086,0.00133,0
50 to 54,0,0,0,0.25381,0.12834,1.19684,0.74587,1.56955,2.50474,0.88593,0.56954,0.266,0.89927,0,0.00129,0.00314
55 to 59,0,0,0,0,0,0.52848,0,0.2125,0.37253,0.61098,0.32742,0.09378,1.21533,0.01028,0.00548,0
60 to 64,0,0,0,0,0,0,0,0.38157,0.10843,0.14342,0.0924,0.19187,0.0805,0,0.00596,0
65 to 69,0,0,0,0,0,0.01912,0.02817,0.00855,0,0,0,0,0,0,0.00013,0.00032
70 to 74,0,0,0,0,0.0197,0,0,0.0026,0,0,0,0,0,0,7.00E-05,0
75+,0,0,0,0,0,0,0,0.00098,0,0.00136,0.00149,0,0,0,4.00E-05,0
