Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.30306,0.20439,0.20407,0.11399,0.22709,0.1447,0.18624,0.14936,0.12679,0.04082,0.04713,0.00127,0
20 to 24,0,0,0,0.30326,0.49405,0.53406,0.38251,0.31692,0.38058,0.26708,0.23836,0.20288,0.19147,0.08647,0.00108,0.003
25 to 29,0,0,0,0.1981,0.53783,1.02155,0.71637,0.67204,0.67812,0.5249,0.56701,0.42387,0.38764,0.25183,0.00159,0.00351
30 to 34,0,0,0,0.1909,0.46399,0.7556,0.96904,0.74386,0.82676,0.69565,0.6832,0.60919,0.44139,0.24006,0.00278,0.00365
35 to 39,0,0,0,0.17723,0.5106,0.73682,0.8488,1.02663,0.8837,0.76388,0.71057,0.5737,0.52101,0.09667,0.00313,0.00654
40 to 44,0,0,0,0.20144,0.39332,0.69449,0.77608,1.019,1.10458,0.80628,0.98168,0.74827,0.57476,0.22206,0.0028,0.00219
45 to 49,0,0,0,0.16353,0.32436,0.50136,0.65242,0.7261,0.91387,0.81027,0.97501,0.60779,0.57789,0.19716,0.0024,8.00E-04
50 to 54,0,0,0,0.10493,0.27061,0.4503,0.42999,0.57766,0.71768,0.57028,0.80935,0.6157,0.48244,0.24671,0.0016,8.00E-04
55 to 59,0,0,0,0.06106,0.15247,0.25514,0.30768,0.28189,0.30535,0.35587,0.48153,0.47247,0.4567,0.16306,0.00324,0
60 to 64,0,0,0,0.03285,0.11296,0.17115,0.16565,0.11726,0.17542,0.14387,0.18435,0.21968,0.17892,0.13275,0.00175,0
65 to 69,0,0,0,0.01728,0.02707,0.05126,0.05429,0.04075,0.04819,0.05389,0.0378,0.04147,0.05783,0.02575,0.00072,0.00044
70 to 74,0,0,0,0.00014,0.00085,0.00076,0.00032,0.00071,0.00081,0.00084,0.00089,0.00047,0.00055,0.00106,2.00E-05,0
75+,0,0,0,0,0.00024,0.00023,0.00027,0.00047,0.00102,0.00047,0.00076,0.00048,0.00099,0.00051,3.00E-05,0
