Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.00904,0.03343,0.04374,0.02382,0.04797,0.02975,0.03878,0.03152,0.02669,0.00691,0.00188,0.00022,0
20 to 24,0,0,0,0.0496,0.44307,0.62766,0.43834,0.36707,0.42901,0.30495,0.27583,0.23416,0.17777,0.01891,0.00102,0.00284
25 to 29,0,0,0,0.04246,0.63209,1.57339,1.07584,1.0201,1.00178,0.78541,0.85989,0.64114,0.47166,0.07219,0.00197,0.00436
30 to 34,0,0,0,0.03989,0.53171,1.13474,1.41899,1.10095,1.1909,1.01494,1.01024,0.89845,0.52366,0.0671,0.00336,0.00442
35 to 39,0,0,0,0.03744,0.59141,1.11842,1.25627,1.53579,1.28658,1.12646,1.062,0.85519,0.62476,0.02731,0.00382,0.008
40 to 44,0,0,0,0.04141,0.44338,1.02596,1.11789,1.48356,1.56512,1.15716,1.42793,1.08557,0.67076,0.06106,0.00334,0.0026
45 to 49,0,0,0,0.03405,0.37035,0.75019,0.95188,1.07074,1.31157,1.17786,1.43649,0.89312,0.6831,0.05491,0.0029,0.00097
50 to 54,0,0,0,0.02214,0.31315,0.68289,0.63583,0.86336,1.04393,0.84019,1.20854,0.91696,0.57798,0.06964,0.00195,0.00098
55 to 59,0,0,0,0.01285,0.17598,0.38591,0.45378,0.4202,0.443,0.52293,0.71715,0.70181,0.54571,0.0459,0.00395,0
60 to 64,0,0,0,0.00556,0.10488,0.20824,0.19653,0.1406,0.20472,0.17006,0.22085,0.26249,0.17198,0.03006,0.00171,0
65 to 69,0,0,0,0.00069,0.00592,0.0147,0.01518,0.01151,0.01325,0.01501,0.01067,0.01168,0.0131,0.00137,0.00017,1.00E-04
70 to 74,0,0,0,2.00E-05,0.00081,0.00094,0.00039,0.00087,0.00096,0.00101,0.00108,0.00058,0.00054,0.00025,2.00E-05,0
75+,0,0,0,0,0.00023,0.00028,0.00033,0.00057,0.00121,0.00057,0.00093,0.00058,0.00097,0.00012,3.00E-05,0
