Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.1833,0.13429,0.15333,0.08582,0.17411,0.10951,0.1427,0.11416,0.09742,0.03118,0.04479,0.00098,0
20 to 24,0,0,0,0.19925,0.35263,0.43592,0.31283,0.26396,0.31287,0.2223,0.1979,0.16933,0.15887,0.08926,0.00091,0.00254
25 to 29,0,0,0,0.14885,0.43899,0.95356,0.67001,0.64012,0.63754,0.49961,0.53837,0.40459,0.36782,0.29729,0.00154,0.0034
30 to 34,0,0,0,0.14372,0.37947,0.7067,0.90812,0.70992,0.77882,0.66345,0.64996,0.58262,0.41966,0.28396,0.00269,0.00353
35 to 39,0,0,0,0.13589,0.42528,0.70182,0.81008,0.99783,0.84777,0.74193,0.68845,0.55878,0.50447,0.11645,0.00308,0.00645
40 to 44,0,0,0,0.15245,0.32335,0.65293,0.73108,0.97757,1.04594,0.77296,0.93879,0.71937,0.5493,0.26404,0.00273,0.00213
45 to 49,0,0,0,0.12529,0.26997,0.47721,0.62223,0.70523,0.87611,0.78644,0.94399,0.59157,0.55915,0.23734,0.00237,0.00079
50 to 54,0,0,0,0.0802,0.22467,0.42755,0.40908,0.55968,0.68633,0.55214,0.78167,0.59778,0.46564,0.29626,0.00157,0.00079
55 to 59,0,0,0,0.04692,0.12726,0.24353,0.29426,0.27456,0.29356,0.34637,0.46752,0.46116,0.44313,0.19684,0.0032,0
60 to 64,0,0,0,0.02509,0.09373,0.1624,0.15749,0.11353,0.16764,0.1392,0.17793,0.21315,0.17258,0.1593,0.00171,0
65 to 69,0,0,0,0.01642,0.02795,0.06052,0.06422,0.04909,0.0573,0.06487,0.04539,0.05007,0.0694,0.03844,0.00088,0.00054
70 to 74,0,0,0,0.00011,0.00072,0.00073,0.00031,7.00E-04,0.00079,0.00083,0.00087,0.00047,0.00054,0.0013,2.00E-05,0
75+,0,0,0,0,2.00E-04,0.00022,0.00026,0.00046,0.00099,0.00047,0.00075,0.00047,0.00097,0.00062,3.00E-05,0
