Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.00431,0.01043,0.02173,0.01306,0.0262,0.01656,0.01841,0.01469,0.00768,0.00219,0.00036,0.00015,0
20 to 24,0,0,0,0.01547,0.09028,0.20369,0.15698,0.13097,0.15603,0.09459,0.08399,0.04403,0.0368,0.00238,0.00046,0.00128
25 to 29,0,0,0,0.02109,0.20512,0.81321,0.61364,0.57969,0.58029,0.388,0.41704,0.19199,0.15552,0.0145,0.00142,0.00314
30 to 34,0,0,0,0.02187,0.19042,0.64724,0.89321,0.69044,0.76129,0.55333,0.54071,0.29692,0.19056,0.01487,0.00267,0.0035
35 to 39,0,0,0,0.02045,0.21101,0.63557,0.78785,0.95956,0.8194,0.61184,0.56631,0.28157,0.2265,0.00603,0.00302,0.00633
40 to 44,0,0,0,0.02305,0.16125,0.59429,0.71462,0.94486,1.01607,0.64067,0.77616,0.36433,0.24788,0.01374,0.00269,0.0021
45 to 49,0,0,0,0.01617,0.11487,0.3706,0.51894,0.58158,0.72616,0.55616,0.6659,0.25563,0.21529,0.01054,0.00199,0.00066
50 to 54,0,0,0,0.01032,0.09536,0.3312,0.34032,0.46038,0.56743,0.38948,0.55001,0.25767,0.17884,0.01312,0.00132,0.00066
55 to 59,0,0,0,0.0037,0.03309,0.11556,0.14996,0.13835,0.14868,0.14968,0.20152,0.12177,0.10426,0.00534,0.00165,0
60 to 64,0,0,0,0.00176,0.02171,0.06867,0.07151,0.05097,0.07565,0.0536,0.06834,0.05015,0.03618,0.00385,0.00079,0
65 to 69,0,0,0,0.00013,0.00075,0.00295,0.00336,0.00254,0.00298,0.00288,0.00201,0.00136,0.00168,0.00011,5.00E-05,3.00E-05
70 to 74,0,0,0,2.00E-05,0.00037,0.00068,0.00031,0.00069,0.00078,7.00E-04,0.00073,0.00024,0.00025,7.00E-05,2.00E-05,0
75+,0,0,0,0,1.00E-04,2.00E-04,0.00026,0.00045,0.00098,0.00039,0.00063,0.00024,0.00045,3.00E-05,3.00E-05,0
