country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Simcoe County,2020-02-15,6,5,51,26,-2
Canada,Ontario,Simcoe County,2020-02-16,21,15,79,8,0
Canada,Ontario,Simcoe County,2020-02-17,-12,-21,163,-8,-71
Canada,Ontario,Simcoe County,2020-02-18,0,9,-2,5,1
Canada,Ontario,Simcoe County,2020-02-19,-1,1,1,4,2
Canada,Ontario,Simcoe County,2020-02-20,4,0,15,7,3
Canada,Ontario,Simcoe County,2020-02-21,2,-2,6,4,-6
Canada,Ontario,Simcoe County,2020-02-22,6,4,85,20,5
Canada,Ontario,Simcoe County,2020-02-23,10,6,90,10,4
Canada,Ontario,Simcoe County,2020-02-24,2,4,41,-3,2
Canada,Ontario,Simcoe County,2020-02-25,1,9,27,-5,2
Canada,Ontario,Simcoe County,2020-02-26,-8,-3,-3,-12,-2
Canada,Ontario,Simcoe County,2020-02-27,-21,-18,-15,-16,-15
Canada,Ontario,Simcoe County,2020-02-28,-20,-9,-29,-13,-16
Canada,Ontario,Simcoe County,2020-02-29,4,9,34,23,7
Canada,Ontario,Simcoe County,2020-03-01,13,11,53,10,6
Canada,Ontario,Simcoe County,2020-03-02,6,7,20,6,4
Canada,Ontario,Simcoe County,2020-03-03,2,3,4,2,3
Canada,Ontario,Simcoe County,2020-03-04,2,6,6,5,4
Canada,Ontario,Simcoe County,2020-03-05,8,5,38,8,0
Canada,Ontario,Simcoe County,2020-03-06,-2,-2,-7,0,3
Canada,Ontario,Simcoe County,2020-03-07,10,8,78,23,8
Canada,Ontario,Simcoe County,2020-03-08,13,13,103,13,4
Canada,Ontario,Simcoe County,2020-03-09,4,6,41,3,4
Canada,Ontario,Simcoe County,2020-03-10,2,3,0,-4,2
Canada,Ontario,Simcoe County,2020-03-11,4,9,9,-1,2
Canada,Ontario,Simcoe County,2020-03-12,11,35,29,0,4
Canada,Ontario,Simcoe County,2020-03-13,-2,40,-18,-15,0
Canada,Ontario,Simcoe County,2020-03-14,-9,24,6,-8,1
Canada,Ontario,Simcoe County,2020-03-15,-6,19,59,-16,-4
Canada,Ontario,Simcoe County,2020-03-16,-6,34,31,-26,-20
Canada,Ontario,Simcoe County,2020-03-17,-26,16,17,-32,-28
Canada,Ontario,Simcoe County,2020-03-18,-32,6,21,-37,-33
Canada,Ontario,Simcoe County,2020-03-19,-33,2,46,-41,-36
Canada,Ontario,Simcoe County,2020-03-20,-42,-6,-23,-48,-39
Canada,Ontario,Simcoe County,2020-03-21,-47,-13,46,-37,-34
Canada,Ontario,Simcoe County,2020-03-22,-47,-21,48,-49,-37
Canada,Ontario,Simcoe County,2020-03-23,-43,-9,-20,-53,-47
Canada,Ontario,Simcoe County,2020-03-24,-44,-9,26,-49,-49
Canada,Ontario,Simcoe County,2020-03-25,-51,-22,21,-53,-53
Canada,Ontario,Simcoe County,2020-03-26,-50,-20,7,-58,-54
Canada,Ontario,Simcoe County,2020-03-27,-52,-20,30,-56,-54
Canada,Ontario,Simcoe County,2020-03-28,-57,-28,12,-53,-45
Canada,Ontario,Simcoe County,2020-03-29,-58,-36,-7,-66,-46
Canada,Ontario,Simcoe County,2020-03-30,-52,-24,-12,-60,-56
Canada,Ontario,Simcoe County,2020-03-31,-47,-13,6,-54,-56
