country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Prescott and Russell United Counties,2020-02-15,17,-1,,,-1
Canada,Ontario,Prescott and Russell United Counties,2020-02-16,26,21,,,-1
Canada,Ontario,Prescott and Russell United Counties,2020-02-17,-38,-45,,,-64
Canada,Ontario,Prescott and Russell United Counties,2020-02-18,-5,9,,,-5
Canada,Ontario,Prescott and Russell United Counties,2020-02-19,1,6,,,0
Canada,Ontario,Prescott and Russell United Counties,2020-02-20,9,5,,,0
Canada,Ontario,Prescott and Russell United Counties,2020-02-21,-1,-5,,,-10
Canada,Ontario,Prescott and Russell United Counties,2020-02-22,16,4,,,2
Canada,Ontario,Prescott and Russell United Counties,2020-02-23,24,21,,,12
Canada,Ontario,Prescott and Russell United Counties,2020-02-24,7,3,,,2
Canada,Ontario,Prescott and Russell United Counties,2020-02-25,8,9,,,1
Canada,Ontario,Prescott and Russell United Counties,2020-02-26,-3,9,,,1
Canada,Ontario,Prescott and Russell United Counties,2020-02-27,-29,-30,,,-31
Canada,Ontario,Prescott and Russell United Counties,2020-02-28,1,-1,,,-5
Canada,Ontario,Prescott and Russell United Counties,2020-02-29,15,10,,,9
Canada,Ontario,Prescott and Russell United Counties,2020-03-01,27,33,,,10
Canada,Ontario,Prescott and Russell United Counties,2020-03-02,6,-1,,,4
Canada,Ontario,Prescott and Russell United Counties,2020-03-03,6,3,,,3
Canada,Ontario,Prescott and Russell United Counties,2020-03-04,8,7,,,5
Canada,Ontario,Prescott and Russell United Counties,2020-03-05,12,7,,,-3
Canada,Ontario,Prescott and Russell United Counties,2020-03-06,0,-2,,,4
Canada,Ontario,Prescott and Russell United Counties,2020-03-07,22,2,,,11
Canada,Ontario,Prescott and Russell United Counties,2020-03-08,23,22,,,6
Canada,Ontario,Prescott and Russell United Counties,2020-03-09,10,3,,,3
Canada,Ontario,Prescott and Russell United Counties,2020-03-10,5,5,,,1
Canada,Ontario,Prescott and Russell United Counties,2020-03-11,13,6,,,3
Canada,Ontario,Prescott and Russell United Counties,2020-03-12,20,39,,,1
Canada,Ontario,Prescott and Russell United Counties,2020-03-13,12,50,,,-1
Canada,Ontario,Prescott and Russell United Counties,2020-03-14,9,29,,,1
Canada,Ontario,Prescott and Russell United Counties,2020-03-15,4,24,,,-6
Canada,Ontario,Prescott and Russell United Counties,2020-03-16,-1,28,,,-33
Canada,Ontario,Prescott and Russell United Counties,2020-03-17,-19,14,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-03-18,-18,7,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-03-19,-23,13,,,-47
Canada,Ontario,Prescott and Russell United Counties,2020-03-20,-32,1,,,-49
Canada,Ontario,Prescott and Russell United Counties,2020-03-21,-31,-9,,,-23
Canada,Ontario,Prescott and Russell United Counties,2020-03-22,-32,-8,,,-26
Canada,Ontario,Prescott and Russell United Counties,2020-03-23,-30,-4,,,-51
Canada,Ontario,Prescott and Russell United Counties,2020-03-24,-32,-7,,,-54
Canada,Ontario,Prescott and Russell United Counties,2020-03-25,-43,-18,,,-58
Canada,Ontario,Prescott and Russell United Counties,2020-03-26,-40,-13,,,-59
Canada,Ontario,Prescott and Russell United Counties,2020-03-27,-38,-15,,,-57
Canada,Ontario,Prescott and Russell United Counties,2020-03-28,-39,-21,,,-39
Canada,Ontario,Prescott and Russell United Counties,2020-03-29,-52,-28,,,-39
Canada,Ontario,Prescott and Russell United Counties,2020-03-30,-39,-22,,,-60
Canada,Ontario,Prescott and Russell United Counties,2020-03-31,-27,-11,,,-59
Canada,Ontario,Prescott and Russell United Counties,2020-04-01,-33,-16,,,-59
Canada,Ontario,Prescott and Russell United Counties,2020-04-02,-34,-11,,,-59
Canada,Ontario,Prescott and Russell United Counties,2020-04-03,-40,-14,,,-59
Canada,Ontario,Prescott and Russell United Counties,2020-04-04,-34,-25,,,-34
Canada,Ontario,Prescott and Russell United Counties,2020-04-05,-49,-25,,,-37
Canada,Ontario,Prescott and Russell United Counties,2020-04-06,-32,-19,,,-60
Canada,Ontario,Prescott and Russell United Counties,2020-04-07,-34,-13,,,-61
Canada,Ontario,Prescott and Russell United Counties,2020-04-08,-31,-9,,,-60
Canada,Ontario,Prescott and Russell United Counties,2020-04-09,-19,21,,,-62
Canada,Ontario,Prescott and Russell United Counties,2020-04-10,-80,-71,,,-85
Canada,Ontario,Prescott and Russell United Counties,2020-04-11,-28,-2,,,-38
Canada,Ontario,Prescott and Russell United Counties,2020-04-12,-78,-78,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-04-13,-39,-20,,,-69
Canada,Ontario,Prescott and Russell United Counties,2020-04-14,-30,-12,,,-60
Canada,Ontario,Prescott and Russell United Counties,2020-04-15,-32,-17,,,-59
Canada,Ontario,Prescott and Russell United Counties,2020-04-16,-38,-18,,,-60
Canada,Ontario,Prescott and Russell United Counties,2020-04-17,-45,-23,,,-58
Canada,Ontario,Prescott and Russell United Counties,2020-04-18,-45,-29,,,-30
Canada,Ontario,Prescott and Russell United Counties,2020-04-19,-53,-26,,,-35
Canada,Ontario,Prescott and Russell United Counties,2020-04-20,-35,-20,,,-57
Canada,Ontario,Prescott and Russell United Counties,2020-04-21,-42,-24,,,-58
Canada,Ontario,Prescott and Russell United Counties,2020-04-22,-38,-16,,,-58
Canada,Ontario,Prescott and Russell United Counties,2020-04-23,-35,-21,,,-57
Canada,Ontario,Prescott and Russell United Counties,2020-04-24,-39,-21,,,-56
Canada,Ontario,Prescott and Russell United Counties,2020-04-25,-40,-27,,,-24
Canada,Ontario,Prescott and Russell United Counties,2020-04-26,-41,-16,,,-29
Canada,Ontario,Prescott and Russell United Counties,2020-04-27,-33,-18,,,-57
Canada,Ontario,Prescott and Russell United Counties,2020-04-28,-25,-14,,,-56
Canada,Ontario,Prescott and Russell United Counties,2020-04-29,-28,-18,,,-56
Canada,Ontario,Prescott and Russell United Counties,2020-04-30,-31,-13,,,-57
Canada,Ontario,Prescott and Russell United Counties,2020-05-01,-32,-16,,,-54
Canada,Ontario,Prescott and Russell United Counties,2020-05-02,-31,-23,,,-26
Canada,Ontario,Prescott and Russell United Counties,2020-05-03,-30,-12,,,-18
Canada,Ontario,Prescott and Russell United Counties,2020-05-04,-27,-14,,,-55
Canada,Ontario,Prescott and Russell United Counties,2020-05-05,-25,-11,,,-54
Canada,Ontario,Prescott and Russell United Counties,2020-05-06,-23,-11,,,-53
Canada,Ontario,Prescott and Russell United Counties,2020-05-07,-25,-8,,,-54
Canada,Ontario,Prescott and Russell United Counties,2020-05-08,-31,-11,,,-52
Canada,Ontario,Prescott and Russell United Counties,2020-05-09,-21,-6,,,-20
Canada,Ontario,Prescott and Russell United Counties,2020-05-10,-14,1,,,-6
Canada,Ontario,Prescott and Russell United Counties,2020-05-11,-21,-18,,,-51
Canada,Ontario,Prescott and Russell United Counties,2020-05-12,-18,-13,,,-52
Canada,Ontario,Prescott and Russell United Counties,2020-05-13,-14,-12,,,-51
Canada,Ontario,Prescott and Russell United Counties,2020-05-14,-16,-9,,,-51
Canada,Ontario,Prescott and Russell United Counties,2020-05-15,-25,-11,,,-52
Canada,Ontario,Prescott and Russell United Counties,2020-05-16,-12,-11,,,-14
Canada,Ontario,Prescott and Russell United Counties,2020-05-17,2,4,,,-6
Canada,Ontario,Prescott and Russell United Counties,2020-05-18,-38,-53,,,-80
Canada,Ontario,Prescott and Russell United Counties,2020-05-19,5,5,,,-49
Canada,Ontario,Prescott and Russell United Counties,2020-05-20,7,1,,,-49
Canada,Ontario,Prescott and Russell United Counties,2020-05-21,-1,0,,,-48
Canada,Ontario,Prescott and Russell United Counties,2020-05-22,-7,-8,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-05-23,-3,-3,,,-3
Canada,Ontario,Prescott and Russell United Counties,2020-05-24,-2,-2,,,-2
Canada,Ontario,Prescott and Russell United Counties,2020-05-25,-2,-7,,,-48
Canada,Ontario,Prescott and Russell United Counties,2020-05-26,-2,-9,,,-46
Canada,Ontario,Prescott and Russell United Counties,2020-05-27,2,-1,,,-47
Canada,Ontario,Prescott and Russell United Counties,2020-05-28,-5,-3,,,-46
Canada,Ontario,Prescott and Russell United Counties,2020-05-29,-10,-2,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-05-30,-8,-10,,,2
Canada,Ontario,Prescott and Russell United Counties,2020-05-31,-6,-7,,,5
Canada,Ontario,Prescott and Russell United Counties,2020-06-01,-7,-13,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-06-02,-11,-10,,,-47
Canada,Ontario,Prescott and Russell United Counties,2020-06-03,-11,-8,,,-46
Canada,Ontario,Prescott and Russell United Counties,2020-06-04,-3,-4,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-06-05,-10,-13,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-06-06,-7,-10,,,4
Canada,Ontario,Prescott and Russell United Counties,2020-06-07,-1,-4,,,10
Canada,Ontario,Prescott and Russell United Counties,2020-06-08,-3,-6,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-06-09,-2,-7,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-06-10,-3,-3,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-06-11,-3,-1,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-06-12,-6,-8,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-06-13,-6,-10,,,7
Canada,Ontario,Prescott and Russell United Counties,2020-06-14,5,-3,,,19
Canada,Ontario,Prescott and Russell United Counties,2020-06-15,3,-1,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-06-16,7,4,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-06-17,2,3,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-06-18,6,2,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-06-19,-3,-2,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-06-20,1,-2,,,11
Canada,Ontario,Prescott and Russell United Counties,2020-06-21,6,9,,,25
Canada,Ontario,Prescott and Russell United Counties,2020-06-22,-2,-2,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-06-23,-2,1,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-06-24,26,14,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-06-25,0,2,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-06-26,-3,-5,,,-40
Canada,Ontario,Prescott and Russell United Counties,2020-06-27,-8,-11,,,7
Canada,Ontario,Prescott and Russell United Counties,2020-06-28,-1,-3,,,22
Canada,Ontario,Prescott and Russell United Counties,2020-06-29,4,5,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-06-30,34,36,,,-40
Canada,Ontario,Prescott and Russell United Counties,2020-07-01,-42,-44,,,-74
Canada,Ontario,Prescott and Russell United Counties,2020-07-02,8,5,,,-46
Canada,Ontario,Prescott and Russell United Counties,2020-07-03,0,-4,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-07-04,-2,-12,,,9
Canada,Ontario,Prescott and Russell United Counties,2020-07-05,9,5,,,14
Canada,Ontario,Prescott and Russell United Counties,2020-07-06,3,3,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-07-07,3,0,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-07-08,3,-3,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-07-09,3,4,,,-40
Canada,Ontario,Prescott and Russell United Counties,2020-07-10,-9,-11,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-07-11,-12,-10,,,2
Canada,Ontario,Prescott and Russell United Counties,2020-07-12,2,0,,,13
Canada,Ontario,Prescott and Russell United Counties,2020-07-13,-2,-5,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-07-14,1,-4,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-07-15,2,-4,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-07-16,-4,-5,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-07-17,-4,-3,,,-38
Canada,Ontario,Prescott and Russell United Counties,2020-07-18,-1,-15,,,12
Canada,Ontario,Prescott and Russell United Counties,2020-07-19,4,-3,,,10
Canada,Ontario,Prescott and Russell United Counties,2020-07-20,7,-2,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-07-21,8,-4,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-07-22,1,-3,,,-42
Canada,Ontario,Prescott and Russell United Counties,2020-07-23,2,0,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-07-24,-1,-7,,,-40
Canada,Ontario,Prescott and Russell United Counties,2020-07-25,1,-11,,,6
Canada,Ontario,Prescott and Russell United Counties,2020-07-26,6,-2,,,5
Canada,Ontario,Prescott and Russell United Counties,2020-07-27,0,-7,,,-45
Canada,Ontario,Prescott and Russell United Counties,2020-07-28,9,0,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-07-29,7,2,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-07-30,6,1,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-07-31,6,2,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-08-01,2,-12,,,2
Canada,Ontario,Prescott and Russell United Counties,2020-08-02,-8,-1,,,-1
Canada,Ontario,Prescott and Russell United Counties,2020-08-03,-11,-31,,,-74
Canada,Ontario,Prescott and Russell United Counties,2020-08-04,-3,-6,,,-46
Canada,Ontario,Prescott and Russell United Counties,2020-08-05,10,2,,,-44
Canada,Ontario,Prescott and Russell United Counties,2020-08-06,6,-2,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-08-07,1,-11,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-08,5,-11,,,6
Canada,Ontario,Prescott and Russell United Counties,2020-08-09,8,-2,,,15
Canada,Ontario,Prescott and Russell United Counties,2020-08-10,1,-6,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-08-11,2,-5,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-08-12,8,-8,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-13,10,-4,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-14,1,-9,,,-40
Canada,Ontario,Prescott and Russell United Counties,2020-08-15,5,-13,,,5
Canada,Ontario,Prescott and Russell United Counties,2020-08-16,14,1,,,9
Canada,Ontario,Prescott and Russell United Counties,2020-08-17,,,,,-43
Canada,Ontario,Prescott and Russell United Counties,2020-08-18,,,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-19,,,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-20,,,,,-40
Canada,Ontario,Prescott and Russell United Counties,2020-08-21,,,,,-38
Canada,Ontario,Prescott and Russell United Counties,2020-08-24,,,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-25,,,,,-41
Canada,Ontario,Prescott and Russell United Counties,2020-08-26,,,,,-39
Canada,Ontario,Prescott and Russell United Counties,2020-08-27,,,,,-38
