country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Nipissing District,2020-02-15,3,4,58,7,-2
Canada,Ontario,Nipissing District,2020-02-16,11,6,,0,1
Canada,Ontario,Nipissing District,2020-02-17,-43,-57,,-45,-72
Canada,Ontario,Nipissing District,2020-02-18,-7,1,-15,-18,-10
Canada,Ontario,Nipissing District,2020-02-19,6,8,-5,-1,-1
Canada,Ontario,Nipissing District,2020-02-20,11,7,,-6,-1
Canada,Ontario,Nipissing District,2020-02-21,0,-3,19,-13,-10
Canada,Ontario,Nipissing District,2020-02-22,10,7,62,3,2
Canada,Ontario,Nipissing District,2020-02-23,15,1,,0,4
Canada,Ontario,Nipissing District,2020-02-24,10,0,,-12,-1
Canada,Ontario,Nipissing District,2020-02-25,8,3,,-14,-1
Canada,Ontario,Nipissing District,2020-02-26,4,7,-2,-1,-2
Canada,Ontario,Nipissing District,2020-02-27,-26,-30,-26,-22,-19
Canada,Ontario,Nipissing District,2020-02-28,2,-1,-9,4,-1
Canada,Ontario,Nipissing District,2020-02-29,15,14,6,23,7
Canada,Ontario,Nipissing District,2020-03-01,16,8,33,6,7
Canada,Ontario,Nipissing District,2020-03-02,12,7,,-1,4
Canada,Ontario,Nipissing District,2020-03-03,5,0,,2,5
Canada,Ontario,Nipissing District,2020-03-04,4,4,,13,2
Canada,Ontario,Nipissing District,2020-03-05,12,0,,7,-4
Canada,Ontario,Nipissing District,2020-03-06,-3,-6,5,-2,3
Canada,Ontario,Nipissing District,2020-03-07,11,10,28,19,6
Canada,Ontario,Nipissing District,2020-03-08,13,2,43,17,2
Canada,Ontario,Nipissing District,2020-03-09,10,1,,-1,2
Canada,Ontario,Nipissing District,2020-03-10,5,1,,-4,2
Canada,Ontario,Nipissing District,2020-03-11,7,14,-16,10,2
Canada,Ontario,Nipissing District,2020-03-12,12,26,,4,1
Canada,Ontario,Nipissing District,2020-03-13,-6,19,-16,-4,-10
Canada,Ontario,Nipissing District,2020-03-14,-3,23,11,2,0
Canada,Ontario,Nipissing District,2020-03-15,-6,7,18,-9,-2
Canada,Ontario,Nipissing District,2020-03-16,2,26,,-20,-25
Canada,Ontario,Nipissing District,2020-03-17,-22,12,,-28,-32
Canada,Ontario,Nipissing District,2020-03-18,-26,11,0,-18,-37
Canada,Ontario,Nipissing District,2020-03-19,-27,5,,-32,-39
