country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Manitoulin District,2020-02-17,,,,,-70
Canada,Ontario,Manitoulin District,2020-03-18,,,,,-40
Canada,Ontario,Manitoulin District,2020-03-25,,,,,-48
Canada,Ontario,Manitoulin District,2020-03-26,,,,,-47
Canada,Ontario,Manitoulin District,2020-03-30,,,,,-48
Canada,Ontario,Manitoulin District,2020-03-31,,,,,-54
Canada,Ontario,Manitoulin District,2020-04-01,,,,,-46
Canada,Ontario,Manitoulin District,2020-04-02,,,,,-49
Canada,Ontario,Manitoulin District,2020-04-03,,,,,-52
Canada,Ontario,Manitoulin District,2020-04-06,,,,,-49
Canada,Ontario,Manitoulin District,2020-04-07,,,,,-45
Canada,Ontario,Manitoulin District,2020-04-08,,,,,-51
Canada,Ontario,Manitoulin District,2020-04-09,,,,,-47
Canada,Ontario,Manitoulin District,2020-04-10,,,,,-73
Canada,Ontario,Manitoulin District,2020-04-13,,,,,-67
Canada,Ontario,Manitoulin District,2020-04-14,,,,,-47
Canada,Ontario,Manitoulin District,2020-04-15,,,,,-50
Canada,Ontario,Manitoulin District,2020-04-16,,,,,-49
Canada,Ontario,Manitoulin District,2020-04-20,,,,,-49
Canada,Ontario,Manitoulin District,2020-04-21,,,,,-51
Canada,Ontario,Manitoulin District,2020-04-22,,,,,-47
Canada,Ontario,Manitoulin District,2020-04-23,,,,,-49
Canada,Ontario,Manitoulin District,2020-04-28,,,,,-47
Canada,Ontario,Manitoulin District,2020-04-29,,,,,-50
Canada,Ontario,Manitoulin District,2020-04-30,,,,,-50
Canada,Ontario,Manitoulin District,2020-05-04,,,,,-51
Canada,Ontario,Manitoulin District,2020-05-18,,,,,-74
Canada,Ontario,Manitoulin District,2020-06-08,,,,,-28
Canada,Ontario,Manitoulin District,2020-06-09,,,,,-25
Canada,Ontario,Manitoulin District,2020-06-10,,,,,-27
Canada,Ontario,Manitoulin District,2020-06-11,,,,,-23
Canada,Ontario,Manitoulin District,2020-06-12,,,,,-21
Canada,Ontario,Manitoulin District,2020-06-15,,,,,-23
Canada,Ontario,Manitoulin District,2020-06-16,,,,,-25
Canada,Ontario,Manitoulin District,2020-06-17,,,,,-23
Canada,Ontario,Manitoulin District,2020-06-18,,,,,-26
Canada,Ontario,Manitoulin District,2020-06-19,,,,,-27
Canada,Ontario,Manitoulin District,2020-06-22,,,,,-40
Canada,Ontario,Manitoulin District,2020-06-23,,,,,-24
Canada,Ontario,Manitoulin District,2020-06-24,,,,,-27
Canada,Ontario,Manitoulin District,2020-06-25,,,,,-26
Canada,Ontario,Manitoulin District,2020-06-26,,,,,-22
Canada,Ontario,Manitoulin District,2020-06-29,,,,,-26
Canada,Ontario,Manitoulin District,2020-06-30,,,,,-22
Canada,Ontario,Manitoulin District,2020-07-01,,,,,-57
Canada,Ontario,Manitoulin District,2020-07-02,,,,,-25
Canada,Ontario,Manitoulin District,2020-07-03,,,,,-24
Canada,Ontario,Manitoulin District,2020-07-06,,,,,-31
Canada,Ontario,Manitoulin District,2020-07-07,,,,,-28
Canada,Ontario,Manitoulin District,2020-07-08,,,,,-25
Canada,Ontario,Manitoulin District,2020-07-09,,,,,-26
Canada,Ontario,Manitoulin District,2020-07-10,,,,,-29
Canada,Ontario,Manitoulin District,2020-07-13,,,,,-29
Canada,Ontario,Manitoulin District,2020-07-14,,,,,-26
Canada,Ontario,Manitoulin District,2020-07-15,,,,,-27
Canada,Ontario,Manitoulin District,2020-07-16,,,,,-23
Canada,Ontario,Manitoulin District,2020-07-17,,,,,-21
Canada,Ontario,Manitoulin District,2020-07-20,,,,,-30
Canada,Ontario,Manitoulin District,2020-07-21,,,,,-21
Canada,Ontario,Manitoulin District,2020-07-22,,,,,-22
Canada,Ontario,Manitoulin District,2020-07-23,,,,,-19
Canada,Ontario,Manitoulin District,2020-07-24,,,,,-21
Canada,Ontario,Manitoulin District,2020-07-27,,,,,-28
Canada,Ontario,Manitoulin District,2020-07-28,,,,,-23
Canada,Ontario,Manitoulin District,2020-07-29,,,,,-26
Canada,Ontario,Manitoulin District,2020-07-30,,,,,-24
Canada,Ontario,Manitoulin District,2020-07-31,,,,,-26
Canada,Ontario,Manitoulin District,2020-08-03,,,,,-63
Canada,Ontario,Manitoulin District,2020-08-04,,,,,-25
Canada,Ontario,Manitoulin District,2020-08-05,,,,,-20
Canada,Ontario,Manitoulin District,2020-08-06,,,,,-23
Canada,Ontario,Manitoulin District,2020-08-07,,,,,-24
Canada,Ontario,Manitoulin District,2020-08-10,,,,,-27
Canada,Ontario,Manitoulin District,2020-08-11,,,,,-23
Canada,Ontario,Manitoulin District,2020-08-12,,,,,-26
Canada,Ontario,Manitoulin District,2020-08-13,,,,,-22
Canada,Ontario,Manitoulin District,2020-08-14,,,,,-26
Canada,Ontario,Manitoulin District,2020-09-11,,,,,-6
Canada,Ontario,Manitoulin District,2020-09-14,,,,,-13
Canada,Ontario,Manitoulin District,2020-09-15,,,,,-6
Canada,Ontario,Manitoulin District,2020-09-16,,,,,-12
Canada,Ontario,Manitoulin District,2020-09-17,,,,,-7
Canada,Ontario,Manitoulin District,2020-09-18,,,,,-16
Canada,Ontario,Manitoulin District,2020-09-21,,,,,-14
Canada,Ontario,Manitoulin District,2020-09-22,,,,,-7
Canada,Ontario,Manitoulin District,2020-09-23,,,,,-6
Canada,Ontario,Manitoulin District,2020-09-24,,,,,-7
Canada,Ontario,Manitoulin District,2020-09-25,,,,,-5
Canada,Ontario,Manitoulin District,2020-09-28,,,,,-12
Canada,Ontario,Manitoulin District,2020-09-29,,,,,-5
Canada,Ontario,Manitoulin District,2020-09-30,,,,,-13
Canada,Ontario,Manitoulin District,2020-10-01,,,,,-5
Canada,Ontario,Manitoulin District,2020-10-02,,,,,-17
Canada,Ontario,Manitoulin District,2020-10-05,,,,,-13
Canada,Ontario,Manitoulin District,2020-10-06,,,,,-10
Canada,Ontario,Manitoulin District,2020-10-07,,,,,-9
Canada,Ontario,Manitoulin District,2020-10-08,,,,,-6
Canada,Ontario,Manitoulin District,2020-10-09,,,,,-8
Canada,Ontario,Manitoulin District,2020-10-12,,,,,-64
Canada,Ontario,Manitoulin District,2020-10-13,,,,,-9
