country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Toronto,2020-02-15,0,2,15,1,0
Canada,Ontario,Toronto,2020-02-16,11,10,35,8,-4
Canada,Ontario,Toronto,2020-02-17,-26,-45,49,-50,-76
Canada,Ontario,Toronto,2020-02-18,-3,11,-2,1,-1
Canada,Ontario,Toronto,2020-02-19,-1,3,-3,-2,0
Canada,Ontario,Toronto,2020-02-20,2,5,2,-1,2
Canada,Ontario,Toronto,2020-02-21,1,-1,20,2,-6
Canada,Ontario,Toronto,2020-02-22,8,8,56,13,7
Canada,Ontario,Toronto,2020-02-23,9,7,64,13,3
Canada,Ontario,Toronto,2020-02-24,1,2,22,-2,1
Canada,Ontario,Toronto,2020-02-25,1,5,5,2,1
Canada,Ontario,Toronto,2020-02-26,-10,-7,-13,-7,-4
Canada,Ontario,Toronto,2020-02-27,-8,-6,-13,-3,-3
Canada,Ontario,Toronto,2020-02-28,-5,-1,-8,-1,0
Canada,Ontario,Toronto,2020-02-29,3,8,16,3,7
Canada,Ontario,Toronto,2020-03-01,5,12,28,4,4
Canada,Ontario,Toronto,2020-03-02,0,6,2,0,3
Canada,Ontario,Toronto,2020-03-03,-2,3,-4,1,3
Canada,Ontario,Toronto,2020-03-04,3,5,3,0,2
Canada,Ontario,Toronto,2020-03-05,4,10,24,2,-1
Canada,Ontario,Toronto,2020-03-06,-4,-1,-4,-3,2
Canada,Ontario,Toronto,2020-03-07,7,8,50,8,7
Canada,Ontario,Toronto,2020-03-08,8,9,102,8,3
Canada,Ontario,Toronto,2020-03-09,1,5,48,-3,1
Canada,Ontario,Toronto,2020-03-10,-2,2,0,-5,0
Canada,Ontario,Toronto,2020-03-11,-2,5,-2,-6,-1
Canada,Ontario,Toronto,2020-03-12,-1,30,4,-8,-1
Canada,Ontario,Toronto,2020-03-13,-9,40,-13,-18,-9
Canada,Ontario,Toronto,2020-03-14,-17,23,1,-23,-3
Canada,Ontario,Toronto,2020-03-15,-20,11,38,-25,-10
Canada,Ontario,Toronto,2020-03-16,-23,19,-4,-45,-37
Canada,Ontario,Toronto,2020-03-17,-39,7,-4,-54,-46
Canada,Ontario,Toronto,2020-03-18,-45,-5,-12,-58,-52
Canada,Ontario,Toronto,2020-03-19,-48,-4,-3,-61,-54
