country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Haldimand County,2020-02-15,1,4,,,2
Canada,Ontario,Haldimand County,2020-02-16,10,11,,,-2
Canada,Ontario,Haldimand County,2020-02-17,1,-26,,,-71
Canada,Ontario,Haldimand County,2020-02-18,3,11,,,1
Canada,Ontario,Haldimand County,2020-02-19,-1,3,,,-1
Canada,Ontario,Haldimand County,2020-02-20,10,9,,,3
Canada,Ontario,Haldimand County,2020-02-21,2,1,,,-7
Canada,Ontario,Haldimand County,2020-02-22,12,7,,,6
Canada,Ontario,Haldimand County,2020-02-23,14,12,,,4
Canada,Ontario,Haldimand County,2020-02-24,6,8,,,2
Canada,Ontario,Haldimand County,2020-02-25,4,3,,,2
Canada,Ontario,Haldimand County,2020-02-26,-4,0,,,-2
Canada,Ontario,Haldimand County,2020-02-27,-7,-10,,,-3
Canada,Ontario,Haldimand County,2020-02-28,2,-2,,,2
Canada,Ontario,Haldimand County,2020-02-29,18,11,,,4
Canada,Ontario,Haldimand County,2020-03-01,22,7,,,5
Canada,Ontario,Haldimand County,2020-03-02,2,5,,,4
Canada,Ontario,Haldimand County,2020-03-03,3,-1,,,4
Canada,Ontario,Haldimand County,2020-03-04,3,2,,,4
Canada,Ontario,Haldimand County,2020-03-05,11,9,,,1
Canada,Ontario,Haldimand County,2020-03-06,4,-7,,,1
Canada,Ontario,Haldimand County,2020-03-07,20,9,,,9
Canada,Ontario,Haldimand County,2020-03-08,26,8,,,9
Canada,Ontario,Haldimand County,2020-03-09,11,7,,,2
Canada,Ontario,Haldimand County,2020-03-10,11,-1,,,0
Canada,Ontario,Haldimand County,2020-03-11,10,9,,,1
Canada,Ontario,Haldimand County,2020-03-12,18,38,,,3
Canada,Ontario,Haldimand County,2020-03-13,11,53,,,-2
Canada,Ontario,Haldimand County,2020-03-14,12,39,,,4
Canada,Ontario,Haldimand County,2020-03-15,5,21,,,-5
Canada,Ontario,Haldimand County,2020-03-16,4,45,,,-16
Canada,Ontario,Haldimand County,2020-03-17,-15,26,,,-25
Canada,Ontario,Haldimand County,2020-03-18,-22,10,,,-30
Canada,Ontario,Haldimand County,2020-03-19,-16,21,,,-29
Canada,Ontario,Haldimand County,2020-03-20,-22,8,,,-33
Canada,Ontario,Haldimand County,2020-03-21,-20,14,,,-22
Canada,Ontario,Haldimand County,2020-03-22,-27,-7,,,-32
Canada,Ontario,Haldimand County,2020-03-23,-26,10,,,-37
Canada,Ontario,Haldimand County,2020-03-24,-29,-3,,,-41
Canada,Ontario,Haldimand County,2020-03-25,-40,-13,,,-44
Canada,Ontario,Haldimand County,2020-03-26,-37,-10,,,-44
Canada,Ontario,Haldimand County,2020-03-27,-29,-5,,,-44
Canada,Ontario,Haldimand County,2020-03-28,-40,-9,,,-36
Canada,Ontario,Haldimand County,2020-03-29,-26,-12,,,-34
Canada,Ontario,Haldimand County,2020-03-30,-47,-15,,,-46
Canada,Ontario,Haldimand County,2020-03-31,-38,-4,,,-48
Canada,Ontario,Haldimand County,2020-04-01,-40,-11,,,-46
Canada,Ontario,Haldimand County,2020-04-02,-34,-14,,,-48
Canada,Ontario,Haldimand County,2020-04-03,-34,-13,,,-47
Canada,Ontario,Haldimand County,2020-04-04,-36,-13,,,-34
Canada,Ontario,Haldimand County,2020-04-05,-50,-28,,,-42
Canada,Ontario,Haldimand County,2020-04-06,-41,-13,,,-46
Canada,Ontario,Haldimand County,2020-04-07,-42,-15,,,-49
Canada,Ontario,Haldimand County,2020-04-08,-40,-8,,,-50
Canada,Ontario,Haldimand County,2020-04-09,-23,19,,,-49
Canada,Ontario,Haldimand County,2020-04-10,-68,-68,,,-81
Canada,Ontario,Haldimand County,2020-04-11,-33,8,,,-34
Canada,Ontario,Haldimand County,2020-04-12,-69,-69,,,-46
Canada,Ontario,Haldimand County,2020-04-13,-44,-19,,,-55
Canada,Ontario,Haldimand County,2020-04-14,-37,-14,,,-48
Canada,Ontario,Haldimand County,2020-04-15,-41,-11,,,-50
Canada,Ontario,Haldimand County,2020-04-16,-38,-15,,,-50
Canada,Ontario,Haldimand County,2020-04-17,-38,-21,,,-49
Canada,Ontario,Haldimand County,2020-04-18,-33,-17,,,-32
Canada,Ontario,Haldimand County,2020-04-19,-45,-28,,,-38
Canada,Ontario,Haldimand County,2020-04-20,-32,-10,,,-46
Canada,Ontario,Haldimand County,2020-04-21,-39,-18,,,-48
Canada,Ontario,Haldimand County,2020-04-22,-34,-17,,,-47
Canada,Ontario,Haldimand County,2020-04-23,-39,-16,,,-46
Canada,Ontario,Haldimand County,2020-04-24,-37,-15,,,-46
Canada,Ontario,Haldimand County,2020-04-25,-28,-15,,,-35
Canada,Ontario,Haldimand County,2020-04-26,-47,-31,,,-45
Canada,Ontario,Haldimand County,2020-04-27,-28,-13,,,-45
Canada,Ontario,Haldimand County,2020-04-28,-24,-12,,,-46
Canada,Ontario,Haldimand County,2020-04-29,-33,-15,,,-47
Canada,Ontario,Haldimand County,2020-04-30,-28,-6,,,-46
Canada,Ontario,Haldimand County,2020-05-01,-23,-10,,,-44
Canada,Ontario,Haldimand County,2020-05-02,-25,-7,,,-33
Canada,Ontario,Haldimand County,2020-05-03,-11,-4,,,-33
Canada,Ontario,Haldimand County,2020-05-04,-21,-1,,,-46
Canada,Ontario,Haldimand County,2020-05-05,-24,-5,,,-44
Canada,Ontario,Haldimand County,2020-05-06,-22,-3,,,-43
Canada,Ontario,Haldimand County,2020-05-07,-26,1,,,-43
Canada,Ontario,Haldimand County,2020-05-08,-29,-6,,,-44
Canada,Ontario,Haldimand County,2020-05-09,-19,2,,,-25
Canada,Ontario,Haldimand County,2020-05-10,-11,-5,,,-27
Canada,Ontario,Haldimand County,2020-05-11,-27,-13,,,-40
Canada,Ontario,Haldimand County,2020-05-12,-22,-6,,,-40
Canada,Ontario,Haldimand County,2020-05-13,-14,-6,,,-41
Canada,Ontario,Haldimand County,2020-05-14,-18,-2,,,-41
Canada,Ontario,Haldimand County,2020-05-15,-11,1,,,-44
Canada,Ontario,Haldimand County,2020-05-16,6,8,,,-27
Canada,Ontario,Haldimand County,2020-05-17,-6,2,,,-29
Canada,Ontario,Haldimand County,2020-05-18,-34,-29,,,-77
Canada,Ontario,Haldimand County,2020-05-19,-3,6,,,-41
Canada,Ontario,Haldimand County,2020-05-20,1,6,,,-39
Canada,Ontario,Haldimand County,2020-05-21,6,8,,,-38
Canada,Ontario,Haldimand County,2020-05-22,2,6,,,-37
Canada,Ontario,Haldimand County,2020-05-23,17,14,,,-17
Canada,Ontario,Haldimand County,2020-05-24,13,8,,,-21
Canada,Ontario,Haldimand County,2020-05-25,6,10,,,-36
Canada,Ontario,Haldimand County,2020-05-26,3,9,,,-35
Canada,Ontario,Haldimand County,2020-05-27,9,11,,,-34
Canada,Ontario,Haldimand County,2020-05-28,-1,2,,,-34
Canada,Ontario,Haldimand County,2020-05-29,-2,4,,,-35
Canada,Ontario,Haldimand County,2020-05-30,14,13,,,-10
Canada,Ontario,Haldimand County,2020-05-31,13,2,,,-7
Canada,Ontario,Haldimand County,2020-06-01,11,7,,,-31
Canada,Ontario,Haldimand County,2020-06-02,4,1,,,-33
Canada,Ontario,Haldimand County,2020-06-03,-1,11,,,-33
Canada,Ontario,Haldimand County,2020-06-04,9,13,,,-28
Canada,Ontario,Haldimand County,2020-06-05,8,7,,,-32
Canada,Ontario,Haldimand County,2020-06-06,22,30,,,-8
Canada,Ontario,Haldimand County,2020-06-07,20,11,,,-10
Canada,Ontario,Haldimand County,2020-06-08,11,8,,,-30
Canada,Ontario,Haldimand County,2020-06-09,6,10,,,-30
Canada,Ontario,Haldimand County,2020-06-10,8,9,,,-29
Canada,Ontario,Haldimand County,2020-06-11,7,10,,,-28
Canada,Ontario,Haldimand County,2020-06-12,9,4,,,-30
Canada,Ontario,Haldimand County,2020-06-13,24,23,,,-5
Canada,Ontario,Haldimand County,2020-06-14,27,11,,,-7
Canada,Ontario,Haldimand County,2020-06-15,14,12,,,-28
Canada,Ontario,Haldimand County,2020-06-16,18,6,,,-27
Canada,Ontario,Haldimand County,2020-06-17,15,8,,,-28
Canada,Ontario,Haldimand County,2020-06-18,9,17,,,-29
Canada,Ontario,Haldimand County,2020-06-19,16,18,,,-32
Canada,Ontario,Haldimand County,2020-06-20,32,35,,,-1
Canada,Ontario,Haldimand County,2020-06-21,25,19,,,-2
Canada,Ontario,Haldimand County,2020-06-22,3,4,,,-31
Canada,Ontario,Haldimand County,2020-06-23,4,5,,,-30
Canada,Ontario,Haldimand County,2020-06-24,2,7,,,-31
Canada,Ontario,Haldimand County,2020-06-25,12,13,,,-28
Canada,Ontario,Haldimand County,2020-06-26,16,11,,,-29
Canada,Ontario,Haldimand County,2020-06-27,20,18,,,-3
Canada,Ontario,Haldimand County,2020-06-28,35,20,,,-1
Canada,Ontario,Haldimand County,2020-06-29,20,13,,,-31
Canada,Ontario,Haldimand County,2020-06-30,44,45,,,-30
Canada,Ontario,Haldimand County,2020-07-01,11,3,,,-65
Canada,Ontario,Haldimand County,2020-07-02,27,19,,,-32
Canada,Ontario,Haldimand County,2020-07-03,25,27,,,-41
Canada,Ontario,Haldimand County,2020-07-04,32,31,,,-3
Canada,Ontario,Haldimand County,2020-07-05,35,18,,,-13
Canada,Ontario,Haldimand County,2020-07-06,12,18,,,-31
Canada,Ontario,Haldimand County,2020-07-07,14,14,,,-29
Canada,Ontario,Haldimand County,2020-07-08,13,15,,,-30
Canada,Ontario,Haldimand County,2020-07-09,15,14,,,-28
Canada,Ontario,Haldimand County,2020-07-10,16,13,,,-30
Canada,Ontario,Haldimand County,2020-07-11,8,14,,,-12
Canada,Ontario,Haldimand County,2020-07-12,36,10,,,-4
Canada,Ontario,Haldimand County,2020-07-13,11,12,,,-27
Canada,Ontario,Haldimand County,2020-07-14,16,8,,,-27
Canada,Ontario,Haldimand County,2020-07-15,13,14,,,-28
Canada,Ontario,Haldimand County,2020-07-16,12,8,,,-27
Canada,Ontario,Haldimand County,2020-07-17,21,14,,,-28
Canada,Ontario,Haldimand County,2020-07-18,36,31,,,1
Canada,Ontario,Haldimand County,2020-07-19,23,8,,,-8
Canada,Ontario,Haldimand County,2020-07-20,17,8,,,-27
Canada,Ontario,Haldimand County,2020-07-21,17,12,,,-26
Canada,Ontario,Haldimand County,2020-07-22,12,17,,,-29
Canada,Ontario,Haldimand County,2020-07-23,11,18,,,-26
Canada,Ontario,Haldimand County,2020-07-24,23,19,,,-30
Canada,Ontario,Haldimand County,2020-07-25,36,38,,,-2
Canada,Ontario,Haldimand County,2020-07-26,36,14,,,-4
Canada,Ontario,Haldimand County,2020-07-27,10,7,,,-31
Canada,Ontario,Haldimand County,2020-07-28,14,13,,,-28
Canada,Ontario,Haldimand County,2020-07-29,13,14,,,-31
Canada,Ontario,Haldimand County,2020-07-30,25,18,,,-26
Canada,Ontario,Haldimand County,2020-07-31,34,27,,,-32
Canada,Ontario,Haldimand County,2020-08-01,35,33,,,-2
Canada,Ontario,Haldimand County,2020-08-02,15,3,,,-9
Canada,Ontario,Haldimand County,2020-08-03,9,-2,,,-68
Canada,Ontario,Haldimand County,2020-08-04,3,6,,,-30
Canada,Ontario,Haldimand County,2020-08-05,21,8,,,-31
Canada,Ontario,Haldimand County,2020-08-06,18,4,,,-28
Canada,Ontario,Haldimand County,2020-08-07,14,0,,,-30
Canada,Ontario,Haldimand County,2020-08-08,23,25,,,1
Canada,Ontario,Haldimand County,2020-08-09,19,0,,,-8
Canada,Ontario,Haldimand County,2020-08-10,5,8,,,-28
Canada,Ontario,Haldimand County,2020-08-11,4,-1,,,-28
Canada,Ontario,Haldimand County,2020-08-12,10,-1,,,-29
Canada,Ontario,Haldimand County,2020-08-13,11,2,,,-25
Canada,Ontario,Haldimand County,2020-08-14,10,6,,,-28
Canada,Ontario,Haldimand County,2020-08-15,23,20,,,-3
Canada,Ontario,Haldimand County,2020-08-16,12,-3,,,-9
