country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Grey County,2020-02-15,4,6,25,,1
Canada,Ontario,Grey County,2020-02-16,31,22,102,,-1
Canada,Ontario,Grey County,2020-02-17,-20,-36,,,-64
Canada,Ontario,Grey County,2020-02-18,-2,6,1,,3
Canada,Ontario,Grey County,2020-02-19,-3,-6,11,,5
Canada,Ontario,Grey County,2020-02-20,5,4,35,,3
Canada,Ontario,Grey County,2020-02-21,1,-4,-17,,-7
Canada,Ontario,Grey County,2020-02-22,9,4,-3,,4
Canada,Ontario,Grey County,2020-02-23,16,-2,5,,5
Canada,Ontario,Grey County,2020-02-24,1,2,-8,,5
Canada,Ontario,Grey County,2020-02-25,0,2,-30,,3
Canada,Ontario,Grey County,2020-02-26,-11,-6,-33,,1
Canada,Ontario,Grey County,2020-02-27,-39,-29,-42,,-16
Canada,Ontario,Grey County,2020-02-28,-55,-36,-58,,-54
Canada,Ontario,Grey County,2020-02-29,9,14,-33,,10
Canada,Ontario,Grey County,2020-03-01,24,12,-13,,9
Canada,Ontario,Grey County,2020-03-02,11,7,-26,,7
Canada,Ontario,Grey County,2020-03-03,6,1,-27,,5
Canada,Ontario,Grey County,2020-03-04,3,-1,-24,,6
Canada,Ontario,Grey County,2020-03-05,6,3,-1,,4
Canada,Ontario,Grey County,2020-03-06,-5,-16,-38,,5
Canada,Ontario,Grey County,2020-03-07,17,6,-31,,8
Canada,Ontario,Grey County,2020-03-08,20,5,-18,,6
Canada,Ontario,Grey County,2020-03-09,4,-2,-24,,4
Canada,Ontario,Grey County,2020-03-10,0,-4,-35,,3
Canada,Ontario,Grey County,2020-03-11,5,-5,-20,,4
Canada,Ontario,Grey County,2020-03-12,12,17,-11,,7
Canada,Ontario,Grey County,2020-03-13,2,20,-43,,2
Canada,Ontario,Grey County,2020-03-14,-3,15,-40,,1
Canada,Ontario,Grey County,2020-03-15,1,14,-13,,-3
Canada,Ontario,Grey County,2020-03-16,-3,27,-12,,-17
Canada,Ontario,Grey County,2020-03-17,-26,10,-27,,-26
Canada,Ontario,Grey County,2020-03-18,-33,-1,-21,,-31
Canada,Ontario,Grey County,2020-03-19,-34,-1,10,,-34
Canada,Ontario,Grey County,2020-03-20,-41,-15,-57,,-35
Canada,Ontario,Grey County,2020-03-21,-46,-12,-38,,-32
Canada,Ontario,Grey County,2020-03-22,-41,-18,-25,,-37
Canada,Ontario,Grey County,2020-03-23,-40,-13,-58,,-40
Canada,Ontario,Grey County,2020-03-24,-41,-12,-34,,-45
Canada,Ontario,Grey County,2020-03-25,-51,-26,-11,,-50
Canada,Ontario,Grey County,2020-03-26,-49,-19,-37,,-51
Canada,Ontario,Grey County,2020-03-27,-49,-24,-27,,-48
Canada,Ontario,Grey County,2020-03-28,-58,-24,-52,,-39
Canada,Ontario,Grey County,2020-03-29,-54,-33,-56,,-40
Canada,Ontario,Grey County,2020-03-30,-49,-27,-53,,-50
Canada,Ontario,Grey County,2020-03-31,-41,-9,-45,,-49
Canada,Ontario,Grey County,2020-04-01,-44,-20,-10,,-50
Canada,Ontario,Grey County,2020-04-02,-45,-17,-17,,-49
Canada,Ontario,Grey County,2020-04-03,-49,-23,-46,,-48
Canada,Ontario,Grey County,2020-04-04,-55,-25,-55,,-41
Canada,Ontario,Grey County,2020-04-05,-59,-30,-58,,-42
Canada,Ontario,Grey County,2020-04-06,-49,-23,-45,,-49
Canada,Ontario,Grey County,2020-04-07,-53,-16,-44,,-50
Canada,Ontario,Grey County,2020-04-08,-50,-11,-42,,-50
Canada,Ontario,Grey County,2020-04-09,-37,20,-44,,-51
Canada,Ontario,Grey County,2020-04-10,-84,-74,-52,,-81
Canada,Ontario,Grey County,2020-04-11,-52,-3,-55,,-44
Canada,Ontario,Grey County,2020-04-12,-82,-74,-59,,-50
Canada,Ontario,Grey County,2020-04-13,-55,-22,-61,,-55
