country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Lanark County,2020-02-15,19,12,,,14
Canada,Ontario,Lanark County,2020-02-16,42,39,,,8
Canada,Ontario,Lanark County,2020-02-17,-14,-43,,,-70
Canada,Ontario,Lanark County,2020-02-18,-7,7,,,-1
Canada,Ontario,Lanark County,2020-02-19,1,7,,,3
Canada,Ontario,Lanark County,2020-02-20,6,10,,,1
Canada,Ontario,Lanark County,2020-02-21,3,0,,,-4
Canada,Ontario,Lanark County,2020-02-22,19,10,,,14
Canada,Ontario,Lanark County,2020-02-23,37,28,,,9
Canada,Ontario,Lanark County,2020-02-24,8,-1,,,2
Canada,Ontario,Lanark County,2020-02-25,3,10,,,4
Canada,Ontario,Lanark County,2020-02-26,-7,11,,,1
Canada,Ontario,Lanark County,2020-02-27,-25,-28,,,-27
Canada,Ontario,Lanark County,2020-02-28,2,2,,,3
Canada,Ontario,Lanark County,2020-02-29,26,11,,,10
Canada,Ontario,Lanark County,2020-03-01,37,30,,,13
Canada,Ontario,Lanark County,2020-03-02,3,4,,,3
Canada,Ontario,Lanark County,2020-03-03,3,0,,,6
Canada,Ontario,Lanark County,2020-03-04,6,3,,,5
Canada,Ontario,Lanark County,2020-03-05,9,9,,,3
Canada,Ontario,Lanark County,2020-03-06,0,-5,,,8
Canada,Ontario,Lanark County,2020-03-07,25,19,,,16
Canada,Ontario,Lanark County,2020-03-08,41,23,,,11
Canada,Ontario,Lanark County,2020-03-09,12,5,,,4
Canada,Ontario,Lanark County,2020-03-10,3,2,,,5
Canada,Ontario,Lanark County,2020-03-11,12,10,,,5
Canada,Ontario,Lanark County,2020-03-12,21,28,,,5
Canada,Ontario,Lanark County,2020-03-13,8,33,,,2
Canada,Ontario,Lanark County,2020-03-14,13,34,,,9
Canada,Ontario,Lanark County,2020-03-15,16,37,,,4
Canada,Ontario,Lanark County,2020-03-16,8,31,,,-27
Canada,Ontario,Lanark County,2020-03-17,-20,11,,,-34
Canada,Ontario,Lanark County,2020-03-18,-23,0,,,-40
Canada,Ontario,Lanark County,2020-03-19,-25,0,,,-42
Canada,Ontario,Lanark County,2020-03-20,-35,-9,,,-43
Canada,Ontario,Lanark County,2020-03-21,-35,-10,,,-25
Canada,Ontario,Lanark County,2020-03-22,-27,-2,,,-22
Canada,Ontario,Lanark County,2020-03-23,-37,-12,,,-46
Canada,Ontario,Lanark County,2020-03-24,-37,-15,,,-49
Canada,Ontario,Lanark County,2020-03-25,-51,-24,,,-53
Canada,Ontario,Lanark County,2020-03-26,-48,-24,,,-52
Canada,Ontario,Lanark County,2020-03-27,-45,-25,,,-51
Canada,Ontario,Lanark County,2020-03-28,-44,-22,,,-35
Canada,Ontario,Lanark County,2020-03-29,-48,-25,-52,,-38
Canada,Ontario,Lanark County,2020-03-30,-48,-26,,,-55
Canada,Ontario,Lanark County,2020-03-31,-39,-16,,,-54
Canada,Ontario,Lanark County,2020-04-01,-41,-20,,,-54
Canada,Ontario,Lanark County,2020-04-02,-40,-25,,,-54
Canada,Ontario,Lanark County,2020-04-03,-46,-25,,,-55
Canada,Ontario,Lanark County,2020-04-04,-36,-23,,,-28
Canada,Ontario,Lanark County,2020-04-05,-52,-23,,,-32
Canada,Ontario,Lanark County,2020-04-06,-46,-23,,,-53
Canada,Ontario,Lanark County,2020-04-07,-45,-20,,,-55
Canada,Ontario,Lanark County,2020-04-08,-45,-12,,,-53
Canada,Ontario,Lanark County,2020-04-09,-35,8,,,-56
Canada,Ontario,Lanark County,2020-04-10,-82,-76,,,-83
Canada,Ontario,Lanark County,2020-04-11,-33,9,,,-29
