country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Bruce County,2020-02-15,16,7,,,6
Canada,Ontario,Bruce County,2020-02-16,23,23,,,1
Canada,Ontario,Bruce County,2020-02-17,-4,-31,,,-68
Canada,Ontario,Bruce County,2020-02-18,2,5,,,4
Canada,Ontario,Bruce County,2020-02-19,-5,0,,,2
Canada,Ontario,Bruce County,2020-02-20,1,0,,,4
Canada,Ontario,Bruce County,2020-02-21,1,-7,,,-4
Canada,Ontario,Bruce County,2020-02-22,15,2,,,11
Canada,Ontario,Bruce County,2020-02-23,15,7,,,8
Canada,Ontario,Bruce County,2020-02-24,6,2,,,3
Canada,Ontario,Bruce County,2020-02-25,8,5,,,6
Canada,Ontario,Bruce County,2020-02-26,-7,3,,,1
Canada,Ontario,Bruce County,2020-02-27,-32,-19,,,-18
Canada,Ontario,Bruce County,2020-02-28,-50,-30,,,-50
Canada,Ontario,Bruce County,2020-02-29,0,6,,,9
Canada,Ontario,Bruce County,2020-03-01,18,18,,,13
Canada,Ontario,Bruce County,2020-03-02,14,8,,,7
Canada,Ontario,Bruce County,2020-03-03,8,-2,,,3
Canada,Ontario,Bruce County,2020-03-04,4,6,,,8
Canada,Ontario,Bruce County,2020-03-05,10,8,,,6
Canada,Ontario,Bruce County,2020-03-06,-3,-6,,,8
Canada,Ontario,Bruce County,2020-03-07,16,7,,,23
Canada,Ontario,Bruce County,2020-03-08,27,11,,,11
Canada,Ontario,Bruce County,2020-03-09,9,7,,,6
Canada,Ontario,Bruce County,2020-03-10,8,-4,,,6
Canada,Ontario,Bruce County,2020-03-11,9,18,,,9
Canada,Ontario,Bruce County,2020-03-12,15,32,,,10
Canada,Ontario,Bruce County,2020-03-13,0,29,,,7
Canada,Ontario,Bruce County,2020-03-14,5,30,,,12
Canada,Ontario,Bruce County,2020-03-15,5,32,,,-2
Canada,Ontario,Bruce County,2020-03-16,0,34,,,-15
Canada,Ontario,Bruce County,2020-03-17,-26,17,,,-21
Canada,Ontario,Bruce County,2020-03-18,-37,7,,,-29
Canada,Ontario,Bruce County,2020-03-19,-33,11,,,-28
Canada,Ontario,Bruce County,2020-03-20,-47,-6,,,-31
Canada,Ontario,Bruce County,2020-03-21,-37,6,,,-15
Canada,Ontario,Bruce County,2020-03-22,-41,-6,,,-20
Canada,Ontario,Bruce County,2020-03-23,-42,-1,,,-36
Canada,Ontario,Bruce County,2020-03-24,-45,-13,,,-38
Canada,Ontario,Bruce County,2020-03-25,-51,-17,,,-45
Canada,Ontario,Bruce County,2020-03-26,-51,-16,,,-41
Canada,Ontario,Bruce County,2020-03-27,-51,-19,,,-44
Canada,Ontario,Bruce County,2020-03-28,-57,-23,,,-28
Canada,Ontario,Bruce County,2020-03-29,-52,-22,,,-30
Canada,Ontario,Bruce County,2020-03-30,-56,-16,,,-46
Canada,Ontario,Bruce County,2020-03-31,-50,-20,,,-44
Canada,Ontario,Bruce County,2020-04-01,-48,-14,,,-45
Canada,Ontario,Bruce County,2020-04-02,-46,-13,,,-44
Canada,Ontario,Bruce County,2020-04-03,-47,-18,,,-44
Canada,Ontario,Bruce County,2020-04-04,-50,-14,,,-28
Canada,Ontario,Bruce County,2020-04-05,-59,-24,,,-34
Canada,Ontario,Bruce County,2020-04-06,-55,-24,,,-46
Canada,Ontario,Bruce County,2020-04-07,-55,-19,,,-45
Canada,Ontario,Bruce County,2020-04-08,-55,-3,,,-45
Canada,Ontario,Bruce County,2020-04-09,-41,25,,,-43
Canada,Ontario,Bruce County,2020-04-10,-80,-71,,,-77
Canada,Ontario,Bruce County,2020-04-11,-47,1,,,-27
Canada,Ontario,Bruce County,2020-04-12,-79,-68,,,-46
Canada,Ontario,Bruce County,2020-04-13,-61,-32,,,-54
Canada,Ontario,Bruce County,2020-04-14,-55,-19,,,-44
Canada,Ontario,Bruce County,2020-04-15,-54,-12,,,-45
Canada,Ontario,Bruce County,2020-04-16,-54,-17,,,-44
Canada,Ontario,Bruce County,2020-04-17,-51,-25,,,-43
Canada,Ontario,Bruce County,2020-04-18,-50,-16,,,-24
Canada,Ontario,Bruce County,2020-04-19,-56,-27,,,-36
Canada,Ontario,Bruce County,2020-04-20,-47,-18,,,-43
Canada,Ontario,Bruce County,2020-04-21,-56,-28,,,-45
Canada,Ontario,Bruce County,2020-04-22,-49,-13,,,-43
Canada,Ontario,Bruce County,2020-04-23,-48,-14,,,-41
Canada,Ontario,Bruce County,2020-04-24,-47,-20,,,-41
Canada,Ontario,Bruce County,2020-04-25,-44,-18,,,-24
Canada,Ontario,Bruce County,2020-04-26,-44,-12,,,-27
Canada,Ontario,Bruce County,2020-04-27,-41,-16,,,-42
Canada,Ontario,Bruce County,2020-04-28,-42,-14,,,-43
Canada,Ontario,Bruce County,2020-04-29,-47,-16,,,-46
Canada,Ontario,Bruce County,2020-04-30,-41,-7,,,-40
Canada,Ontario,Bruce County,2020-05-01,-37,-14,,,-38
Canada,Ontario,Bruce County,2020-05-02,-39,-9,,,-23
Canada,Ontario,Bruce County,2020-05-03,-35,-11,,,-24
Canada,Ontario,Bruce County,2020-05-04,-36,-11,,,-41
Canada,Ontario,Bruce County,2020-05-05,-37,-12,,,-38
Canada,Ontario,Bruce County,2020-05-06,-34,-5,,,-39
Canada,Ontario,Bruce County,2020-05-07,-39,-5,,,-37
Canada,Ontario,Bruce County,2020-05-08,-38,-7,,,-36
Canada,Ontario,Bruce County,2020-05-09,-32,0,,,-20
Canada,Ontario,Bruce County,2020-05-10,-28,1,,,-21
Canada,Ontario,Bruce County,2020-05-11,-37,-18,,,-38
Canada,Ontario,Bruce County,2020-05-12,-32,-12,,,-34
Canada,Ontario,Bruce County,2020-05-13,-31,-4,,,-33
Canada,Ontario,Bruce County,2020-05-14,-28,1,,,-35
Canada,Ontario,Bruce County,2020-05-15,-27,-4,,,-35
Canada,Ontario,Bruce County,2020-05-16,-10,9,,,-17
Canada,Ontario,Bruce County,2020-05-17,-14,13,,,-17
Canada,Ontario,Bruce County,2020-05-18,-43,-36,,,-70
Canada,Ontario,Bruce County,2020-05-19,-22,2,,,-32
Canada,Ontario,Bruce County,2020-05-20,-11,16,,,-30
Canada,Ontario,Bruce County,2020-05-21,-7,15,,,-29
Canada,Ontario,Bruce County,2020-05-22,-4,10,,,-30
Canada,Ontario,Bruce County,2020-05-23,14,32,,,-5
Canada,Ontario,Bruce County,2020-05-24,8,23,,,-14
Canada,Ontario,Bruce County,2020-05-25,2,16,,,-31
Canada,Ontario,Bruce County,2020-05-26,-3,7,,,-29
Canada,Ontario,Bruce County,2020-05-27,-8,22,,,-31
Canada,Ontario,Bruce County,2020-05-28,-9,12,,,-27
Canada,Ontario,Bruce County,2020-05-29,-12,5,,,-29
Canada,Ontario,Bruce County,2020-05-30,4,19,,,7
Canada,Ontario,Bruce County,2020-05-31,10,24,,,-2
Canada,Ontario,Bruce County,2020-06-01,3,13,,,-24
Canada,Ontario,Bruce County,2020-06-02,-6,6,,,-25
Canada,Ontario,Bruce County,2020-06-03,-8,13,,,-25
Canada,Ontario,Bruce County,2020-06-04,1,23,,,-22
Canada,Ontario,Bruce County,2020-06-05,5,13,,,-22
Canada,Ontario,Bruce County,2020-06-06,32,45,,,6
Canada,Ontario,Bruce County,2020-06-07,33,40,,,8
Canada,Ontario,Bruce County,2020-06-08,8,16,,,-22
Canada,Ontario,Bruce County,2020-06-09,6,13,,,-21
Canada,Ontario,Bruce County,2020-06-10,-9,13,,,-24
Canada,Ontario,Bruce County,2020-06-11,4,23,,,-20
Canada,Ontario,Bruce County,2020-06-12,12,21,,,-19
Canada,Ontario,Bruce County,2020-06-13,46,54,,,20
Canada,Ontario,Bruce County,2020-06-14,52,53,,,15
Canada,Ontario,Bruce County,2020-06-15,22,23,,,-20
Canada,Ontario,Bruce County,2020-06-16,15,17,,,-18
Canada,Ontario,Bruce County,2020-06-17,17,34,,,-21
Canada,Ontario,Bruce County,2020-06-18,18,35,,,-19
Canada,Ontario,Bruce County,2020-06-19,26,32,,,-19
Canada,Ontario,Bruce County,2020-06-20,69,71,,,19
Canada,Ontario,Bruce County,2020-06-21,63,65,,,14
Canada,Ontario,Bruce County,2020-06-22,23,25,,,-23
Canada,Ontario,Bruce County,2020-06-23,9,21,,,-23
Canada,Ontario,Bruce County,2020-06-24,12,39,,,-20
Canada,Ontario,Bruce County,2020-06-25,22,31,,,-16
Canada,Ontario,Bruce County,2020-06-26,34,40,,,-16
Canada,Ontario,Bruce County,2020-06-27,63,68,,,16
Canada,Ontario,Bruce County,2020-06-28,90,89,,,15
Canada,Ontario,Bruce County,2020-06-29,55,62,,,-20
Canada,Ontario,Bruce County,2020-06-30,68,84,,,-16
Canada,Ontario,Bruce County,2020-07-01,39,47,,,-50
Canada,Ontario,Bruce County,2020-07-02,75,85,,,-20
Canada,Ontario,Bruce County,2020-07-03,76,76,,,-27
Canada,Ontario,Bruce County,2020-07-04,107,100,,,23
Canada,Ontario,Bruce County,2020-07-05,113,95,,,23
Canada,Ontario,Bruce County,2020-07-06,54,59,,,-18
Canada,Ontario,Bruce County,2020-07-07,45,43,,,-18
Canada,Ontario,Bruce County,2020-07-08,42,57,,,-16
Canada,Ontario,Bruce County,2020-07-09,42,55,,,-16
Canada,Ontario,Bruce County,2020-07-10,38,44,,,-18
Canada,Ontario,Bruce County,2020-07-11,71,71,,,20
Canada,Ontario,Bruce County,2020-07-12,95,82,,,18
Canada,Ontario,Bruce County,2020-07-13,53,51,,,-17
Canada,Ontario,Bruce County,2020-07-14,57,52,,,-18
Canada,Ontario,Bruce County,2020-07-15,52,61,,,-17
Canada,Ontario,Bruce County,2020-07-16,51,67,,,-16
Canada,Ontario,Bruce County,2020-07-17,64,56,,,-14
Canada,Ontario,Bruce County,2020-07-18,119,96,,,19
Canada,Ontario,Bruce County,2020-07-19,84,94,,,8
Canada,Ontario,Bruce County,2020-07-20,69,54,,,-19
Canada,Ontario,Bruce County,2020-07-21,59,41,,,-16
Canada,Ontario,Bruce County,2020-07-22,46,57,,,-19
Canada,Ontario,Bruce County,2020-07-23,60,60,,,-14
Canada,Ontario,Bruce County,2020-07-24,64,54,,,-14
Canada,Ontario,Bruce County,2020-07-25,112,93,,,23
Canada,Ontario,Bruce County,2020-07-26,133,92,,,22
Canada,Ontario,Bruce County,2020-07-27,71,68,,,-21
Canada,Ontario,Bruce County,2020-07-28,68,59,,,-17
Canada,Ontario,Bruce County,2020-07-29,77,76,,,-19
Canada,Ontario,Bruce County,2020-07-30,84,77,,,-16
Canada,Ontario,Bruce County,2020-07-31,87,77,,,-20
Canada,Ontario,Bruce County,2020-08-01,150,109,,,16
Canada,Ontario,Bruce County,2020-08-02,144,130,,,-1
Canada,Ontario,Bruce County,2020-08-03,86,44,,,-62
Canada,Ontario,Bruce County,2020-08-04,74,64,,,-20
Canada,Ontario,Bruce County,2020-08-05,77,78,,,-19
Canada,Ontario,Bruce County,2020-08-06,82,66,,,-15
Canada,Ontario,Bruce County,2020-08-07,73,55,,,-17
Canada,Ontario,Bruce County,2020-08-08,123,76,,,20
Canada,Ontario,Bruce County,2020-08-09,137,92,,,26
Canada,Ontario,Bruce County,2020-08-10,76,67,,,-17
Canada,Ontario,Bruce County,2020-08-11,80,59,,,-14
Canada,Ontario,Bruce County,2020-08-12,76,68,,,-13
Canada,Ontario,Bruce County,2020-08-13,82,64,,,-8
Canada,Ontario,Bruce County,2020-08-14,80,62,,,-12
