country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Lambton County,2020-02-15,1,4,11,-13,4
Canada,Ontario,Lambton County,2020-02-16,15,13,,-8,1
Canada,Ontario,Lambton County,2020-02-17,-9,-27,,-42,-61
Canada,Ontario,Lambton County,2020-02-18,-2,12,-7,-12,2
Canada,Ontario,Lambton County,2020-02-19,1,2,3,-7,1
Canada,Ontario,Lambton County,2020-02-20,7,5,,-15,4
Canada,Ontario,Lambton County,2020-02-21,-1,-3,16,-11,-4
Canada,Ontario,Lambton County,2020-02-22,5,5,,-9,7
Canada,Ontario,Lambton County,2020-02-23,9,8,,-8,-2
Canada,Ontario,Lambton County,2020-02-24,1,0,12,-17,-2
Canada,Ontario,Lambton County,2020-02-25,-2,8,16,-13,-2
Canada,Ontario,Lambton County,2020-02-26,-13,-12,-17,-22,-7
Canada,Ontario,Lambton County,2020-02-27,-9,-8,-9,-22,-12
Canada,Ontario,Lambton County,2020-02-28,-5,-1,-16,-13,-1
Canada,Ontario,Lambton County,2020-02-29,6,5,,-5,6
Canada,Ontario,Lambton County,2020-03-01,17,9,20,-2,4
Canada,Ontario,Lambton County,2020-03-02,5,7,7,-7,5
Canada,Ontario,Lambton County,2020-03-03,2,1,,-10,2
Canada,Ontario,Lambton County,2020-03-04,3,-1,16,-3,2
Canada,Ontario,Lambton County,2020-03-05,6,1,,-9,2
Canada,Ontario,Lambton County,2020-03-06,-7,-4,-13,-10,6
Canada,Ontario,Lambton County,2020-03-07,13,7,,-4,11
Canada,Ontario,Lambton County,2020-03-08,21,10,,-2,3
Canada,Ontario,Lambton County,2020-03-09,6,4,,-11,4
Canada,Ontario,Lambton County,2020-03-10,2,6,14,-18,3
Canada,Ontario,Lambton County,2020-03-11,5,7,29,-7,2
Canada,Ontario,Lambton County,2020-03-12,10,35,,-3,5
Canada,Ontario,Lambton County,2020-03-13,-4,39,20,0,2
Canada,Ontario,Lambton County,2020-03-14,-8,26,,-13,7
Canada,Ontario,Lambton County,2020-03-15,-2,16,,-17,-3
Canada,Ontario,Lambton County,2020-03-16,-6,34,,-19,-22
Canada,Ontario,Lambton County,2020-03-17,-26,18,,-23,-30
Canada,Ontario,Lambton County,2020-03-18,-37,5,,-28,-36
Canada,Ontario,Lambton County,2020-03-19,-39,5,,-36,-38
Canada,Ontario,Lambton County,2020-03-20,-44,2,25,-42,-41
Canada,Ontario,Lambton County,2020-03-21,-50,-6,,-44,-27
Canada,Ontario,Lambton County,2020-03-22,-48,-16,,-36,-33
Canada,Ontario,Lambton County,2020-03-23,-44,-6,-11,-46,-47
Canada,Ontario,Lambton County,2020-03-24,-50,-9,,-47,-48
Canada,Ontario,Lambton County,2020-03-25,-57,-23,,-47,-53
Canada,Ontario,Lambton County,2020-03-26,-57,-20,,-55,-54
Canada,Ontario,Lambton County,2020-03-27,-60,-19,36,-53,-52
Canada,Ontario,Lambton County,2020-03-28,-65,-25,13,-53,-41
Canada,Ontario,Lambton County,2020-03-29,-57,-27,,-44,-40
Canada,Ontario,Lambton County,2020-03-30,-58,-24,-4,-49,-55
Canada,Ontario,Lambton County,2020-03-31,-51,-15,5,-48,-56
Canada,Ontario,Lambton County,2020-04-01,-55,-20,14,-50,-55
Canada,Ontario,Lambton County,2020-04-02,-54,-19,,-52,-55
Canada,Ontario,Lambton County,2020-04-03,-55,-20,22,-51,-53
Canada,Ontario,Lambton County,2020-04-04,-55,-23,,-51,-38
Canada,Ontario,Lambton County,2020-04-05,-63,-35,9,-56,-44
Canada,Ontario,Lambton County,2020-04-06,-56,-22,,-54,-55
Canada,Ontario,Lambton County,2020-04-07,-57,-17,0,-60,-57
Canada,Ontario,Lambton County,2020-04-08,-52,-16,,-48,-56
Canada,Ontario,Lambton County,2020-04-09,-40,5,4,-49,-54
Canada,Ontario,Lambton County,2020-04-10,-81,-72,-10,-74,-79
Canada,Ontario,Lambton County,2020-04-11,-49,3,,-42,-37
Canada,Ontario,Lambton County,2020-04-12,-79,-73,31,-60,-52
Canada,Ontario,Lambton County,2020-04-13,-58,-24,-12,-59,-62
Canada,Ontario,Lambton County,2020-04-14,-51,-15,6,-55,-55
Canada,Ontario,Lambton County,2020-04-15,-51,-18,-5,-51,-55
Canada,Ontario,Lambton County,2020-04-16,-51,-17,,-51,-53
Canada,Ontario,Lambton County,2020-04-17,-57,-24,-27,-54,-53
Canada,Ontario,Lambton County,2020-04-18,-53,-17,,-45,-32
Canada,Ontario,Lambton County,2020-04-19,-55,-31,31,-48,-40
Canada,Ontario,Lambton County,2020-04-20,-48,-15,,-48,-53
Canada,Ontario,Lambton County,2020-04-21,-51,-20,-7,-53,-54
Canada,Ontario,Lambton County,2020-04-22,-48,-16,25,-49,-52
Canada,Ontario,Lambton County,2020-04-23,-51,-22,-3,-54,-53
Canada,Ontario,Lambton County,2020-04-24,-52,-19,35,-51,-51
Canada,Ontario,Lambton County,2020-04-25,-51,-18,,-44,-34
Canada,Ontario,Lambton County,2020-04-26,-50,-22,,-46,-39
Canada,Ontario,Lambton County,2020-04-27,-43,-14,,-44,-49
Canada,Ontario,Lambton County,2020-04-28,-39,-12,,-43,-51
Canada,Ontario,Lambton County,2020-04-29,-45,-16,7,-54,-52
Canada,Ontario,Lambton County,2020-04-30,-43,-8,,-47,-50
Canada,Ontario,Lambton County,2020-05-01,-47,-10,54,-41,-48
Canada,Ontario,Lambton County,2020-05-02,-46,-10,,-39,-31
Canada,Ontario,Lambton County,2020-05-03,-36,-11,,-29,-31
Canada,Ontario,Lambton County,2020-05-04,-44,-7,,-49,-47
Canada,Ontario,Lambton County,2020-05-05,-43,-7,,-45,-48
Canada,Ontario,Lambton County,2020-05-06,-39,-5,,-35,-47
Canada,Ontario,Lambton County,2020-05-07,-43,-7,,-38,-46
Canada,Ontario,Lambton County,2020-05-08,-54,-13,14,-50,-46
Canada,Ontario,Lambton County,2020-05-09,-44,2,,-41,-27
Canada,Ontario,Lambton County,2020-05-10,-32,-2,,-42,-29
Canada,Ontario,Lambton County,2020-05-11,-50,-13,12,-50,-45
Canada,Ontario,Lambton County,2020-05-12,-42,-8,,-48,-44
Canada,Ontario,Lambton County,2020-05-13,-37,-7,,-22,-44
Canada,Ontario,Lambton County,2020-05-14,-42,-4,,-28,-45
Canada,Ontario,Lambton County,2020-05-15,-42,-6,,-20,-44
Canada,Ontario,Lambton County,2020-05-16,-36,-3,,-3,-23
Canada,Ontario,Lambton County,2020-05-17,-35,-7,,0,-30
Canada,Ontario,Lambton County,2020-05-18,-57,-43,,-52,-76
Canada,Ontario,Lambton County,2020-05-19,-33,0,,-23,-42
Canada,Ontario,Lambton County,2020-05-20,-22,5,,-7,-40
Canada,Ontario,Lambton County,2020-05-21,-23,2,,-12,-40
Canada,Ontario,Lambton County,2020-05-22,-32,-1,,-11,-39
Canada,Ontario,Lambton County,2020-05-23,-28,1,,7,-16
Canada,Ontario,Lambton County,2020-05-24,-20,3,,22,-19
Canada,Ontario,Lambton County,2020-05-25,-22,3,,-12,-39
Canada,Ontario,Lambton County,2020-05-26,-26,1,,-10,-37
Canada,Ontario,Lambton County,2020-05-27,-24,2,,3,-37
Canada,Ontario,Lambton County,2020-05-28,-26,1,,-2,-36
Canada,Ontario,Lambton County,2020-05-29,-33,-2,,-2,-35
Canada,Ontario,Lambton County,2020-05-30,-24,5,,13,-4
Canada,Ontario,Lambton County,2020-05-31,-17,1,,35,-8
Canada,Ontario,Lambton County,2020-06-01,-22,2,,0,-34
Canada,Ontario,Lambton County,2020-06-02,-28,2,,-8,-34
Canada,Ontario,Lambton County,2020-06-03,-26,3,,2,-35
Canada,Ontario,Lambton County,2020-06-04,-23,5,,-5,-33
Canada,Ontario,Lambton County,2020-06-05,-29,3,,-10,-33
Canada,Ontario,Lambton County,2020-06-06,-21,9,,6,-8
Canada,Ontario,Lambton County,2020-06-07,-14,5,,13,-14
Canada,Ontario,Lambton County,2020-06-08,-23,4,,-9,-33
Canada,Ontario,Lambton County,2020-06-09,-24,7,,-12,-34
Canada,Ontario,Lambton County,2020-06-10,-22,5,,-22,-34
Canada,Ontario,Lambton County,2020-06-11,-16,7,,-17,-31
Canada,Ontario,Lambton County,2020-06-12,-26,2,,-15,-31
Canada,Ontario,Lambton County,2020-06-13,-15,11,,-6,2
Canada,Ontario,Lambton County,2020-06-14,-10,3,,1,-6
Canada,Ontario,Lambton County,2020-06-15,-15,5,,-20,-32
Canada,Ontario,Lambton County,2020-06-16,-18,6,,-15,-32
Canada,Ontario,Lambton County,2020-06-17,-17,8,,-11,-33
Canada,Ontario,Lambton County,2020-06-18,-19,9,,-20,-31
Canada,Ontario,Lambton County,2020-06-19,-19,8,,-15,-31
Canada,Ontario,Lambton County,2020-06-20,-12,21,,-4,3
Canada,Ontario,Lambton County,2020-06-21,-7,10,,2,0
Canada,Ontario,Lambton County,2020-06-22,-12,1,,-8,-34
Canada,Ontario,Lambton County,2020-06-23,-19,0,,-15,-34
Canada,Ontario,Lambton County,2020-06-24,-13,6,,-12,-30
Canada,Ontario,Lambton County,2020-06-25,-11,9,,-13,-30
Canada,Ontario,Lambton County,2020-06-26,-19,9,,-25,-29
Canada,Ontario,Lambton County,2020-06-27,-11,14,,-22,-2
Canada,Ontario,Lambton County,2020-06-28,1,11,,-22,-2
Canada,Ontario,Lambton County,2020-06-29,-2,15,,-34,-31
Canada,Ontario,Lambton County,2020-06-30,13,45,,-35,-31
Canada,Ontario,Lambton County,2020-07-01,-42,-26,,-55,-65
Canada,Ontario,Lambton County,2020-07-02,0,21,,-47,-35
Canada,Ontario,Lambton County,2020-07-03,-7,18,,-45,-37
Canada,Ontario,Lambton County,2020-07-04,-1,23,,-42,0
Canada,Ontario,Lambton County,2020-07-05,6,16,,-37,-5
Canada,Ontario,Lambton County,2020-07-06,-4,13,,-43,-33
Canada,Ontario,Lambton County,2020-07-07,-8,16,,-42,-33
Canada,Ontario,Lambton County,2020-07-08,-4,12,,-41,-32
Canada,Ontario,Lambton County,2020-07-09,-5,13,,-43,-31
Canada,Ontario,Lambton County,2020-07-10,-17,11,,-51,-32
Canada,Ontario,Lambton County,2020-07-11,-4,16,,-46,-2
Canada,Ontario,Lambton County,2020-07-12,5,16,,-43,-7
Canada,Ontario,Lambton County,2020-07-13,-3,10,,-36,-32
Canada,Ontario,Lambton County,2020-07-14,-6,10,,-41,-32
Canada,Ontario,Lambton County,2020-07-15,-3,10,,-41,-31
Canada,Ontario,Lambton County,2020-07-16,-6,10,,-47,-31
Canada,Ontario,Lambton County,2020-07-17,-13,10,,-41,-29
Canada,Ontario,Lambton County,2020-07-18,-3,22,,-42,1
Canada,Ontario,Lambton County,2020-07-19,-7,6,,-44,-10
Canada,Ontario,Lambton County,2020-07-20,1,13,,-42,-29
Canada,Ontario,Lambton County,2020-07-21,-7,10,,-43,-30
Canada,Ontario,Lambton County,2020-07-22,-7,9,,-38,-30
Canada,Ontario,Lambton County,2020-07-23,-5,10,,-38,-28
Canada,Ontario,Lambton County,2020-07-24,-13,10,,-44,-28
Canada,Ontario,Lambton County,2020-07-25,-3,14,,-44,2
Canada,Ontario,Lambton County,2020-07-26,7,10,,-41,-6
Canada,Ontario,Lambton County,2020-07-27,-7,8,,-41,-32
Canada,Ontario,Lambton County,2020-07-28,-4,10,,-39,-30
Canada,Ontario,Lambton County,2020-07-29,0,15,,-33,-30
Canada,Ontario,Lambton County,2020-07-30,4,15,,-41,-30
Canada,Ontario,Lambton County,2020-07-31,-4,14,,-37,-32
Canada,Ontario,Lambton County,2020-08-01,0,18,,-41,-3
Canada,Ontario,Lambton County,2020-08-02,8,10,,-40,-12
Canada,Ontario,Lambton County,2020-08-03,-24,-17,,-66,-67
Canada,Ontario,Lambton County,2020-08-04,-6,11,,-45,-34
Canada,Ontario,Lambton County,2020-08-05,2,14,,-27,-31
Canada,Ontario,Lambton County,2020-08-06,4,11,,-34,-31
Canada,Ontario,Lambton County,2020-08-07,-8,4,,-42,-30
Canada,Ontario,Lambton County,2020-08-08,0,13,,-42,0
Canada,Ontario,Lambton County,2020-08-09,8,4,,-37,-5
Canada,Ontario,Lambton County,2020-08-10,0,6,,-41,-32
Canada,Ontario,Lambton County,2020-08-11,-4,4,,-39,-31
Canada,Ontario,Lambton County,2020-08-12,-5,5,,-27,-31
Canada,Ontario,Lambton County,2020-08-13,-2,8,,-32,-31
Canada,Ontario,Lambton County,2020-08-14,-8,4,,-37,-30
Canada,Ontario,Lambton County,2020-08-15,5,13,,-31,-1
Canada,Ontario,Lambton County,2020-08-16,3,0,,-34,-11
Canada,Ontario,Lambton County,2020-08-17,,,,,-31
Canada,Ontario,Lambton County,2020-08-18,,,,,-30
Canada,Ontario,Lambton County,2020-08-19,,,,,-30
Canada,Ontario,Lambton County,2020-08-20,,,,,-28
Canada,Ontario,Lambton County,2020-08-21,-6,,,,-30
Canada,Ontario,Lambton County,2020-08-22,,,,,
Canada,Ontario,Lambton County,2020-08-23,,,,,
Canada,Ontario,Lambton County,2020-08-24,,,,,-31
Canada,Ontario,Lambton County,2020-08-25,,,,,-30
Canada,Ontario,Lambton County,2020-08-26,,,,,-29
Canada,Ontario,Lambton County,2020-08-27,,,,,-28
Canada,Ontario,Lambton County,2020-08-28,-12,,,,-32
Canada,Ontario,Lambton County,2020-08-29,,,,,
Canada,Ontario,Lambton County,2020-08-30,,,,,
Canada,Ontario,Lambton County,2020-08-31,,,,,-29
Canada,Ontario,Lambton County,2020-09-01,,,,,-29
Canada,Ontario,Lambton County,2020-09-02,,,,,-28
Canada,Ontario,Lambton County,2020-09-03,,,,,-28
Canada,Ontario,Lambton County,2020-09-04,-2,,,,-29
Canada,Ontario,Lambton County,2020-09-05,,,,,
Canada,Ontario,Lambton County,2020-09-06,,,,,
Canada,Ontario,Lambton County,2020-09-07,,,,,-70
Canada,Ontario,Lambton County,2020-09-08,,,,,-32
Canada,Ontario,Lambton County,2020-09-09,,,,,-28
Canada,Ontario,Lambton County,2020-09-10,,,,,-28
Canada,Ontario,Lambton County,2020-09-11,-11,-5,,-46,-27
Canada,Ontario,Lambton County,2020-09-12,-4,0,,-39,3
Canada,Ontario,Lambton County,2020-09-13,2,-1,,-40,-1
Canada,Ontario,Lambton County,2020-09-14,-3,-4,,-45,-26
Canada,Ontario,Lambton County,2020-09-15,-4,-3,,-41,-24
Canada,Ontario,Lambton County,2020-09-16,-6,-6,,-38,-24
Canada,Ontario,Lambton County,2020-09-17,-7,-6,,-42,-24
Canada,Ontario,Lambton County,2020-09-18,-11,-6,,-44,-23
Canada,Ontario,Lambton County,2020-09-19,-1,0,,-48,1
Canada,Ontario,Lambton County,2020-09-20,3,1,,-43,-2
Canada,Ontario,Lambton County,2020-09-21,-9,-7,,-44,-25
Canada,Ontario,Lambton County,2020-09-22,-11,-8,,-46,-24
Canada,Ontario,Lambton County,2020-09-23,-11,-4,,-44,-23
Canada,Ontario,Lambton County,2020-09-24,-12,-3,,-46,-21
Canada,Ontario,Lambton County,2020-09-25,-16,-7,,-47,-21
Canada,Ontario,Lambton County,2020-09-26,-8,2,,-49,3
Canada,Ontario,Lambton County,2020-09-27,-4,-1,,-51,-6
Canada,Ontario,Lambton County,2020-09-28,-13,0,,-53,-21
Canada,Ontario,Lambton County,2020-09-29,-10,-3,,-47,-21
Canada,Ontario,Lambton County,2020-09-30,-5,2,,-45,-22
Canada,Ontario,Lambton County,2020-10-01,-10,-2,,-44,-20
Canada,Ontario,Lambton County,2020-10-02,-15,-5,,-39,-19
Canada,Ontario,Lambton County,2020-10-03,-6,2,,-38,0
Canada,Ontario,Lambton County,2020-10-04,-7,-4,,-46,-8
Canada,Ontario,Lambton County,2020-10-05,-7,2,,-40,-22
Canada,Ontario,Lambton County,2020-10-06,-10,-2,,-44,-22
Canada,Ontario,Lambton County,2020-10-07,-10,-3,,-39,-20
Canada,Ontario,Lambton County,2020-10-08,-10,3,,-45,-18
Canada,Ontario,Lambton County,2020-10-09,-12,6,,-46,-19
Canada,Ontario,Lambton County,2020-10-10,-12,11,,-55,6
Canada,Ontario,Lambton County,2020-10-11,-7,2,,-48,-1
Canada,Ontario,Lambton County,2020-10-12,-56,-52,,-67,-73
Canada,Ontario,Lambton County,2020-10-13,-13,6,,-51,-19
Canada,Ontario,Lambton County,2020-10-14,-9,-1,,-46,-18
Canada,Ontario,Lambton County,2020-10-15,-10,0,,-47,-18
Canada,Ontario,Lambton County,2020-10-16,-16,-6,,-47,-16
Canada,Ontario,Lambton County,2020-10-17,-8,-1,,-48,5
Canada,Ontario,Lambton County,2020-10-18,-12,-4,,-54,-9
Canada,Ontario,Lambton County,2020-10-19,-12,-3,,-49,-20
Canada,Ontario,Lambton County,2020-10-20,-8,1,,-46,-18
