country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Ottawa,2020-02-15,13,6,68,3,1
Canada,Ontario,Ottawa,2020-02-16,30,26,128,3,4
Canada,Ontario,Ottawa,2020-02-17,-30,-53,52,-40,-62
Canada,Ontario,Ottawa,2020-02-18,-5,9,-8,-6,-2
Canada,Ontario,Ottawa,2020-02-19,0,6,-8,-8,1
Canada,Ontario,Ottawa,2020-02-20,6,4,0,-8,1
Canada,Ontario,Ottawa,2020-02-21,-1,0,9,-9,-8
Canada,Ontario,Ottawa,2020-02-22,17,11,54,5,4
Canada,Ontario,Ottawa,2020-02-23,18,17,38,4,6
Canada,Ontario,Ottawa,2020-02-24,4,5,13,-6,2
Canada,Ontario,Ottawa,2020-02-25,1,10,2,-6,3
Canada,Ontario,Ottawa,2020-02-26,-5,6,-14,-2,1
Canada,Ontario,Ottawa,2020-02-27,-25,-25,-29,-22,-31
Canada,Ontario,Ottawa,2020-02-28,-2,3,-12,2,-3
Canada,Ontario,Ottawa,2020-02-29,13,13,-8,4,7
Canada,Ontario,Ottawa,2020-03-01,17,22,17,3,9
Canada,Ontario,Ottawa,2020-03-02,2,6,-7,-5,4
Canada,Ontario,Ottawa,2020-03-03,0,5,-10,-2,4
Canada,Ontario,Ottawa,2020-03-04,3,9,-9,-2,5
Canada,Ontario,Ottawa,2020-03-05,9,8,-5,-4,-1
Canada,Ontario,Ottawa,2020-03-06,-3,-2,-10,-1,5
Canada,Ontario,Ottawa,2020-03-07,18,12,16,5,6
Canada,Ontario,Ottawa,2020-03-08,16,20,30,0,6
Canada,Ontario,Ottawa,2020-03-09,4,8,11,-8,3
Canada,Ontario,Ottawa,2020-03-10,-2,4,-9,-8,3
Canada,Ontario,Ottawa,2020-03-11,2,12,-7,-5,3
Canada,Ontario,Ottawa,2020-03-12,8,35,-3,-8,0
Canada,Ontario,Ottawa,2020-03-13,-8,41,-22,-18,-6
Canada,Ontario,Ottawa,2020-03-14,-9,24,3,-17,-2
Canada,Ontario,Ottawa,2020-03-15,-13,14,10,-25,-6
Canada,Ontario,Ottawa,2020-03-16,-25,17,-23,-52,-48
Canada,Ontario,Ottawa,2020-03-17,-43,-5,-35,-59,-59
Canada,Ontario,Ottawa,2020-03-18,-46,-9,-23,-61,-61
Canada,Ontario,Ottawa,2020-03-19,-47,-11,-20,-64,-64
Canada,Ontario,Ottawa,2020-03-20,-54,-19,-35,-64,-64
Canada,Ontario,Ottawa,2020-03-21,-55,-24,-9,-54,-39
Canada,Ontario,Ottawa,2020-03-22,-53,-24,21,-58,-39
Canada,Ontario,Ottawa,2020-03-23,-55,-27,-53,-74,-68
Canada,Ontario,Ottawa,2020-03-24,-56,-23,-30,-73,-70
Canada,Ontario,Ottawa,2020-03-25,-62,-33,-39,-74,-72
Canada,Ontario,Ottawa,2020-03-26,-61,-33,-47,-76,-73
Canada,Ontario,Ottawa,2020-03-27,-61,-28,-3,-71,-71
Canada,Ontario,Ottawa,2020-03-28,-62,-34,-13,-66,-49
Canada,Ontario,Ottawa,2020-03-29,-66,-44,-61,-76,-48
Canada,Ontario,Ottawa,2020-03-30,-61,-34,-50,-77,-74
Canada,Ontario,Ottawa,2020-03-31,-56,-25,-18,-72,-74
Canada,Ontario,Ottawa,2020-04-01,-58,-31,-28,-72,-73
Canada,Ontario,Ottawa,2020-04-02,-58,-30,-25,-74,-74
Canada,Ontario,Ottawa,2020-04-03,-63,-33,-44,-75,-73
Canada,Ontario,Ottawa,2020-04-04,-60,-34,12,-59,-48
Canada,Ontario,Ottawa,2020-04-05,-63,-38,-21,-70,-48
Canada,Ontario,Ottawa,2020-04-06,-59,-31,-11,-74,-74
Canada,Ontario,Ottawa,2020-04-07,-60,-28,-28,-75,-74
Canada,Ontario,Ottawa,2020-04-08,-59,-24,-45,-75,-74
Canada,Ontario,Ottawa,2020-04-09,-53,-6,-53,-77,-75
Canada,Ontario,Ottawa,2020-04-10,-86,-80,-54,-85,-89
Canada,Ontario,Ottawa,2020-04-11,-56,-14,-18,-63,-48
Canada,Ontario,Ottawa,2020-04-12,-83,-79,-15,-72,-58
Canada,Ontario,Ottawa,2020-04-13,-64,-36,-64,-83,-80
Canada,Ontario,Ottawa,2020-04-14,-59,-23,-40,-77,-74
Canada,Ontario,Ottawa,2020-04-15,-59,-27,-48,-76,-74
Canada,Ontario,Ottawa,2020-04-16,-59,-27,-39,-76,-74
Canada,Ontario,Ottawa,2020-04-17,-62,-30,-33,-74,-72
Canada,Ontario,Ottawa,2020-04-18,-61,-32,7,-59,-43
Canada,Ontario,Ottawa,2020-04-19,-65,-42,-50,-74,-46
Canada,Ontario,Ottawa,2020-04-20,-58,-29,-16,-74,-73
Canada,Ontario,Ottawa,2020-04-21,-62,-36,-59,-78,-74
Canada,Ontario,Ottawa,2020-04-22,-60,-31,-53,-77,-73
Canada,Ontario,Ottawa,2020-04-23,-56,-23,-22,-73,-73
Canada,Ontario,Ottawa,2020-04-24,-63,-29,-29,-73,-71
Canada,Ontario,Ottawa,2020-04-25,-59,-28,31,-56,-41
Canada,Ontario,Ottawa,2020-04-26,-59,-31,-10,-66,-41
Canada,Ontario,Ottawa,2020-04-27,-57,-26,-16,-73,-72
Canada,Ontario,Ottawa,2020-04-28,-55,-23,-1,-70,-72
Canada,Ontario,Ottawa,2020-04-29,-56,-27,-31,-73,-71
Canada,Ontario,Ottawa,2020-04-30,-57,-28,-59,-77,-72
Canada,Ontario,Ottawa,2020-05-01,-57,-22,-14,-70,-70
Canada,Ontario,Ottawa,2020-05-02,-55,-26,30,-56,-37
Canada,Ontario,Ottawa,2020-05-03,-51,-24,53,-59,-35
Canada,Ontario,Ottawa,2020-05-04,-54,-25,-27,-74,-71
Canada,Ontario,Ottawa,2020-05-05,-53,-22,-12,-71,-71
Canada,Ontario,Ottawa,2020-05-06,-53,-21,-5,-70,-70
Canada,Ontario,Ottawa,2020-05-07,-53,-20,-10,-72,-70
Canada,Ontario,Ottawa,2020-05-08,-58,-22,-27,-72,-68
Canada,Ontario,Ottawa,2020-05-09,-53,-17,-34,-67,-36
Canada,Ontario,Ottawa,2020-05-10,-43,-12,46,-61,-27
Canada,Ontario,Ottawa,2020-05-11,-53,-25,-2,-73,-69
Canada,Ontario,Ottawa,2020-05-12,-52,-22,-13,-73,-69
Canada,Ontario,Ottawa,2020-05-13,-49,-19,15,-69,-68
Canada,Ontario,Ottawa,2020-05-14,-48,-17,12,-69,-69
Canada,Ontario,Ottawa,2020-05-15,-55,-23,-29,-72,-68
Canada,Ontario,Ottawa,2020-05-16,-48,-18,68,-52,-30
Canada,Ontario,Ottawa,2020-05-17,-37,-7,121,-55,-24
Canada,Ontario,Ottawa,2020-05-18,-67,-62,93,-76,-85
Canada,Ontario,Ottawa,2020-05-19,-40,-4,17,-69,-67
Canada,Ontario,Ottawa,2020-05-20,-39,-7,43,-66,-66
Canada,Ontario,Ottawa,2020-05-21,-39,-9,50,-67,-67
Canada,Ontario,Ottawa,2020-05-22,-45,-14,55,-66,-63
Canada,Ontario,Ottawa,2020-05-23,-40,-13,117,-48,-21
Canada,Ontario,Ottawa,2020-05-24,-35,-14,145,-52,-19
Canada,Ontario,Ottawa,2020-05-25,-41,-16,20,-69,-67
Canada,Ontario,Ottawa,2020-05-26,-42,-17,16,-69,-66
Canada,Ontario,Ottawa,2020-05-27,-40,-13,23,-67,-65
Canada,Ontario,Ottawa,2020-05-28,-39,-11,9,-68,-65
Canada,Ontario,Ottawa,2020-05-29,-44,-15,14,-65,-62
Canada,Ontario,Ottawa,2020-05-30,-41,-16,38,-52,-16
Canada,Ontario,Ottawa,2020-05-31,-34,-9,86,-55,-12
Canada,Ontario,Ottawa,2020-06-01,-37,-13,32,-67,-64
Canada,Ontario,Ottawa,2020-06-02,-41,-17,-5,-70,-64
Canada,Ontario,Ottawa,2020-06-03,-40,-12,17,-67,-63
Canada,Ontario,Ottawa,2020-06-04,-35,-9,73,-64,-62
Canada,Ontario,Ottawa,2020-06-05,-42,-14,99,-62,-60
Canada,Ontario,Ottawa,2020-06-06,-38,-13,85,-52,-13
Canada,Ontario,Ottawa,2020-06-07,-30,-9,184,-52,-7
Canada,Ontario,Ottawa,2020-06-08,-34,-11,64,-65,-62
Canada,Ontario,Ottawa,2020-06-09,-37,-13,38,-67,-62
Canada,Ontario,Ottawa,2020-06-10,-36,-11,20,-66,-62
Canada,Ontario,Ottawa,2020-06-11,-33,-8,57,-65,-61
Canada,Ontario,Ottawa,2020-06-12,-37,-11,48,-62,-58
