country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Sudbury District,2020-02-17,,,,,-62
Canada,Ontario,Sudbury District,2020-02-18,,,,,-7
Canada,Ontario,Sudbury District,2020-02-19,,,,,5
Canada,Ontario,Sudbury District,2020-02-20,,,,,8
Canada,Ontario,Sudbury District,2020-02-21,,,,,-7
Canada,Ontario,Sudbury District,2020-02-24,,,,,12
Canada,Ontario,Sudbury District,2020-02-25,,,,,3
Canada,Ontario,Sudbury District,2020-02-26,,,,,0
Canada,Ontario,Sudbury District,2020-02-27,,,,,-10
Canada,Ontario,Sudbury District,2020-02-28,,,,,-2
Canada,Ontario,Sudbury District,2020-03-02,,,,,5
Canada,Ontario,Sudbury District,2020-03-03,,,,,6
Canada,Ontario,Sudbury District,2020-03-04,,,,,6
Canada,Ontario,Sudbury District,2020-03-05,,,,,7
Canada,Ontario,Sudbury District,2020-03-06,,,,,5
Canada,Ontario,Sudbury District,2020-03-09,,,,,8
Canada,Ontario,Sudbury District,2020-03-10,,,,,5
Canada,Ontario,Sudbury District,2020-03-11,,,,,3
Canada,Ontario,Sudbury District,2020-03-12,,,,,3
Canada,Ontario,Sudbury District,2020-03-13,,,,,2
Canada,Ontario,Sudbury District,2020-03-16,,,,,-17
Canada,Ontario,Sudbury District,2020-03-17,,,,,-22
Canada,Ontario,Sudbury District,2020-03-18,,,,,-25
Canada,Ontario,Sudbury District,2020-03-19,,,,,-30
Canada,Ontario,Sudbury District,2020-03-20,,,,,-36
Canada,Ontario,Sudbury District,2020-03-23,,,,,-36
Canada,Ontario,Sudbury District,2020-03-24,,,,,-42
Canada,Ontario,Sudbury District,2020-03-25,,,,,-42
Canada,Ontario,Sudbury District,2020-03-26,,,,,-44
Canada,Ontario,Sudbury District,2020-03-27,,,,,-41
Canada,Ontario,Sudbury District,2020-03-30,,,,,-45
Canada,Ontario,Sudbury District,2020-03-31,,,,,-47
Canada,Ontario,Sudbury District,2020-04-01,,,,,-45
Canada,Ontario,Sudbury District,2020-04-02,,,,,-44
Canada,Ontario,Sudbury District,2020-04-03,,,,,-44
Canada,Ontario,Sudbury District,2020-04-06,,,,,-44
Canada,Ontario,Sudbury District,2020-04-07,,,,,-45
Canada,Ontario,Sudbury District,2020-04-08,,,,,-46
Canada,Ontario,Sudbury District,2020-04-09,,,,,-48
Canada,Ontario,Sudbury District,2020-04-10,,,,,-79
Canada,Ontario,Sudbury District,2020-04-13,,,,,-56
Canada,Ontario,Sudbury District,2020-04-14,,,,,-45
Canada,Ontario,Sudbury District,2020-04-15,,,,,-48
Canada,Ontario,Sudbury District,2020-04-16,,,,,-45
Canada,Ontario,Sudbury District,2020-04-17,,,,,-46
Canada,Ontario,Sudbury District,2020-04-20,,,,,-42
Canada,Ontario,Sudbury District,2020-04-21,,,,,-43
Canada,Ontario,Sudbury District,2020-04-22,,,,,-47
Canada,Ontario,Sudbury District,2020-04-23,,,,,-45
Canada,Ontario,Sudbury District,2020-04-24,,,,,-43
Canada,Ontario,Sudbury District,2020-04-27,,,,,-42
Canada,Ontario,Sudbury District,2020-04-28,,,,,-44
Canada,Ontario,Sudbury District,2020-04-29,,,,,-50
Canada,Ontario,Sudbury District,2020-04-30,,,,,-43
Canada,Ontario,Sudbury District,2020-05-01,,,,,-42
Canada,Ontario,Sudbury District,2020-05-04,,,,,-35
Canada,Ontario,Sudbury District,2020-05-05,,,,,-41
Canada,Ontario,Sudbury District,2020-05-06,,,,,-39
Canada,Ontario,Sudbury District,2020-05-07,,,,,-40
Canada,Ontario,Sudbury District,2020-05-08,,,,,-40
Canada,Ontario,Sudbury District,2020-05-11,,,,,-29
Canada,Ontario,Sudbury District,2020-05-12,,,,,-35
Canada,Ontario,Sudbury District,2020-05-13,,,,,-33
Canada,Ontario,Sudbury District,2020-05-14,,,,,-34
Canada,Ontario,Sudbury District,2020-05-15,,,,,-36
Canada,Ontario,Sudbury District,2020-05-18,,,,,-71
Canada,Ontario,Sudbury District,2020-05-19,,,,,-29
Canada,Ontario,Sudbury District,2020-05-20,,,,,-33
Canada,Ontario,Sudbury District,2020-05-21,,,,,-31
Canada,Ontario,Sudbury District,2020-05-22,,,,,-29
Canada,Ontario,Sudbury District,2020-05-25,,,,,-29
Canada,Ontario,Sudbury District,2020-05-26,,,,,-33
Canada,Ontario,Sudbury District,2020-05-27,,,,,-29
Canada,Ontario,Sudbury District,2020-05-28,,,,,-28
Canada,Ontario,Sudbury District,2020-05-29,,,,,-33
Canada,Ontario,Sudbury District,2020-06-01,,,,,-27
Canada,Ontario,Sudbury District,2020-06-02,,,,,-23
Canada,Ontario,Sudbury District,2020-06-03,,,,,-28
Canada,Ontario,Sudbury District,2020-06-04,,,,,-27
Canada,Ontario,Sudbury District,2020-06-05,,,,,-24
Canada,Ontario,Sudbury District,2020-06-08,,,,,-27
Canada,Ontario,Sudbury District,2020-06-09,,,,,-21
Canada,Ontario,Sudbury District,2020-06-10,,,,,-30
Canada,Ontario,Sudbury District,2020-06-11,,,,,-24
Canada,Ontario,Sudbury District,2020-06-12,,,,,-25
Canada,Ontario,Sudbury District,2020-06-13,,,,,-1
Canada,Ontario,Sudbury District,2020-06-15,,,,,-20
Canada,Ontario,Sudbury District,2020-06-16,,,,,-21
Canada,Ontario,Sudbury District,2020-06-17,,,,,-23
Canada,Ontario,Sudbury District,2020-06-18,,,,,-24
Canada,Ontario,Sudbury District,2020-06-19,,,,,-25
Canada,Ontario,Sudbury District,2020-06-22,,,,,-22
Canada,Ontario,Sudbury District,2020-06-23,,,,,-25
Canada,Ontario,Sudbury District,2020-06-24,,,,,-21
Canada,Ontario,Sudbury District,2020-06-25,,,,,-19
Canada,Ontario,Sudbury District,2020-06-26,,,,,-24
Canada,Ontario,Sudbury District,2020-06-29,,,,,-22
Canada,Ontario,Sudbury District,2020-06-30,,,,,-21
Canada,Ontario,Sudbury District,2020-07-01,,,,,-54
Canada,Ontario,Sudbury District,2020-07-02,,,,,-29
Canada,Ontario,Sudbury District,2020-07-03,,,,,-36
Canada,Ontario,Sudbury District,2020-07-04,,,,,0
Canada,Ontario,Sudbury District,2020-07-06,,,,,-23
Canada,Ontario,Sudbury District,2020-07-07,,,,,-24
Canada,Ontario,Sudbury District,2020-07-08,,,,,-23
Canada,Ontario,Sudbury District,2020-07-09,,,,,-24
Canada,Ontario,Sudbury District,2020-07-10,,,,,-21
Canada,Ontario,Sudbury District,2020-07-13,,,,,-19
Canada,Ontario,Sudbury District,2020-07-14,,,,,-21
Canada,Ontario,Sudbury District,2020-07-15,,,,,-20
