country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Lennox and Addington County,2020-02-15,,13,,58,4
Canada,Ontario,Lennox and Addington County,2020-02-16,,17,,17,
Canada,Ontario,Lennox and Addington County,2020-02-17,,-27,,232,-68
Canada,Ontario,Lennox and Addington County,2020-02-18,,8,,16,-10
Canada,Ontario,Lennox and Addington County,2020-02-19,,5,,18,0
Canada,Ontario,Lennox and Addington County,2020-02-20,,10,,25,7
Canada,Ontario,Lennox and Addington County,2020-02-21,-2,-14,,25,-8
Canada,Ontario,Lennox and Addington County,2020-02-22,,20,,33,5
Canada,Ontario,Lennox and Addington County,2020-02-23,,8,,32,
Canada,Ontario,Lennox and Addington County,2020-02-24,,6,,18,2
Canada,Ontario,Lennox and Addington County,2020-02-25,,7,,21,0
Canada,Ontario,Lennox and Addington County,2020-02-26,,-2,,-3,-10
Canada,Ontario,Lennox and Addington County,2020-02-27,,-17,,2,-12
Canada,Ontario,Lennox and Addington County,2020-02-28,4,4,,28,0
Canada,Ontario,Lennox and Addington County,2020-02-29,,10,,62,0
Canada,Ontario,Lennox and Addington County,2020-03-01,,11,,27,
Canada,Ontario,Lennox and Addington County,2020-03-02,,-2,,24,3
Canada,Ontario,Lennox and Addington County,2020-03-03,,-3,,16,5
Canada,Ontario,Lennox and Addington County,2020-03-04,,5,,7,4
Canada,Ontario,Lennox and Addington County,2020-03-05,,6,,15,6
Canada,Ontario,Lennox and Addington County,2020-03-06,0,-6,,12,6
Canada,Ontario,Lennox and Addington County,2020-03-07,,17,,28,12
Canada,Ontario,Lennox and Addington County,2020-03-08,,6,,19,
Canada,Ontario,Lennox and Addington County,2020-03-09,,11,,19,6
Canada,Ontario,Lennox and Addington County,2020-03-10,,2,,15,0
Canada,Ontario,Lennox and Addington County,2020-03-11,,6,,6,2
Canada,Ontario,Lennox and Addington County,2020-03-12,,29,,20,6
Canada,Ontario,Lennox and Addington County,2020-03-13,10,42,,3,-1
Canada,Ontario,Lennox and Addington County,2020-03-14,,52,,29,8
Canada,Ontario,Lennox and Addington County,2020-03-15,,28,,-2,
Canada,Ontario,Lennox and Addington County,2020-03-16,,51,,25,-20
Canada,Ontario,Lennox and Addington County,2020-03-17,,41,,18,-31
Canada,Ontario,Lennox and Addington County,2020-03-18,,20,,-2,-35
Canada,Ontario,Lennox and Addington County,2020-03-19,,11,,-4,-36
Canada,Ontario,Lennox and Addington County,2020-03-20,-30,9,,-20,-39
Canada,Ontario,Lennox and Addington County,2020-03-21,,10,,12,-26
Canada,Ontario,Lennox and Addington County,2020-03-22,,-3,,-38,-30
Canada,Ontario,Lennox and Addington County,2020-03-23,,0,,-25,-43
Canada,Ontario,Lennox and Addington County,2020-03-24,,1,,-15,-47
Canada,Ontario,Lennox and Addington County,2020-03-25,,-14,,-25,-48
Canada,Ontario,Lennox and Addington County,2020-03-26,,-14,,-29,-50
Canada,Ontario,Lennox and Addington County,2020-03-27,-30,-13,,-56,-51
Canada,Ontario,Lennox and Addington County,2020-03-28,,-2,,-42,-38
Canada,Ontario,Lennox and Addington County,2020-03-29,,-28,,-72,-45
Canada,Ontario,Lennox and Addington County,2020-03-30,,-20,,-48,-52
Canada,Ontario,Lennox and Addington County,2020-03-31,,-6,,-45,-55
Canada,Ontario,Lennox and Addington County,2020-04-01,,-17,,-48,-54
Canada,Ontario,Lennox and Addington County,2020-04-02,,-10,,-44,-54
Canada,Ontario,Lennox and Addington County,2020-04-03,-27,-17,,-54,-53
Canada,Ontario,Lennox and Addington County,2020-04-04,,-4,,-38,-39
Canada,Ontario,Lennox and Addington County,2020-04-05,,-20,,-66,-42
Canada,Ontario,Lennox and Addington County,2020-04-06,,-9,,-42,-54
Canada,Ontario,Lennox and Addington County,2020-04-07,,-5,,-25,-53
Canada,Ontario,Lennox and Addington County,2020-04-08,,-2,,-37,-54
Canada,Ontario,Lennox and Addington County,2020-04-09,,30,,-40,-54
Canada,Ontario,Lennox and Addington County,2020-04-10,-69,-63,,-58,-83
Canada,Ontario,Lennox and Addington County,2020-04-11,,19,,-52,-36
Canada,Ontario,Lennox and Addington County,2020-04-12,,-66,,-70,-48
Canada,Ontario,Lennox and Addington County,2020-04-13,,-21,,-51,-62
Canada,Ontario,Lennox and Addington County,2020-04-14,,1,,-34,-53
Canada,Ontario,Lennox and Addington County,2020-04-15,,-4,,-43,-53
Canada,Ontario,Lennox and Addington County,2020-04-16,,-8,,-36,-52
Canada,Ontario,Lennox and Addington County,2020-04-17,-25,-9,,-55,-53
Canada,Ontario,Lennox and Addington County,2020-04-18,,-3,,-39,-37
Canada,Ontario,Lennox and Addington County,2020-04-19,,-21,,-69,-44
Canada,Ontario,Lennox and Addington County,2020-04-20,,-3,,-41,-47
Canada,Ontario,Lennox and Addington County,2020-04-21,,-1,,-33,-51
Canada,Ontario,Lennox and Addington County,2020-04-22,,-11,,-31,-50
Canada,Ontario,Lennox and Addington County,2020-04-23,,-3,,-32,-49
Canada,Ontario,Lennox and Addington County,2020-04-24,-25,-18,,-45,-51
Canada,Ontario,Lennox and Addington County,2020-04-25,,-3,,-28,-33
Canada,Ontario,Lennox and Addington County,2020-04-26,,-17,,-61,-41
Canada,Ontario,Lennox and Addington County,2020-04-27,,-8,,-33,-47
Canada,Ontario,Lennox and Addington County,2020-04-28,,-1,,-26,-49
Canada,Ontario,Lennox and Addington County,2020-04-29,,-1,,-36,-50
Canada,Ontario,Lennox and Addington County,2020-04-30,,-4,,-35,-50
Canada,Ontario,Lennox and Addington County,2020-05-01,-8,-2,,-46,-50
Canada,Ontario,Lennox and Addington County,2020-05-02,,4,,-25,-32
Canada,Ontario,Lennox and Addington County,2020-05-03,,0,,-57,-32
Canada,Ontario,Lennox and Addington County,2020-05-04,,4,,-31,-46
Canada,Ontario,Lennox and Addington County,2020-05-05,,5,,-23,-48
Canada,Ontario,Lennox and Addington County,2020-05-06,,6,,-22,-47
