country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Parry Sound District,2020-02-15,34,,,,
Canada,Ontario,Parry Sound District,2020-02-16,28,,,,
Canada,Ontario,Parry Sound District,2020-02-17,-2,-37,,,-69
Canada,Ontario,Parry Sound District,2020-02-18,-5,13,,,-4
Canada,Ontario,Parry Sound District,2020-02-19,2,4,,,2
Canada,Ontario,Parry Sound District,2020-02-20,4,2,,,4
Canada,Ontario,Parry Sound District,2020-02-21,2,-6,-2,,-7
Canada,Ontario,Parry Sound District,2020-02-22,18,,48,,
Canada,Ontario,Parry Sound District,2020-02-23,12,,,,
Canada,Ontario,Parry Sound District,2020-02-24,-1,7,,,0
Canada,Ontario,Parry Sound District,2020-02-25,5,10,,,1
Canada,Ontario,Parry Sound District,2020-02-26,-5,8,,,4
Canada,Ontario,Parry Sound District,2020-02-27,-13,-13,,,-13
Canada,Ontario,Parry Sound District,2020-02-28,5,0,-3,,7
Canada,Ontario,Parry Sound District,2020-02-29,25,,30,,
Canada,Ontario,Parry Sound District,2020-03-01,15,,,,
Canada,Ontario,Parry Sound District,2020-03-02,6,2,,,5
Canada,Ontario,Parry Sound District,2020-03-03,6,-2,,,5
Canada,Ontario,Parry Sound District,2020-03-04,5,-7,,,6
Canada,Ontario,Parry Sound District,2020-03-05,11,3,,,-2
Canada,Ontario,Parry Sound District,2020-03-06,5,-7,0,,4
Canada,Ontario,Parry Sound District,2020-03-07,27,,49,,
Canada,Ontario,Parry Sound District,2020-03-08,15,,,,
Canada,Ontario,Parry Sound District,2020-03-09,5,-3,,,6
Canada,Ontario,Parry Sound District,2020-03-10,-2,3,,,4
Canada,Ontario,Parry Sound District,2020-03-11,13,1,,,7
Canada,Ontario,Parry Sound District,2020-03-12,11,21,,,6
Canada,Ontario,Parry Sound District,2020-03-13,-3,24,-10,,-5
Canada,Ontario,Parry Sound District,2020-03-14,12,,29,,
Canada,Ontario,Parry Sound District,2020-03-16,,37,,,-19
Canada,Ontario,Parry Sound District,2020-03-17,,32,,,-25
Canada,Ontario,Parry Sound District,2020-03-18,,16,,,-29
Canada,Ontario,Parry Sound District,2020-03-19,-27,21,,,-30
Canada,Ontario,Parry Sound District,2020-03-20,-36,1,-6,,-32
Canada,Ontario,Parry Sound District,2020-03-21,-27,,33,,-21
Canada,Ontario,Parry Sound District,2020-03-23,,4,,,-36
Canada,Ontario,Parry Sound District,2020-03-24,,-2,,,-39
Canada,Ontario,Parry Sound District,2020-03-25,-40,-6,,,-42
Canada,Ontario,Parry Sound District,2020-03-26,-48,-20,,,-44
Canada,Ontario,Parry Sound District,2020-03-27,-47,-11,8,,-41
Canada,Ontario,Parry Sound District,2020-03-28,-41,,7,,-31
Canada,Ontario,Parry Sound District,2020-03-29,,,-34,,-34
Canada,Ontario,Parry Sound District,2020-03-30,,-8,,,-46
Canada,Ontario,Parry Sound District,2020-03-31,,-6,,,-46
Canada,Ontario,Parry Sound District,2020-04-01,,-7,,,-44
Canada,Ontario,Parry Sound District,2020-04-02,-42,-10,,,-44
Canada,Ontario,Parry Sound District,2020-04-03,-48,-20,-23,,-45
Canada,Ontario,Parry Sound District,2020-04-04,-42,,8,,-31
Canada,Ontario,Parry Sound District,2020-04-05,-57,,9,,-35
Canada,Ontario,Parry Sound District,2020-04-06,,-18,,,-47
Canada,Ontario,Parry Sound District,2020-04-07,,-12,,,-47
Canada,Ontario,Parry Sound District,2020-04-08,-38,-1,,,-47
Canada,Ontario,Parry Sound District,2020-04-09,-31,28,,,-47
Canada,Ontario,Parry Sound District,2020-04-10,-79,,-3,,-80
Canada,Ontario,Parry Sound District,2020-04-11,-26,,14,,-30
Canada,Ontario,Parry Sound District,2020-04-12,-78,,-3,,-46
Canada,Ontario,Parry Sound District,2020-04-13,,-24,,,-58
Canada,Ontario,Parry Sound District,2020-04-14,,-11,,,-47
Canada,Ontario,Parry Sound District,2020-04-15,-40,-13,,,-46
Canada,Ontario,Parry Sound District,2020-04-16,-38,-9,,,-46
Canada,Ontario,Parry Sound District,2020-04-17,-44,-16,1,,-46
Canada,Ontario,Parry Sound District,2020-04-18,-37,,30,,-31
Canada,Ontario,Parry Sound District,2020-04-19,,,-12,,-36
Canada,Ontario,Parry Sound District,2020-04-20,,,,,-42
Canada,Ontario,Parry Sound District,2020-04-21,,-18,,,-45
Canada,Ontario,Parry Sound District,2020-04-22,,-17,,,-40
Canada,Ontario,Parry Sound District,2020-04-23,-34,-7,,,-44
Canada,Ontario,Parry Sound District,2020-04-24,-41,-16,30,,-41
Canada,Ontario,Parry Sound District,2020-04-25,-26,,,,-31
Canada,Ontario,Parry Sound District,2020-04-27,,-3,,,-41
Canada,Ontario,Parry Sound District,2020-04-28,,-7,,,-40
Canada,Ontario,Parry Sound District,2020-04-29,,-12,,,-43
Canada,Ontario,Parry Sound District,2020-04-30,-27,0,,,-43
Canada,Ontario,Parry Sound District,2020-05-01,-28,-5,60,,-39
Canada,Ontario,Parry Sound District,2020-05-02,-21,,,,-31
Canada,Ontario,Parry Sound District,2020-05-04,,-4,,,-40
Canada,Ontario,Parry Sound District,2020-05-05,,-2,,,-40
Canada,Ontario,Parry Sound District,2020-05-06,,-4,,,-39
Canada,Ontario,Parry Sound District,2020-05-07,-20,2,,,-39
Canada,Ontario,Parry Sound District,2020-05-08,-37,-13,12,,-38
Canada,Ontario,Parry Sound District,2020-05-09,-15,,29,,-24
Canada,Ontario,Parry Sound District,2020-05-11,,-8,,,-37
Canada,Ontario,Parry Sound District,2020-05-12,,4,,,-35
Canada,Ontario,Parry Sound District,2020-05-13,,6,,,-34
Canada,Ontario,Parry Sound District,2020-05-14,,11,,,-35
Canada,Ontario,Parry Sound District,2020-05-15,-12,6,,,-35
Canada,Ontario,Parry Sound District,2020-05-16,,,,,-16
Canada,Ontario,Parry Sound District,2020-05-18,,,,,-73
Canada,Ontario,Parry Sound District,2020-05-19,,19,,,-32
Canada,Ontario,Parry Sound District,2020-05-20,,22,,,-33
Canada,Ontario,Parry Sound District,2020-05-21,,26,,,-32
Canada,Ontario,Parry Sound District,2020-05-22,7,15,,,-30
Canada,Ontario,Parry Sound District,2020-05-25,,12,,,-29
Canada,Ontario,Parry Sound District,2020-05-26,,13,,,-29
Canada,Ontario,Parry Sound District,2020-05-27,,23,,,-29
Canada,Ontario,Parry Sound District,2020-05-28,,13,,,-27
Canada,Ontario,Parry Sound District,2020-05-29,-5,10,,,-27
Canada,Ontario,Parry Sound District,2020-06-01,,14,,,-25
Canada,Ontario,Parry Sound District,2020-06-02,,14,,,-25
Canada,Ontario,Parry Sound District,2020-06-03,,14,,,-25
Canada,Ontario,Parry Sound District,2020-06-04,,25,,,-27
Canada,Ontario,Parry Sound District,2020-06-05,11,14,,,-26
Canada,Ontario,Parry Sound District,2020-06-08,,26,,,-23
Canada,Ontario,Parry Sound District,2020-06-09,,16,,,-22
Canada,Ontario,Parry Sound District,2020-06-10,,24,,,-24
Canada,Ontario,Parry Sound District,2020-06-11,,25,,,-19
Canada,Ontario,Parry Sound District,2020-06-12,20,25,,,-18
Canada,Ontario,Parry Sound District,2020-06-13,,,,,16
Canada,Ontario,Parry Sound District,2020-06-14,,,,,6
Canada,Ontario,Parry Sound District,2020-06-15,,38,,,-18
Canada,Ontario,Parry Sound District,2020-06-16,,31,,,-18
Canada,Ontario,Parry Sound District,2020-06-17,,36,,,-18
Canada,Ontario,Parry Sound District,2020-06-18,,51,,,-19
Canada,Ontario,Parry Sound District,2020-06-19,38,44,,,-19
Canada,Ontario,Parry Sound District,2020-06-20,,,,,16
Canada,Ontario,Parry Sound District,2020-06-21,,,,,11
Canada,Ontario,Parry Sound District,2020-06-22,,38,,,-21
Canada,Ontario,Parry Sound District,2020-06-23,,26,,,-22
Canada,Ontario,Parry Sound District,2020-06-24,,26,,,-16
Canada,Ontario,Parry Sound District,2020-06-25,,52,,,-15
Canada,Ontario,Parry Sound District,2020-06-26,54,51,,,-12
Canada,Ontario,Parry Sound District,2020-06-27,,,,,19
Canada,Ontario,Parry Sound District,2020-06-28,,,,,9
Canada,Ontario,Parry Sound District,2020-06-29,,,,,-21
Canada,Ontario,Parry Sound District,2020-06-30,,,,,-18
Canada,Ontario,Parry Sound District,2020-07-01,,47,,,-49
Canada,Ontario,Parry Sound District,2020-07-02,,,,,-22
Canada,Ontario,Parry Sound District,2020-07-03,,95,,,-26
Canada,Ontario,Parry Sound District,2020-07-04,,,,,12
Canada,Ontario,Parry Sound District,2020-07-05,,,,,7
Canada,Ontario,Parry Sound District,2020-07-06,,,,,-22
Canada,Ontario,Parry Sound District,2020-07-07,,,,,-19
Canada,Ontario,Parry Sound District,2020-07-08,,59,,,-17
Canada,Ontario,Parry Sound District,2020-07-09,,73,,,-20
Canada,Ontario,Parry Sound District,2020-07-10,55,69,,,-18
Canada,Ontario,Parry Sound District,2020-07-11,,,,,18
Canada,Ontario,Parry Sound District,2020-07-12,,,,,12
Canada,Ontario,Parry Sound District,2020-07-13,,62,,,-20
Canada,Ontario,Parry Sound District,2020-07-14,,60,,,-20
Canada,Ontario,Parry Sound District,2020-07-15,,,,,-15
Canada,Ontario,Parry Sound District,2020-07-16,,73,,,-18
Canada,Ontario,Parry Sound District,2020-07-17,70,76,,,-15
Canada,Ontario,Parry Sound District,2020-07-18,,,,,13
Canada,Ontario,Parry Sound District,2020-07-19,,,,,1
Canada,Ontario,Parry Sound District,2020-07-20,,,,,-18
Canada,Ontario,Parry Sound District,2020-07-21,,,,,-17
Canada,Ontario,Parry Sound District,2020-07-22,,,,,-19
Canada,Ontario,Parry Sound District,2020-07-23,,73,,,-16
Canada,Ontario,Parry Sound District,2020-07-24,75,82,,,-14
Canada,Ontario,Parry Sound District,2020-07-25,,,,,18
Canada,Ontario,Parry Sound District,2020-07-26,,,,,5
Canada,Ontario,Parry Sound District,2020-07-27,,,,,-23
Canada,Ontario,Parry Sound District,2020-07-28,,,,,-19
Canada,Ontario,Parry Sound District,2020-07-29,99,,,,-19
Canada,Ontario,Parry Sound District,2020-07-30,118,,,,-19
Canada,Ontario,Parry Sound District,2020-07-31,123,122,,,-21
Canada,Ontario,Parry Sound District,2020-08-01,161,,,,11
Canada,Ontario,Parry Sound District,2020-08-02,,,,,-7
Canada,Ontario,Parry Sound District,2020-08-03,,61,,,-60
Canada,Ontario,Parry Sound District,2020-08-04,130,,,,-23
Canada,Ontario,Parry Sound District,2020-08-05,103,,,,-17
Canada,Ontario,Parry Sound District,2020-08-06,98,,,,-16
Canada,Ontario,Parry Sound District,2020-08-07,91,90,,,-17
Canada,Ontario,Parry Sound District,2020-08-08,148,,,,20
Canada,Ontario,Parry Sound District,2020-08-09,,,,,11
Canada,Ontario,Parry Sound District,2020-08-10,105,,,,-18
Canada,Ontario,Parry Sound District,2020-08-11,98,,,,-15
Canada,Ontario,Parry Sound District,2020-08-12,93,,,,-12
Canada,Ontario,Parry Sound District,2020-08-13,100,80,,,-12
Canada,Ontario,Parry Sound District,2020-08-14,98,89,,,-15
Canada,Ontario,Parry Sound District,2020-08-15,143,,,,27
Canada,Ontario,Parry Sound District,2020-08-16,,,,,13
Canada,Ontario,Parry Sound District,2020-08-17,,,,,
Canada,Ontario,Parry Sound District,2020-08-18,,,,,
Canada,Ontario,Parry Sound District,2020-08-19,,,,,
Canada,Ontario,Parry Sound District,2020-08-20,,,,,
Canada,Ontario,Parry Sound District,2020-08-24,,,,,
Canada,Ontario,Parry Sound District,2020-08-25,,,,,
Canada,Ontario,Parry Sound District,2020-08-26,,,,,
Canada,Ontario,Parry Sound District,2020-08-27,,,,,
Canada,Ontario,Parry Sound District,2020-08-31,,,,,
Canada,Ontario,Parry Sound District,2020-09-01,,,,,
Canada,Ontario,Parry Sound District,2020-09-02,,,,,
Canada,Ontario,Parry Sound District,2020-09-03,,,,,
Canada,Ontario,Parry Sound District,2020-09-08,,,,,
Canada,Ontario,Parry Sound District,2020-09-09,,,,,
Canada,Ontario,Parry Sound District,2020-09-10,,,,,
Canada,Ontario,Parry Sound District,2020-09-11,55,37,,,-8
Canada,Ontario,Parry Sound District,2020-09-12,93,,,,27
Canada,Ontario,Parry Sound District,2020-09-13,76,,,,22
Canada,Ontario,Parry Sound District,2020-09-14,57,27,,,-3
Canada,Ontario,Parry Sound District,2020-09-15,55,32,,,-1
Canada,Ontario,Parry Sound District,2020-09-16,49,23,,,-1
Canada,Ontario,Parry Sound District,2020-09-17,51,26,,,-1
Canada,Ontario,Parry Sound District,2020-09-18,54,30,,,-3
Canada,Ontario,Parry Sound District,2020-09-19,94,,,,30
Canada,Ontario,Parry Sound District,2020-09-20,83,,,,29
Canada,Ontario,Parry Sound District,2020-09-21,47,29,,,-4
Canada,Ontario,Parry Sound District,2020-09-22,45,27,,,-1
Canada,Ontario,Parry Sound District,2020-09-23,34,23,,,0
Canada,Ontario,Parry Sound District,2020-09-24,42,32,,,-3
Canada,Ontario,Parry Sound District,2020-09-25,51,35,,,-3
Canada,Ontario,Parry Sound District,2020-09-26,87,,,,28
Canada,Ontario,Parry Sound District,2020-09-27,80,,,,23
Canada,Ontario,Parry Sound District,2020-09-28,41,26,,,0
Canada,Ontario,Parry Sound District,2020-09-29,40,30,,,-1
Canada,Ontario,Parry Sound District,2020-09-30,28,22,,,-4
Canada,Ontario,Parry Sound District,2020-10-01,34,32,,,-1
Canada,Ontario,Parry Sound District,2020-10-02,43,32,,,-1
Canada,Ontario,Parry Sound District,2020-10-03,84,,,,22
Canada,Ontario,Parry Sound District,2020-10-04,63,,,,17
Canada,Ontario,Parry Sound District,2020-10-05,40,23,,,-4
Canada,Ontario,Parry Sound District,2020-10-06,36,23,,,-6
Canada,Ontario,Parry Sound District,2020-10-07,31,28,,,-3
Canada,Ontario,Parry Sound District,2020-10-08,46,40,,,-4
Canada,Ontario,Parry Sound District,2020-10-09,54,50,,,-4
Canada,Ontario,Parry Sound District,2020-10-10,100,,,,18
Canada,Ontario,Parry Sound District,2020-10-11,71,,,,4
Canada,Ontario,Parry Sound District,2020-10-12,,-15,,,-66
Canada,Ontario,Parry Sound District,2020-10-13,48,35,,,-4
Canada,Ontario,Parry Sound District,2020-10-14,35,18,,,-1
Canada,Ontario,Parry Sound District,2020-10-15,28,16,,,-2
Canada,Ontario,Parry Sound District,2020-10-16,22,12,,,0
Canada,Ontario,Parry Sound District,2020-10-17,52,,,,21
Canada,Ontario,Parry Sound District,2020-10-18,,,,,16
Canada,Ontario,Parry Sound District,2020-10-19,27,5,,,-3
Canada,Ontario,Parry Sound District,2020-10-20,28,12,,,-4
Canada,Ontario,Parry Sound District,2020-10-21,22,8,,,-3
Canada,Ontario,Parry Sound District,2020-10-22,20,11,,,-3
Canada,Ontario,Parry Sound District,2020-10-23,21,6,,,-2
Canada,Ontario,Parry Sound District,2020-10-24,46,,,,16
Canada,Ontario,Parry Sound District,2020-10-25,38,,,,7
Canada,Ontario,Parry Sound District,2020-10-26,20,12,,,-10
Canada,Ontario,Parry Sound District,2020-10-27,14,5,,,-9
Canada,Ontario,Parry Sound District,2020-10-28,16,12,,,-7
Canada,Ontario,Parry Sound District,2020-10-29,17,13,,,-6
Canada,Ontario,Parry Sound District,2020-10-30,14,12,,,-7
Canada,Ontario,Parry Sound District,2020-10-31,31,,,,16
Canada,Ontario,Parry Sound District,2020-11-01,,,,,1
Canada,Ontario,Parry Sound District,2020-11-02,6,-5,,,-13
Canada,Ontario,Parry Sound District,2020-11-03,9,5,,,-11
Canada,Ontario,Parry Sound District,2020-11-04,14,-1,,,-6
Canada,Ontario,Parry Sound District,2020-11-05,14,10,,,-8
Canada,Ontario,Parry Sound District,2020-11-06,11,6,,,-8
Canada,Ontario,Parry Sound District,2020-11-07,37,,,,12
Canada,Ontario,Parry Sound District,2020-11-08,25,,,,6
Canada,Ontario,Parry Sound District,2020-11-09,19,8,,,-11
Canada,Ontario,Parry Sound District,2020-11-10,26,8,,,-11
Canada,Ontario,Parry Sound District,2020-11-11,14,2,,,-14
Canada,Ontario,Parry Sound District,2020-11-12,15,10,,,-7
Canada,Ontario,Parry Sound District,2020-11-13,7,1,49,,-8
Canada,Ontario,Parry Sound District,2020-11-14,25,,,,14
