country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Waterloo Regional Municipality,2020-02-15,3,2,-47,11,0
Canada,Ontario,Waterloo Regional Municipality,2020-02-16,13,15,-27,0,-6
Canada,Ontario,Waterloo Regional Municipality,2020-02-17,-32,-61,-5,-48,-78
Canada,Ontario,Waterloo Regional Municipality,2020-02-18,-2,18,-53,4,1
Canada,Ontario,Waterloo Regional Municipality,2020-02-19,-1,4,-50,0,1
Canada,Ontario,Waterloo Regional Municipality,2020-02-20,0,2,-54,-1,3
Canada,Ontario,Waterloo Regional Municipality,2020-02-21,1,-5,-50,3,-5
Canada,Ontario,Waterloo Regional Municipality,2020-02-22,9,6,-29,21,9
Canada,Ontario,Waterloo Regional Municipality,2020-02-23,13,7,-6,8,7
Canada,Ontario,Waterloo Regional Municipality,2020-02-24,3,1,-44,-1,2
Canada,Ontario,Waterloo Regional Municipality,2020-02-25,1,6,-46,5,6
Canada,Ontario,Waterloo Regional Municipality,2020-02-26,-8,-5,-50,-1,1
Canada,Ontario,Waterloo Regional Municipality,2020-02-27,-11,-13,-61,-7,1
Canada,Ontario,Waterloo Regional Municipality,2020-02-28,-5,-9,-60,-2,0
Canada,Ontario,Waterloo Regional Municipality,2020-02-29,10,7,-48,17,9
Canada,Ontario,Waterloo Regional Municipality,2020-03-01,11,10,-29,0,6
Canada,Ontario,Waterloo Regional Municipality,2020-03-02,5,5,-54,-9,0
Canada,Ontario,Waterloo Regional Municipality,2020-03-03,3,3,-49,-2,4
Canada,Ontario,Waterloo Regional Municipality,2020-03-04,6,3,-42,-1,1
Canada,Ontario,Waterloo Regional Municipality,2020-03-05,7,7,-34,-1,1
Canada,Ontario,Waterloo Regional Municipality,2020-03-06,-3,-11,-53,-1,2
Canada,Ontario,Waterloo Regional Municipality,2020-03-07,12,8,-30,19,10
Canada,Ontario,Waterloo Regional Municipality,2020-03-08,13,8,6,2,6
Canada,Ontario,Waterloo Regional Municipality,2020-03-09,6,2,-26,-1,2
Canada,Ontario,Waterloo Regional Municipality,2020-03-10,2,3,-49,0,5
Canada,Ontario,Waterloo Regional Municipality,2020-03-11,5,6,-41,3,3
Canada,Ontario,Waterloo Regional Municipality,2020-03-12,8,33,-45,-3,3
Canada,Ontario,Waterloo Regional Municipality,2020-03-13,3,40,-56,-3,0
Canada,Ontario,Waterloo Regional Municipality,2020-03-14,-7,18,-54,-6,3
Canada,Ontario,Waterloo Regional Municipality,2020-03-15,-7,9,-2,-17,-3
Canada,Ontario,Waterloo Regional Municipality,2020-03-16,-11,27,-38,-36,-29
Canada,Ontario,Waterloo Regional Municipality,2020-03-17,-30,13,-45,-39,-36
Canada,Ontario,Waterloo Regional Municipality,2020-03-18,-36,-1,-40,-44,-42
Canada,Ontario,Waterloo Regional Municipality,2020-03-19,-40,-2,-36,-50,-45
Canada,Ontario,Waterloo Regional Municipality,2020-03-20,-46,-15,-65,-50,-48
Canada,Ontario,Waterloo Regional Municipality,2020-03-21,-49,-23,-23,-38,-33
Canada,Ontario,Waterloo Regional Municipality,2020-03-22,-51,-27,-23,-50,-36
