country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Cochrane District,2020-02-15,5,3,,-2,0
Canada,Ontario,Cochrane District,2020-02-16,7,11,,,3
Canada,Ontario,Cochrane District,2020-02-17,-51,-69,,-17,-61
Canada,Ontario,Cochrane District,2020-02-18,-1,20,,-3,1
Canada,Ontario,Cochrane District,2020-02-19,2,11,,0,1
Canada,Ontario,Cochrane District,2020-02-20,8,18,,7,2
Canada,Ontario,Cochrane District,2020-02-21,2,5,,8,-2
Canada,Ontario,Cochrane District,2020-02-22,14,6,,20,6
Canada,Ontario,Cochrane District,2020-02-23,8,6,,,8
Canada,Ontario,Cochrane District,2020-02-24,-1,4,,19,3
Canada,Ontario,Cochrane District,2020-02-25,5,11,,13,4
Canada,Ontario,Cochrane District,2020-02-26,3,12,,10,4
Canada,Ontario,Cochrane District,2020-02-27,-16,-7,,-26,-7
Canada,Ontario,Cochrane District,2020-02-28,-4,3,,8,-3
Canada,Ontario,Cochrane District,2020-02-29,16,21,,18,8
Canada,Ontario,Cochrane District,2020-03-01,11,12,,,8
Canada,Ontario,Cochrane District,2020-03-02,6,16,,-2,2
Canada,Ontario,Cochrane District,2020-03-03,6,15,,7,4
Canada,Ontario,Cochrane District,2020-03-04,8,21,,15,3
Canada,Ontario,Cochrane District,2020-03-05,12,23,,11,1
Canada,Ontario,Cochrane District,2020-03-06,5,13,,8,6
Canada,Ontario,Cochrane District,2020-03-07,15,15,,-6,6
Canada,Ontario,Cochrane District,2020-03-08,7,10,,,6
Canada,Ontario,Cochrane District,2020-03-09,1,11,,0,2
Canada,Ontario,Cochrane District,2020-03-10,8,19,,0,3
Canada,Ontario,Cochrane District,2020-03-11,10,18,,2,4
Canada,Ontario,Cochrane District,2020-03-12,15,32,,3,4
Canada,Ontario,Cochrane District,2020-03-13,-2,26,,-3,1
