country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Regional Municipality of Durham,2020-02-15,4,6,18,6,2
Canada,Ontario,Regional Municipality of Durham,2020-02-16,15,13,29,1,-2
Canada,Ontario,Regional Municipality of Durham,2020-02-17,-24,-42,52,-47,-75
Canada,Ontario,Regional Municipality of Durham,2020-02-18,0,12,-1,0,-2
Canada,Ontario,Regional Municipality of Durham,2020-02-19,2,6,-1,-4,3
Canada,Ontario,Regional Municipality of Durham,2020-02-20,4,7,4,-1,2
Canada,Ontario,Regional Municipality of Durham,2020-02-21,1,-3,-4,-2,-6
Canada,Ontario,Regional Municipality of Durham,2020-02-22,9,8,43,18,9
Canada,Ontario,Regional Municipality of Durham,2020-02-23,11,3,48,9,6
Canada,Ontario,Regional Municipality of Durham,2020-02-24,3,2,19,-3,1
Canada,Ontario,Regional Municipality of Durham,2020-02-25,2,7,4,2,2
Canada,Ontario,Regional Municipality of Durham,2020-02-26,-8,-4,-11,-8,-3
Canada,Ontario,Regional Municipality of Durham,2020-02-27,-13,-12,-19,-11,-10
Canada,Ontario,Regional Municipality of Durham,2020-02-28,-11,-9,-16,-2,-3
Canada,Ontario,Regional Municipality of Durham,2020-02-29,8,9,21,7,9
Canada,Ontario,Regional Municipality of Durham,2020-03-01,12,7,23,1,6
Canada,Ontario,Regional Municipality of Durham,2020-03-02,2,4,0,-4,3
Canada,Ontario,Regional Municipality of Durham,2020-03-03,1,0,-7,-3,4
Canada,Ontario,Regional Municipality of Durham,2020-03-04,5,4,0,-3,5
Canada,Ontario,Regional Municipality of Durham,2020-03-05,5,6,19,-1,2
Canada,Ontario,Regional Municipality of Durham,2020-03-06,-2,-3,-1,-2,4
Canada,Ontario,Regional Municipality of Durham,2020-03-07,10,8,45,7,9
Canada,Ontario,Regional Municipality of Durham,2020-03-08,11,5,79,5,4
Canada,Ontario,Regional Municipality of Durham,2020-03-09,5,6,46,-3,3
Canada,Ontario,Regional Municipality of Durham,2020-03-10,1,3,-2,-6,2
Canada,Ontario,Regional Municipality of Durham,2020-03-11,5,10,4,-5,3
Canada,Ontario,Regional Municipality of Durham,2020-03-12,9,41,30,-9,2
Canada,Ontario,Regional Municipality of Durham,2020-03-13,-3,46,10,-25,-13
Canada,Ontario,Regional Municipality of Durham,2020-03-14,-10,27,38,-16,1
Canada,Ontario,Regional Municipality of Durham,2020-03-15,-10,11,65,-20,-6
Canada,Ontario,Regional Municipality of Durham,2020-03-16,-9,30,32,-43,-31
Canada,Ontario,Regional Municipality of Durham,2020-03-17,-27,14,16,-52,-39
Canada,Ontario,Regional Municipality of Durham,2020-03-18,-32,2,19,-56,-43
Canada,Ontario,Regional Municipality of Durham,2020-03-19,-34,6,29,-57,-47
Canada,Ontario,Regional Municipality of Durham,2020-03-20,-44,-5,0,-60,-49
Canada,Ontario,Regional Municipality of Durham,2020-03-21,-48,-9,54,-47,-32
Canada,Ontario,Regional Municipality of Durham,2020-03-22,-50,-24,28,-51,-36
Canada,Ontario,Regional Municipality of Durham,2020-03-23,-46,-11,-32,-68,-55
Canada,Ontario,Regional Municipality of Durham,2020-03-24,-47,-11,3,-66,-57
Canada,Ontario,Regional Municipality of Durham,2020-03-25,-53,-24,9,-68,-60
Canada,Ontario,Regional Municipality of Durham,2020-03-26,-54,-18,-2,-70,-61
Canada,Ontario,Regional Municipality of Durham,2020-03-27,-54,-20,23,-67,-60
Canada,Ontario,Regional Municipality of Durham,2020-03-28,-60,-26,-8,-59,-44
Canada,Ontario,Regional Municipality of Durham,2020-03-29,-59,-37,-2,-63,-44
Canada,Ontario,Regional Municipality of Durham,2020-03-30,-54,-29,-37,-74,-62
Canada,Ontario,Regional Municipality of Durham,2020-03-31,-49,-19,-20,-69,-63
Canada,Ontario,Regional Municipality of Durham,2020-04-01,-47,-21,3,-68,-62
Canada,Ontario,Regional Municipality of Durham,2020-04-02,-49,-19,10,-69,-62
