country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Elgin County,2020-02-15,0,0,,44,0
Canada,Ontario,Elgin County,2020-02-16,23,15,,31,-2
Canada,Ontario,Elgin County,2020-02-17,-30,-52,,67,-69
Canada,Ontario,Elgin County,2020-02-18,4,17,,18,0
Canada,Ontario,Elgin County,2020-02-19,1,3,,15,0
Canada,Ontario,Elgin County,2020-02-20,6,7,,13,1
Canada,Ontario,Elgin County,2020-02-21,6,5,,16,-5
Canada,Ontario,Elgin County,2020-02-22,11,9,,26,8
Canada,Ontario,Elgin County,2020-02-23,11,4,,33,6
Canada,Ontario,Elgin County,2020-02-24,-1,-2,,31,4
Canada,Ontario,Elgin County,2020-02-25,-4,2,,4,4
Canada,Ontario,Elgin County,2020-02-26,-6,-3,,8,0
Canada,Ontario,Elgin County,2020-02-27,-7,-4,,4,-6
Canada,Ontario,Elgin County,2020-02-28,0,5,,1,4
Canada,Ontario,Elgin County,2020-02-29,2,4,,13,6
Canada,Ontario,Elgin County,2020-03-01,9,9,,12,9
Canada,Ontario,Elgin County,2020-03-02,3,2,,20,3
Canada,Ontario,Elgin County,2020-03-03,0,-4,,8,4
Canada,Ontario,Elgin County,2020-03-04,2,1,,1,4
Canada,Ontario,Elgin County,2020-03-05,7,7,,13,3
Canada,Ontario,Elgin County,2020-03-06,0,-2,,4,-1
Canada,Ontario,Elgin County,2020-03-07,8,7,,34,9
Canada,Ontario,Elgin County,2020-03-08,14,3,,35,5
Canada,Ontario,Elgin County,2020-03-09,6,3,,25,6
Canada,Ontario,Elgin County,2020-03-10,2,2,,7,4
Canada,Ontario,Elgin County,2020-03-11,7,1,,11,5
Canada,Ontario,Elgin County,2020-03-12,13,27,,11,5
Canada,Ontario,Elgin County,2020-03-13,7,45,,12,4
Canada,Ontario,Elgin County,2020-03-14,-1,20,,14,4
Canada,Ontario,Elgin County,2020-03-15,8,21,,8,0
Canada,Ontario,Elgin County,2020-03-16,1,29,,15,-16
Canada,Ontario,Elgin County,2020-03-17,-21,20,,4,-23
Canada,Ontario,Elgin County,2020-03-18,-26,5,,1,-28
Canada,Ontario,Elgin County,2020-03-19,-24,17,,-12,-30
Canada,Ontario,Elgin County,2020-03-20,-27,9,,-30,-33
Canada,Ontario,Elgin County,2020-03-21,-31,3,,-21,-24
Canada,Ontario,Elgin County,2020-03-22,-33,-12,,-44,-33
Canada,Ontario,Elgin County,2020-03-23,-32,-1,,-23,-44
Canada,Ontario,Elgin County,2020-03-24,-35,-6,,-25,-46
Canada,Ontario,Elgin County,2020-03-25,-37,-14,,-32,-50
Canada,Ontario,Elgin County,2020-03-26,-41,-9,,-41,-51
Canada,Ontario,Elgin County,2020-03-27,-41,-7,,-49,-49
Canada,Ontario,Elgin County,2020-03-28,-48,-22,,-56,-40
Canada,Ontario,Elgin County,2020-03-29,-40,-21,,-59,-40
Canada,Ontario,Elgin County,2020-03-30,-43,-20,,-45,-51
Canada,Ontario,Elgin County,2020-03-31,-33,-10,,-49,-52
Canada,Ontario,Elgin County,2020-04-01,-35,-14,,-45,-53
Canada,Ontario,Elgin County,2020-04-02,-33,-12,,-52,-53
Canada,Ontario,Elgin County,2020-04-03,-36,-5,,-58,-50
Canada,Ontario,Elgin County,2020-04-04,-41,-19,,-55,-39
Canada,Ontario,Elgin County,2020-04-05,-48,-25,,-64,-46
Canada,Ontario,Elgin County,2020-04-06,-43,-15,,-44,-51
Canada,Ontario,Elgin County,2020-04-07,-45,-9,,-50,-53
Canada,Ontario,Elgin County,2020-04-08,-35,11,,-44,-53
Canada,Ontario,Elgin County,2020-04-09,-22,38,,-51,-53
Canada,Ontario,Elgin County,2020-04-10,-80,-79,,-72,-85
Canada,Ontario,Elgin County,2020-04-11,-35,14,,-62,-41
Canada,Ontario,Elgin County,2020-04-12,-76,-77,,-71,-51
Canada,Ontario,Elgin County,2020-04-13,-45,-11,,-54,-63
Canada,Ontario,Elgin County,2020-04-14,-39,-2,,-50,-53
Canada,Ontario,Elgin County,2020-04-15,-40,-4,,-45,-53
Canada,Ontario,Elgin County,2020-04-16,-39,-6,,-52,-52
Canada,Ontario,Elgin County,2020-04-17,-45,-15,,-60,-51
Canada,Ontario,Elgin County,2020-04-18,-41,-15,,-56,-34
Canada,Ontario,Elgin County,2020-04-19,-46,-26,,-67,-43
Canada,Ontario,Elgin County,2020-04-20,-34,-12,,-45,-50
Canada,Ontario,Elgin County,2020-04-21,-41,-13,,-49,-51
Canada,Ontario,Elgin County,2020-04-22,-35,-3,,-42,-51
Canada,Ontario,Elgin County,2020-04-23,-40,-7,,-52,-52
Canada,Ontario,Elgin County,2020-04-24,-35,-5,,-54,-49
Canada,Ontario,Elgin County,2020-04-25,-35,-13,,-46,-36
Canada,Ontario,Elgin County,2020-04-26,-43,-18,,-65,-41
Canada,Ontario,Elgin County,2020-04-27,-27,-8,,-34,-47
Canada,Ontario,Elgin County,2020-04-28,-28,-4,,-42,-49
Canada,Ontario,Elgin County,2020-04-29,-34,1,,-45,-50
Canada,Ontario,Elgin County,2020-04-30,-28,13,,-42,-50
Canada,Ontario,Elgin County,2020-05-01,-26,7,,-48,-46
Canada,Ontario,Elgin County,2020-05-02,-31,-3,,-37,-33
Canada,Ontario,Elgin County,2020-05-03,-20,5,,-43,-35
Canada,Ontario,Elgin County,2020-05-04,-25,6,,-38,-47
Canada,Ontario,Elgin County,2020-05-05,-25,4,,-39,-45
Canada,Ontario,Elgin County,2020-05-06,-25,12,,-39,-46
Canada,Ontario,Elgin County,2020-05-07,-21,19,,-35,-47
Canada,Ontario,Elgin County,2020-05-08,-25,11,,-51,-44
Canada,Ontario,Elgin County,2020-05-09,-24,17,,-41,-29
Canada,Ontario,Elgin County,2020-05-10,-11,7,,-54,-32
Canada,Ontario,Elgin County,2020-05-11,-28,-4,,-36,-44
Canada,Ontario,Elgin County,2020-05-12,-21,3,,-32,-43
Canada,Ontario,Elgin County,2020-05-13,-14,13,,-29,-43
Canada,Ontario,Elgin County,2020-05-14,-15,19,,-37,-45
Canada,Ontario,Elgin County,2020-05-15,-18,16,,-43,-43
Canada,Ontario,Elgin County,2020-05-16,-14,16,,-18,-26
Canada,Ontario,Elgin County,2020-05-17,-14,13,,-46,-38
Canada,Ontario,Elgin County,2020-05-18,-63,-55,,-39,-80
Canada,Ontario,Elgin County,2020-05-19,-8,29,,-30,-39
Canada,Ontario,Elgin County,2020-05-20,-4,36,,-27,-40
Canada,Ontario,Elgin County,2020-05-21,2,38,,-27,-42
Canada,Ontario,Elgin County,2020-05-22,-12,21,,-36,-38
Canada,Ontario,Elgin County,2020-05-23,-11,19,,-27,-13
Canada,Ontario,Elgin County,2020-05-24,-3,16,,-40,-19
Canada,Ontario,Elgin County,2020-05-25,-7,21,,-19,-38
Canada,Ontario,Elgin County,2020-05-26,-5,17,,-23,-35
Canada,Ontario,Elgin County,2020-05-27,-4,33,,-21,-36
Canada,Ontario,Elgin County,2020-05-28,-9,24,,-25,-36
Canada,Ontario,Elgin County,2020-05-29,-13,23,,-29,-33
Canada,Ontario,Elgin County,2020-05-30,-7,18,,-7,-7
Canada,Ontario,Elgin County,2020-05-31,-3,21,,-27,-15
Canada,Ontario,Elgin County,2020-06-01,-7,18,,-15,-34
Canada,Ontario,Elgin County,2020-06-02,-11,18,,-7,-33
Canada,Ontario,Elgin County,2020-06-03,-6,24,,-17,-32
Canada,Ontario,Elgin County,2020-06-04,-2,31,,-16,-33
Canada,Ontario,Elgin County,2020-06-05,-8,23,,-31,-30
Canada,Ontario,Elgin County,2020-06-06,-3,20,,-9,-5
Canada,Ontario,Elgin County,2020-06-07,5,20,,-25,-12
Canada,Ontario,Elgin County,2020-06-08,-3,16,,-7,-30
Canada,Ontario,Elgin County,2020-06-09,-3,20,,-10,-31
Canada,Ontario,Elgin County,2020-06-10,-4,23,,-19,-32
Canada,Ontario,Elgin County,2020-06-11,-2,24,,-9,-30
Canada,Ontario,Elgin County,2020-06-12,-3,13,,-16,-27
Canada,Ontario,Elgin County,2020-06-13,1,20,,-11,1
Canada,Ontario,Elgin County,2020-06-14,8,16,,-19,-3
Canada,Ontario,Elgin County,2020-06-15,4,15,,0,-26
Canada,Ontario,Elgin County,2020-06-16,-2,13,,-7,-27
Canada,Ontario,Elgin County,2020-06-17,2,24,,-9,-29
Canada,Ontario,Elgin County,2020-06-18,6,21,,-10,-29
Canada,Ontario,Elgin County,2020-06-19,2,21,,-12,-29
Canada,Ontario,Elgin County,2020-06-20,7,34,,7,2
Canada,Ontario,Elgin County,2020-06-21,15,22,,-21,-3
Canada,Ontario,Elgin County,2020-06-22,-1,10,,7,-30
Canada,Ontario,Elgin County,2020-06-23,-3,12,,-3,-29
Canada,Ontario,Elgin County,2020-06-24,1,19,,6,-27
Canada,Ontario,Elgin County,2020-06-25,4,26,,-6,-28
Canada,Ontario,Elgin County,2020-06-26,0,22,,-6,-26
Canada,Ontario,Elgin County,2020-06-27,-1,22,,4,-5
Canada,Ontario,Elgin County,2020-06-28,13,21,,1,-10
Canada,Ontario,Elgin County,2020-06-29,9,20,,13,-30
Canada,Ontario,Elgin County,2020-06-30,27,54,,12,-30
Canada,Ontario,Elgin County,2020-07-01,-27,-27,,7,-59
Canada,Ontario,Elgin County,2020-07-02,18,44,,-3,-36
Canada,Ontario,Elgin County,2020-07-03,12,32,,-8,-44
Canada,Ontario,Elgin County,2020-07-04,6,22,,4,-10
Canada,Ontario,Elgin County,2020-07-05,14,19,,-5,-8
Canada,Ontario,Elgin County,2020-07-06,6,19,,5,-32
Canada,Ontario,Elgin County,2020-07-07,6,18,,-4,-32
Canada,Ontario,Elgin County,2020-07-08,6,21,,-4,-30
Canada,Ontario,Elgin County,2020-07-09,10,25,,-11,-30
Canada,Ontario,Elgin County,2020-07-10,3,23,,-7,-28
Canada,Ontario,Elgin County,2020-07-11,-1,22,,-1,-2
Canada,Ontario,Elgin County,2020-07-12,16,18,,-2,-7
Canada,Ontario,Elgin County,2020-07-13,4,12,,12,-30
Canada,Ontario,Elgin County,2020-07-14,4,12,,-4,-30
Canada,Ontario,Elgin County,2020-07-15,10,16,,-1,-30
Canada,Ontario,Elgin County,2020-07-16,3,20,,-6,-29
Canada,Ontario,Elgin County,2020-07-17,6,20,,-7,-27
Canada,Ontario,Elgin County,2020-07-18,9,26,,26,-4
Canada,Ontario,Elgin County,2020-07-19,1,12,,4,-11
Canada,Ontario,Elgin County,2020-07-20,8,23,,17,-26
Canada,Ontario,Elgin County,2020-07-21,5,15,,3,-27
Canada,Ontario,Elgin County,2020-07-22,1,20,,4,-30
Canada,Ontario,Elgin County,2020-07-23,11,21,,-1,-28
Canada,Ontario,Elgin County,2020-07-24,4,16,,0,-26
Canada,Ontario,Elgin County,2020-07-25,7,18,,22,5
Canada,Ontario,Elgin County,2020-07-26,13,18,,10,-7
Canada,Ontario,Elgin County,2020-07-27,2,14,,19,-30
Canada,Ontario,Elgin County,2020-07-28,5,13,,10,-30
Canada,Ontario,Elgin County,2020-07-29,5,23,,-4,-31
Canada,Ontario,Elgin County,2020-07-30,14,28,,-1,-30
Canada,Ontario,Elgin County,2020-07-31,12,28,,19,-29
Canada,Ontario,Elgin County,2020-08-01,5,24,,45,-9
Canada,Ontario,Elgin County,2020-08-02,6,14,,12,-16
Canada,Ontario,Elgin County,2020-08-03,-13,-10,,24,-66
Canada,Ontario,Elgin County,2020-08-04,3,18,,0,-31
Canada,Ontario,Elgin County,2020-08-05,12,22,,-1,-32
Canada,Ontario,Elgin County,2020-08-06,14,22,,6,-30
Canada,Ontario,Elgin County,2020-08-07,6,14,,1,-27
Canada,Ontario,Elgin County,2020-08-08,8,13,,11,-6
Canada,Ontario,Elgin County,2020-08-09,7,8,,4,-10
Canada,Ontario,Elgin County,2020-08-10,6,11,,16,-29
Canada,Ontario,Elgin County,2020-08-11,0,10,,-1,-30
Canada,Ontario,Elgin County,2020-08-12,7,18,,-7,-29
Canada,Ontario,Elgin County,2020-08-13,9,21,,0,-29
Canada,Ontario,Elgin County,2020-08-14,6,14,,2,-27
Canada,Ontario,Elgin County,2020-08-15,7,15,,24,-3
Canada,Ontario,Elgin County,2020-08-16,0,5,,11,-11
Canada,Ontario,Elgin County,2020-08-17,,,,,-31
Canada,Ontario,Elgin County,2020-08-18,,,,,-28
Canada,Ontario,Elgin County,2020-08-19,,,,,-29
Canada,Ontario,Elgin County,2020-08-20,,,,,-29
Canada,Ontario,Elgin County,2020-08-21,,,,,-26
Canada,Ontario,Elgin County,2020-08-22,,,,,
Canada,Ontario,Elgin County,2020-08-24,,,,,-27
Canada,Ontario,Elgin County,2020-08-25,,,,,-29
Canada,Ontario,Elgin County,2020-08-26,,,,,-27
Canada,Ontario,Elgin County,2020-08-27,,,,,-28
Canada,Ontario,Elgin County,2020-08-28,,,,,-27
Canada,Ontario,Elgin County,2020-08-29,,,,,
Canada,Ontario,Elgin County,2020-08-31,,,,,-29
Canada,Ontario,Elgin County,2020-09-01,,,,,-29
Canada,Ontario,Elgin County,2020-09-02,,,,,-29
Canada,Ontario,Elgin County,2020-09-03,,,,,-28
Canada,Ontario,Elgin County,2020-09-04,,,,,-30
Canada,Ontario,Elgin County,2020-09-05,,,,,
Canada,Ontario,Elgin County,2020-09-07,,,,,-77
Canada,Ontario,Elgin County,2020-09-08,,,,,-29
Canada,Ontario,Elgin County,2020-09-09,,,,,-29
Canada,Ontario,Elgin County,2020-09-10,,,,,-27
Canada,Ontario,Elgin County,2020-09-11,3,15,,-23,-24
Canada,Ontario,Elgin County,2020-09-12,4,15,,-10,0
Canada,Ontario,Elgin County,2020-09-13,9,20,,-20,-7
Canada,Ontario,Elgin County,2020-09-14,4,12,,-19,-25
Canada,Ontario,Elgin County,2020-09-15,7,18,,-19,-23
Canada,Ontario,Elgin County,2020-09-16,4,20,,-26,-27
Canada,Ontario,Elgin County,2020-09-17,6,27,,-30,-25
Canada,Ontario,Elgin County,2020-09-18,3,23,,-19,-21
Canada,Ontario,Elgin County,2020-09-19,6,30,,-10,4
Canada,Ontario,Elgin County,2020-09-20,14,26,,-17,-4
Canada,Ontario,Elgin County,2020-09-21,-1,22,,-11,-25
Canada,Ontario,Elgin County,2020-09-22,2,18,,-19,-25
Canada,Ontario,Elgin County,2020-09-23,-1,25,,-23,-23
Canada,Ontario,Elgin County,2020-09-24,2,26,,-31,-23
Canada,Ontario,Elgin County,2020-09-25,1,22,,-55,-20
Canada,Ontario,Elgin County,2020-09-26,6,25,,-48,6
Canada,Ontario,Elgin County,2020-09-27,9,24,,-49,-1
Canada,Ontario,Elgin County,2020-09-28,-4,14,,-51,-21
Canada,Ontario,Elgin County,2020-09-29,-4,17,,-52,-22
Canada,Ontario,Elgin County,2020-09-30,1,26,,-51,-24
Canada,Ontario,Elgin County,2020-10-01,2,32,,-54,-22
Canada,Ontario,Elgin County,2020-10-02,-2,16,,-27,-19
Canada,Ontario,Elgin County,2020-10-03,4,17,,-19,-1
Canada,Ontario,Elgin County,2020-10-04,-6,6,,-32,-14
Canada,Ontario,Elgin County,2020-10-05,-1,15,,-9,-23
Canada,Ontario,Elgin County,2020-10-06,-2,18,,-15,-22
Canada,Ontario,Elgin County,2020-10-07,-2,25,,-22,-22
Canada,Ontario,Elgin County,2020-10-08,3,28,,-17,-22
Canada,Ontario,Elgin County,2020-10-09,2,33,,-15,-20
Canada,Ontario,Elgin County,2020-10-10,-2,29,,10,-5
Canada,Ontario,Elgin County,2020-10-11,-3,20,,-14,-17
Canada,Ontario,Elgin County,2020-10-12,-49,-50,,17,-76
Canada,Ontario,Elgin County,2020-10-13,-4,21,,-9,-22
Canada,Ontario,Elgin County,2020-10-14,-7,14,,-12,-22
Canada,Ontario,Elgin County,2020-10-15,-6,11,,-17,-23
Canada,Ontario,Elgin County,2020-10-16,-2,12,,-30,-18
Canada,Ontario,Elgin County,2020-10-17,1,14,,-8,2
Canada,Ontario,Elgin County,2020-10-18,-5,5,,-26,-11
Canada,Ontario,Elgin County,2020-10-19,-10,1,,-16,-23
Canada,Ontario,Elgin County,2020-10-20,-3,15,,-17,-20
Canada,Ontario,Elgin County,2020-10-21,-6,13,,-17,-20
Canada,Ontario,Elgin County,2020-10-22,-1,15,,-23,-20
Canada,Ontario,Elgin County,2020-10-23,-7,7,,-22,-17
Canada,Ontario,Elgin County,2020-10-24,-1,15,,-7,5
Canada,Ontario,Elgin County,2020-10-25,1,7,,-29,-9
Canada,Ontario,Elgin County,2020-10-26,-8,4,,-9,-21
Canada,Ontario,Elgin County,2020-10-27,-9,3,,-18,-20
Canada,Ontario,Elgin County,2020-10-28,-1,16,,-23,-20
Canada,Ontario,Elgin County,2020-10-29,1,12,,-30,-19
Canada,Ontario,Elgin County,2020-10-30,0,16,,-28,-17
Canada,Ontario,Elgin County,2020-10-31,-1,18,,-25,-1
Canada,Ontario,Elgin County,2020-11-01,-7,4,,-38,-11
Canada,Ontario,Elgin County,2020-11-02,-8,2,,-21,-21
Canada,Ontario,Elgin County,2020-11-03,-9,1,,-24,-20
Canada,Ontario,Elgin County,2020-11-04,-7,8,,-30,-20
Canada,Ontario,Elgin County,2020-11-05,-3,9,,-23,-18
Canada,Ontario,Elgin County,2020-11-06,-6,6,,-29,-15
Canada,Ontario,Elgin County,2020-11-07,2,3,,-11,1
Canada,Ontario,Elgin County,2020-11-08,7,9,,-21,-3
Canada,Ontario,Elgin County,2020-11-09,-8,3,,-13,-20
Canada,Ontario,Elgin County,2020-11-10,-1,8,,-18,-19
Canada,Ontario,Elgin County,2020-11-11,-3,9,,-24,-23
Canada,Ontario,Elgin County,2020-11-12,0,12,,-22,-19
Canada,Ontario,Elgin County,2020-11-13,-3,10,,-29,-18
Canada,Ontario,Elgin County,2020-11-14,-4,4,,-18,-6
Canada,Ontario,Elgin County,2020-11-15,-10,-1,,-34,-11
Canada,Ontario,Elgin County,2020-11-16,-4,2,,-5,-22
Canada,Ontario,Elgin County,2020-11-17,-9,-1,,-20,-20
Canada,Ontario,Elgin County,2020-11-18,-5,8,,-19,-18
Canada,Ontario,Elgin County,2020-11-19,-1,14,,-24,-18
Canada,Ontario,Elgin County,2020-11-20,2,9,,-32,-14
Canada,Ontario,Elgin County,2020-11-21,5,12,,-19,-2
Canada,Ontario,Elgin County,2020-11-22,-15,-1,,-41,-11
Canada,Ontario,Elgin County,2020-11-23,-6,6,,-15,-20
Canada,Ontario,Elgin County,2020-11-24,-4,4,,-25,-19
Canada,Ontario,Elgin County,2020-11-25,-7,8,,-30,-20
Canada,Ontario,Elgin County,2020-11-26,4,15,,-30,-21
Canada,Ontario,Elgin County,2020-11-27,-2,10,,-43,-17
Canada,Ontario,Elgin County,2020-11-28,4,15,,-32,0
Canada,Ontario,Elgin County,2020-11-29,6,15,,-36,-4
Canada,Ontario,Elgin County,2020-11-30,0,10,,-20,-21
Canada,Ontario,Elgin County,2020-12-01,-22,-6,,-36,-29
Canada,Ontario,Elgin County,2020-12-02,-3,13,,-29,-19
Canada,Ontario,Elgin County,2020-12-03,3,17,,-31,-17
Canada,Ontario,Elgin County,2020-12-04,-2,12,,-42,-16
Canada,Ontario,Elgin County,2020-12-05,2,13,,-35,0
Canada,Ontario,Elgin County,2020-12-06,3,10,,-48,-3
Canada,Ontario,Elgin County,2020-12-07,-5,10,,-19,-19
Canada,Ontario,Elgin County,2020-12-08,-7,7,,-26,-19
Canada,Ontario,Elgin County,2020-12-09,-6,10,,-31,-19
Canada,Ontario,Elgin County,2020-12-10,5,23,,-31,-19
Canada,Ontario,Elgin County,2020-12-11,-2,19,,-36,-14
Canada,Ontario,Elgin County,2020-12-12,-2,20,,-41,1
Canada,Ontario,Elgin County,2020-12-13,1,13,,-45,-3
Canada,Ontario,Elgin County,2020-12-14,-2,12,,-27,-20
Canada,Ontario,Elgin County,2020-12-15,-1,12,,-29,-21
Canada,Ontario,Elgin County,2020-12-16,1,26,,-30,-20
Canada,Ontario,Elgin County,2020-12-17,5,29,,-34,-21
Canada,Ontario,Elgin County,2020-12-18,-2,23,,-37,-16
Canada,Ontario,Elgin County,2020-12-19,-4,18,,-36,-4
Canada,Ontario,Elgin County,2020-12-20,3,18,,-46,-7
Canada,Ontario,Elgin County,2020-12-21,15,49,,-29,-30
Canada,Ontario,Elgin County,2020-12-22,19,48,,-26,-32
Canada,Ontario,Elgin County,2020-12-23,26,73,,-15,-37
Canada,Ontario,Elgin County,2020-12-24,3,65,,-41,-62
Canada,Ontario,Elgin County,2020-12-25,-91,-88,,-62,-85
Canada,Ontario,Elgin County,2020-12-26,-63,-48,,-45,-51
Canada,Ontario,Elgin County,2020-12-27,-41,-20,,-46,-39
Canada,Ontario,Elgin County,2020-12-28,-31,-1,,-47,-69
Canada,Ontario,Elgin County,2020-12-29,-26,5,,-42,-57
Canada,Ontario,Elgin County,2020-12-30,-27,16,,-46,-57
