country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Greater Sudbury,2020-02-15,-7,-2,-18,3,-1
Canada,Ontario,Greater Sudbury,2020-02-16,-1,13,22,11,0
Canada,Ontario,Greater Sudbury,2020-02-17,-46,-70,,-48,-72
Canada,Ontario,Greater Sudbury,2020-02-18,-19,3,-39,-13,-10
Canada,Ontario,Greater Sudbury,2020-02-19,-1,6,-31,-3,1
Canada,Ontario,Greater Sudbury,2020-02-20,16,8,-32,25,0
Canada,Ontario,Greater Sudbury,2020-02-21,1,1,-21,33,-10
Canada,Ontario,Greater Sudbury,2020-02-22,8,7,10,55,5
Canada,Ontario,Greater Sudbury,2020-02-23,5,3,2,46,5
Canada,Ontario,Greater Sudbury,2020-02-24,2,7,,21,-1
Canada,Ontario,Greater Sudbury,2020-02-25,3,9,-20,13,2
Canada,Ontario,Greater Sudbury,2020-02-26,-1,6,-30,11,2
Canada,Ontario,Greater Sudbury,2020-02-27,-17,-11,-56,2,-10
Canada,Ontario,Greater Sudbury,2020-02-28,0,9,-34,31,-4
Canada,Ontario,Greater Sudbury,2020-02-29,5,20,-23,46,9
Canada,Ontario,Greater Sudbury,2020-03-01,6,16,-4,39,1
Canada,Ontario,Greater Sudbury,2020-03-02,5,18,,20,3
Canada,Ontario,Greater Sudbury,2020-03-03,1,10,-29,3,4
Canada,Ontario,Greater Sudbury,2020-03-04,4,13,-23,9,4
Canada,Ontario,Greater Sudbury,2020-03-05,6,10,-24,18,-2
Canada,Ontario,Greater Sudbury,2020-03-06,-3,2,-24,11,2
Canada,Ontario,Greater Sudbury,2020-03-07,9,17,-11,24,5
Canada,Ontario,Greater Sudbury,2020-03-08,9,14,15,28,5
Canada,Ontario,Greater Sudbury,2020-03-09,1,12,,8,1
Canada,Ontario,Greater Sudbury,2020-03-10,0,10,-30,5,2
Canada,Ontario,Greater Sudbury,2020-03-11,4,21,-33,12,3
Canada,Ontario,Greater Sudbury,2020-03-12,11,30,-44,23,-2
Canada,Ontario,Greater Sudbury,2020-03-13,-4,28,-51,17,-4
Canada,Ontario,Greater Sudbury,2020-03-14,-8,20,-32,23,2
Canada,Ontario,Greater Sudbury,2020-03-15,-12,4,-24,13,-4
Canada,Ontario,Greater Sudbury,2020-03-16,-4,26,,-7,-24
Canada,Ontario,Greater Sudbury,2020-03-17,-22,18,-20,-15,-30
Canada,Ontario,Greater Sudbury,2020-03-18,-31,1,-16,-24,-36
Canada,Ontario,Greater Sudbury,2020-03-19,-29,3,,-13,-40
Canada,Ontario,Greater Sudbury,2020-03-20,-45,-14,-64,-32,-42
Canada,Ontario,Greater Sudbury,2020-03-21,-47,-13,-25,-30,-27
Canada,Ontario,Greater Sudbury,2020-03-22,-48,-23,-15,-34,-29
Canada,Ontario,Greater Sudbury,2020-03-23,-35,-6,,-40,-46
Canada,Ontario,Greater Sudbury,2020-03-24,-42,-11,,-42,-48
Canada,Ontario,Greater Sudbury,2020-03-25,-50,-22,-13,-48,-52
Canada,Ontario,Greater Sudbury,2020-03-26,-52,-26,-47,-48,-54
Canada,Ontario,Greater Sudbury,2020-03-27,-51,-22,-11,-45,-52
Canada,Ontario,Greater Sudbury,2020-03-28,-56,-27,-32,-38,-36
Canada,Ontario,Greater Sudbury,2020-03-29,-58,-37,-76,-49,-37
