country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Middlesex County,2020-02-15,0,-1,2,-5,-3
Canada,Ontario,Middlesex County,2020-02-16,8,12,23,-3,-4
Canada,Ontario,Middlesex County,2020-02-17,-37,-70,87,-49,-74
Canada,Ontario,Middlesex County,2020-02-18,0,19,-7,-11,-6
Canada,Ontario,Middlesex County,2020-02-19,-3,2,-4,-12,-6
Canada,Ontario,Middlesex County,2020-02-20,-1,1,-12,-17,-6
Canada,Ontario,Middlesex County,2020-02-21,-3,-3,-4,-15,-11
Canada,Ontario,Middlesex County,2020-02-22,8,4,53,-1,5
Canada,Ontario,Middlesex County,2020-02-23,7,4,60,5,5
Canada,Ontario,Middlesex County,2020-02-24,0,-1,9,-4,3
Canada,Ontario,Middlesex County,2020-02-25,-4,4,-3,-3,4
Canada,Ontario,Middlesex County,2020-02-26,-8,-4,-17,-6,2
Canada,Ontario,Middlesex County,2020-02-27,-12,-10,-28,-9,-1
Canada,Ontario,Middlesex County,2020-02-28,-6,-1,-20,-4,6
Canada,Ontario,Middlesex County,2020-02-29,-2,1,-3,2,7
Canada,Ontario,Middlesex County,2020-03-01,5,9,12,6,7
Canada,Ontario,Middlesex County,2020-03-02,-1,2,-29,-7,2
Canada,Ontario,Middlesex County,2020-03-03,-1,4,-21,-1,3
Canada,Ontario,Middlesex County,2020-03-04,1,2,-3,0,4
Canada,Ontario,Middlesex County,2020-03-05,6,3,16,0,1
Canada,Ontario,Middlesex County,2020-03-06,-1,-3,-20,-5,-1
Canada,Ontario,Middlesex County,2020-03-07,8,7,56,11,7
Canada,Ontario,Middlesex County,2020-03-08,8,5,134,10,7
Canada,Ontario,Middlesex County,2020-03-09,2,0,52,-2,2
Canada,Ontario,Middlesex County,2020-03-10,-3,1,-18,-3,3
Canada,Ontario,Middlesex County,2020-03-11,0,4,9,-4,3
Canada,Ontario,Middlesex County,2020-03-12,5,28,8,-5,2
Canada,Ontario,Middlesex County,2020-03-13,-5,42,-13,-12,1
Canada,Ontario,Middlesex County,2020-03-14,-12,16,3,-14,0
