country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Dufferin County,2020-02-15,5,5,,,2
Canada,Ontario,Dufferin County,2020-02-16,14,12,,,-4
Canada,Ontario,Dufferin County,2020-02-17,0,-25,,,-75
Canada,Ontario,Dufferin County,2020-02-18,-2,11,,,1
Canada,Ontario,Dufferin County,2020-02-19,-2,6,,,3
Canada,Ontario,Dufferin County,2020-02-20,3,0,,,4
Canada,Ontario,Dufferin County,2020-02-21,3,-3,,,-7
Canada,Ontario,Dufferin County,2020-02-22,12,8,,,12
Canada,Ontario,Dufferin County,2020-02-23,15,11,,,1
Canada,Ontario,Dufferin County,2020-02-24,0,2,,,3
Canada,Ontario,Dufferin County,2020-02-25,0,4,,,3
Canada,Ontario,Dufferin County,2020-02-26,-13,-8,,,-11
Canada,Ontario,Dufferin County,2020-02-27,-29,-28,,,-15
Canada,Ontario,Dufferin County,2020-02-28,-37,-24,,,-30
Canada,Ontario,Dufferin County,2020-02-29,11,10,,,13
Canada,Ontario,Dufferin County,2020-03-01,13,11,,,5
Canada,Ontario,Dufferin County,2020-03-02,6,4,,,4
Canada,Ontario,Dufferin County,2020-03-03,0,4,,,5
Canada,Ontario,Dufferin County,2020-03-04,4,2,,,4
Canada,Ontario,Dufferin County,2020-03-05,5,2,,,4
Canada,Ontario,Dufferin County,2020-03-06,-1,-10,,,8
Canada,Ontario,Dufferin County,2020-03-07,13,7,,,16
Canada,Ontario,Dufferin County,2020-03-08,20,10,,,-1
Canada,Ontario,Dufferin County,2020-03-09,3,3,,,3
Canada,Ontario,Dufferin County,2020-03-10,4,-2,,,3
Canada,Ontario,Dufferin County,2020-03-11,8,8,,,2
Canada,Ontario,Dufferin County,2020-03-12,12,37,,,5
Canada,Ontario,Dufferin County,2020-03-13,2,37,,,2
Canada,Ontario,Dufferin County,2020-03-14,2,28,,,6
Canada,Ontario,Dufferin County,2020-03-15,-3,18,,,-5
Canada,Ontario,Dufferin County,2020-03-16,-4,37,,,-20
Canada,Ontario,Dufferin County,2020-03-17,-24,17,,,-28
Canada,Ontario,Dufferin County,2020-03-18,-28,8,,,-34
Canada,Ontario,Dufferin County,2020-03-19,-32,4,,,-35
Canada,Ontario,Dufferin County,2020-03-20,-41,-6,,,-40
Canada,Ontario,Dufferin County,2020-03-21,-42,-9,,,-28
Canada,Ontario,Dufferin County,2020-03-22,-47,-20,,,-33
Canada,Ontario,Dufferin County,2020-03-23,-42,-5,,,-44
Canada,Ontario,Dufferin County,2020-03-24,-44,-9,,,-47
Canada,Ontario,Dufferin County,2020-03-25,-53,-20,,,-51
Canada,Ontario,Dufferin County,2020-03-26,-53,-15,,,-52
Canada,Ontario,Dufferin County,2020-03-27,-49,-15,,,-50
Canada,Ontario,Dufferin County,2020-03-28,-54,-20,,,-40
Canada,Ontario,Dufferin County,2020-03-29,-59,-29,,,-39
Canada,Ontario,Dufferin County,2020-03-30,-51,-17,,,-55
Canada,Ontario,Dufferin County,2020-03-31,-44,-12,,,-53
Canada,Ontario,Dufferin County,2020-04-01,-45,-16,,,-54
Canada,Ontario,Dufferin County,2020-04-02,-43,-13,,,-55
Canada,Ontario,Dufferin County,2020-04-03,-48,-18,,,-53
Canada,Ontario,Dufferin County,2020-04-04,-49,-21,,,-42
Canada,Ontario,Dufferin County,2020-04-05,-57,-29,,,-44
Canada,Ontario,Dufferin County,2020-04-06,-50,-20,,,-54
Canada,Ontario,Dufferin County,2020-04-07,-47,-11,,,-55
Canada,Ontario,Dufferin County,2020-04-08,-44,-10,,,-54
Canada,Ontario,Dufferin County,2020-04-09,-30,8,,,-56
Canada,Ontario,Dufferin County,2020-04-10,-76,-88,,,-86
Canada,Ontario,Dufferin County,2020-04-11,-35,-7,,,-47
Canada,Ontario,Dufferin County,2020-04-12,-82,-85,,,-53
Canada,Ontario,Dufferin County,2020-04-13,-44,-20,,,-60
Canada,Ontario,Dufferin County,2020-04-14,-36,-15,,,-53
Canada,Ontario,Dufferin County,2020-04-15,-41,-17,,,-54
