country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Brantford,2020-02-15,-5,-2,,,-5
Canada,Ontario,Brantford,2020-02-16,10,11,,,-3
Canada,Ontario,Brantford,2020-02-17,-35,-59,,,-71
Canada,Ontario,Brantford,2020-02-18,2,11,-4,,-1
Canada,Ontario,Brantford,2020-02-19,-3,2,-11,,2
Canada,Ontario,Brantford,2020-02-20,5,9,-3,,1
Canada,Ontario,Brantford,2020-02-21,2,-6,15,,-7
Canada,Ontario,Brantford,2020-02-22,6,2,,,4
Canada,Ontario,Brantford,2020-02-23,9,5,,,8
Canada,Ontario,Brantford,2020-02-24,2,-1,,,6
Canada,Ontario,Brantford,2020-02-25,0,0,6,,4
Canada,Ontario,Brantford,2020-02-26,-6,-5,-8,,0
Canada,Ontario,Brantford,2020-02-27,-14,-6,-13,,-1
Canada,Ontario,Brantford,2020-02-28,-6,0,-7,,4
Canada,Ontario,Brantford,2020-02-29,-3,3,,,8
Canada,Ontario,Brantford,2020-03-01,3,11,,,1
Canada,Ontario,Brantford,2020-03-02,-1,2,,,3
Canada,Ontario,Brantford,2020-03-03,-2,3,-13,,2
Canada,Ontario,Brantford,2020-03-04,0,4,3,,2
Canada,Ontario,Brantford,2020-03-05,3,8,,,-3
Canada,Ontario,Brantford,2020-03-06,-9,-6,-13,,2
Canada,Ontario,Brantford,2020-03-07,2,6,,,3
Canada,Ontario,Brantford,2020-03-08,3,8,,,2
Canada,Ontario,Brantford,2020-03-09,0,3,,,4
Canada,Ontario,Brantford,2020-03-10,0,4,4,,2
Canada,Ontario,Brantford,2020-03-11,1,7,8,,3
Canada,Ontario,Brantford,2020-03-12,4,37,,,3
Canada,Ontario,Brantford,2020-03-13,-4,38,1,,0
Canada,Ontario,Brantford,2020-03-14,-11,19,,,1
Canada,Ontario,Brantford,2020-03-15,-7,11,,,-2
Canada,Ontario,Brantford,2020-03-16,-8,28,,,-17
Canada,Ontario,Brantford,2020-03-17,-25,16,1,,-24
Canada,Ontario,Brantford,2020-03-18,-33,0,-7,,-30
Canada,Ontario,Brantford,2020-03-19,-32,10,,,-33
Canada,Ontario,Brantford,2020-03-20,-39,-10,-22,,-36
Canada,Ontario,Brantford,2020-03-21,-45,-15,,,-27
Canada,Ontario,Brantford,2020-03-22,-44,-21,,,-33
Canada,Ontario,Brantford,2020-03-23,-38,-12,-24,-45,-41
Canada,Ontario,Brantford,2020-03-24,-42,-13,-7,-37,-43
Canada,Ontario,Brantford,2020-03-25,-47,-20,,,-49
Canada,Ontario,Brantford,2020-03-26,-47,-14,,,-49
Canada,Ontario,Brantford,2020-03-27,-48,-21,,,-49
Canada,Ontario,Brantford,2020-03-28,-56,-28,,,-43
Canada,Ontario,Brantford,2020-03-29,-51,-31,,,-40
Canada,Ontario,Brantford,2020-03-30,-48,-26,-26,,-51
Canada,Ontario,Brantford,2020-03-31,-40,-9,-25,,-52
Canada,Ontario,Brantford,2020-04-01,-41,-13,15,,-51
Canada,Ontario,Brantford,2020-04-02,-42,-5,0,,-51
Canada,Ontario,Brantford,2020-04-03,-47,-19,-6,,-51
Canada,Ontario,Brantford,2020-04-04,-51,-22,,,-43
Canada,Ontario,Brantford,2020-04-05,-54,-26,,,-41
Canada,Ontario,Brantford,2020-04-06,-45,-17,,,-51
Canada,Ontario,Brantford,2020-04-07,-41,-11,-30,,-53
Canada,Ontario,Brantford,2020-04-08,-38,-4,-2,,-53
Canada,Ontario,Brantford,2020-04-09,-26,24,-22,,-54
Canada,Ontario,Brantford,2020-04-10,-80,-71,-32,,-83
Canada,Ontario,Brantford,2020-04-11,-44,-4,,,-46
Canada,Ontario,Brantford,2020-04-12,-78,-70,,,-52
Canada,Ontario,Brantford,2020-04-13,-47,-20,-45,-39,-58
Canada,Ontario,Brantford,2020-04-14,-43,-9,-17,-35,-52
Canada,Ontario,Brantford,2020-04-15,-41,-12,-30,,-52
Canada,Ontario,Brantford,2020-04-16,-43,-6,-34,,-51
Canada,Ontario,Brantford,2020-04-17,-49,-19,-32,,-52
Canada,Ontario,Brantford,2020-04-18,-51,-18,,,-42
