country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Northumberland County,2020-02-15,27,5,,132,9
Canada,Ontario,Northumberland County,2020-02-16,20,10,,16,4
Canada,Ontario,Northumberland County,2020-02-17,-11,-32,,29,-64
Canada,Ontario,Northumberland County,2020-02-18,-5,4,-12,18,2
Canada,Ontario,Northumberland County,2020-02-19,-1,5,-9,14,3
Canada,Ontario,Northumberland County,2020-02-20,7,5,8,4,6
Canada,Ontario,Northumberland County,2020-02-21,1,-11,-7,13,-4
Canada,Ontario,Northumberland County,2020-02-22,27,9,,47,11
Canada,Ontario,Northumberland County,2020-02-23,22,7,,35,6
Canada,Ontario,Northumberland County,2020-02-24,3,1,17,21,3
Canada,Ontario,Northumberland County,2020-02-25,2,7,12,14,7
Canada,Ontario,Northumberland County,2020-02-26,-14,-8,-30,7,0
Canada,Ontario,Northumberland County,2020-02-27,-18,-15,-22,-6,-16
Canada,Ontario,Northumberland County,2020-02-28,-4,1,-22,18,3
Canada,Ontario,Northumberland County,2020-02-29,27,16,,42,16
Canada,Ontario,Northumberland County,2020-03-01,18,10,,9,6
Canada,Ontario,Northumberland County,2020-03-02,4,6,-23,15,6
Canada,Ontario,Northumberland County,2020-03-03,4,4,-4,14,7
Canada,Ontario,Northumberland County,2020-03-04,7,8,6,26,6
Canada,Ontario,Northumberland County,2020-03-05,9,10,32,3,8
Canada,Ontario,Northumberland County,2020-03-06,-1,0,-10,16,7
Canada,Ontario,Northumberland County,2020-03-07,33,17,,50,18
Canada,Ontario,Northumberland County,2020-03-08,23,8,,28,10
Canada,Ontario,Northumberland County,2020-03-09,6,9,28,15,6
Canada,Ontario,Northumberland County,2020-03-10,1,9,-1,9,6
Canada,Ontario,Northumberland County,2020-03-11,7,7,2,19,5
Canada,Ontario,Northumberland County,2020-03-12,12,30,32,8,8
Canada,Ontario,Northumberland County,2020-03-13,-2,39,-1,7,-10
Canada,Ontario,Northumberland County,2020-03-14,21,32,,45,12
Canada,Ontario,Northumberland County,2020-03-15,5,19,,-6,-1
Canada,Ontario,Northumberland County,2020-03-16,-1,41,5,-1,-17
Canada,Ontario,Northumberland County,2020-03-17,-26,12,-6,11,-23
Canada,Ontario,Northumberland County,2020-03-18,-29,6,14,0,-31
Canada,Ontario,Northumberland County,2020-03-19,-33,12,31,-18,-34
Canada,Ontario,Northumberland County,2020-03-20,-39,-1,2,-33,-36
Canada,Ontario,Northumberland County,2020-03-21,-27,0,,-12,-27
Canada,Ontario,Northumberland County,2020-03-22,-41,-15,,-44,-28
Canada,Ontario,Northumberland County,2020-03-23,-44,-9,-52,-28,-42
Canada,Ontario,Northumberland County,2020-03-24,-46,-9,8,-23,-42
Canada,Ontario,Northumberland County,2020-03-25,-50,-12,5,-28,-49
Canada,Ontario,Northumberland County,2020-03-26,-52,-17,13,-45,-48
Canada,Ontario,Northumberland County,2020-03-27,-51,-23,38,-54,-49
Canada,Ontario,Northumberland County,2020-03-28,-51,-21,,-46,-40
Canada,Ontario,Northumberland County,2020-03-29,-58,-31,19,-73,-40
Canada,Ontario,Northumberland County,2020-03-30,-54,-20,-17,-44,-51
Canada,Ontario,Northumberland County,2020-03-31,-48,-13,1,-37,-49
Canada,Ontario,Northumberland County,2020-04-01,-49,-20,14,-39,-50
Canada,Ontario,Northumberland County,2020-04-02,-45,-15,23,-42,-51
Canada,Ontario,Northumberland County,2020-04-03,-47,-21,-27,-62,-51
Canada,Ontario,Northumberland County,2020-04-04,-44,-23,,-54,-37
Canada,Ontario,Northumberland County,2020-04-05,-58,-30,,-72,-42
Canada,Ontario,Northumberland County,2020-04-06,-53,-16,-8,-56,-50
Canada,Ontario,Northumberland County,2020-04-07,-52,-20,-4,-46,-50
Canada,Ontario,Northumberland County,2020-04-08,-50,-14,-20,-41,-50
Canada,Ontario,Northumberland County,2020-04-09,-42,10,-25,-54,-52
Canada,Ontario,Northumberland County,2020-04-10,-81,-75,-21,-71,-81
Canada,Ontario,Northumberland County,2020-04-11,-40,2,,-62,-39
Canada,Ontario,Northumberland County,2020-04-12,-80,-77,6,-75,-54
Canada,Ontario,Northumberland County,2020-04-13,-57,-23,-49,-51,-60
Canada,Ontario,Northumberland County,2020-04-14,-48,-11,-23,-48,-48
Canada,Ontario,Northumberland County,2020-04-15,-50,-16,-32,-37,-52
Canada,Ontario,Northumberland County,2020-04-16,-50,-16,-29,-49,-49
Canada,Ontario,Northumberland County,2020-04-17,-51,-25,-15,-60,-49
Canada,Ontario,Northumberland County,2020-04-18,-43,-24,,-52,-35
Canada,Ontario,Northumberland County,2020-04-19,-55,-31,-11,-69,-39
Canada,Ontario,Northumberland County,2020-04-20,-45,-18,0,-49,-48
Canada,Ontario,Northumberland County,2020-04-21,-47,-17,-36,-44,-48
Canada,Ontario,Northumberland County,2020-04-22,-45,-19,-20,-37,-49
Canada,Ontario,Northumberland County,2020-04-23,-43,-14,-5,-37,-46
Canada,Ontario,Northumberland County,2020-04-24,-49,-24,-20,-56,-50
