country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Regional Municipality of Peel,2020-02-15,0,4,4,0,1
Canada,Ontario,Regional Municipality of Peel,2020-02-16,13,15,23,-3,-4
Canada,Ontario,Regional Municipality of Peel,2020-02-17,-19,-34,31,-33,-76
Canada,Ontario,Regional Municipality of Peel,2020-02-18,-1,17,0,2,1
Canada,Ontario,Regional Municipality of Peel,2020-02-19,1,8,-2,-2,1
Canada,Ontario,Regional Municipality of Peel,2020-02-20,3,8,2,-1,2
Canada,Ontario,Regional Municipality of Peel,2020-02-21,1,1,2,-2,-8
Canada,Ontario,Regional Municipality of Peel,2020-02-22,6,9,30,4,9
Canada,Ontario,Regional Municipality of Peel,2020-02-23,8,8,48,2,4
Canada,Ontario,Regional Municipality of Peel,2020-02-24,1,6,15,-1,2
Canada,Ontario,Regional Municipality of Peel,2020-02-25,-1,10,8,1,3
Canada,Ontario,Regional Municipality of Peel,2020-02-26,-13,-8,-14,-6,-5
Canada,Ontario,Regional Municipality of Peel,2020-02-27,-10,-7,-11,-5,-4
Canada,Ontario,Regional Municipality of Peel,2020-02-28,-6,-6,-3,-2,0
Canada,Ontario,Regional Municipality of Peel,2020-02-29,4,7,12,5,9
Canada,Ontario,Regional Municipality of Peel,2020-03-01,7,11,24,1,5
Canada,Ontario,Regional Municipality of Peel,2020-03-02,1,5,3,-2,3
Canada,Ontario,Regional Municipality of Peel,2020-03-03,-2,5,-3,-2,5
Canada,Ontario,Regional Municipality of Peel,2020-03-04,3,7,4,-4,3
Canada,Ontario,Regional Municipality of Peel,2020-03-05,4,10,20,-2,2
Canada,Ontario,Regional Municipality of Peel,2020-03-06,-5,-3,-2,-7,3
Canada,Ontario,Regional Municipality of Peel,2020-03-07,6,10,40,-4,9
Canada,Ontario,Regional Municipality of Peel,2020-03-08,8,9,100,-5,5
Canada,Ontario,Regional Municipality of Peel,2020-03-09,2,5,48,-7,2
Canada,Ontario,Regional Municipality of Peel,2020-03-10,-2,6,6,-8,3
Canada,Ontario,Regional Municipality of Peel,2020-03-11,2,10,5,-10,1
Canada,Ontario,Regional Municipality of Peel,2020-03-12,4,40,8,-12,2
Canada,Ontario,Regional Municipality of Peel,2020-03-13,-3,50,5,-20,-5
Canada,Ontario,Regional Municipality of Peel,2020-03-14,-14,26,6,-23,-1
Canada,Ontario,Regional Municipality of Peel,2020-03-15,-17,7,39,-29,-7
Canada,Ontario,Regional Municipality of Peel,2020-03-16,-16,24,2,-39,-30
Canada,Ontario,Regional Municipality of Peel,2020-03-17,-30,15,-4,-43,-37
Canada,Ontario,Regional Municipality of Peel,2020-03-18,-36,0,-3,-48,-43
Canada,Ontario,Regional Municipality of Peel,2020-03-19,-38,2,0,-51,-45
Canada,Ontario,Regional Municipality of Peel,2020-03-20,-45,-12,-16,-55,-48
Canada,Ontario,Regional Municipality of Peel,2020-03-21,-51,-18,5,-52,-32
Canada,Ontario,Regional Municipality of Peel,2020-03-22,-57,-30,-17,-60,-37
Canada,Ontario,Regional Municipality of Peel,2020-03-23,-50,-14,-40,-67,-54
Canada,Ontario,Regional Municipality of Peel,2020-03-24,-51,-12,-18,-67,-56
Canada,Ontario,Regional Municipality of Peel,2020-03-25,-57,-26,-1,-71,-61
Canada,Ontario,Regional Municipality of Peel,2020-03-26,-57,-24,-16,-71,-61
Canada,Ontario,Regional Municipality of Peel,2020-03-27,-57,-26,2,-72,-61
Canada,Ontario,Regional Municipality of Peel,2020-03-28,-64,-35,-38,-73,-48
Canada,Ontario,Regional Municipality of Peel,2020-03-29,-63,-39,-11,-77,-47
Canada,Ontario,Regional Municipality of Peel,2020-03-30,-57,-29,-34,-76,-62
Canada,Ontario,Regional Municipality of Peel,2020-03-31,-56,-23,-37,-74,-62
Canada,Ontario,Regional Municipality of Peel,2020-04-01,-54,-24,-3,-74,-63
Canada,Ontario,Regional Municipality of Peel,2020-04-02,-55,-22,-10,-74,-62
Canada,Ontario,Regional Municipality of Peel,2020-04-03,-58,-26,-33,-74,-62
Canada,Ontario,Regional Municipality of Peel,2020-04-04,-63,-32,-30,-72,-48
Canada,Ontario,Regional Municipality of Peel,2020-04-05,-64,-36,-15,-76,-47
Canada,Ontario,Regional Municipality of Peel,2020-04-06,-57,-25,-18,-76,-63
Canada,Ontario,Regional Municipality of Peel,2020-04-07,-58,-20,-33,-74,-63
Canada,Ontario,Regional Municipality of Peel,2020-04-08,-54,-16,-12,-74,-64
Canada,Ontario,Regional Municipality of Peel,2020-04-09,-47,3,-28,-73,-64
Canada,Ontario,Regional Municipality of Peel,2020-04-10,-82,-73,-51,-87,-88
Canada,Ontario,Regional Municipality of Peel,2020-04-11,-60,-23,-29,-73,-52
Canada,Ontario,Regional Municipality of Peel,2020-04-12,-80,-71,-32,-82,-55
Canada,Ontario,Regional Municipality of Peel,2020-04-13,-59,-26,-46,-78,-67
Canada,Ontario,Regional Municipality of Peel,2020-04-14,-55,-18,-40,-74,-62
Canada,Ontario,Regional Municipality of Peel,2020-04-15,-56,-23,-38,-75,-63
Canada,Ontario,Regional Municipality of Peel,2020-04-16,-57,-22,-38,-74,-63
Canada,Ontario,Regional Municipality of Peel,2020-04-17,-58,-28,-35,-74,-63
Canada,Ontario,Regional Municipality of Peel,2020-04-18,-61,-31,-22,-71,-45
Canada,Ontario,Regional Municipality of Peel,2020-04-19,-65,-41,-41,-78,-45
Canada,Ontario,Regional Municipality of Peel,2020-04-20,-55,-23,-17,-74,-61
Canada,Ontario,Regional Municipality of Peel,2020-04-21,-57,-27,-48,-75,-61
Canada,Ontario,Regional Municipality of Peel,2020-04-22,-54,-22,-30,-73,-62
Canada,Ontario,Regional Municipality of Peel,2020-04-23,-54,-19,-34,-74,-62
Canada,Ontario,Regional Municipality of Peel,2020-04-24,-57,-25,-27,-73,-61
Canada,Ontario,Regional Municipality of Peel,2020-04-25,-59,-27,4,-69,-44
Canada,Ontario,Regional Municipality of Peel,2020-04-26,-63,-38,-46,-77,-44
Canada,Ontario,Regional Municipality of Peel,2020-04-27,-53,-20,4,-72,-61
Canada,Ontario,Regional Municipality of Peel,2020-04-28,-53,-18,-16,-71,-61
Canada,Ontario,Regional Municipality of Peel,2020-04-29,-53,-23,-31,-74,-61
Canada,Ontario,Regional Municipality of Peel,2020-04-30,-51,-17,-21,-74,-61
Canada,Ontario,Regional Municipality of Peel,2020-05-01,-51,-19,5,-72,-60
Canada,Ontario,Regional Municipality of Peel,2020-05-02,-57,-26,-17,-72,-41
Canada,Ontario,Regional Municipality of Peel,2020-05-03,-53,-26,46,-72,-37
Canada,Ontario,Regional Municipality of Peel,2020-05-04,-49,-19,-12,-73,-59
Canada,Ontario,Regional Municipality of Peel,2020-05-05,-48,-15,-9,-72,-58
Canada,Ontario,Regional Municipality of Peel,2020-05-06,-47,-15,9,-71,-59
Canada,Ontario,Regional Municipality of Peel,2020-05-07,-50,-13,-15,-72,-59
Canada,Ontario,Regional Municipality of Peel,2020-05-08,-51,-18,-27,-73,-58
Canada,Ontario,Regional Municipality of Peel,2020-05-09,-53,-18,-35,-72,-37
Canada,Ontario,Regional Municipality of Peel,2020-05-10,-48,-20,-20,-75,-34
Canada,Ontario,Regional Municipality of Peel,2020-05-11,-51,-23,-26,-74,-58
Canada,Ontario,Regional Municipality of Peel,2020-05-12,-48,-15,-16,-71,-57
Canada,Ontario,Regional Municipality of Peel,2020-05-13,-44,-13,20,-70,-57
Canada,Ontario,Regional Municipality of Peel,2020-05-14,-46,-16,-27,-72,-58
Canada,Ontario,Regional Municipality of Peel,2020-05-15,-46,-15,-9,-72,-58
Canada,Ontario,Regional Municipality of Peel,2020-05-16,-46,-16,52,-66,-36
Canada,Ontario,Regional Municipality of Peel,2020-05-17,-45,-17,4,-75,-35
Canada,Ontario,Regional Municipality of Peel,2020-05-18,-70,-56,-48,-85,-85
Canada,Ontario,Regional Municipality of Peel,2020-05-19,-38,1,2,-69,-55
Canada,Ontario,Regional Municipality of Peel,2020-05-20,-36,0,42,-66,-55
Canada,Ontario,Regional Municipality of Peel,2020-05-21,-37,0,42,-67,-55
Canada,Ontario,Regional Municipality of Peel,2020-05-22,-40,-9,35,-67,-53
Canada,Ontario,Regional Municipality of Peel,2020-05-23,-41,-10,55,-63,-27
Canada,Ontario,Regional Municipality of Peel,2020-05-24,-40,-17,66,-67,-26
Canada,Ontario,Regional Municipality of Peel,2020-05-25,-35,-8,31,-68,-55
Canada,Ontario,Regional Municipality of Peel,2020-05-26,-35,-6,27,-66,-52
Canada,Ontario,Regional Municipality of Peel,2020-05-27,-34,-5,32,-67,-53
Canada,Ontario,Regional Municipality of Peel,2020-05-28,-39,-9,-12,-68,-52
