country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Wellington County,2020-02-15,0,4,8,15,3
Canada,Ontario,Wellington County,2020-02-16,8,14,34,3,-7
Canada,Ontario,Wellington County,2020-02-17,-32,-54,46,-25,-74
Canada,Ontario,Wellington County,2020-02-18,-4,15,-11,-6,0
Canada,Ontario,Wellington County,2020-02-19,-5,6,-16,-10,0
Canada,Ontario,Wellington County,2020-02-20,-4,-1,-13,-9,1
Canada,Ontario,Wellington County,2020-02-21,0,-8,-6,-10,-7
Canada,Ontario,Wellington County,2020-02-22,8,3,44,13,10
Canada,Ontario,Wellington County,2020-02-23,16,4,59,19,5
Canada,Ontario,Wellington County,2020-02-24,1,-2,4,1,3
Canada,Ontario,Wellington County,2020-02-25,-1,0,-2,3,5
Canada,Ontario,Wellington County,2020-02-26,-11,-8,-12,-7,-2
Canada,Ontario,Wellington County,2020-02-27,-17,-17,-25,-9,-3
Canada,Ontario,Wellington County,2020-02-28,-12,-14,-27,-8,-12
Canada,Ontario,Wellington County,2020-02-29,8,3,8,10,12
Canada,Ontario,Wellington County,2020-03-01,10,6,29,-4,9
Canada,Ontario,Wellington County,2020-03-02,2,1,-11,-5,2
Canada,Ontario,Wellington County,2020-03-03,0,4,-15,-7,4
Canada,Ontario,Wellington County,2020-03-04,0,5,2,-3,3
Canada,Ontario,Wellington County,2020-03-05,2,6,9,-4,2
Canada,Ontario,Wellington County,2020-03-06,-3,-5,-11,-4,3
Canada,Ontario,Wellington County,2020-03-07,12,9,39,8,12
Canada,Ontario,Wellington County,2020-03-08,14,10,100,4,6
Canada,Ontario,Wellington County,2020-03-09,3,5,25,-4,4
Canada,Ontario,Wellington County,2020-03-10,1,3,-5,-8,4
Canada,Ontario,Wellington County,2020-03-11,6,5,10,-8,3
Canada,Ontario,Wellington County,2020-03-12,6,26,-5,-4,3
Canada,Ontario,Wellington County,2020-03-13,1,35,-17,-13,0
Canada,Ontario,Wellington County,2020-03-14,-5,18,15,-15,3
Canada,Ontario,Wellington County,2020-03-15,-5,9,87,-21,-3
Canada,Ontario,Wellington County,2020-03-16,-7,24,10,-29,-24
Canada,Ontario,Wellington County,2020-03-17,-26,9,-10,-37,-31
Canada,Ontario,Wellington County,2020-03-18,-36,-1,5,-38,-37
Canada,Ontario,Wellington County,2020-03-19,-38,-4,4,-43,-40
Canada,Ontario,Wellington County,2020-03-20,-47,-9,-31,-50,-43
Canada,Ontario,Wellington County,2020-03-21,-46,-12,64,-42,-33
Canada,Ontario,Wellington County,2020-03-22,-50,-24,46,-53,-38
Canada,Ontario,Wellington County,2020-03-23,-46,-11,-48,-58,-52
Canada,Ontario,Wellington County,2020-03-24,-51,-16,-15,-55,-54
Canada,Ontario,Wellington County,2020-03-25,-56,-23,11,-55,-58
Canada,Ontario,Wellington County,2020-03-26,-58,-21,-21,-58,-59
Canada,Ontario,Wellington County,2020-03-27,-59,-17,-1,-60,-59
Canada,Ontario,Wellington County,2020-03-28,-64,-26,-25,-61,-46
Canada,Ontario,Wellington County,2020-03-29,-62,-29,-9,-67,-46
Canada,Ontario,Wellington County,2020-03-30,-58,-20,-39,-64,-61
Canada,Ontario,Wellington County,2020-03-31,-55,-17,-37,-62,-60
Canada,Ontario,Wellington County,2020-04-01,-54,-17,5,-57,-61
Canada,Ontario,Wellington County,2020-04-02,-55,-19,-14,-58,-61
Canada,Ontario,Wellington County,2020-04-03,-59,-18,-33,-53,-61
Canada,Ontario,Wellington County,2020-04-04,-60,-23,-14,-48,-44
Canada,Ontario,Wellington County,2020-04-05,-63,-25,-9,-59,-47
Canada,Ontario,Wellington County,2020-04-06,-57,-14,-20,-54,-61
Canada,Ontario,Wellington County,2020-04-07,-60,-8,-46,-60,-60
Canada,Ontario,Wellington County,2020-04-08,-56,2,-22,-57,-62
Canada,Ontario,Wellington County,2020-04-09,-49,13,-42,-58,-61
Canada,Ontario,Wellington County,2020-04-10,-84,-80,-49,-78,-88
Canada,Ontario,Wellington County,2020-04-11,-55,-9,-18,-60,-47
Canada,Ontario,Wellington County,2020-04-12,-83,-81,-10,-71,-58
Canada,Ontario,Wellington County,2020-04-13,-59,-22,-59,-65,-66
Canada,Ontario,Wellington County,2020-04-14,-56,-16,-43,-59,-60
Canada,Ontario,Wellington County,2020-04-15,-56,-17,-49,-58,-61
Canada,Ontario,Wellington County,2020-04-16,-58,-21,-52,-57,-60
Canada,Ontario,Wellington County,2020-04-17,-56,-28,-54,-59,-60
Canada,Ontario,Wellington County,2020-04-18,-57,-26,-25,-53,-42
Canada,Ontario,Wellington County,2020-04-19,-60,-38,-39,-64,-45
Canada,Ontario,Wellington County,2020-04-20,-51,-23,-30,-55,-59
Canada,Ontario,Wellington County,2020-04-21,-55,-26,-63,-58,-59
Canada,Ontario,Wellington County,2020-04-22,-53,-19,-43,-53,-59
Canada,Ontario,Wellington County,2020-04-23,-53,-21,-49,-54,-59
Canada,Ontario,Wellington County,2020-04-24,-55,-24,-42,-56,-58
Canada,Ontario,Wellington County,2020-04-25,-52,-24,3,-43,-43
Canada,Ontario,Wellington County,2020-04-26,-56,-33,-36,-60,-45
Canada,Ontario,Wellington County,2020-04-27,-46,-21,-11,-48,-57
Canada,Ontario,Wellington County,2020-04-28,-47,-17,-31,-51,-57
Canada,Ontario,Wellington County,2020-04-29,-48,-18,-49,-48,-58
Canada,Ontario,Wellington County,2020-04-30,-49,-15,-44,-48,-57
