country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Kenora District,2020-02-15,7,-3,18,,2
Canada,Ontario,Kenora District,2020-02-16,7,12,,,1
Canada,Ontario,Kenora District,2020-02-17,-40,-34,,,-63
Canada,Ontario,Kenora District,2020-02-18,-1,5,,,2
Canada,Ontario,Kenora District,2020-02-19,3,-3,,,1
Canada,Ontario,Kenora District,2020-02-20,7,9,,,2
Canada,Ontario,Kenora District,2020-02-21,6,10,,,-8
Canada,Ontario,Kenora District,2020-02-22,9,7,35,,10
Canada,Ontario,Kenora District,2020-02-23,13,13,,,6
Canada,Ontario,Kenora District,2020-02-24,3,2,,,6
Canada,Ontario,Kenora District,2020-02-25,0,1,,,5
Canada,Ontario,Kenora District,2020-02-26,8,4,,,8
Canada,Ontario,Kenora District,2020-02-27,8,7,,,5
Canada,Ontario,Kenora District,2020-02-28,9,14,,,0
Canada,Ontario,Kenora District,2020-02-29,16,5,27,,15
Canada,Ontario,Kenora District,2020-03-01,11,17,,,4
Canada,Ontario,Kenora District,2020-03-02,5,3,,,4
Canada,Ontario,Kenora District,2020-03-03,-3,-1,,,6
Canada,Ontario,Kenora District,2020-03-04,4,9,,,7
Canada,Ontario,Kenora District,2020-03-05,8,7,,,3
Canada,Ontario,Kenora District,2020-03-06,8,11,,,3
Canada,Ontario,Kenora District,2020-03-07,11,9,34,,8
Canada,Ontario,Kenora District,2020-03-08,9,10,,,2
Canada,Ontario,Kenora District,2020-03-09,6,7,,,4
Canada,Ontario,Kenora District,2020-03-10,8,15,,,4
Canada,Ontario,Kenora District,2020-03-11,9,10,,,5
Canada,Ontario,Kenora District,2020-03-12,12,27,,,3
Canada,Ontario,Kenora District,2020-03-13,4,35,8,,-2
Canada,Ontario,Kenora District,2020-03-14,2,21,19,,-3
Canada,Ontario,Kenora District,2020-03-15,-4,22,10,,-3
Canada,Ontario,Kenora District,2020-03-16,-1,21,,,-18
Canada,Ontario,Kenora District,2020-03-17,-16,22,,,-20
Canada,Ontario,Kenora District,2020-03-18,-18,6,,,-23
Canada,Ontario,Kenora District,2020-03-19,-19,15,,,-29
Canada,Ontario,Kenora District,2020-03-20,-20,13,,,-31
Canada,Ontario,Kenora District,2020-03-21,-27,-1,25,,-21
Canada,Ontario,Kenora District,2020-03-22,,-10,,,-24
Canada,Ontario,Kenora District,2020-03-23,-24,7,,,-35
Canada,Ontario,Kenora District,2020-03-24,-40,-5,,,-38
Canada,Ontario,Kenora District,2020-03-25,-42,-11,,,-37
Canada,Ontario,Kenora District,2020-03-26,-33,-7,,,-37
Canada,Ontario,Kenora District,2020-03-27,-32,-6,8,,-40
Canada,Ontario,Kenora District,2020-03-28,-40,-19,13,,-26
Canada,Ontario,Kenora District,2020-03-29,,-13,,,-26
Canada,Ontario,Kenora District,2020-03-30,-38,-5,,,-39
Canada,Ontario,Kenora District,2020-03-31,-35,-4,,,-37
Canada,Ontario,Kenora District,2020-04-01,-31,-8,,,-38
Canada,Ontario,Kenora District,2020-04-02,-43,-9,-14,,-41
Canada,Ontario,Kenora District,2020-04-03,-51,-19,-31,,-43
Canada,Ontario,Kenora District,2020-04-04,-47,-24,-24,,-28
Canada,Ontario,Kenora District,2020-04-05,-55,-28,-6,,-28
Canada,Ontario,Kenora District,2020-04-06,-47,-21,,,-39
Canada,Ontario,Kenora District,2020-04-07,-49,-15,,,-40
Canada,Ontario,Kenora District,2020-04-08,-45,-13,,,-43
Canada,Ontario,Kenora District,2020-04-09,-29,15,-9,,-41
Canada,Ontario,Kenora District,2020-04-10,-81,-75,4,,-76
Canada,Ontario,Kenora District,2020-04-11,-38,-1,-31,,-28
Canada,Ontario,Kenora District,2020-04-12,-78,-68,-14,,-43
Canada,Ontario,Kenora District,2020-04-13,-52,-28,,,-56
Canada,Ontario,Kenora District,2020-04-14,-47,-17,,,-41
Canada,Ontario,Kenora District,2020-04-15,-39,-15,,,-41
Canada,Ontario,Kenora District,2020-04-16,-40,-21,-10,-56,-42
Canada,Ontario,Kenora District,2020-04-17,-42,-22,5,,-40
Canada,Ontario,Kenora District,2020-04-18,-42,-23,-26,,-26
Canada,Ontario,Kenora District,2020-04-19,-46,-26,-11,,-28
Canada,Ontario,Kenora District,2020-04-20,-42,-19,,,-41
Canada,Ontario,Kenora District,2020-04-21,-40,-23,,,-38
Canada,Ontario,Kenora District,2020-04-22,-38,-19,,,-39
Canada,Ontario,Kenora District,2020-04-23,-44,-21,,,-40
Canada,Ontario,Kenora District,2020-04-24,-38,-15,,,-39
Canada,Ontario,Kenora District,2020-04-25,-39,-23,23,,-26
Canada,Ontario,Kenora District,2020-04-26,,-25,,,-28
Canada,Ontario,Kenora District,2020-04-27,-37,-20,,,-37
Canada,Ontario,Kenora District,2020-04-28,-31,-18,,,-36
Canada,Ontario,Kenora District,2020-04-29,-28,-12,,,-35
Canada,Ontario,Kenora District,2020-04-30,-29,-4,,,-36
Canada,Ontario,Kenora District,2020-05-01,-35,-5,,,-38
Canada,Ontario,Kenora District,2020-05-02,-39,-15,-12,,-30
Canada,Ontario,Kenora District,2020-05-03,-46,-17,,,-26
Canada,Ontario,Kenora District,2020-05-04,-40,-12,,,-37
Canada,Ontario,Kenora District,2020-05-05,-34,-1,,,-36
Canada,Ontario,Kenora District,2020-05-06,-27,-4,,,-34
