country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Regional Municipality of Halton,2020-02-15,-2,0,3,6,0
Canada,Ontario,Regional Municipality of Halton,2020-02-16,13,11,28,13,-4
Canada,Ontario,Regional Municipality of Halton,2020-02-17,-25,-53,128,-58,-80
Canada,Ontario,Regional Municipality of Halton,2020-02-18,-1,15,-10,8,1
Canada,Ontario,Regional Municipality of Halton,2020-02-19,2,4,-8,0,1
Canada,Ontario,Regional Municipality of Halton,2020-02-20,2,1,-7,1,3
Canada,Ontario,Regional Municipality of Halton,2020-02-21,3,-4,8,5,-8
Canada,Ontario,Regional Municipality of Halton,2020-02-22,6,5,66,19,8
Canada,Ontario,Regional Municipality of Halton,2020-02-23,9,4,87,20,6
Canada,Ontario,Regional Municipality of Halton,2020-02-24,1,3,27,3,3
Canada,Ontario,Regional Municipality of Halton,2020-02-25,-2,8,-3,5,4
Canada,Ontario,Regional Municipality of Halton,2020-02-26,-12,-6,-23,-9,-5
Canada,Ontario,Regional Municipality of Halton,2020-02-27,-11,-8,-17,-8,-2
Canada,Ontario,Regional Municipality of Halton,2020-02-28,-7,-5,-13,-8,2
Canada,Ontario,Regional Municipality of Halton,2020-02-29,1,6,12,-6,9
Canada,Ontario,Regional Municipality of Halton,2020-03-01,8,8,32,4,6
Canada,Ontario,Regional Municipality of Halton,2020-03-02,0,5,-10,-6,4
Canada,Ontario,Regional Municipality of Halton,2020-03-03,-3,4,-11,1,5
Canada,Ontario,Regional Municipality of Halton,2020-03-04,3,5,4,-4,3
Canada,Ontario,Regional Municipality of Halton,2020-03-05,4,6,38,-3,1
Canada,Ontario,Regional Municipality of Halton,2020-03-06,-4,-5,-7,-7,4
Canada,Ontario,Regional Municipality of Halton,2020-03-07,7,7,79,1,9
Canada,Ontario,Regional Municipality of Halton,2020-03-08,10,9,157,7,6
Canada,Ontario,Regional Municipality of Halton,2020-03-09,2,5,73,-4,3
Canada,Ontario,Regional Municipality of Halton,2020-03-10,-2,6,5,-8,3
Canada,Ontario,Regional Municipality of Halton,2020-03-11,4,9,2,-10,1
Canada,Ontario,Regional Municipality of Halton,2020-03-12,2,39,3,-12,1
Canada,Ontario,Regional Municipality of Halton,2020-03-13,-7,41,-15,-26,-5
Canada,Ontario,Regional Municipality of Halton,2020-03-14,-20,16,21,-29,1
Canada,Ontario,Regional Municipality of Halton,2020-03-15,-19,5,77,-29,-9
Canada,Ontario,Regional Municipality of Halton,2020-03-16,-18,22,31,-50,-36
Canada,Ontario,Regional Municipality of Halton,2020-03-17,-35,10,25,-61,-44
Canada,Ontario,Regional Municipality of Halton,2020-03-18,-41,-5,20,-64,-50
Canada,Ontario,Regional Municipality of Halton,2020-03-19,-46,-8,33,-64,-53
Canada,Ontario,Regional Municipality of Halton,2020-03-20,-52,-17,3,-69,-55
Canada,Ontario,Regional Municipality of Halton,2020-03-21,-58,-20,84,-59,-36
Canada,Ontario,Regional Municipality of Halton,2020-03-22,-61,-32,15,-63,-41
Canada,Ontario,Regional Municipality of Halton,2020-03-23,-55,-20,-44,-76,-61
Canada,Ontario,Regional Municipality of Halton,2020-03-24,-58,-21,4,-77,-62
Canada,Ontario,Regional Municipality of Halton,2020-03-25,-61,-29,30,-75,-66
Canada,Ontario,Regional Municipality of Halton,2020-03-26,-61,-27,18,-76,-66
Canada,Ontario,Regional Municipality of Halton,2020-03-27,-61,-28,32,-75,-66
Canada,Ontario,Regional Municipality of Halton,2020-03-28,-69,-33,-31,-73,-49
Canada,Ontario,Regional Municipality of Halton,2020-03-29,-65,-38,11,-67,-49
Canada,Ontario,Regional Municipality of Halton,2020-03-30,-62,-33,-18,-78,-68
Canada,Ontario,Regional Municipality of Halton,2020-03-31,-61,-28,-27,-78,-67
Canada,Ontario,Regional Municipality of Halton,2020-04-01,-58,-29,33,-75,-67
Canada,Ontario,Regional Municipality of Halton,2020-04-02,-59,-27,37,-76,-67
Canada,Ontario,Regional Municipality of Halton,2020-04-03,-61,-30,-11,-75,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-04,-64,-33,7,-64,-48
Canada,Ontario,Regional Municipality of Halton,2020-04-05,-67,-39,14,-64,-50
Canada,Ontario,Regional Municipality of Halton,2020-04-06,-61,-30,16,-76,-68
Canada,Ontario,Regional Municipality of Halton,2020-04-07,-61,-25,-15,-78,-68
Canada,Ontario,Regional Municipality of Halton,2020-04-08,-57,-19,14,-76,-68
Canada,Ontario,Regional Municipality of Halton,2020-04-09,-50,0,-28,-75,-68
Canada,Ontario,Regional Municipality of Halton,2020-04-10,-84,-76,-25,-87,-89
Canada,Ontario,Regional Municipality of Halton,2020-04-11,-62,-16,-9,-66,-50
Canada,Ontario,Regional Municipality of Halton,2020-04-12,-85,-78,-15,-68,-59
Canada,Ontario,Regional Municipality of Halton,2020-04-13,-64,-28,-52,-81,-72
Canada,Ontario,Regional Municipality of Halton,2020-04-14,-60,-20,-29,-78,-67
Canada,Ontario,Regional Municipality of Halton,2020-04-15,-59,-25,-33,-78,-68
Canada,Ontario,Regional Municipality of Halton,2020-04-16,-60,-24,-33,-77,-67
Canada,Ontario,Regional Municipality of Halton,2020-04-17,-61,-29,-34,-75,-67
Canada,Ontario,Regional Municipality of Halton,2020-04-18,-65,-30,-3,-63,-43
Canada,Ontario,Regional Municipality of Halton,2020-04-19,-67,-42,-40,-68,-45
Canada,Ontario,Regional Municipality of Halton,2020-04-20,-59,-26,4,-75,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-21,-61,-27,-45,-79,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-22,-58,-25,-24,-77,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-23,-59,-23,-34,-75,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-24,-61,-26,-22,-76,-65
Canada,Ontario,Regional Municipality of Halton,2020-04-25,-62,-26,42,-60,-41
Canada,Ontario,Regional Municipality of Halton,2020-04-26,-67,-39,-59,-68,-45
Canada,Ontario,Regional Municipality of Halton,2020-04-27,-57,-22,38,-74,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-28,-58,-18,2,-74,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-29,-57,-22,-31,-76,-66
Canada,Ontario,Regional Municipality of Halton,2020-04-30,-57,-19,-21,-74,-65
Canada,Ontario,Regional Municipality of Halton,2020-05-01,-55,-19,22,-69,-64
Canada,Ontario,Regional Municipality of Halton,2020-05-02,-61,-25,-3,-58,-40
Canada,Ontario,Regional Municipality of Halton,2020-05-03,-56,-26,67,-50,-36
Canada,Ontario,Regional Municipality of Halton,2020-05-04,-55,-19,8,-73,-64
Canada,Ontario,Regional Municipality of Halton,2020-05-05,-54,-15,5,-71,-64
Canada,Ontario,Regional Municipality of Halton,2020-05-06,-52,-17,25,-71,-64
Canada,Ontario,Regional Municipality of Halton,2020-05-07,-54,-15,6,-71,-63
Canada,Ontario,Regional Municipality of Halton,2020-05-08,-56,-16,-26,-72,-62
Canada,Ontario,Regional Municipality of Halton,2020-05-09,-56,-11,-37,-60,-34
Canada,Ontario,Regional Municipality of Halton,2020-05-10,-50,-15,-18,-53,-32
Canada,Ontario,Regional Municipality of Halton,2020-05-11,-56,-25,-26,-74,-64
Canada,Ontario,Regional Municipality of Halton,2020-05-12,-52,-16,4,-71,-62
Canada,Ontario,Regional Municipality of Halton,2020-05-13,-47,-13,45,-69,-62
Canada,Ontario,Regional Municipality of Halton,2020-05-14,-51,-16,-27,-73,-62
Canada,Ontario,Regional Municipality of Halton,2020-05-15,-50,-14,-7,-71,-62
Canada,Ontario,Regional Municipality of Halton,2020-05-16,-51,-15,115,-51,-30
Canada,Ontario,Regional Municipality of Halton,2020-05-17,-50,-15,-9,-60,-32
Canada,Ontario,Regional Municipality of Halton,2020-05-18,-77,-67,-45,-87,-88
Canada,Ontario,Regional Municipality of Halton,2020-05-19,-44,-1,9,-68,-60
