country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Regional Municipality of Niagara,2020-02-15,2,3,33,43,1
Canada,Ontario,Regional Municipality of Niagara,2020-02-16,21,12,120,60,0
Canada,Ontario,Regional Municipality of Niagara,2020-02-17,-8,-45,138,-14,-67
Canada,Ontario,Regional Municipality of Niagara,2020-02-18,2,18,15,3,0
Canada,Ontario,Regional Municipality of Niagara,2020-02-19,-1,2,16,5,0
Canada,Ontario,Regional Municipality of Niagara,2020-02-20,4,7,17,5,3
Canada,Ontario,Regional Municipality of Niagara,2020-02-21,-1,1,15,6,-7
Canada,Ontario,Regional Municipality of Niagara,2020-02-22,3,5,34,32,5
Canada,Ontario,Regional Municipality of Niagara,2020-02-23,8,3,62,33,3
Canada,Ontario,Regional Municipality of Niagara,2020-02-24,0,4,22,-1,-2
Canada,Ontario,Regional Municipality of Niagara,2020-02-25,-2,8,14,-3,0
Canada,Ontario,Regional Municipality of Niagara,2020-02-26,-7,-1,-4,-6,-3
Canada,Ontario,Regional Municipality of Niagara,2020-02-27,-15,-11,-6,-20,-5
Canada,Ontario,Regional Municipality of Niagara,2020-02-28,-6,1,-12,-8,0
Canada,Ontario,Regional Municipality of Niagara,2020-02-29,-3,2,0,16,5
Canada,Ontario,Regional Municipality of Niagara,2020-03-01,6,5,30,25,5
Canada,Ontario,Regional Municipality of Niagara,2020-03-02,-2,2,-3,-8,2
Canada,Ontario,Regional Municipality of Niagara,2020-03-03,-1,3,-3,-7,4
Canada,Ontario,Regional Municipality of Niagara,2020-03-04,3,2,14,1,3
Canada,Ontario,Regional Municipality of Niagara,2020-03-05,4,5,37,0,3
Canada,Ontario,Regional Municipality of Niagara,2020-03-06,-7,-6,-2,-6,4
Canada,Ontario,Regional Municipality of Niagara,2020-03-07,6,5,23,24,7
Canada,Ontario,Regional Municipality of Niagara,2020-03-08,11,4,75,33,3
Canada,Ontario,Regional Municipality of Niagara,2020-03-09,3,4,26,-2,1
Canada,Ontario,Regional Municipality of Niagara,2020-03-10,1,6,4,-8,3
Canada,Ontario,Regional Municipality of Niagara,2020-03-11,4,8,16,-1,2
Canada,Ontario,Regional Municipality of Niagara,2020-03-12,6,34,19,-5,4
Canada,Ontario,Regional Municipality of Niagara,2020-03-13,-3,46,-13,-11,0
Canada,Ontario,Regional Municipality of Niagara,2020-03-14,-13,24,-16,-13,-1
Canada,Ontario,Regional Municipality of Niagara,2020-03-15,-13,9,24,-14,-9
Canada,Ontario,Regional Municipality of Niagara,2020-03-16,-10,26,0,-31,-26
Canada,Ontario,Regional Municipality of Niagara,2020-03-17,-28,17,-23,-43,-32
Canada,Ontario,Regional Municipality of Niagara,2020-03-18,-34,2,-28,-41,-37
Canada,Ontario,Regional Municipality of Niagara,2020-03-19,-37,3,-25,-48,-39
Canada,Ontario,Regional Municipality of Niagara,2020-03-20,-45,-1,-56,-48,-42
Canada,Ontario,Regional Municipality of Niagara,2020-03-21,-52,-10,-54,-47,-36
Canada,Ontario,Regional Municipality of Niagara,2020-03-22,-53,-19,-31,-49,-41
Canada,Ontario,Regional Municipality of Niagara,2020-03-23,-45,-6,-63,-59,-48
Canada,Ontario,Regional Municipality of Niagara,2020-03-24,-48,-10,-41,-57,-49
Canada,Ontario,Regional Municipality of Niagara,2020-03-25,-52,-18,-28,-54,-53
Canada,Ontario,Regional Municipality of Niagara,2020-03-26,-53,-16,-33,-60,-53
Canada,Ontario,Regional Municipality of Niagara,2020-03-27,-54,-15,-49,-54,-53
Canada,Ontario,Regional Municipality of Niagara,2020-03-28,-64,-26,-76,-62,-47
Canada,Ontario,Regional Municipality of Niagara,2020-03-29,-59,-29,-46,-54,-48
Canada,Ontario,Regional Municipality of Niagara,2020-03-30,-54,-23,-64,-63,-56
Canada,Ontario,Regional Municipality of Niagara,2020-03-31,-47,-9,-54,-57,-55
Canada,Ontario,Regional Municipality of Niagara,2020-04-01,-47,-13,-31,-53,-56
Canada,Ontario,Regional Municipality of Niagara,2020-04-02,-48,-11,-33,-59,-55
Canada,Ontario,Regional Municipality of Niagara,2020-04-03,-53,-13,-66,-61,-55
Canada,Ontario,Regional Municipality of Niagara,2020-04-04,-59,-22,-71,-53,-46
Canada,Ontario,Regional Municipality of Niagara,2020-04-05,-62,-29,-54,-58,-49
Canada,Ontario,Regional Municipality of Niagara,2020-04-06,-53,-17,-49,-57,-57
