country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Frontenac County,2020-02-15,6,4,35,34,-1
Canada,Ontario,Frontenac County,2020-02-16,6,6,47,-3,-7
Canada,Ontario,Frontenac County,2020-02-17,-32,-47,30,-31,-70
Canada,Ontario,Frontenac County,2020-02-18,-11,4,-10,-11,-12
Canada,Ontario,Frontenac County,2020-02-19,-3,6,-2,-6,-5
Canada,Ontario,Frontenac County,2020-02-20,5,5,-3,-5,-4
Canada,Ontario,Frontenac County,2020-02-21,-3,-8,-6,-8,-10
Canada,Ontario,Frontenac County,2020-02-22,9,8,68,10,5
Canada,Ontario,Frontenac County,2020-02-23,7,6,49,7,3
Canada,Ontario,Frontenac County,2020-02-24,0,5,10,-1,-1
Canada,Ontario,Frontenac County,2020-02-25,-1,5,-6,-2,1
Canada,Ontario,Frontenac County,2020-02-26,-13,-4,-21,-12,-8
Canada,Ontario,Frontenac County,2020-02-27,-15,-10,-26,-26,-10
Canada,Ontario,Frontenac County,2020-02-28,-2,-2,-8,-10,0
Canada,Ontario,Frontenac County,2020-02-29,21,10,35,9,8
Canada,Ontario,Frontenac County,2020-03-01,20,9,42,-5,8
Canada,Ontario,Frontenac County,2020-03-02,4,0,-4,-16,1
Canada,Ontario,Frontenac County,2020-03-03,5,5,-12,-9,3
Canada,Ontario,Frontenac County,2020-03-04,7,5,-2,-6,2
Canada,Ontario,Frontenac County,2020-03-05,10,7,8,-4,0
Canada,Ontario,Frontenac County,2020-03-06,4,-4,-5,-9,3
Canada,Ontario,Frontenac County,2020-03-07,24,10,77,10,7
Canada,Ontario,Frontenac County,2020-03-08,18,7,63,0,5
Canada,Ontario,Frontenac County,2020-03-09,4,8,33,-10,0
Canada,Ontario,Frontenac County,2020-03-10,-1,1,-5,-11,2
Canada,Ontario,Frontenac County,2020-03-11,2,6,-3,-12,0
Canada,Ontario,Frontenac County,2020-03-12,9,29,18,-12,1
Canada,Ontario,Frontenac County,2020-03-13,-3,28,-4,-19,-3
Canada,Ontario,Frontenac County,2020-03-14,4,26,84,-5,0
Canada,Ontario,Frontenac County,2020-03-15,-7,11,53,-22,-7
Canada,Ontario,Frontenac County,2020-03-16,-9,28,34,-31,-32
