country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Norfolk County,2020-02-15,0,2,,,-3
Canada,Ontario,Norfolk County,2020-02-16,19,21,,,-10
Canada,Ontario,Norfolk County,2020-02-17,-35,-65,,,-66
Canada,Ontario,Norfolk County,2020-02-18,2,23,,,2
Canada,Ontario,Norfolk County,2020-02-19,1,6,,,3
Canada,Ontario,Norfolk County,2020-02-20,6,5,,,4
Canada,Ontario,Norfolk County,2020-02-21,2,-8,,,-7
Canada,Ontario,Norfolk County,2020-02-22,11,6,,,8
Canada,Ontario,Norfolk County,2020-02-23,26,9,,,2
Canada,Ontario,Norfolk County,2020-02-24,-2,3,,,4
Canada,Ontario,Norfolk County,2020-02-25,2,4,,,4
Canada,Ontario,Norfolk County,2020-02-26,-3,0,,,0
Canada,Ontario,Norfolk County,2020-02-27,-13,-7,,,3
Canada,Ontario,Norfolk County,2020-02-28,0,6,,,5
Canada,Ontario,Norfolk County,2020-02-29,4,10,,,10
Canada,Ontario,Norfolk County,2020-03-01,22,17,,,3
Canada,Ontario,Norfolk County,2020-03-02,-4,1,,,3
Canada,Ontario,Norfolk County,2020-03-03,0,7,,,3
Canada,Ontario,Norfolk County,2020-03-04,8,13,,,6
Canada,Ontario,Norfolk County,2020-03-05,9,10,,,-1
Canada,Ontario,Norfolk County,2020-03-06,-1,1,,,8
Canada,Ontario,Norfolk County,2020-03-07,17,13,,,9
Canada,Ontario,Norfolk County,2020-03-08,34,17,,,6
Canada,Ontario,Norfolk County,2020-03-09,3,13,,,4
Canada,Ontario,Norfolk County,2020-03-10,3,10,,,2
Canada,Ontario,Norfolk County,2020-03-11,12,16,,,6
Canada,Ontario,Norfolk County,2020-03-12,16,41,,,8
Canada,Ontario,Norfolk County,2020-03-13,17,44,,,3
Canada,Ontario,Norfolk County,2020-03-14,3,31,,,6
Canada,Ontario,Norfolk County,2020-03-15,17,28,,,2
Canada,Ontario,Norfolk County,2020-03-16,-2,47,,,-13
Canada,Ontario,Norfolk County,2020-03-17,-13,29,,,-19
Canada,Ontario,Norfolk County,2020-03-18,-24,16,,,-23
Canada,Ontario,Norfolk County,2020-03-19,-24,16,,,-25
Canada,Ontario,Norfolk County,2020-03-20,-33,4,,,-30
Canada,Ontario,Norfolk County,2020-03-21,-29,1,,,-19
Canada,Ontario,Norfolk County,2020-03-22,-30,-10,,,-30
Canada,Ontario,Norfolk County,2020-03-23,-38,0,,,-38
