Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.9301,0.41206,0.12068,0.05354,0.07326,0.15749,0.2024,0.16712,0.11982,0.03602,0.04744,0.08164,0.06098,0.05759,0.01921,0.02534
5 to 9,0.40761,1.57126,0.64952,0.17063,0.09446,0.08288,0.14564,0.19942,0.15741,0.05995,0.09014,0.07355,0.06751,0.07709,0.04123,0.02611
10 to 14,0.21367,0.58988,2.35348,0.81331,0.14427,0.07643,0.22661,0.15387,0.25262,0.08,0.10482,0.08105,0.05952,0.05018,0.06084,0.0395
15 to 19,0.16651,0.17262,0.38809,2.57322,0.98012,0.31524,0.19057,0.12016,0.17115,0.16092,0.16434,0.10146,0.09973,0.05571,0.11975,0.02301
20 to 24,0.29039,0.15082,0.2648,0.64264,1.63509,0.9085,0.52051,0.29528,0.31692,0.22819,0.30962,0.26211,0.21685,0.16778,0.11455,0.05196
25 to 29,0.47173,0.31838,0.23821,0.31973,0.68753,1.23321,0.81402,0.55128,0.4048,0.30131,0.41808,0.46998,0.35498,0.27876,0.17769,0.0738
30 to 34,0.5875,0.4189,0.29633,0.21821,0.43906,0.75569,1.10022,0.74352,0.60212,0.39822,0.33019,0.52486,0.39482,0.38029,0.19723,0.15102
35 to 39,0.52121,0.48107,0.36634,0.27011,0.30151,0.52315,0.81211,0.93652,0.67265,0.4599,0.33113,0.45023,0.48924,0.35235,0.28381,0.12532
40 to 44,0.38637,0.44551,0.46312,0.30283,0.2567,0.38294,0.55948,0.71488,0.79871,0.48304,0.4102,0.48174,0.46187,0.36717,0.3638,0.13088
45 to 49,0.28626,0.2239,0.30775,0.28172,0.31314,0.36267,0.44713,0.47994,0.50879,0.51789,0.47932,0.35515,0.39124,0.3054,0.28683,0.16979
50 to 54,0.35358,0.18322,0.20661,0.12997,0.19435,0.31329,0.46349,0.33435,0.35678,0.41185,0.3848,0.53263,0.36184,0.34493,0.23973,0.12655
55 to 59,0.32259,0.20747,0.1404,0.07053,0.14065,0.18358,0.36556,0.28959,0.1834,0.20606,0.3332,0.54349,0.4901,0.40823,0.26167,0.13348
60 to 64,0.24605,0.22139,0.11321,0.0594,0.06502,0.0831,0.19224,0.28572,0.19959,0.16837,0.23262,0.40425,0.48967,0.44475,0.49471,0.14511
65 to 69,0.20785,0.16218,0.11496,0.05309,0.04905,0.06081,0.13777,0.19647,0.13935,0.10965,0.1264,0.22445,0.35515,0.3854,0.44346,0.19243
70 to 74,0.14664,0.08652,0.0918,0.03561,0.06042,0.04286,0.07812,0.13035,0.11941,0.11007,0.09383,0.14011,0.28055,0.22999,0.46038,0.18877
75+,0.07194,0.06662,0.08238,0.02466,0.04964,0.02253,0.07571,0.0538,0.05258,0.08865,0.06598,0.07935,0.1228,0.14313,0.17506,0.13358
