Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.8184,0.74557,0.19734,0.09592,0.13689,0.20462,0.17483,0.12886,0.08626,0.02294,0.02972,0.0341,0.02141,0.01697,0.00541,0.00675
5 to 9,0.7969,2.84297,1.0621,0.30569,0.17651,0.10769,0.1258,0.15377,0.11332,0.03818,0.05646,0.03072,0.02371,0.02272,0.01162,0.00696
10 to 14,0.41773,1.0673,3.84844,1.45707,0.26958,0.09931,0.19575,0.11865,0.18187,0.05094,0.06566,0.03385,0.0209,0.01479,0.01715,0.01053
15 to 19,0.32554,0.31234,0.63461,4.61,1.83143,0.40958,0.16462,0.09265,0.12321,0.10247,0.10294,0.04237,0.03502,0.01642,0.03376,0.00613
20 to 24,0.56772,0.27288,0.433,1.1513,3.05529,1.1804,0.44963,0.22769,0.22816,0.14531,0.19395,0.10946,0.07614,0.04944,0.03229,0.01385
25 to 29,0.92226,0.57606,0.38952,0.5728,1.2847,1.6023,0.70316,0.4251,0.29143,0.19187,0.26189,0.19627,0.12464,0.08214,0.05009,0.01967
30 to 34,1.14861,0.75794,0.48457,0.39094,0.82042,0.98186,0.95038,0.57333,0.43348,0.25358,0.20683,0.21919,0.13863,0.11206,0.0556,0.04025
35 to 39,1.01899,0.87044,0.59904,0.48391,0.5634,0.67972,0.70151,0.72215,0.48426,0.29286,0.20742,0.18803,0.17178,0.10383,0.08001,0.0334
40 to 44,0.75537,0.80608,0.7573,0.54253,0.47966,0.49755,0.48328,0.55124,0.57502,0.3076,0.25695,0.20118,0.16217,0.1082,0.10256,0.03488
45 to 49,0.55965,0.40511,0.50323,0.50471,0.58513,0.47121,0.38624,0.37008,0.36629,0.32979,0.30025,0.14832,0.13737,0.08999,0.08086,0.04525
50 to 54,0.69126,0.33151,0.33785,0.23285,0.36315,0.40706,0.40037,0.25782,0.25686,0.26226,0.24105,0.22244,0.12705,0.10164,0.06758,0.03373
55 to 59,0.63068,0.37538,0.22959,0.12636,0.26282,0.23852,0.31578,0.2233,0.13204,0.13122,0.20872,0.22697,0.17208,0.1203,0.07377,0.03557
60 to 64,0.48105,0.40057,0.18512,0.10642,0.12149,0.10797,0.16606,0.22032,0.14369,0.10721,0.14572,0.16882,0.17193,0.13106,0.13947,0.03868
65 to 69,0.40635,0.29345,0.18798,0.09511,0.09165,0.079,0.11901,0.1515,0.10033,0.06983,0.07918,0.09374,0.1247,0.11357,0.12502,0.05129
70 to 74,0.28669,0.15654,0.15012,0.0638,0.1129,0.05569,0.06749,0.10051,0.08597,0.07009,0.05878,0.05851,0.09851,0.06777,0.12979,0.05031
75+,0.14065,0.12054,0.13471,0.04418,0.09276,0.02928,0.0654,0.04149,0.03786,0.05645,0.04133,0.03314,0.04312,0.04218,0.04935,0.0356
