Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.46113,0.69267,0.2051,0.10408,0.13019,0.19672,0.18044,0.13677,0.08111,0.02257,0.03007,0.03791,0.02948,0.02525,0.00853,0.01068
5 to 9,0.64033,2.64127,1.10388,0.33169,0.16787,0.10353,0.12983,0.16321,0.10655,0.03756,0.05713,0.03415,0.03264,0.03379,0.01832,0.011
10 to 14,0.33566,0.99158,3.99983,1.58098,0.25638,0.09548,0.20202,0.12593,0.171,0.05011,0.06643,0.03764,0.02877,0.022,0.02703,0.01665
15 to 19,0.26158,0.29018,0.65957,5.00203,1.74174,0.39377,0.16989,0.09834,0.11585,0.1008,0.10416,0.04711,0.04821,0.02442,0.0532,0.0097
20 to 24,0.45618,0.25352,0.45004,1.24921,2.90565,1.13482,0.46403,0.24166,0.21453,0.14294,0.19623,0.12171,0.10483,0.07355,0.05089,0.0219
25 to 29,0.74106,0.53519,0.40484,0.62152,1.22177,1.54043,0.72569,0.45117,0.27401,0.18875,0.26498,0.21823,0.1716,0.1222,0.07894,0.03111
30 to 34,0.92293,0.70416,0.50363,0.42418,0.78024,0.94395,0.98084,0.6085,0.40758,0.24945,0.20927,0.24371,0.19086,0.16671,0.08762,0.06366
35 to 39,0.81878,0.80868,0.6226,0.52506,0.53581,0.65348,0.72399,0.76644,0.45533,0.28809,0.20986,0.20906,0.23651,0.15446,0.12609,0.05283
40 to 44,0.60696,0.74889,0.78709,0.58867,0.45617,0.47834,0.49877,0.58505,0.54066,0.30259,0.25998,0.22369,0.22327,0.16096,0.16162,0.05517
45 to 49,0.44969,0.37637,0.52303,0.54763,0.55647,0.45302,0.39862,0.39278,0.34441,0.32442,0.30379,0.16491,0.18913,0.13388,0.12743,0.07157
50 to 54,0.55545,0.30799,0.35114,0.25265,0.34536,0.39134,0.4132,0.27363,0.24151,0.25799,0.24389,0.24732,0.17492,0.15121,0.1065,0.05334
55 to 59,0.50677,0.34875,0.23862,0.13711,0.24995,0.22931,0.3259,0.237,0.12415,0.12908,0.21118,0.25236,0.23692,0.17896,0.11625,0.05626
60 to 64,0.38653,0.37216,0.1924,0.11546,0.11554,0.1038,0.17138,0.23383,0.1351,0.10547,0.14743,0.18771,0.23671,0.19497,0.21978,0.06117
65 to 69,0.32651,0.27263,0.19538,0.1032,0.08716,0.07595,0.12282,0.16079,0.09433,0.06869,0.08011,0.10422,0.17169,0.16895,0.19701,0.08111
70 to 74,0.23036,0.14543,0.15603,0.06923,0.10737,0.05354,0.06965,0.10668,0.08083,0.06895,0.05947,0.06506,0.13562,0.10082,0.20453,0.07957
75+,0.11302,0.11198,0.14001,0.04793,0.08821,0.02815,0.0675,0.04403,0.03559,0.05553,0.04182,0.03685,0.05936,0.06275,0.07777,0.05631
